ubicageo_f,rnspni1,dirurl1
30172,0,NO APLICA
30173,0,NO APLICA
30174,0,NO APLICA
30175,0,NO APLICA
30176,0,NO APLICA
30177,0,NO APLICA
30178,0,NO APLICA
30179,0,NO APLICA
30180,0,NO APLICA
30181,0,NO APLICA
30182,97,NO IDENTIFICADO
30183,0,NO APLICA
30184,97,NO IDENTIFICADO
30185,0,NO APLICA
30186,0,NO APLICA
30187,0,NO APLICA
30188,0,NO APLICA
30189,0,NO APLICA
30190,0,NO APLICA
30191,97,NO IDENTIFICADO
30192,0,NO APLICA
30193,0,NO APLICA
30194,0,NO APLICA
30195,0,NO APLICA
30196,0,NO APLICA
30197,0,NO APLICA
30198,0,NO APLICA
30199,0,NO APLICA
30200,0,NO APLICA
30201,0,NO APLICA
30202,0,NO APLICA
30203,0,NO APLICA
30204,0,NO APLICA
30205,97,NO IDENTIFICADO
30206,0,NO APLICA
30207,0,NO APLICA
30208,0,NO APLICA
30209,0,NO APLICA
30210,0,NO APLICA
30211,0,NO APLICA
30212,0,NO APLICA
31001,0,NO APLICA
31002,0,NO APLICA
31003,0,NO APLICA
31004,0,NO APLICA
31005,0,NO APLICA
31006,0,NO APLICA
31007,0,NO APLICA
31008,0,NO APLICA
31009,0,NO APLICA
31010,0,NO APLICA
31011,0,NO APLICA
31012,0,NO APLICA
31013,0,NO APLICA
31014,0,NO APLICA
31015,0,NO APLICA
31016,0,NO APLICA
31017,0,NO APLICA
31018,0,NO APLICA
31019,0,NO APLICA
31020,0,NO APLICA
31021,0,NO APLICA
31022,0,NO APLICA
31023,0,NO APLICA
31024,0,NO APLICA
31025,0,NO APLICA
31026,0,NO APLICA
31027,0,NO APLICA
31028,0,NO APLICA
31029,0,NO APLICA
31030,0,NO APLICA
31031,0,NO APLICA
31032,0,NO APLICA
31033,0,NO APLICA
31034,0,NO APLICA
31035,0,NO APLICA
31036,0,NO APLICA
31037,0,NO APLICA
31038,0,NO APLICA
31039,0,NO APLICA
31040,0,NO APLICA
31041,3,NO APLICA
31042,0,NO APLICA
31043,0,NO APLICA
31044,0,NO APLICA
31045,0,NO APLICA
31046,0,NO APLICA
31047,0,NO APLICA
31048,0,NO APLICA
31049,0,NO APLICA
31050,0,NO APLICA
31051,0,NO APLICA
31052,0,NO APLICA
31053,0,NO APLICA
31054,0,NO APLICA
31055,0,NO APLICA
31056,0,NO APLICA
31057,0,NO APLICA
31058,0,NO APLICA
31059,0,NO APLICA
31060,0,NO APLICA
31061,0,NO APLICA
31062,0,NO APLICA
31063,0,NO APLICA
31064,0,NO APLICA
31065,0,NO APLICA
31066,0,NO APLICA
31067,0,NO APLICA
31068,0,NO APLICA
31069,0,NO APLICA
31070,0,NO APLICA
31071,0,NO APLICA
31072,0,NO APLICA
31073,0,NO APLICA
31074,0,NO APLICA
31075,0,NO APLICA
31076,0,NO APLICA
31077,0,NO APLICA
31078,0,NO APLICA
31079,0,NO APLICA
31080,0,NO APLICA
31081,0,NO APLICA
31082,0,NO APLICA
31083,0,NO APLICA
31084,0,NO APLICA
31085,0,NO APLICA
31086,0,NO APLICA
31087,0,NO APLICA
31088,0,NO APLICA
31089,0,NO APLICA
31090,0,NO APLICA
31091,0,NO APLICA
31092,0,NO APLICA
31093,0,NO APLICA
31094,0,NO APLICA
31095,0,NO APLICA
31096,0,NO APLICA
31097,0,NO APLICA
31098,0,NO APLICA
31099,0,NO APLICA
31100,0,NO APLICA
31101,3,NO APLICA
31102,0,NO APLICA
31103,0,NO APLICA
31104,0,NO APLICA
31105,0,NO APLICA
31106,0,NO APLICA
32001,0,NO APLICA
32002,0,NO APLICA
32003,0,NO APLICA
32004,0,NO APLICA
32005,0,NO APLICA
32006,0,NO APLICA
32007,0,NO APLICA
32008,0,NO APLICA
32009,0,NO APLICA
32010,3,NO APLICA
32011,0,NO APLICA
32012,0,NO APLICA
32013,0,NO APLICA
32014,0,NO APLICA
32015,0,NO APLICA
32016,0,NO APLICA
32017,0,NO APLICA
32018,0,NO APLICA
32019,0,NO APLICA
32020,0,NO APLICA
32021,0,NO APLICA
32022,0,NO APLICA
32023,0,NO APLICA
32024,0,NO APLICA
32025,0,NO APLICA
32026,0,NO APLICA
32027,0,NO APLICA
32028,0,NO APLICA
32029,0,NO APLICA
32030,0,NO APLICA
32031,0,NO APLICA
32032,0,NO APLICA
32033,0,NO APLICA
32034,0,NO APLICA
32035,0,NO APLICA
32036,3,NO APLICA
32037,0,NO APLICA
32038,0,NO APLICA
32039,0,NO APLICA
32040,0,NO APLICA
32041,0,NO APLICA
32042,0,NO APLICA
32043,0,NO APLICA
32044,0,NO APLICA
32045,0,NO APLICA
32046,0,NO APLICA
32047,0,NO APLICA
32048,0,NO APLICA
32049,0,NO APLICA
32050,0,NO APLICA
32051,0,NO APLICA
32052,0,NO APLICA
32053,0,NO APLICA
32054,0,NO APLICA
32055,0,NO APLICA
32056,97,NO IDENTIFICADO
32057,0,NO APLICA
32058,0,NO APLICA
