ubicageo_f,orgapoli_j,rnsnni1,totalca1,rnsnni2,totalca2
8060,21,0,NA,0,NA
8060,22,0,NA,0,NA
8060,30,0,NA,0,NA
8060,40,0,NA,0,NA
8061,11,0,NA,0,NA
8061,12,0,NA,0,NA
8061,13,0,NA,0,NA
8061,14,0,NA,0,NA
8061,15,0,NA,0,NA
8061,21,0,NA,0,NA
8061,22,0,NA,0,NA
8061,30,0,NA,0,NA
8061,40,0,NA,0,NA
8062,11,0,NA,0,NA
8062,12,0,NA,0,NA
8062,13,0,NA,0,NA
8062,14,0,NA,0,NA
8062,15,0,NA,0,NA
8062,21,0,NA,0,NA
8062,22,0,NA,0,NA
8062,30,0,NA,0,NA
8062,40,0,NA,0,NA
8063,11,0,NA,0,NA
8063,12,0,NA,0,NA
8063,13,0,NA,0,NA
8063,14,0,NA,0,NA
8063,15,0,NA,0,NA
8063,21,0,NA,0,NA
8063,22,0,NA,0,NA
8063,30,0,NA,0,NA
8063,40,0,NA,0,NA
8064,11,0,NA,0,NA
8064,12,0,NA,0,NA
8064,13,0,NA,0,NA
8064,14,0,NA,0,NA
8064,15,0,NA,0,NA
8064,21,0,NA,0,NA
8064,22,0,NA,0,NA
8064,30,0,NA,0,NA
8064,40,0,NA,0,NA
8065,11,0,NA,0,NA
8065,12,0,NA,0,NA
8065,13,0,NA,0,NA
8065,14,0,NA,0,NA
8065,15,0,NA,0,NA
8065,21,0,NA,0,NA
8065,22,0,NA,0,NA
8065,30,0,NA,0,NA
8065,40,0,NA,0,NA
8066,11,0,NA,0,NA
8066,12,0,NA,0,NA
8066,13,0,NA,0,NA
8066,14,0,NA,0,NA
8066,15,0,NA,0,NA
8066,21,0,NA,0,NA
8066,22,0,NA,0,NA
8066,30,0,NA,0,NA
8066,40,0,NA,0,NA
8067,11,0,NA,0,NA
8067,12,0,NA,0,NA
8067,13,0,NA,0,NA
8067,14,0,NA,0,NA
8067,15,0,NA,0,NA
8067,21,0,NA,0,NA
8067,22,0,NA,0,NA
8067,30,0,NA,0,NA
8067,40,0,NA,0,NA
9002,11,0,NA,0,NA
9002,12,0,NA,0,NA
9002,13,0,NA,0,NA
9002,14,0,NA,0,NA
9002,15,0,NA,0,NA
9002,21,0,NA,0,NA
9002,22,0,NA,0,NA
9002,30,0,NA,0,NA
9002,40,0,NA,0,NA
9003,11,0,NA,0,NA
9003,12,0,NA,0,NA
9003,13,0,NA,0,NA
9003,14,0,NA,0,NA
9003,15,0,NA,0,NA
9003,21,0,NA,0,NA
9003,22,0,NA,0,NA
9003,30,0,NA,0,NA
9003,40,0,NA,0,NA
9004,11,0,NA,0,NA
9004,12,0,NA,0,NA
9004,13,0,NA,0,NA
9004,14,0,NA,0,NA
9004,15,0,NA,0,NA
9004,21,0,NA,0,NA
9004,22,0,NA,0,NA
9004,30,0,NA,0,NA
9004,40,0,NA,0,NA
9005,11,0,NA,0,NA
9005,12,0,NA,0,NA
9005,13,0,NA,0,NA
9005,14,0,NA,0,NA
9005,15,0,NA,0,NA
9005,21,0,NA,0,NA
9005,22,0,NA,0,NA
9005,30,0,NA,0,NA
9005,40,0,NA,0,NA
9006,11,0,NA,0,NA
9006,12,0,NA,0,NA
9006,13,0,NA,0,NA
9006,14,0,NA,0,NA
9006,15,0,NA,0,NA
9006,21,0,NA,0,NA
9006,22,0,NA,0,NA
9006,30,0,NA,0,NA
9006,40,0,NA,0,NA
9007,11,0,NA,0,NA
9007,12,0,NA,0,NA
9007,13,0,NA,0,NA
9007,14,0,NA,0,NA
9007,15,0,NA,0,NA
9007,21,0,NA,0,NA
9007,22,0,NA,0,NA
9007,30,0,NA,0,NA
9007,40,0,NA,0,NA
9008,11,0,NA,0,NA
9008,12,0,NA,0,NA
9008,13,0,NA,0,NA
9008,14,0,NA,0,NA
9008,15,0,NA,0,NA
9008,21,0,NA,0,NA
9008,22,0,NA,0,NA
9008,30,0,NA,0,NA
9008,40,0,NA,0,NA
9009,11,0,NA,0,NA
9009,12,0,NA,0,NA
9009,13,0,NA,0,NA
9009,14,0,NA,0,NA
9009,15,0,NA,0,NA
9009,21,0,NA,0,NA
9009,22,0,NA,0,NA
9009,30,0,NA,0,NA
9009,40,0,NA,0,NA
9010,11,0,NA,0,NA
9010,12,0,NA,0,NA
9010,13,0,NA,0,NA
9010,14,0,NA,0,NA
9010,15,0,NA,0,NA
9010,21,0,NA,0,NA
9010,22,0,NA,0,NA
9010,30,0,NA,0,NA
9010,40,0,NA,0,NA
9011,11,0,NA,0,NA
9011,12,0,NA,0,NA
9011,13,0,NA,0,NA
9011,14,0,NA,0,NA
9011,15,0,NA,0,NA
9011,21,0,NA,0,NA
9011,22,0,NA,0,NA
9011,30,0,NA,0,NA
9011,40,0,NA,0,NA
9012,11,0,NA,0,NA
9012,12,0,NA,0,NA
9012,13,0,NA,0,NA
9012,14,0,NA,0,NA
9012,15,0,NA,0,NA
9012,21,0,NA,0,NA
9012,22,0,NA,0,NA
9012,30,0,NA,0,NA
9012,40,0,NA,0,NA
9013,11,0,NA,0,NA
9013,12,0,NA,0,NA
9013,13,0,NA,0,NA
9013,14,0,NA,0,NA
9013,15,0,NA,0,NA
9013,21,0,NA,0,NA
9013,22,0,NA,0,NA
9013,30,0,NA,0,NA
9013,40,0,NA,0,NA
9014,11,0,NA,0,NA
9014,12,0,NA,0,NA
9014,13,0,NA,0,NA
9014,14,0,NA,0,NA
9014,15,0,NA,0,NA
9014,21,0,NA,0,NA
9014,22,0,NA,0,NA
9014,30,0,NA,0,NA
9014,40,0,NA,0,NA
9015,11,0,NA,0,NA
9015,12,0,NA,0,NA
9015,13,0,NA,0,NA
9015,14,0,NA,0,NA
9015,15,0,NA,0,NA
9015,21,0,NA,0,NA
9015,22,0,NA,0,NA
9015,30,0,NA,0,NA
9015,40,0,NA,0,NA
9016,11,0,NA,0,NA
9016,12,0,NA,0,NA
9016,13,0,NA,0,NA
9016,14,0,NA,0,NA
9016,15,0,NA,0,NA
9016,21,0,NA,0,NA
9016,22,0,NA,0,NA
9016,30,0,NA,0,NA
9016,40,0,NA,0,NA
9017,11,0,NA,0,NA
9017,12,0,NA,0,NA
9017,13,0,NA,0,NA
9017,14,0,NA,0,NA
9017,15,0,NA,0,NA
9017,21,0,NA,0,NA
9017,22,0,NA,0,NA
9017,30,0,NA,0,NA
9017,40,0,NA,0,NA
10001,11,0,NA,0,NA
10001,12,0,NA,0,NA
10001,13,0,NA,0,NA
10001,14,0,NA,0,NA
10001,15,0,NA,0,NA
10001,21,0,NA,0,NA
10001,22,0,NA,0,NA
10001,30,0,NA,0,NA
10001,40,0,NA,0,NA
10002,11,0,NA,0,NA
10002,12,0,NA,0,NA
10002,13,0,NA,0,NA
10002,14,0,NA,0,NA
10002,15,0,NA,0,NA
10002,21,0,NA,0,NA
10002,22,0,NA,0,NA
10002,30,0,NA,0,NA
10002,40,0,NA,0,NA
10003,11,0,NA,0,NA
10003,12,0,NA,0,NA
10003,13,0,NA,0,NA
10003,14,0,NA,0,NA
10003,15,0,NA,0,NA
10003,21,0,NA,0,NA
10003,22,0,NA,0,NA
10003,30,0,NA,0,NA
10003,40,0,NA,0,NA
10004,11,0,NA,0,NA
10004,12,0,NA,0,NA
10004,13,0,NA,0,NA
10004,14,0,NA,0,NA
10004,15,0,NA,0,NA
10004,21,0,NA,0,NA
10004,22,0,NA,0,NA
10004,30,0,NA,0,NA
10004,40,0,NA,0,NA
10005,11,1,24,1,34
10005,12,1,5,1,14
10005,13,9,NSS,9,NSS
10005,14,9,NSS,9,NSS
10005,15,9,NSS,9,NSS
10005,21,9,NSS,9,NSS
10005,22,1,2,1,1
10005,30,9,NSS,9,NSS
10005,40,0,0,0,0
10006,11,0,NA,0,NA
10006,12,0,NA,0,NA
10006,13,0,NA,0,NA
10006,14,0,NA,0,NA
10006,15,0,NA,0,NA
10006,21,0,NA,0,NA
10006,22,0,NA,0,NA
10006,30,0,NA,0,NA
10006,40,0,NA,0,NA
10007,11,1,66,1,25
10007,12,2,NA,1,50
10007,13,2,NA,2,NA
10007,14,2,NA,2,NA
10007,15,2,NA,2,NA
10007,21,2,NA,2,NA
10007,22,2,NA,2,NA
10007,30,2,NA,2,NA
10007,40,0,0,0,0
10008,11,0,NA,0,NA
10008,12,0,NA,0,NA
10008,13,0,NA,0,NA
10008,14,0,NA,0,NA
10008,15,0,NA,0,NA
10008,21,0,NA,0,NA
10008,22,0,NA,0,NA
10008,30,0,NA,0,NA
10008,40,0,NA,0,NA
10009,11,0,NA,0,NA
10009,12,0,NA,0,NA
10009,13,0,NA,0,NA
10009,14,0,NA,0,NA
10009,15,0,NA,0,NA
10009,21,0,NA,0,NA
10009,22,0,NA,0,NA
10009,30,0,NA,0,NA
10009,40,0,NA,0,NA
10010,11,0,NA,0,NA
10010,12,0,NA,0,NA
10010,13,0,NA,0,NA
10010,14,0,NA,0,NA
10010,15,0,NA,0,NA
10010,21,0,NA,0,NA
10010,22,0,NA,0,NA
10010,30,0,NA,0,NA
10010,40,0,NA,0,NA
10011,11,0,NA,0,NA
10011,12,0,NA,0,NA
10011,13,0,NA,0,NA
10011,14,0,NA,0,NA
10011,15,0,NA,0,NA
10011,21,0,NA,0,NA
10011,22,0,NA,0,NA
10011,30,0,NA,0,NA
10011,40,0,NA,0,NA
10012,11,0,NA,0,NA
10012,12,0,NA,0,NA
10012,13,0,NA,0,NA
10012,14,0,NA,0,NA
10012,15,0,NA,0,NA
10012,21,0,NA,0,NA
10012,22,0,NA,0,NA
10012,30,0,NA,0,NA
10012,40,0,NA,0,NA
10013,11,0,NA,0,NA
10013,12,0,NA,0,NA
10013,13,0,NA,0,NA
10013,14,0,NA,0,NA
10013,15,0,NA,0,NA
10013,21,0,NA,0,NA
10013,22,0,NA,0,NA
10013,30,0,NA,0,NA
10013,40,0,NA,0,NA
10014,11,0,NA,0,NA
10014,12,0,NA,0,NA
10014,13,0,NA,0,NA
10014,14,0,NA,0,NA
10014,15,0,NA,0,NA
10014,21,0,NA,0,NA
10014,22,0,NA,0,NA
10014,30,0,NA,0,NA
10014,40,0,NA,0,NA
10015,11,0,NA,0,NA
10015,12,0,NA,0,NA
10015,13,0,NA,0,NA
10015,14,0,NA,0,NA
10015,15,0,NA,0,NA
10015,21,0,NA,0,NA
10015,22,0,NA,0,NA
10015,30,0,NA,0,NA
10015,40,0,NA,0,NA
10016,11,0,NA,0,NA
10016,12,0,NA,0,NA
10016,13,0,NA,0,NA
10016,14,0,NA,0,NA
10016,15,0,NA,0,NA
10016,21,0,NA,0,NA
10016,22,0,NA,0,NA
10016,30,0,NA,0,NA
10016,40,0,NA,0,NA
10017,11,0,NA,0,NA
10017,12,0,NA,0,NA
10017,13,0,NA,0,NA
10017,14,0,NA,0,NA
10017,15,0,NA,0,NA
10017,21,0,NA,0,NA
10017,22,0,NA,0,NA
10017,30,0,NA,0,NA
10017,40,0,NA,0,NA
10018,11,0,NA,0,NA
10018,12,0,NA,0,NA
10018,13,0,NA,0,NA
10018,14,0,NA,0,NA
10018,15,0,NA,0,NA
10018,21,0,NA,0,NA
10018,22,0,NA,0,NA
10018,30,0,NA,0,NA
10018,40,0,NA,0,NA
10019,11,0,NA,0,NA
10019,12,0,NA,0,NA
10019,13,0,NA,0,NA
10019,14,0,NA,0,NA
10019,15,0,NA,0,NA
10019,21,0,NA,0,NA
10019,22,0,NA,0,NA
10019,30,0,NA,0,NA
10019,40,0,NA,0,NA
10020,11,0,NA,0,NA
10020,12,0,NA,0,NA
10020,13,0,NA,0,NA
10020,14,0,NA,0,NA
10020,15,0,NA,0,NA
10020,21,0,NA,0,NA
10020,22,0,NA,0,NA
10020,30,0,NA,0,NA
10020,40,0,NA,0,NA
10021,11,0,NA,0,NA
10021,12,0,NA,0,NA
10021,13,0,NA,0,NA
10021,14,0,NA,0,NA
10021,15,0,NA,0,NA
10021,21,0,NA,0,NA
10021,22,0,NA,0,NA
10021,30,0,NA,0,NA
10021,40,0,NA,0,NA
10022,11,0,NA,0,NA
10022,12,0,NA,0,NA
10022,13,0,NA,0,NA
10022,14,0,NA,0,NA
10022,15,0,NA,0,NA
10022,21,0,NA,0,NA
10022,22,0,NA,0,NA
10022,30,0,NA,0,NA
10022,40,0,NA,0,NA
10023,11,0,NA,0,NA
10023,12,0,NA,0,NA
10023,13,0,NA,0,NA
10023,14,0,NA,0,NA
10023,15,0,NA,0,NA
10023,21,0,NA,0,NA
10023,22,0,NA,0,NA
10023,30,0,NA,0,NA
10023,40,0,NA,0,NA
10024,11,0,NA,0,NA
10024,12,0,NA,0,NA
10024,13,0,NA,0,NA
10024,14,0,NA,0,NA
10024,15,0,NA,0,NA
10024,21,0,NA,0,NA
10024,22,0,NA,0,NA
10024,30,0,NA,0,NA
10024,40,0,NA,0,NA
10025,11,0,NA,0,NA
10025,12,0,NA,0,NA
10025,13,0,NA,0,NA
10025,14,0,NA,0,NA
10025,15,0,NA,0,NA
10025,21,0,NA,0,NA
10025,22,0,NA,0,NA
10025,30,0,NA,0,NA
10025,40,0,NA,0,NA
10026,11,0,NA,0,NA
10026,12,0,NA,0,NA
10026,13,0,NA,0,NA
10026,14,0,NA,0,NA
10026,15,0,NA,0,NA
10026,21,0,NA,0,NA
10026,22,0,NA,0,NA
10026,30,0,NA,0,NA
10026,40,0,NA,0,NA
10027,11,0,NA,0,NA
10027,12,0,NA,0,NA
10027,13,0,NA,0,NA
10027,14,0,NA,0,NA
10027,15,0,NA,0,NA
10027,21,0,NA,0,NA
10027,22,0,NA,0,NA
10027,30,0,NA,0,NA
10027,40,0,NA,0,NA
10028,11,0,NA,0,NA
10028,12,0,NA,0,NA
10028,13,0,NA,0,NA
10028,14,0,NA,0,NA
10028,15,0,NA,0,NA
10028,21,0,NA,0,NA
10028,22,0,NA,0,NA
10028,30,0,NA,0,NA
10028,40,0,NA,0,NA
10029,11,0,NA,0,NA
10029,12,0,NA,0,NA
10029,13,0,NA,0,NA
10029,14,0,NA,0,NA
10029,15,0,NA,0,NA
10029,21,0,NA,0,NA
10029,22,0,NA,0,NA
10029,30,0,NA,0,NA
10029,40,0,NA,0,NA
10030,11,0,NA,0,NA
10030,12,0,NA,0,NA
10030,13,0,NA,0,NA
10030,14,0,NA,0,NA
10030,15,0,NA,0,NA
10030,21,0,NA,0,NA
10030,22,0,NA,0,NA
10030,30,0,NA,0,NA
10030,40,0,NA,0,NA
10031,11,0,NA,0,NA
10031,12,0,NA,0,NA
10031,13,0,NA,0,NA
10031,14,0,NA,0,NA
10031,15,0,NA,0,NA
10031,21,0,NA,0,NA
10031,22,0,NA,0,NA
10031,30,0,NA,0,NA
10031,40,0,NA,0,NA
10032,11,0,NA,0,NA
10032,12,0,NA,0,NA
10032,13,0,NA,0,NA
10032,14,0,NA,0,NA
10032,15,0,NA,0,NA
10032,21,0,NA,0,NA
10032,22,0,NA,0,NA
10032,30,0,NA,0,NA
10032,40,0,NA,0,NA
10033,11,0,NA,0,NA
10033,12,0,NA,0,NA
10033,13,0,NA,0,NA
10033,14,0,NA,0,NA
10033,15,0,NA,0,NA
10033,21,0,NA,0,NA
10033,22,0,NA,0,NA
10033,30,0,NA,0,NA
10033,40,0,NA,0,NA
10034,11,0,NA,0,NA
10034,12,0,NA,0,NA
10034,13,0,NA,0,NA
10034,14,0,NA,0,NA
10034,15,0,NA,0,NA
10034,21,0,NA,0,NA
10034,22,0,NA,0,NA
10034,30,0,NA,0,NA
10034,40,0,NA,0,NA
10035,11,0,NA,0,NA
10035,12,0,NA,0,NA
10035,13,0,NA,0,NA
10035,14,0,NA,0,NA
10035,15,0,NA,0,NA
10035,21,0,NA,0,NA
10035,22,0,NA,0,NA
10035,30,0,NA,0,NA
10035,40,0,NA,0,NA
10036,11,0,NA,0,NA
10036,12,0,NA,0,NA
10036,13,0,NA,0,NA
10036,14,0,NA,0,NA
10036,15,0,NA,0,NA
10036,21,0,NA,0,NA
10036,22,0,NA,0,NA
10036,30,0,NA,0,NA
10036,40,0,NA,0,NA
10037,11,0,NA,0,NA
10037,12,0,NA,0,NA
10037,13,0,NA,0,NA
10037,14,0,NA,0,NA
10037,15,0,NA,0,NA
10037,21,0,NA,0,NA
10037,22,0,NA,0,NA
10037,30,0,NA,0,NA
10037,40,0,NA,0,NA
10038,11,0,NA,0,NA
10038,12,0,NA,0,NA
10038,13,0,NA,0,NA
10038,14,0,NA,0,NA
10038,15,0,NA,0,NA
10038,21,0,NA,0,NA
10038,22,0,NA,0,NA
10038,30,0,NA,0,NA
10038,40,0,NA,0,NA
10039,11,0,NA,0,NA
10039,12,0,NA,0,NA
10039,13,0,NA,0,NA
10039,14,0,NA,0,NA
10039,15,0,NA,0,NA
10039,21,0,NA,0,NA
10039,22,0,NA,0,NA
10039,30,0,NA,0,NA
10039,40,0,NA,0,NA
11001,11,2,NA,2,NA
11001,12,2,NA,2,NA
11001,13,2,NA,2,NA
11001,14,2,NA,2,NA
11001,15,2,NA,2,NA
11001,21,2,NA,2,NA
11001,22,2,NA,2,NA
11001,30,2,NA,2,NA
11001,40,0,0,0,0
11002,11,0,NA,0,NA
11002,12,0,NA,0,NA
11002,13,0,NA,0,NA
11002,14,0,NA,0,NA
11002,15,0,NA,0,NA
11002,21,0,NA,0,NA
11002,22,0,NA,0,NA
11002,30,0,NA,0,NA
11002,40,0,NA,0,NA
11003,11,1,54,1,62
11003,12,2,NA,2,NA
11003,13,2,NA,2,NA
11003,14,2,NA,2,NA
11003,15,2,NA,2,NA
11003,21,2,NA,2,NA
11003,22,2,NA,2,NA
11003,30,2,NA,2,NA
11003,40,0,0,0,0
11004,11,2,NA,1,0
11004,12,2,NA,1,0
11004,13,2,NA,1,0
11004,14,2,NA,1,0
11004,15,2,NA,1,0
11004,21,2,NA,1,0
11004,22,2,NA,1,0
11004,30,2,NA,1,0
11004,40,0,0,0,0
11005,11,1,12,1,30
11005,12,2,NA,2,NA
11005,13,2,NA,2,NA
11005,14,2,NA,2,NA
11005,15,2,NA,2,NA
11005,21,2,NA,2,NA
11005,22,2,NA,2,NA
11005,30,2,NA,2,NA
11005,40,0,0,0,0
11006,11,0,NA,0,NA
11006,12,0,NA,0,NA
11006,13,0,NA,0,NA
11006,14,0,NA,0,NA
11006,15,0,NA,0,NA
11006,21,0,NA,0,NA
11006,22,0,NA,0,NA
11006,30,0,NA,0,NA
11006,40,0,NA,0,NA
11007,11,1,12,1,2
11007,12,2,NA,2,NA
11007,13,2,NA,2,NA
11007,14,2,NA,2,NA
11007,15,2,NA,2,NA
11007,21,2,NA,2,NA
11007,22,2,NA,2,NA
11007,30,2,NA,2,NA
11007,40,0,0,0,0
11008,11,97,NSS,97,NSS
11008,12,97,NSS,97,NSS
11008,13,97,NSS,97,NSS
11008,14,97,NSS,97,NSS
11008,15,97,NSS,97,NSS
11008,21,97,NSS,97,NSS
11008,22,97,NSS,97,NSS
11008,30,97,NSS,97,NSS
11008,40,97,NSS,97,NSS
11009,11,2,NA,1,15
11009,12,2,NA,1,3
11009,13,2,NA,2,NA
11009,14,2,NA,2,NA
11009,15,2,NA,2,NA
11009,21,2,NA,2,NA
11009,22,2,NA,2,NA
11009,30,2,NA,2,NA
11009,40,0,0,0,0
11010,11,97,NSS,97,NSS
11010,12,97,NSS,97,NSS
11010,13,97,NSS,97,NSS
11010,14,97,NSS,97,NSS
11010,15,97,NSS,97,NSS
11010,21,97,NSS,97,NSS
11010,22,97,NSS,97,NSS
11010,30,97,NSS,97,NSS
11010,40,97,NSS,97,NSS
11011,11,1,13,1,10
11011,12,1,0,1,0
11011,13,2,NA,2,NA
11011,14,2,NA,2,NA
11011,15,2,NA,2,NA
11011,21,2,NA,2,NA
11011,22,2,NA,2,NA
11011,30,2,NA,2,NA
11011,40,0,0,0,0
11012,11,0,NA,0,NA
11012,12,0,NA,0,NA
11012,13,0,NA,0,NA
11012,14,0,NA,0,NA
11012,15,0,NA,0,NA
11012,21,0,NA,0,NA
11012,22,0,NA,0,NA
11012,30,0,NA,0,NA
11012,40,0,NA,0,NA
11013,11,1,12,1,19
11013,12,2,NA,2,NA
11013,13,2,NA,2,NA
11013,14,2,NA,2,NA
11013,15,1,2,1,4
11013,21,2,NA,2,NA
11013,22,2,NA,2,NA
11013,30,2,NA,2,NA
11013,40,0,0,0,0
11014,11,1,15,1,7
11014,12,2,NA,2,NA
11014,13,2,NA,2,NA
11014,14,2,NA,2,NA
11014,15,2,NA,2,NA
11014,21,2,NA,2,NA
11014,22,2,NA,2,NA
11014,30,2,NA,2,NA
11014,40,0,0,0,0
11015,11,1,121,1,78
11015,12,1,10,1,15
11015,13,2,NA,2,NA
11015,14,2,NA,2,NA
11015,15,2,NA,2,NA
11015,21,2,NA,2,NA
11015,22,2,NA,2,NA
11015,30,2,NA,2,NA
11015,40,0,0,0,0
11016,11,97,NSS,97,NSS
11016,12,97,NSS,97,NSS
11016,13,97,NSS,97,NSS
11016,14,97,NSS,97,NSS
11016,15,97,NSS,97,NSS
11016,21,97,NSS,97,NSS
11016,22,97,NSS,97,NSS
11016,30,97,NSS,97,NSS
11016,40,97,NSS,97,NSS
11017,11,0,NA,0,NA
11017,12,0,NA,0,NA
11017,13,0,NA,0,NA
11017,14,0,NA,0,NA
11017,15,0,NA,0,NA
11017,21,0,NA,0,NA
11017,22,0,NA,0,NA
11017,30,0,NA,0,NA
11017,40,0,NA,0,NA
11018,11,1,4,1,5
11018,12,2,NA,2,NA
11018,13,2,NA,2,NA
11018,14,2,NA,2,NA
11018,15,2,NA,2,NA
11018,21,2,NA,2,NA
11018,22,2,NA,2,NA
11018,30,2,NA,2,NA
11018,40,0,0,0,0
11019,11,0,NA,0,NA
11019,12,0,NA,0,NA
11019,13,0,NA,0,NA
11019,14,0,NA,0,NA
11019,15,0,NA,0,NA
11019,21,0,NA,0,NA
11019,22,0,NA,0,NA
11019,30,0,NA,0,NA
11019,40,0,NA,0,NA
11020,11,1,440,1,539
11020,12,1,255,1,227
11020,13,2,NA,2,NA
11020,14,2,NA,2,NA
11020,15,2,NA,2,NA
11020,21,2,NA,2,NA
11020,22,2,NA,2,NA
11020,30,2,NA,2,NA
11020,40,0,0,0,0
11021,11,0,NA,1,5
11021,12,0,NA,1,0
11021,13,0,NA,2,NA
11021,14,0,NA,2,NA
11021,15,0,NA,2,NA
11021,21,0,NA,2,NA
11021,22,0,NA,1,0
11021,30,0,NA,2,NA
11021,40,0,NA,0,0
11022,11,9,NSS,1,2
11022,12,9,NSS,1,0
11022,13,9,NSS,2,NA
11022,14,9,NSS,2,NA
11022,15,9,NSS,2,NA
11022,21,9,NSS,1,0
11022,22,9,NSS,1,0
11022,30,9,NSS,2,NA
11022,40,0,0,0,0
11023,11,97,NSS,97,NSS
11023,12,97,NSS,97,NSS
11023,13,97,NSS,97,NSS
11023,14,97,NSS,97,NSS
11023,15,97,NSS,97,NSS
11023,21,97,NSS,97,NSS
11023,22,97,NSS,97,NSS
11023,30,97,NSS,97,NSS
11023,40,97,NSS,97,NSS
11024,11,97,NSS,97,NSS
11024,12,97,NSS,97,NSS
11024,13,97,NSS,97,NSS
11024,14,97,NSS,97,NSS
11024,15,97,NSS,97,NSS
11024,21,97,NSS,97,NSS
11024,22,97,NSS,97,NSS
11024,30,97,NSS,97,NSS
11024,40,97,NSS,97,NSS
11025,11,1,6,1,2
11025,12,2,NA,2,NA
11025,13,2,NA,2,NA
11025,14,2,NA,2,NA
11025,15,2,NA,2,NA
11025,21,2,NA,2,NA
11025,22,2,NA,2,NA
11025,30,2,NA,2,NA
11025,40,0,0,0,0
11026,11,2,NA,2,NA
11026,12,2,NA,2,NA
11026,13,2,NA,2,NA
11026,14,2,NA,2,NA
11026,15,2,NA,2,NA
11026,21,2,NA,2,NA
11026,22,2,NA,2,NA
11026,30,2,NA,2,NA
11026,40,0,0,0,0
11027,11,0,NA,0,NA
11027,12,0,NA,0,NA
11027,13,0,NA,0,NA
11027,14,0,NA,0,NA
11027,15,0,NA,0,NA
11027,21,0,NA,0,NA
11027,22,0,NA,0,NA
11027,30,0,NA,0,NA
11027,40,0,NA,0,NA
11028,11,97,NSS,97,NSS
11028,12,97,NSS,97,NSS
11028,13,97,NSS,97,NSS
11028,14,97,NSS,97,NSS
11028,15,97,NSS,97,NSS
11028,21,97,NSS,97,NSS
11028,22,97,NSS,97,NSS
11028,30,97,NSS,97,NSS
11028,40,97,NSS,97,NSS
11029,11,0,NA,1,3
11029,12,0,NA,2,NA
11029,13,0,NA,2,NA
11029,14,0,NA,2,NA
11029,15,0,NA,2,NA
11029,21,0,NA,2,NA
11029,22,0,NA,2,NA
11029,30,0,NA,2,NA
11029,40,0,NA,0,0
11030,11,2,NA,2,NA
11030,12,2,NA,2,NA
11030,13,2,NA,2,NA
11030,14,2,NA,2,NA
11030,15,2,NA,2,NA
11030,21,2,NA,2,NA
11030,22,2,NA,2,NA
11030,30,2,NA,2,NA
11030,40,0,0,0,0
11031,11,1,38,1,45
11031,12,1,29,2,NA
11031,13,2,NA,2,NA
11031,14,2,NA,2,NA
11031,15,2,NA,2,NA
11031,21,2,NA,2,NA
11031,22,2,NA,2,NA
11031,30,1,9,2,NA
11031,40,0,0,0,0
11032,11,0,NA,0,NA
11032,12,0,NA,0,NA
11032,13,0,NA,0,NA
11032,14,0,NA,0,NA
11032,15,0,NA,0,NA
11032,21,0,NA,0,NA
11032,22,0,NA,0,NA
11032,30,0,NA,0,NA
11032,40,0,NA,0,NA
11033,11,0,NA,0,NA
11033,12,0,NA,0,NA
11033,13,0,NA,0,NA
11033,14,0,NA,0,NA
11033,15,0,NA,0,NA
11033,21,0,NA,0,NA
11033,22,0,NA,0,NA
11033,30,0,NA,0,NA
11033,40,0,NA,0,NA
11034,11,0,NA,9,NSS
11034,12,0,NA,9,NSS
11034,13,0,NA,9,NSS
11034,14,0,NA,9,NSS
11034,15,0,NA,9,NSS
11034,21,0,NA,9,NSS
11034,22,0,NA,9,NSS
11034,30,0,NA,9,NSS
11034,40,0,NA,0,0
11035,11,0,NA,0,NA
11035,12,0,NA,0,NA
11035,13,0,NA,0,NA
11035,14,0,NA,0,NA
11035,15,0,NA,0,NA
11035,21,0,NA,0,NA
11035,22,0,NA,0,NA
11035,30,0,NA,0,NA
11035,40,0,NA,0,NA
11036,11,0,NA,0,NA
11036,12,0,NA,0,NA
11036,13,0,NA,0,NA
11036,14,0,NA,0,NA
11036,15,0,NA,0,NA
11036,21,0,NA,0,NA
11036,22,0,NA,0,NA
11036,30,0,NA,0,NA
11036,40,0,NA,0,NA
11037,11,1,8,1,49
11037,12,1,3,1,4
11037,13,2,NA,2,NA
11037,14,2,NA,2,NA
11037,15,2,NA,2,NA
11037,21,2,NA,2,NA
11037,22,2,NA,2,NA
11037,30,2,NA,2,NA
11037,40,0,0,0,0
11038,11,97,NSS,97,NSS
11038,12,97,NSS,97,NSS
11038,13,97,NSS,97,NSS
11038,14,97,NSS,97,NSS
11038,15,97,NSS,97,NSS
11038,21,97,NSS,97,NSS
11038,22,97,NSS,97,NSS
11038,30,97,NSS,97,NSS
11038,40,97,NSS,97,NSS
11039,11,0,NA,0,NA
11039,12,0,NA,0,NA
11039,13,0,NA,0,NA
11039,14,0,NA,0,NA
11039,15,0,NA,0,NA
11039,21,0,NA,0,NA
11039,22,0,NA,0,NA
11039,30,0,NA,0,NA
11039,40,0,NA,0,NA
11040,11,0,NA,0,NA
11040,12,0,NA,0,NA
11040,13,0,NA,0,NA
11040,14,0,NA,0,NA
11040,15,0,NA,0,NA
11040,21,0,NA,0,NA
11040,22,0,NA,0,NA
11040,30,0,NA,0,NA
11040,40,0,NA,0,NA
11041,11,1,6,1,4
11041,12,2,NA,2,NA
11041,13,2,NA,2,NA
11041,14,2,NA,2,NA
11041,15,2,NA,2,NA
