ubicageo_f,orgapoli_j,rnsnni1,totalca1,rnsnni2,totalca2
7020,22,0,NA,0,NA
7020,30,0,NA,0,NA
7020,40,0,NA,0,NA
7021,11,0,NA,0,NA
7021,12,0,NA,0,NA
7021,13,0,NA,0,NA
7021,14,0,NA,0,NA
7021,15,0,NA,0,NA
7021,21,0,NA,0,NA
7021,22,0,NA,0,NA
7021,30,0,NA,0,NA
7021,40,0,NA,0,NA
7022,11,0,NA,0,NA
7022,12,0,NA,0,NA
7022,13,0,NA,0,NA
7022,14,0,NA,0,NA
7022,15,0,NA,0,NA
7022,21,0,NA,0,NA
7022,22,0,NA,0,NA
7022,30,0,NA,0,NA
7022,40,0,NA,0,NA
7023,11,0,NA,0,NA
7023,12,0,NA,0,NA
7023,13,0,NA,0,NA
7023,14,0,NA,0,NA
7023,15,0,NA,0,NA
7023,21,0,NA,0,NA
7023,22,0,NA,0,NA
7023,30,0,NA,0,NA
7023,40,0,NA,0,NA
7024,11,0,NA,0,NA
7024,12,0,NA,0,NA
7024,13,0,NA,0,NA
7024,14,0,NA,0,NA
7024,15,0,NA,0,NA
7024,21,0,NA,0,NA
7024,22,0,NA,0,NA
7024,30,0,NA,0,NA
7024,40,0,NA,0,NA
7025,11,0,NA,0,NA
7025,12,0,NA,0,NA
7025,13,0,NA,0,NA
7025,14,0,NA,0,NA
7025,15,0,NA,0,NA
7025,21,0,NA,0,NA
7025,22,0,NA,0,NA
7025,30,0,NA,0,NA
7025,40,0,NA,0,NA
7026,11,0,NA,0,NA
7026,12,0,NA,0,NA
7026,13,0,NA,0,NA
7026,14,0,NA,0,NA
7026,15,0,NA,0,NA
7026,21,0,NA,0,NA
7026,22,0,NA,0,NA
7026,30,0,NA,0,NA
7026,40,0,NA,0,NA
7027,11,0,NA,0,NA
7027,12,0,NA,0,NA
7027,13,0,NA,0,NA
7027,14,0,NA,0,NA
7027,15,0,NA,0,NA
7027,21,0,NA,0,NA
7027,22,0,NA,0,NA
7027,30,0,NA,0,NA
7027,40,0,NA,0,NA
7028,11,0,NA,0,NA
7028,12,0,NA,0,NA
7028,13,0,NA,0,NA
7028,14,0,NA,0,NA
7028,15,0,NA,0,NA
7028,21,0,NA,0,NA
7028,22,0,NA,0,NA
7028,30,0,NA,0,NA
7028,40,0,NA,0,NA
7029,11,0,NA,0,NA
7029,12,0,NA,0,NA
7029,13,0,NA,0,NA
7029,14,0,NA,0,NA
7029,15,0,NA,0,NA
7029,21,0,NA,0,NA
7029,22,0,NA,0,NA
7029,30,0,NA,0,NA
7029,40,0,NA,0,NA
7030,11,0,NA,0,NA
7030,12,0,NA,0,NA
7030,13,0,NA,0,NA
7030,14,0,NA,0,NA
7030,15,0,NA,0,NA
7030,21,0,NA,0,NA
7030,22,0,NA,0,NA
7030,30,0,NA,0,NA
7030,40,0,NA,0,NA
7031,11,2,NA,2,NA
7031,12,2,NA,2,NA
7031,13,2,NA,2,NA
7031,14,2,NA,2,NA
7031,15,2,NA,2,NA
7031,21,2,NA,2,NA
7031,22,2,NA,2,NA
7031,30,2,NA,2,NA
7031,40,0,0,0,0
7032,11,0,NA,0,NA
7032,12,0,NA,0,NA
7032,13,0,NA,0,NA
7032,14,0,NA,0,NA
7032,15,0,NA,0,NA
7032,21,0,NA,0,NA
7032,22,0,NA,0,NA
7032,30,0,NA,0,NA
7032,40,0,NA,0,NA
7033,11,0,NA,0,NA
7033,12,0,NA,0,NA
7033,13,0,NA,0,NA
7033,14,0,NA,0,NA
7033,15,0,NA,0,NA
7033,21,0,NA,0,NA
7033,22,0,NA,0,NA
7033,30,0,NA,0,NA
7033,40,0,NA,0,NA
7034,11,0,NA,0,NA
7034,12,0,NA,0,NA
7034,13,0,NA,0,NA
7034,14,0,NA,0,NA
7034,15,0,NA,0,NA
7034,21,0,NA,0,NA
7034,22,0,NA,0,NA
7034,30,0,NA,0,NA
7034,40,0,NA,0,NA
7035,11,0,NA,0,NA
7035,12,0,NA,0,NA
7035,13,0,NA,0,NA
7035,14,0,NA,0,NA
7035,15,0,NA,0,NA
7035,21,0,NA,0,NA
7035,22,0,NA,0,NA
7035,30,0,NA,0,NA
7035,40,0,NA,0,NA
7036,11,0,NA,0,NA
7036,12,0,NA,0,NA
7036,13,0,NA,0,NA
7036,14,0,NA,0,NA
7036,15,0,NA,0,NA
7036,21,0,NA,0,NA
7036,22,0,NA,0,NA
7036,30,0,NA,0,NA
7036,40,0,NA,0,NA
7037,11,0,NA,0,NA
7037,12,0,NA,0,NA
7037,13,0,NA,0,NA
7037,14,0,NA,0,NA
7037,15,0,NA,0,NA
7037,21,0,NA,0,NA
7037,22,0,NA,0,NA
7037,30,0,NA,0,NA
7037,40,0,NA,0,NA
7038,11,0,NA,0,NA
7038,12,0,NA,0,NA
7038,13,0,NA,0,NA
7038,14,0,NA,0,NA
7038,15,0,NA,0,NA
7038,21,0,NA,0,NA
7038,22,0,NA,0,NA
7038,30,0,NA,0,NA
7038,40,0,NA,0,NA
7039,11,0,NA,0,NA
7039,12,0,NA,0,NA
7039,13,0,NA,0,NA
7039,14,0,NA,0,NA
7039,15,0,NA,0,NA
7039,21,0,NA,0,NA
7039,22,0,NA,0,NA
7039,30,0,NA,0,NA
7039,40,0,NA,0,NA
7040,11,0,NA,0,NA
7040,12,0,NA,0,NA
7040,13,0,NA,0,NA
7040,14,0,NA,0,NA
7040,15,0,NA,0,NA
7040,21,0,NA,0,NA
7040,22,0,NA,0,NA
7040,30,0,NA,0,NA
7040,40,0,NA,0,NA
7041,11,0,NA,0,NA
7041,12,0,NA,0,NA
7041,13,0,NA,0,NA
7041,14,0,NA,0,NA
7041,15,0,NA,0,NA
7041,21,0,NA,0,NA
7041,22,0,NA,0,NA
7041,30,0,NA,0,NA
7041,40,0,NA,0,NA
7042,11,0,NA,0,NA
7042,12,0,NA,0,NA
7042,13,0,NA,0,NA
7042,14,0,NA,0,NA
7042,15,0,NA,0,NA
7042,21,0,NA,0,NA
7042,22,0,NA,0,NA
7042,30,0,NA,0,NA
7042,40,0,NA,0,NA
7043,11,0,NA,0,NA
7043,12,0,NA,0,NA
7043,13,0,NA,0,NA
7043,14,0,NA,0,NA
7043,15,0,NA,0,NA
7043,21,0,NA,0,NA
7043,22,0,NA,0,NA
7043,30,0,NA,0,NA
7043,40,0,NA,0,NA
7044,11,0,NA,0,NA
7044,12,0,NA,0,NA
7044,13,0,NA,0,NA
7044,14,0,NA,0,NA
7044,15,0,NA,0,NA
7044,21,0,NA,0,NA
7044,22,0,NA,0,NA
7044,30,0,NA,0,NA
7044,40,0,NA,0,NA
7045,11,0,NA,0,NA
7045,12,0,NA,0,NA
7045,13,0,NA,0,NA
7045,14,0,NA,0,NA
7045,15,0,NA,0,NA
7045,21,0,NA,0,NA
7045,22,0,NA,0,NA
7045,30,0,NA,0,NA
7045,40,0,NA,0,NA
7046,11,0,NA,0,NA
7046,12,0,NA,0,NA
7046,13,0,NA,0,NA
7046,14,0,NA,0,NA
7046,15,0,NA,0,NA
7046,21,0,NA,0,NA
7046,22,0,NA,0,NA
7046,30,0,NA,0,NA
7046,40,0,NA,0,NA
7047,11,0,NA,0,NA
7047,12,0,NA,0,NA
7047,13,0,NA,0,NA
7047,14,0,NA,0,NA
7047,15,0,NA,0,NA
7047,21,0,NA,0,NA
7047,22,0,NA,0,NA
7047,30,0,NA,0,NA
7047,40,0,NA,0,NA
7048,11,0,NA,0,NA
7048,12,0,NA,0,NA
7048,13,0,NA,0,NA
7048,14,0,NA,0,NA
7048,15,0,NA,0,NA
7048,21,0,NA,0,NA
7048,22,0,NA,0,NA
7048,30,0,NA,0,NA
7048,40,0,NA,0,NA
7049,11,0,NA,0,NA
7049,12,0,NA,0,NA
7049,13,0,NA,0,NA
7049,14,0,NA,0,NA
7049,15,0,NA,0,NA
7049,21,0,NA,0,NA
7049,22,0,NA,0,NA
7049,30,0,NA,0,NA
7049,40,0,NA,0,NA
7050,11,0,NA,0,NA
7050,12,0,NA,0,NA
7050,13,0,NA,0,NA
7050,14,0,NA,0,NA
7050,15,0,NA,0,NA
7050,21,0,NA,0,NA
7050,22,0,NA,0,NA
7050,30,0,NA,0,NA
7050,40,0,NA,0,NA
7051,11,0,NA,0,NA
7051,12,0,NA,0,NA
7051,13,0,NA,0,NA
7051,14,0,NA,0,NA
7051,15,0,NA,0,NA
7051,21,0,NA,0,NA
7051,22,0,NA,0,NA
7051,30,0,NA,0,NA
7051,40,0,NA,0,NA
7052,11,0,NA,0,NA
7052,12,0,NA,0,NA
7052,13,0,NA,0,NA
7052,14,0,NA,0,NA
7052,15,0,NA,0,NA
7052,21,0,NA,0,NA
7052,22,0,NA,0,NA
7052,30,0,NA,0,NA
7052,40,0,NA,0,NA
7053,11,0,NA,0,NA
7053,12,0,NA,0,NA
7053,13,0,NA,0,NA
7053,14,0,NA,0,NA
7053,15,0,NA,0,NA
7053,21,0,NA,0,NA
7053,22,0,NA,0,NA
7053,30,0,NA,0,NA
7053,40,0,NA,0,NA
7054,11,0,NA,0,NA
7054,12,0,NA,0,NA
7054,13,0,NA,0,NA
7054,14,0,NA,0,NA
7054,15,0,NA,0,NA
7054,21,0,NA,0,NA
7054,22,0,NA,0,NA
7054,30,0,NA,0,NA
7054,40,0,NA,0,NA
7055,11,0,NA,0,NA
7055,12,0,NA,0,NA
7055,13,0,NA,0,NA
7055,14,0,NA,0,NA
7055,15,0,NA,0,NA
7055,21,0,NA,0,NA
7055,22,0,NA,0,NA
7055,30,0,NA,0,NA
7055,40,0,NA,0,NA
7056,11,0,NA,0,NA
7056,12,0,NA,0,NA
7056,13,0,NA,0,NA
7056,14,0,NA,0,NA
7056,15,0,NA,0,NA
7056,21,0,NA,0,NA
7056,22,0,NA,0,NA
7056,30,0,NA,0,NA
7056,40,0,NA,0,NA
7057,11,0,NA,0,NA
7057,12,0,NA,0,NA
7057,13,0,NA,0,NA
7057,14,0,NA,0,NA
7057,15,0,NA,0,NA
7057,21,0,NA,0,NA
7057,22,0,NA,0,NA
7057,30,0,NA,0,NA
7057,40,0,NA,0,NA
7058,11,0,NA,0,NA
7058,12,0,NA,0,NA
7058,13,0,NA,0,NA
7058,14,0,NA,0,NA
7058,15,0,NA,0,NA
7058,21,0,NA,0,NA
7058,22,0,NA,0,NA
7058,30,0,NA,0,NA
7058,40,0,NA,0,NA
7059,11,0,NA,0,NA
7059,12,0,NA,0,NA
7059,13,0,NA,0,NA
7059,14,0,NA,0,NA
7059,15,0,NA,0,NA
7059,21,0,NA,0,NA
7059,22,0,NA,0,NA
7059,30,0,NA,0,NA
7059,40,0,NA,0,NA
7060,11,0,NA,0,NA
7060,12,0,NA,0,NA
7060,13,0,NA,0,NA
7060,14,0,NA,0,NA
7060,15,0,NA,0,NA
7060,21,0,NA,0,NA
7060,22,0,NA,0,NA
7060,30,0,NA,0,NA
7060,40,0,NA,0,NA
7061,11,0,NA,0,NA
7061,12,0,NA,0,NA
7061,13,0,NA,0,NA
7061,14,0,NA,0,NA
7061,15,0,NA,0,NA
7061,21,0,NA,0,NA
7061,22,0,NA,0,NA
7061,30,0,NA,0,NA
7061,40,0,NA,0,NA
7062,11,0,NA,0,NA
7062,12,0,NA,0,NA
7062,13,0,NA,0,NA
7062,14,0,NA,0,NA
7062,15,0,NA,0,NA
7062,21,0,NA,0,NA
7062,22,0,NA,0,NA
7062,30,0,NA,0,NA
7062,40,0,NA,0,NA
7063,11,0,NA,0,NA
7063,12,0,NA,0,NA
7063,13,0,NA,0,NA
7063,14,0,NA,0,NA
7063,15,0,NA,0,NA
7063,21,0,NA,0,NA
7063,22,0,NA,0,NA
7063,30,0,NA,0,NA
7063,40,0,NA,0,NA
7064,11,0,NA,0,NA
7064,12,0,NA,0,NA
7064,13,0,NA,0,NA
7064,14,0,NA,0,NA
7064,15,0,NA,0,NA
7064,21,0,NA,0,NA
7064,22,0,NA,0,NA
7064,30,0,NA,0,NA
7064,40,0,NA,0,NA
7065,11,0,NA,2,NA
7065,12,0,NA,2,NA
7065,13,0,NA,2,NA
7065,14,0,NA,2,NA
7065,15,0,NA,2,NA
7065,21,0,NA,2,NA
7065,22,0,NA,2,NA
7065,30,0,NA,2,NA
7065,40,0,NA,0,0
7066,11,0,NA,0,NA
7066,12,0,NA,0,NA
7066,13,0,NA,0,NA
7066,14,0,NA,0,NA
7066,15,0,NA,0,NA
7066,21,0,NA,0,NA
7066,22,0,NA,0,NA
7066,30,0,NA,0,NA
7066,40,0,NA,0,NA
7067,11,2,NA,2,NA
7067,12,2,NA,2,NA
7067,13,2,NA,2,NA
7067,14,2,NA,2,NA
7067,15,2,NA,2,NA
7067,21,2,NA,2,NA
7067,22,2,NA,2,NA
7067,30,2,NA,2,NA
7067,40,0,0,0,0
7068,11,0,NA,0,NA
7068,12,0,NA,0,NA
7068,13,0,NA,0,NA
7068,14,0,NA,0,NA
7068,15,0,NA,0,NA
7068,21,0,NA,0,NA
7068,22,0,NA,0,NA
7068,30,0,NA,0,NA
7068,40,0,NA,0,NA
7069,11,0,NA,0,NA
7069,12,0,NA,0,NA
7069,13,0,NA,0,NA
7069,14,0,NA,0,NA
7069,15,0,NA,0,NA
7069,21,0,NA,0,NA
7069,22,0,NA,0,NA
7069,30,0,NA,0,NA
7069,40,0,NA,0,NA
7070,11,0,NA,0,NA
7070,12,0,NA,0,NA
7070,13,0,NA,0,NA
7070,14,0,NA,0,NA
7070,15,0,NA,0,NA
7070,21,0,NA,0,NA
7070,22,0,NA,0,NA
7070,30,0,NA,0,NA
7070,40,0,NA,0,NA
7071,11,0,NA,0,NA
7071,12,0,NA,0,NA
7071,13,0,NA,0,NA
7071,14,0,NA,0,NA
7071,15,0,NA,0,NA
7071,21,0,NA,0,NA
7071,22,0,NA,0,NA
7071,30,0,NA,0,NA
7071,40,0,NA,0,NA
7072,11,0,NA,0,NA
7072,12,0,NA,0,NA
7072,13,0,NA,0,NA
7072,14,0,NA,0,NA
7072,15,0,NA,0,NA
7072,21,0,NA,0,NA
7072,22,0,NA,0,NA
7072,30,0,NA,0,NA
7072,40,0,NA,0,NA
7073,11,0,NA,0,NA
7073,12,0,NA,0,NA
7073,13,0,NA,0,NA
7073,14,0,NA,0,NA
7073,15,0,NA,0,NA
7073,21,0,NA,0,NA
7073,22,0,NA,0,NA
7073,30,0,NA,0,NA
7073,40,0,NA,0,NA
7074,11,0,NA,0,NA
7074,12,0,NA,0,NA
7074,13,0,NA,0,NA
7074,14,0,NA,0,NA
7074,15,0,NA,0,NA
7074,21,0,NA,0,NA
7074,22,0,NA,0,NA
7074,30,0,NA,0,NA
7074,40,0,NA,0,NA
7075,11,0,NA,0,NA
7075,12,0,NA,0,NA
7075,13,0,NA,0,NA
7075,14,0,NA,0,NA
7075,15,0,NA,0,NA
7075,21,0,NA,0,NA
7075,22,0,NA,0,NA
7075,30,0,NA,0,NA
7075,40,0,NA,0,NA
7076,11,0,NA,2,NA
7076,12,0,NA,2,NA
7076,13,0,NA,2,NA
7076,14,0,NA,2,NA
7076,15,0,NA,2,NA
7076,21,0,NA,2,NA
7076,22,0,NA,2,NA
7076,30,0,NA,2,NA
7076,40,0,NA,0,0
7077,11,0,NA,0,NA
7077,12,0,NA,0,NA
7077,13,0,NA,0,NA
7077,14,0,NA,0,NA
7077,15,0,NA,0,NA
7077,21,0,NA,0,NA
7077,22,0,NA,0,NA
7077,30,0,NA,0,NA
7077,40,0,NA,0,NA
7078,11,1,22,1,14
7078,12,1,3,1,11
7078,13,2,NA,2,NA
7078,14,2,NA,2,NA
7078,15,2,NA,2,NA
7078,21,2,NA,2,NA
7078,22,2,NA,2,NA
7078,30,2,NA,2,NA
7078,40,0,0,0,0
7079,11,0,NA,0,NA
7079,12,0,NA,0,NA
7079,13,0,NA,0,NA
7079,14,0,NA,0,NA
7079,15,0,NA,0,NA
7079,21,0,NA,0,NA
7079,22,0,NA,0,NA
7079,30,0,NA,0,NA
7079,40,0,NA,0,NA
7080,11,0,NA,0,NA
7080,12,0,NA,0,NA
7080,13,0,NA,0,NA
7080,14,0,NA,0,NA
7080,15,0,NA,0,NA
7080,21,0,NA,0,NA
7080,22,0,NA,0,NA
7080,30,0,NA,0,NA
7080,40,0,NA,0,NA
7081,11,0,NA,0,NA
7081,12,0,NA,0,NA
7081,13,0,NA,0,NA
7081,14,0,NA,0,NA
7081,15,0,NA,0,NA
7081,21,0,NA,0,NA
7081,22,0,NA,0,NA
7081,30,0,NA,0,NA
7081,40,0,NA,0,NA
7082,11,0,NA,0,NA
7082,12,0,NA,0,NA
7082,13,0,NA,0,NA
7082,14,0,NA,0,NA
7082,15,0,NA,0,NA
7082,21,0,NA,0,NA
7082,22,0,NA,0,NA
7082,30,0,NA,0,NA
7082,40,0,NA,0,NA
7083,11,0,NA,0,NA
7083,12,0,NA,0,NA
7083,13,0,NA,0,NA
7083,14,0,NA,0,NA
7083,15,0,NA,0,NA
7083,21,0,NA,0,NA
7083,22,0,NA,0,NA
7083,30,0,NA,0,NA
7083,40,0,NA,0,NA
7084,11,0,NA,0,NA
7084,12,0,NA,0,NA
7084,13,0,NA,0,NA
7084,14,0,NA,0,NA
7084,15,0,NA,0,NA
7084,21,0,NA,0,NA
7084,22,0,NA,0,NA
7084,30,0,NA,0,NA
7084,40,0,NA,0,NA
7085,11,0,NA,0,NA
7085,12,0,NA,0,NA
7085,13,0,NA,0,NA
7085,14,0,NA,0,NA
7085,15,0,NA,0,NA
7085,21,0,NA,0,NA
7085,22,0,NA,0,NA
7085,30,0,NA,0,NA
7085,40,0,NA,0,NA
7086,11,0,NA,0,NA
7086,12,0,NA,0,NA
7086,13,0,NA,0,NA
7086,14,0,NA,0,NA
7086,15,0,NA,0,NA
7086,21,0,NA,0,NA
7086,22,0,NA,0,NA
7086,30,0,NA,0,NA
7086,40,0,NA,0,NA
7087,11,0,NA,0,NA
7087,12,0,NA,0,NA
7087,13,0,NA,0,NA
7087,14,0,NA,0,NA
7087,15,0,NA,0,NA
7087,21,0,NA,0,NA
7087,22,0,NA,0,NA
7087,30,0,NA,0,NA
7087,40,0,NA,0,NA
7088,11,0,NA,0,NA
7088,12,0,NA,0,NA
7088,13,0,NA,0,NA
7088,14,0,NA,0,NA
7088,15,0,NA,0,NA
7088,21,0,NA,0,NA
7088,22,0,NA,0,NA
7088,30,0,NA,0,NA
7088,40,0,NA,0,NA
7089,11,0,NA,0,NA
7089,12,0,NA,0,NA
7089,13,0,NA,0,NA
7089,14,0,NA,0,NA
7089,15,0,NA,0,NA
7089,21,0,NA,0,NA
7089,22,0,NA,0,NA
7089,30,0,NA,0,NA
7089,40,0,NA,0,NA
7090,11,0,NA,0,NA
7090,12,0,NA,0,NA
7090,13,0,NA,0,NA
7090,14,0,NA,0,NA
7090,15,0,NA,0,NA
7090,21,0,NA,0,NA
7090,22,0,NA,0,NA
7090,30,0,NA,0,NA
7090,40,0,NA,0,NA
7091,11,0,NA,0,NA
7091,12,0,NA,0,NA
7091,13,0,NA,0,NA
7091,14,0,NA,0,NA
7091,15,0,NA,0,NA
7091,21,0,NA,0,NA
7091,22,0,NA,0,NA
7091,30,0,NA,0,NA
7091,40,0,NA,0,NA
7092,11,0,NA,0,NA
7092,12,0,NA,0,NA
7092,13,0,NA,0,NA
7092,14,0,NA,0,NA
7092,15,0,NA,0,NA
7092,21,0,NA,0,NA
7092,22,0,NA,0,NA
7092,30,0,NA,0,NA
7092,40,0,NA,0,NA
7093,11,0,NA,0,NA
7093,12,0,NA,0,NA
7093,13,0,NA,0,NA
7093,14,0,NA,0,NA
7093,15,0,NA,0,NA
7093,21,0,NA,0,NA
7093,22,0,NA,0,NA
7093,30,0,NA,0,NA
7093,40,0,NA,0,NA
7094,11,0,NA,0,NA
7094,12,0,NA,0,NA
7094,13,0,NA,0,NA
7094,14,0,NA,0,NA
7094,15,0,NA,0,NA
7094,21,0,NA,0,NA
7094,22,0,NA,0,NA
7094,30,0,NA,0,NA
7094,40,0,NA,0,NA
7096,11,0,NA,0,NA
7096,12,0,NA,0,NA
7096,13,0,NA,0,NA
7096,14,0,NA,0,NA
7096,15,0,NA,0,NA
7096,21,0,NA,0,NA
7096,22,0,NA,0,NA
7096,30,0,NA,0,NA
7096,40,0,NA,0,NA
7097,11,1,0,1,0
7097,12,2,NA,2,NA
7097,13,2,NA,2,NA
7097,14,2,NA,2,NA
7097,15,2,NA,2,NA
7097,21,2,NA,2,NA
7097,22,2,NA,2,NA
7097,30,2,NA,2,NA
7097,40,0,0,0,0
7098,11,0,NA,0,NA
7098,12,0,NA,0,NA
7098,13,0,NA,0,NA
7098,14,0,NA,0,NA
7098,15,0,NA,0,NA
7098,21,0,NA,0,NA
7098,22,0,NA,0,NA
7098,30,0,NA,0,NA
7098,40,0,NA,0,NA
7099,11,0,NA,2,NA
7099,12,0,NA,2,NA
7099,13,0,NA,2,NA
7099,14,0,NA,2,NA
7099,15,0,NA,2,NA
7099,21,0,NA,2,NA
7099,22,0,NA,2,NA
7099,30,0,NA,2,NA
7099,40,0,NA,0,0
7100,11,0,NA,0,NA
7100,12,0,NA,0,NA
7100,13,0,NA,0,NA
7100,14,0,NA,0,NA
7100,15,0,NA,0,NA
7100,21,0,NA,0,NA
7100,22,0,NA,0,NA
7100,30,0,NA,0,NA
7100,40,0,NA,0,NA
7101,11,1,13,1,5
7101,12,1,25,1,22
7101,13,2,NA,2,NA
7101,14,2,NA,2,NA
7101,15,2,NA,2,NA
7101,21,2,NA,2,NA
7101,22,1,1,1,1
7101,30,2,NA,2,NA
7101,40,0,0,0,0
7102,11,0,NA,0,NA
7102,12,0,NA,0,NA
7102,13,0,NA,0,NA
7102,14,0,NA,0,NA
7102,15,0,NA,0,NA
7102,21,0,NA,0,NA
7102,22,0,NA,0,NA
7102,30,0,NA,0,NA
7102,40,0,NA,0,NA
7103,11,0,NA,0,NA
7103,12,0,NA,0,NA
7103,13,0,NA,0,NA
7103,14,0,NA,0,NA
7103,15,0,NA,0,NA
7103,21,0,NA,0,NA
7103,22,0,NA,0,NA
7103,30,0,NA,0,NA
7103,40,0,NA,0,NA
7104,11,0,NA,0,NA
7104,12,0,NA,0,NA
7104,13,0,NA,0,NA
7104,14,0,NA,0,NA
7104,15,0,NA,0,NA
7104,21,0,NA,0,NA
7104,22,0,NA,0,NA
7104,30,0,NA,0,NA
7104,40,0,NA,0,NA
7105,11,0,NA,0,NA
7105,12,0,NA,0,NA
7105,13,0,NA,0,NA
7105,14,0,NA,0,NA
7105,15,0,NA,0,NA
7105,21,0,NA,0,NA
7105,22,0,NA,0,NA
7105,30,0,NA,0,NA
7105,40,0,NA,0,NA
7106,11,0,NA,0,NA
7106,12,0,NA,0,NA
7106,13,0,NA,0,NA
7106,14,0,NA,0,NA
7106,15,0,NA,0,NA
7106,21,0,NA,0,NA
7106,22,0,NA,0,NA
7106,30,0,NA,0,NA
7106,40,0,NA,0,NA
7107,11,0,NA,0,NA
7107,12,0,NA,0,NA
7107,13,0,NA,0,NA
7107,14,0,NA,0,NA
7107,15,0,NA,0,NA
7107,21,0,NA,0,NA
7107,22,0,NA,0,NA
7107,30,0,NA,0,NA
7107,40,0,NA,0,NA
7108,11,0,NA,0,NA
7108,12,0,NA,0,NA
7108,13,0,NA,0,NA
7108,14,0,NA,0,NA
7108,15,0,NA,0,NA
7108,21,0,NA,0,NA
7108,22,0,NA,0,NA
7108,30,0,NA,0,NA
7108,40,0,NA,0,NA
7109,11,0,NA,0,NA
7109,12,0,NA,0,NA
7109,13,0,NA,0,NA
7109,14,0,NA,0,NA
7109,15,0,NA,0,NA
7109,21,0,NA,0,NA
7109,22,0,NA,0,NA
7109,30,0,NA,0,NA
7109,40,0,NA,0,NA
7110,11,0,NA,0,NA
7110,12,0,NA,0,NA
7110,13,0,NA,0,NA
7110,14,0,NA,0,NA
7110,15,0,NA,0,NA
7110,21,0,NA,0,NA
7110,22,0,NA,0,NA
7110,30,0,NA,0,NA
7110,40,0,NA,0,NA
7111,11,0,NA,0,NA
7111,12,0,NA,0,NA
7111,13,0,NA,0,NA
7111,14,0,NA,0,NA
7111,15,0,NA,0,NA
7111,21,0,NA,0,NA
7111,22,0,NA,0,NA
7111,30,0,NA,0,NA
7111,40,0,NA,0,NA
7112,11,0,NA,0,NA
7112,12,0,NA,0,NA
7112,13,0,NA,0,NA
7112,14,0,NA,0,NA
7112,15,0,NA,0,NA
7112,21,0,NA,0,NA
7112,22,0,NA,0,NA
7112,30,0,NA,0,NA
7112,40,0,NA,0,NA
7113,11,0,NA,0,NA
7113,12,0,NA,0,NA
7113,13,0,NA,0,NA
7113,14,0,NA,0,NA
7113,15,0,NA,0,NA
7113,21,0,NA,0,NA
7113,22,0,NA,0,NA
7113,30,0,NA,0,NA
7113,40,0,NA,0,NA
7114,11,0,NA,0,NA
7114,12,0,NA,0,NA
7114,13,0,NA,0,NA
7114,14,0,NA,0,NA
7114,15,0,NA,0,NA
7114,21,0,NA,0,NA
7114,22,0,NA,0,NA
7114,30,0,NA,0,NA
7114,40,0,NA,0,NA
7115,11,0,NA,0,NA
7115,12,0,NA,0,NA
7115,13,0,NA,0,NA
7115,14,0,NA,0,NA
7115,15,0,NA,0,NA
7115,21,0,NA,0,NA
7115,22,0,NA,0,NA
7115,30,0,NA,0,NA
7115,40,0,NA,0,NA
7116,11,0,NA,0,NA
7116,12,0,NA,0,NA
7116,13,0,NA,0,NA
7116,14,0,NA,0,NA
7116,15,0,NA,0,NA
7116,21,0,NA,0,NA
7116,22,0,NA,0,NA
7116,30,0,NA,0,NA
7116,40,0,NA,0,NA
7117,11,0,NA,0,NA
7117,12,0,NA,0,NA
7117,13,0,NA,0,NA
7117,14,0,NA,0,NA
7117,15,0,NA,0,NA
7117,21,0,NA,0,NA
7117,22,0,NA,0,NA
7117,30,0,NA,0,NA
7117,40,0,NA,0,NA
7118,11,0,NA,0,NA
7118,12,0,NA,0,NA
7118,13,0,NA,0,NA
7118,14,0,NA,0,NA
7118,15,0,NA,0,NA
7118,21,0,NA,0,NA
7118,22,0,NA,0,NA
7118,30,0,NA,0,NA
7118,40,0,NA,0,NA
7119,11,0,NA,0,NA
7119,12,0,NA,0,NA
7119,13,0,NA,0,NA
7119,14,0,NA,0,NA
7119,15,0,NA,0,NA
7119,21,0,NA,0,NA
7119,22,0,NA,0,NA
7119,30,0,NA,0,NA
7119,40,0,NA,0,NA
7120,11,0,NA,0,NA
7120,12,0,NA,0,NA
7120,13,0,NA,0,NA
7120,14,0,NA,0,NA
7120,15,0,NA,0,NA
7120,21,0,NA,0,NA
7120,22,0,NA,0,NA
7120,30,0,NA,0,NA
7120,40,0,NA,0,NA
7121,11,0,NA,0,NA
7121,12,0,NA,0,NA
7121,13,0,NA,0,NA
7121,14,0,NA,0,NA
7121,15,0,NA,0,NA
7121,21,0,NA,0,NA
7121,22,0,NA,0,NA
7121,30,0,NA,0,NA
7121,40,0,NA,0,NA
7122,11,0,NA,0,NA
7122,12,0,NA,0,NA
7122,13,0,NA,0,NA
7122,14,0,NA,0,NA
7122,15,0,NA,0,NA
7122,21,0,NA,0,NA
7122,22,0,NA,0,NA
7122,30,0,NA,0,NA
7122,40,0,NA,0,NA
7123,11,0,NA,0,NA
7123,12,0,NA,0,NA
7123,13,0,NA,0,NA
7123,14,0,NA,0,NA
7123,15,0,NA,0,NA
7123,21,0,NA,0,NA
7123,22,0,NA,0,NA
7123,30,0,NA,0,NA
7123,40,0,NA,0,NA
7124,11,0,NA,0,NA
7124,12,0,NA,0,NA
7124,13,0,NA,0,NA
7124,14,0,NA,0,NA
7124,15,0,NA,0,NA
7124,21,0,NA,0,NA
7124,22,0,NA,0,NA
7124,30,0,NA,0,NA
7124,40,0,NA,0,NA
7125,11,0,NA,0,NA
7125,12,0,NA,0,NA
