ubicageo_f,rnsnni1,acfoic1,acfoic2,acfoic3,acfoic4,acfoic6,acfoic7,acfoic8,acfoic9,sexostt,sexos1,sexos2
1001,1,3,3,0,0,3,3,0,0,1200,930,270
1002,1,13,13,0,0,13,13,0,0,13,8,5
1003,1,1,1,0,0,1,1,0,0,4,0,4
1004,1,9,9,0,0,9,9,0,0,21,12,9
1005,1,24,24,0,0,24,24,0,0,24,7,17
1006,1,13,12,0,1,13,12,0,1,41,16,25
1007,1,44,44,0,0,44,44,0,0,44,31,13
1008,1,9,9,0,0,9,9,0,0,19,13,6
1009,1,3,0,3,0,3,0,3,0,3,2,1
1010,1,8,8,0,0,8,8,0,0,28,17,11
1011,1,1,1,0,0,1,1,0,0,10,2,8
2001,1,60,60,0,0,60,60,0,0,60,30,30
2002,1,1465,0,0,1465,1465,0,0,1465,1465,1067,398
2003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,1,129,73,56,0,129,73,56,0,1496,1244,252
2005,1,14,5,2,7,14,5,2,7,52,48,4
2006,1,1,1,0,0,1,1,0,0,69,62,7
2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3002,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3003,1,55,55,0,0,55,55,0,0,1544,1143,401
3008,1,7,3,4,0,7,3,4,0,210,136,74
3009,1,17,11,6,0,17,11,6,0,95,57,38
4001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,1,3,3,0,0,3,3,0,0,246,208,38
4004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
4007,1,6,4,2,0,6,4,2,0,29,29,0
4008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4009,1,2,0,2,0,2,0,2,0,31,30,1
4010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5005,1,4,0,4,0,4,0,4,0,3,2,1
5006,1,5,5,0,0,5,5,0,0,5,3,2
5007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5016,1,3,0,3,0,3,0,3,0,10,9,1
5017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5018,1,170,112,58,0,170,112,58,0,170,112,58
5019,1,10,1,0,9,6,1,0,5,2,1,1
5020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5021,1,7,0,7,0,7,0,7,0,10,8,2
5022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5024,1,20,10,10,0,20,10,10,0,39,32,7
5025,1,7,1,6,0,7,1,6,0,73,52,21
5026,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5027,1,52,52,0,0,52,52,0,0,52,43,9
5028,1,8,8,0,0,8,8,0,0,8,3,5
5029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5031,1,16,0,16,0,16,0,16,0,16,14,2
5032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5033,1,1,1,0,0,1,1,0,0,8,2,6
5034,1,1,1,0,0,1,1,0,0,13,11,2
5035,1,58,16,0,42,58,16,0,42,586,400,186
5036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5037,1,4,0,4,0,4,0,4,0,4,2,2
5038,1,5,1,0,4,5,1,0,4,4,2,2
6001,1,7,7,0,0,7,7,0,0,31,18,13
6002,1,16,9,7,0,16,9,7,0,146,94,52
6003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6004,1,6,3,3,0,6,3,3,0,46,39,7
6005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6007,1,8,8,0,0,8,8,0,0,311,222,89
6008,1,4,4,0,0,4,4,0,0,4,0,4
6009,1,8,5,0,3,8,5,0,3,431,357,74
6010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7001,1,1,1,0,0,1,1,0,0,7,4,3
7002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7003,1,5,5,0,0,5,5,0,0,43,37,6
7004,1,2,2,0,0,2,2,0,0,69,58,11
7005,1,4,4,0,0,4,4,0,0,32,26,6
7006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7012,1,2,2,0,0,2,2,0,0,10,3,7
7013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7015,1,3,3,0,0,3,3,0,0,40,32,8
7016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7018,1,1,1,0,0,1,1,0,0,22,17,5
7019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7021,1,1,1,0,0,1,1,0,0,15,10,5
7022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7025,1,5,5,0,0,5,5,0,0,24,16,8
7026,1,5,5,0,0,5,5,0,0,31,31,0
7027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7030,1,2,2,0,0,2,2,0,0,2,2,0
7031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7032,1,5,5,0,0,5,5,0,0,6,5,1
7033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7035,1,6,6,0,0,6,6,0,0,41,24,17
7036,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
7037,1,4,4,0,0,4,4,0,0,57,44,13
7038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7041,1,2,2,0,0,2,2,0,0,21,18,3
7042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7043,1,3,3,0,0,3,3,0,0,26,16,10
7044,1,17,17,0,0,17,17,0,0,17,11,6
7045,1,1,1,0,0,1,1,0,0,19,18,1
7046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7050,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7055,1,2,2,0,0,2,2,0,0,16,13,3
7056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7057,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7060,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7061,1,5,3,2,0,5,3,2,0,140,109,31
7062,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7063,1,1,1,0,0,1,1,0,0,13,10,3
7064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7067,1,10,10,0,0,10,10,0,0,27,17,10
7068,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7069,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7070,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7071,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7072,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7073,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7074,1,20,0,20,0,20,0,20,0,20,12,8
7075,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7076,1,5,5,0,0,5,5,0,0,39,37,2
7077,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7078,1,6,6,0,0,6,6,0,0,187,130,57
7079,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7080,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7081,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7082,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7083,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7084,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7085,1,12,12,0,0,12,12,0,0,12,10,2
7086,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7087,1,1,1,0,0,1,1,0,0,121,98,23
7088,1,11,11,0,0,1,1,0,0,13,12,1
7089,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7090,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7091,1,1,1,0,0,1,1,0,0,49,30,19
7092,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7093,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7094,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7096,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7097,1,5,5,0,0,5,5,0,0,80,60,20
7098,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7099,1,83,83,0,0,83,83,0,0,83,72,11
7100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7101,1,18,18,0,0,18,18,0,0,625,468,157
7102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7103,1,25,25,0,0,25,25,0,0,25,15,10
7104,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7105,1,5,5,0,0,5,5,0,0,46,27,19
7106,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7107,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7109,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7110,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7114,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7115,1,2,2,0,0,2,2,0,0,22,16,6
7116,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7117,1,3,3,0,0,3,3,0,0,3,0,3
7118,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7119,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7120,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7121,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7122,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7123,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7124,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7125,1,1,1,0,0,1,1,0,0,26,16,10
8001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8004,1,2,1,1,0,2,1,1,0,15,8,7
8005,1,3,3,0,0,3,3,0,0,12,10,2
8006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8007,1,2,2,0,0,2,2,0,0,17,14,3
8008,1,2,2,0,0,2,2,0,0,8,8,0
8009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8012,1,4,0,4,0,4,0,4,0,4,2,2
8013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8015,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
8016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8017,1,4,2,2,0,4,2,2,0,40,16,24
8018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8019,1,60,60,0,0,60,60,0,0,1990,1369,621
8020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8021,1,4,4,0,0,4,4,0,0,27,16,11
8022,1,13,0,13,0,13,0,13,0,1,1,0
8023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8026,1,12,0,0,12,12,0,0,12,4,4,0
8027,1,3,3,0,0,3,3,0,0,59,46,13
8028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8030,1,15,15,0,0,15,15,0,0,15,13,2
8031,1,1,0,1,0,1,0,1,0,18,13,5
8032,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
8033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8037,1,15,10,5,0,15,10,5,0,2914,1964,950
8038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8040,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8041,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8042,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8045,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8046,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8047,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8048,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8049,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8050,1,3,2,1,0,3,2,1,0,111,76,35
8051,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8052,1,28,28,0,0,28,28,0,0,28,26,2
8053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8055,1,7,7,0,0,7,7,0,0,46,34,12
8056,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8057,1,15,15,0,0,15,15,0,0,5,5,0
8058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8059,1,10,0,10,0,10,0,10,0,9,4,5
8060,1,1,1,0,0,1,1,0,0,25,19,6
8061,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8062,1,3,0,3,0,3,0,3,0,30,30,0
8063,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8064,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8066,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9002,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9005,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10003,1,1,1,0,0,1,1,0,0,6,6,0
10004,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10005,1,615,615,0,0,615,615,0,0,615,419,196
10006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
10024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10031,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10033,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,1,3,1,2,0,3,1,2,0,21,17,4
10035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,1,3,3,0,0,3,3,0,0,4,3,1
10038,1,7,1,6,0,7,1,6,0,9,5,4
10039,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11003,1,45,39,6,0,45,39,6,0,881,496,385
11004,1,2,2,0,0,2,2,0,0,70,63,7
11005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006,1,1,1,0,0,1,1,0,0,13,12,1
11007,1,111,94,17,0,111,94,17,0,327,165,162
11008,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11009,1,5,5,0,0,5,5,0,0,9,5,4
11010,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11011,1,48,48,0,0,48,48,0,0,100,67,33
11012,1,8,0,8,0,8,0,8,0,36,28,8
11013,1,14,14,0,0,14,14,0,0,45,28,17
11014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11015,1,189,189,0,0,189,189,0,0,189,115,74
11016,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11017,1,45,42,3,0,45,42,3,0,754,528,226
11018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11019,1,13,10,3,0,13,10,3,0,13,10,3
11020,1,2779,2779,0,0,2779,2779,0,0,2547,1806,741
11021,1,89,89,0,0,89,89,0,0,89,82,7
11022,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,1,20,20,0,0,20,20,0,0,292,233,59
11024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11025,1,1,1,0,0,1,1,0,0,40,32,8
11026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,1,143,143,0,0,143,143,0,0,143,87,56
11028,1,2,2,0,0,2,2,0,0,12,10,2
11029,1,47,47,0,0,47,47,0,0,46,39,7
11030,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11031,1,17,8,9,0,17,8,9,0,107,87,20
11032,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,1,1,1,0,0,1,1,0,0,74,46,28
11034,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,1,42,20,22,0,42,20,22,0,185,120,65
11038,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11039,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11040,1,2,2,0,0,2,2,0,0,23,14,9
11041,1,20,18,2,0,20,18,2,0,129,100,29
11042,1,1,1,0,0,1,1,0,0,151,124,27
11043,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11044,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11045,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
11046,1,12,5,7,0,12,5,7,0,125,96,29
12001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,1,2,2,0,0,2,2,0,0,25,22,3
12005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,1,5,0,5,0,5,0,5,0,20,18,2
12009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011,1,1,1,0,0,1,1,0,0,70,60,10
12012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12013,1,2,0,2,0,2,0,2,0,13,13,0
12014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12016,1,1,0,1,0,1,0,1,0,1,1,0
12017,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,1,1,1,0,0,1,1,0,0,28,28,0
12019,1,1,1,0,0,1,1,0,0,16,14,2
12020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12021,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12022,1,4,2,2,0,4,2,2,0,10,8,2
12023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
