ubicageo_f,orgapoli_k,sexostt,sexos1,sexos2
20243,4,0,0,0
20243,5,0,0,0
20243,9,,,
20244,1,0,0,0
20244,2,0,0,0
20244,3,0,0,0
20244,4,0,0,0
20244,5,0,0,0
20244,9,,,
20245,1,0,0,0
20245,2,0,0,0
20245,3,0,0,0
20245,4,0,0,0
20245,5,0,0,0
20245,9,,,
20246,1,0,0,0
20246,2,0,0,0
20246,3,0,0,0
20246,4,0,0,0
20246,5,0,0,0
20246,9,,,
20247,1,1,1,0
20247,2,0,0,0
20247,3,0,0,0
20247,4,0,0,0
20247,5,0,0,0
20247,9,,,
20248,1,0,0,0
20248,2,0,0,0
20248,3,0,0,0
20248,4,0,0,0
20248,5,0,0,0
20248,9,,,
20249,1,0,0,0
20249,2,0,0,0
20249,3,0,0,0
20249,4,0,0,0
20249,5,0,0,0
20249,9,,,
20250,1,0,0,0
20250,2,0,0,0
20250,3,0,0,0
20250,4,0,0,0
20250,5,0,0,0
20250,9,,,
20251,1,0,0,0
20251,2,0,0,0
20251,3,0,0,0
20251,4,0,0,0
20251,5,0,0,0
20251,9,,,
20252,1,0,0,0
20252,2,0,0,0
20252,3,0,0,0
20252,4,0,0,0
20252,5,0,0,0
20252,9,,,
20253,1,0,0,0
20253,2,0,0,0
20253,3,0,0,0
20253,4,0,0,0
20253,5,0,0,0
20253,9,,,
20254,1,0,0,0
20254,2,0,0,0
20254,3,0,0,0
20254,4,0,0,0
20254,5,0,0,0
20254,9,,,
20255,1,0,0,0
20255,2,0,0,0
20255,3,0,0,0
20255,4,0,0,0
20255,5,0,0,0
20255,9,,,
20256,1,0,0,0
20256,2,0,0,0
20256,3,0,0,0
20256,4,0,0,0
20256,5,0,0,0
20256,9,,,
20257,1,0,0,0
20257,2,0,0,0
20257,3,0,0,0
20257,4,0,0,0
20257,5,0,0,0
20257,9,,,
20258,1,0,0,0
20258,2,0,0,0
20258,3,0,0,0
20258,4,0,0,0
20258,5,0,0,0
20258,9,,,
20259,1,0,0,0
20259,2,0,0,0
20259,3,0,0,0
20259,4,0,0,0
20259,5,0,0,0
20259,9,,,
20260,1,0,0,0
20260,2,0,0,0
20260,3,0,0,0
20260,4,0,0,0
20260,5,0,0,0
20260,9,,,
20261,1,0,0,0
20261,2,0,0,0
20261,3,0,0,0
20261,4,0,0,0
20261,5,0,0,0
20261,9,,,
20262,1,0,0,0
20262,2,0,0,0
20262,3,0,0,0
20262,4,0,0,0
20262,5,0,0,0
20262,9,,,
20263,1,0,0,0
20263,2,0,0,0
20263,3,0,0,0
20263,4,0,0,0
20263,5,0,0,0
20263,9,,,
20264,1,0,0,0
20264,2,0,0,0
20264,3,0,0,0
20264,4,0,0,0
20264,5,0,0,0
20264,9,,,
20265,1,0,0,0
20265,2,0,0,0
20265,3,0,0,0
20265,4,0,0,0
20265,5,0,0,0
20265,9,,,
20266,1,0,0,0
20266,2,0,0,0
20266,3,0,0,0
20266,4,0,0,0
20266,5,0,0,0
20266,9,,,
20267,1,0,0,0
20267,2,0,0,0
20267,3,0,0,0
20267,4,0,0,0
20267,5,0,0,0
20267,9,,,
20268,1,0,0,0
20268,2,0,0,0
20268,3,0,0,0
20268,4,0,0,0
20268,5,0,0,0
20268,9,,,
20269,1,0,0,0
20269,2,0,0,0
20269,3,0,0,0
20269,4,0,0,0
20269,5,0,0,0
20269,9,,,
20270,1,0,0,0
20270,2,0,0,0
20270,3,0,0,0
20270,4,0,0,0
20270,5,0,0,0
20270,9,,,
20271,1,0,0,0
20271,2,0,0,0
20271,3,0,0,0
20271,4,0,0,0
20271,5,0,0,0
20271,9,,,
20272,1,13,9,4
20272,2,2,2,0
20272,3,0,0,0
20272,4,0,0,0
20272,5,0,0,0
20272,9,,,
20273,1,0,0,0
20273,2,0,0,0
20273,3,0,0,0
20273,4,0,0,0
20273,5,0,0,0
20273,9,,,
20274,1,0,0,0
20274,2,0,0,0
20274,3,0,0,0
20274,4,0,0,0
20274,5,0,0,0
20274,9,,,
20275,1,0,0,0
20275,2,0,0,0
20275,3,0,0,0
20275,4,0,0,0
20275,5,0,0,0
20275,9,,,
20276,1,0,0,0
20276,2,0,0,0
20276,3,0,0,0
20276,4,0,0,0
20276,5,0,0,0
20276,9,,,
20277,1,10,6,4
20277,2,0,0,0
20277,3,0,0,0
20277,4,0,0,0
20277,5,0,0,0
20277,9,,,
20278,1,3,3,0
20278,2,0,0,0
20278,3,0,0,0
20278,4,0,0,0
20278,5,0,0,0
20278,9,,,
20279,1,0,0,0
20279,2,0,0,0
20279,3,0,0,0
20279,4,0,0,0
20279,5,0,0,0
20279,9,,,
20280,1,0,0,0
20280,2,0,0,0
20280,3,0,0,0
20280,4,0,0,0
20280,5,0,0,0
20280,9,,,
20281,1,0,0,0
20281,2,0,0,0
20281,3,0,0,0
20281,4,0,0,0
20281,5,0,0,0
20281,9,,,
20282,1,0,0,0
20282,2,0,0,0
20282,3,0,0,0
20282,4,0,0,0
20282,5,0,0,0
20282,9,,,
20283,1,0,0,0
20283,2,0,0,0
20283,3,0,0,0
20283,4,0,0,0
20283,5,0,0,0
20283,9,,,
20284,1,0,0,0
20284,2,0,0,0
20284,3,0,0,0
20284,4,0,0,0
20284,5,0,0,0
20284,9,,,
20285,1,0,0,0
20285,2,0,0,0
20285,3,0,0,0
20285,4,0,0,0
20285,5,0,0,0
20285,9,,,
20286,1,0,0,0
20286,2,0,0,0
20286,3,0,0,0
20286,4,0,0,0
20286,5,0,0,0
20286,9,,,
20287,1,0,0,0
20287,2,0,0,0
20287,3,0,0,0
20287,4,0,0,0
20287,5,0,0,0
20287,9,,,
20288,1,0,0,0
20288,2,0,0,0
20288,3,0,0,0
20288,4,0,0,0
20288,5,0,0,0
20288,9,,,
20289,1,0,0,0
20289,2,0,0,0
20289,3,0,0,0
20289,4,0,0,0
20289,5,0,0,0
20289,9,,,
20290,1,0,0,0
20290,2,0,0,0
20290,3,0,0,0
20290,4,0,0,0
20290,5,0,0,0
20290,9,,,
20291,1,0,0,0
20291,2,0,0,0
20291,3,0,0,0
20291,4,0,0,0
20291,5,0,0,0
20291,9,,,
20292,1,7,4,3
20292,2,0,0,0
20292,3,0,0,0
20292,4,0,0,0
20292,5,0,0,0
20292,9,,,
20293,1,0,0,0
20293,2,0,0,0
20293,3,0,0,0
20293,4,0,0,0
20293,5,0,0,0
20293,9,,,
20294,1,0,0,0
20294,2,0,0,0
20294,3,0,0,0
20294,4,0,0,0
20294,5,0,0,0
20294,9,,,
20295,1,0,0,0
20295,2,0,0,0
20295,3,0,0,0
20295,4,0,0,0
20295,5,0,0,0
20295,9,,,
20296,1,0,0,0
20296,2,0,0,0
20296,3,0,0,0
20296,4,0,0,0
20296,5,0,0,0
20296,9,,,
20297,1,0,0,0
20297,2,0,0,0
20297,3,0,0,0
20297,4,0,0,0
20297,5,0,0,0
20297,9,,,
20298,1,0,0,0
20298,2,0,0,0
20298,3,0,0,0
20298,4,0,0,0
20298,5,0,0,0
20298,9,,,
20299,1,0,0,0
20299,2,0,0,0
20299,3,0,0,0
20299,4,0,0,0
20299,5,0,0,0
20299,9,,,
20300,1,0,0,0
20300,2,0,0,0
20300,3,0,0,0
20300,4,0,0,0
20300,5,0,0,0
20300,9,,,
20301,1,0,0,0
20301,2,0,0,0
20301,3,0,0,0
20301,4,0,0,0
20301,5,0,0,0
20301,9,,,
20302,1,0,0,0
20302,2,0,0,0
20302,3,0,0,0
20302,4,0,0,0
20302,5,0,0,0
20302,9,,,
20303,1,0,0,0
20303,2,0,0,0
20303,3,0,0,0
20303,4,0,0,0
20303,5,0,0,0
20303,9,,,
20304,1,0,0,0
20304,2,0,0,0
20304,3,0,0,0
20304,4,0,0,0
20304,5,0,0,0
20304,9,,,
20305,1,0,0,0
20305,2,0,0,0
20305,3,0,0,0
20305,4,0,0,0
20305,5,0,0,0
20305,9,,,
20306,1,0,0,0
20306,2,0,0,0
20306,3,0,0,0
20306,4,0,0,0
20306,5,0,0,0
20306,9,,,
20307,1,0,0,0
20307,2,0,0,0
20307,3,0,0,0
20307,4,0,0,0
20307,5,0,0,0
20307,9,,,
20308,1,0,0,0
20308,2,0,0,0
20308,3,0,0,0
20308,4,0,0,0
20308,5,0,0,0
20308,9,,,
20309,1,6,6,0
20309,2,0,0,0
20309,3,0,0,0
20309,4,0,0,0
20309,5,0,0,0
20309,9,,,
20310,1,0,0,0
20310,2,0,0,0
20310,3,0,0,0
20310,4,0,0,0
20310,5,0,0,0
20310,9,,,
20311,1,0,0,0
20311,2,0,0,0
20311,3,0,0,0
20311,4,0,0,0
20311,5,0,0,0
20311,9,,,
20312,1,1,1,0
20312,2,0,0,0
20312,3,0,0,0
20312,4,0,0,0
20312,5,0,0,0
20312,9,,,
20313,1,0,0,0
20313,2,0,0,0
20313,3,0,0,0
20313,4,0,0,0
20313,5,0,0,0
20313,9,,,
20314,1,0,0,0
20314,2,0,0,0
20314,3,0,0,0
20314,4,0,0,0
20314,5,0,0,0
20314,9,,,
20315,1,0,0,0
20315,2,0,0,0
20315,3,0,0,0
20315,4,0,0,0
20315,5,0,0,0
20315,9,,,
20316,1,0,0,0
20316,2,0,0,0
20316,3,0,0,0
20316,4,0,0,0
20316,5,0,0,0
20316,9,,,
20317,1,NA,NA,NA
20317,2,NA,NA,NA
20317,3,NA,NA,NA
20317,4,NA,NA,NA
20317,5,NA,NA,NA
20317,9,,,
20318,1,14,12,2
20318,2,0,0,0
20318,3,0,0,0
20318,4,0,0,0
20318,5,0,0,0
20318,9,,,
20319,1,NA,NA,NA
20319,2,NA,NA,NA
20319,3,NA,NA,NA
20319,4,NA,NA,NA
20319,5,NA,NA,NA
20319,9,,,
20320,1,0,0,0
20320,2,0,0,0
20320,3,0,0,0
20320,4,0,0,0
20320,5,0,0,0
20320,9,,,
20321,1,0,0,0
20321,2,0,0,0
20321,3,0,0,0
20321,4,0,0,0
20321,5,0,0,0
20321,9,,,
20322,1,NA,NA,NA
20322,2,NA,NA,NA
20322,3,NA,NA,NA
20322,4,NA,NA,NA
20322,5,NA,NA,NA
20322,9,,,
20323,1,0,0,0
20323,2,0,0,0
20323,3,0,0,0
20323,4,0,0,0
20323,5,0,0,0
20323,9,,,
20324,1,10,8,2
20324,2,0,0,0
20324,3,0,0,0
20324,4,0,0,0
20324,5,0,0,0
20324,9,,,
20325,1,0,0,0
20325,2,0,0,0
20325,3,0,0,0
20325,4,0,0,0
20325,5,0,0,0
20325,9,,,
20326,1,0,0,0
20326,2,0,0,0
20326,3,0,0,0
20326,4,0,0,0
20326,5,0,0,0
20326,9,,,
20327,1,0,0,0
20327,2,0,0,0
20327,3,0,0,0
20327,4,0,0,0
20327,5,0,0,0
20327,9,,,
20328,1,0,0,0
20328,2,0,0,0
20328,3,0,0,0
20328,4,0,0,0
20328,5,0,0,0
20328,9,,,
20329,1,0,0,0
20329,2,0,0,0
20329,3,0,0,0
20329,4,0,0,0
20329,5,0,0,0
20329,9,,,
20330,1,0,0,0
20330,2,0,0,0
20330,3,0,0,0
20330,4,0,0,0
20330,5,0,0,0
20330,9,,,
20331,1,0,0,0
20331,2,0,0,0
20331,3,0,0,0
20331,4,0,0,0
20331,5,0,0,0
20331,9,,,
20332,1,0,0,0
20332,2,0,0,0
20332,3,0,0,0
20332,4,0,0,0
20332,5,0,0,0
20332,9,,,
20333,1,0,0,0
20333,2,0,0,0
20333,3,0,0,0
20333,4,0,0,0
20333,5,0,0,0
20333,9,,,
20334,1,15,11,4
20334,2,0,0,0
20334,3,0,0,0
20334,4,0,0,0
20334,5,0,0,0
20334,9,,,
20335,1,0,0,0
20335,2,0,0,0
20335,3,0,0,0
20335,4,0,0,0
20335,5,0,0,0
20335,9,,,
20336,1,0,0,0
20336,2,0,0,0
20336,3,0,0,0
20336,4,0,0,0
20336,5,0,0,0
20336,9,,,
20337,1,0,0,0
20337,2,0,0,0
20337,3,0,0,0
20337,4,0,0,0
20337,5,0,0,0
20337,9,,,
20338,1,0,0,0
20338,2,0,0,0
20338,3,0,0,0
20338,4,0,0,0
20338,5,0,0,0
20338,9,,,
20339,1,0,0,0
20339,2,0,0,0
20339,3,0,0,0
20339,4,0,0,0
20339,5,0,0,0
20339,9,,,
20340,1,0,0,0
20340,2,0,0,0
20340,3,0,0,0
20340,4,0,0,0
20340,5,0,0,0
20340,9,,,
20341,1,0,0,0
20341,2,0,0,0
20341,3,0,0,0
20341,4,0,0,0
20341,5,0,0,0
20341,9,,,
20342,1,NA,NA,NA
20342,2,NA,NA,NA
20342,3,NA,NA,NA
20342,4,NA,NA,NA
20342,5,NA,NA,NA
20342,9,,,
20343,1,0,0,0
20343,2,0,0,0
20343,3,0,0,0
20343,4,0,0,0
20343,5,0,0,0
20343,9,,,
20344,1,0,0,0
20344,2,0,0,0
20344,3,0,0,0
20344,4,0,0,0
20344,5,0,0,0
20344,9,,,
20345,1,0,0,0
20345,2,0,0,0
20345,3,0,0,0
20345,4,0,0,0
20345,5,0,0,0
20345,9,,,
20346,1,0,0,0
20346,2,0,0,0
20346,3,0,0,0
20346,4,0,0,0
20346,5,0,0,0
20346,9,,,
20347,1,0,0,0
20347,2,0,0,0
20347,3,0,0,0
20347,4,0,0,0
20347,5,0,0,0
20347,9,,,
20348,1,0,0,0
20348,2,0,0,0
20348,3,0,0,0
20348,4,0,0,0
20348,5,0,0,0
20348,9,,,
20349,1,0,0,0
20349,2,0,0,0
20349,3,0,0,0
20349,4,0,0,0
20349,5,0,0,0
20349,9,,,
20350,1,5,4,1
20350,2,0,0,0
20350,3,0,0,0
20350,4,0,0,0
20350,5,0,0,0
20350,9,,,
20351,1,0,0,0
20351,2,0,0,0
20351,3,0,0,0
20351,4,0,0,0
20351,5,0,0,0
20351,9,,,
20352,1,0,0,0
20352,2,0,0,0
20352,3,0,0,0
20352,4,0,0,0
20352,5,0,0,0
20352,9,,,
20353,1,0,0,0
20353,2,0,0,0
20353,3,0,0,0
20353,4,0,0,0
20353,5,0,0,0
20353,9,,,
20354,1,0,0,0
20354,2,0,0,0
20354,3,0,0,0
20354,4,0,0,0
20354,5,0,0,0
20354,9,,,
20355,1,0,0,0
20355,2,0,0,0
20355,3,0,0,0
20355,4,0,0,0
20355,5,0,0,0
20355,9,,,
20356,1,1,0,1
20356,2,0,0,0
20356,3,0,0,0
20356,4,0,0,0
20356,5,0,0,0
20356,9,,,
20357,1,0,0,0
20357,2,0,0,0
20357,3,0,0,0
20357,4,0,0,0
20357,5,0,0,0
20357,9,,,
20358,1,0,0,0
20358,2,0,0,0
20358,3,0,0,0
20358,4,0,0,0
20358,5,0,0,0
20358,9,,,
20359,1,0,0,0
20359,2,0,0,0
20359,3,0,0,0
20359,4,0,0,0
20359,5,0,0,0
20359,9,,,
20360,1,0,0,0
20360,2,0,0,0
20360,3,0,0,0
20360,4,0,0,0
20360,5,0,0,0
20360,9,,,
20361,1,0,0,0
20361,2,0,0,0
20361,3,0,0,0
20361,4,0,0,0
20361,5,0,0,0
20361,9,,,
20362,1,0,0,0
20362,2,0,0,0
20362,3,0,0,0
20362,4,0,0,0
20362,5,0,0,0
20362,9,,,
20363,1,0,0,0
20363,2,0,0,0
20363,3,0,0,0
20363,4,0,0,0
20363,5,0,0,0
20363,9,,,
20364,1,0,0,0
20364,2,0,0,0
20364,3,0,0,0
20364,4,0,0,0
20364,5,0,0,0
20364,9,,,
20365,1,0,0,0
20365,2,0,0,0
20365,3,0,0,0
20365,4,0,0,0
20365,5,0,0,0
20365,9,,,
20366,1,0,0,0
20366,2,0,0,0
20366,3,0,0,0
20366,4,0,0,0
20366,5,0,0,0
20366,9,,,
20367,1,0,0,0
20367,2,0,0,0
20367,3,0,0,0
20367,4,0,0,0
20367,5,0,0,0
20367,9,,,
20368,1,2,2,0
20368,2,0,0,0
20368,3,0,0,0
20368,4,0,0,0
20368,5,0,0,0
20368,9,,,
20369,1,0,0,0
20369,2,0,0,0
20369,3,0,0,0
20369,4,0,0,0
20369,5,0,0,0
20369,9,,,
20370,1,0,0,0
20370,2,0,0,0
20370,3,0,0,0
20370,4,0,0,0
20370,5,0,0,0
20370,9,,,
20371,1,0,0,0
20371,2,0,0,0
20371,3,0,0,0
20371,4,0,0,0
20371,5,0,0,0
20371,9,,,
20372,1,0,0,0
20372,2,0,0,0
20372,3,0,0,0
20372,4,0,0,0
20372,5,0,0,0
20372,9,,,
20373,1,0,0,0
20373,2,0,0,0
20373,3,0,0,0
20373,4,0,0,0
20373,5,0,0,0
20373,9,,,
20374,1,0,0,0
20374,2,0,0,0
20374,3,0,0,0
20374,4,0,0,0
20374,5,0,0,0
20374,9,,,
20375,1,0,0,0
20375,2,0,0,0
20375,3,0,0,0
20375,4,0,0,0
20375,5,0,0,0
20375,9,,,
20376,1,0,0,0
20376,2,0,0,0
20376,3,0,0,0
20376,4,0,0,0
20376,5,0,0,0
20376,9,,,
20377,1,0,0,0
20377,2,0,0,0
20377,3,0,0,0
20377,4,0,0,0
20377,5,0,0,0
20377,9,,,
20378,1,0,0,0
20378,2,0,0,0
20378,3,0,0,0
20378,4,0,0,0
20378,5,0,0,0
20378,9,,,
20379,1,0,0,0
20379,2,0,0,0
20379,3,0,0,0
20379,4,0,0,0
20379,5,0,0,0
20379,9,,,
20380,1,0,0,0
20380,2,0,0,0
20380,3,0,0,0
20380,4,0,0,0
20380,5,0,0,0
20380,9,,,
20381,1,0,0,0
20381,2,0,0,0
20381,3,0,0,0
20381,4,0,0,0
20381,5,0,0,0
20381,9,,,
20382,1,0,0,0
20382,2,0,0,0
20382,3,0,0,0
20382,4,0,0,0
20382,5,0,0,0
20382,9,,,
20383,1,0,0,0
20383,2,0,0,0
20383,3,0,0,0
20383,4,0,0,0
20383,5,0,0,0
20383,9,,,
20384,1,0,0,0
20384,2,0,0,0
20384,3,0,0,0
20384,4,0,0,0
20384,5,0,0,0
20384,9,,,
20385,1,49,34,15
20385,2,0,0,0
20385,3,0,0,0
20385,4,0,0,0
20385,5,0,0,0
20385,9,,,
20386,1,6,6,0
20386,2,0,0,0
20386,3,0,0,0
20386,4,0,0,0
20386,5,0,0,0
20386,9,,,
20387,1,0,0,0
20387,2,0,0,0
20387,3,0,0,0
20387,4,0,0,0
20387,5,0,0,0
20387,9,,,
20388,1,0,0,0
20388,2,0,0,0
20388,3,0,0,0
20388,4,0,0,0
20388,5,0,0,0
20388,9,,,
20389,1,0,0,0
20389,2,0,0,0
20389,3,0,0,0
20389,4,0,0,0
20389,5,0,0,0
20389,9,,,
20390,1,0,0,0
20390,2,0,0,0
20390,3,0,0,0
20390,4,0,0,0
20390,5,0,0,0
20390,9,,,
20391,1,0,0,0
20391,2,0,0,0
20391,3,0,0,0
20391,4,0,0,0
20391,5,0,0,0
20391,9,,,
20392,1,0,0,0
20392,2,0,0,0
20392,3,0,0,0
20392,4,0,0,0
20392,5,0,0,0
20392,9,,,
20393,1,0,0,0
20393,2,0,0,0
20393,3,0,0,0
20393,4,0,0,0
20393,5,0,0,0
20393,9,,,
20394,1,0,0,0
20394,2,0,0,0
20394,3,0,0,0
20394,4,0,0,0
20394,5,0,0,0
20394,9,,,
20395,1,0,0,0
20395,2,0,0,0
20395,3,0,0,0
20395,4,0,0,0
20395,5,0,0,0
20395,9,,,
20396,1,0,0,0
20396,2,0,0,0
20396,3,0,0,0
20396,4,0,0,0
20396,5,0,0,0
20396,9,,,
20397,1,15,13,2
20397,2,0,0,0
20397,3,0,0,0
20397,4,0,0,0
20397,5,0,0,0
20397,9,,,
20398,1,0,0,0
20398,2,0,0,0
20398,3,0,0,0
20398,4,0,0,0
20398,5,0,0,0
20398,9,,,
20399,1,0,0,0
20399,2,0,0,0
20399,3,0,0,0
20399,4,0,0,0
20399,5,0,0,0
20399,9,,,
20400,1,0,0,0
20400,2,0,0,0
20400,3,0,0,0
20400,4,0,0,0
20400,5,0,0,0
20400,9,,,
20401,1,NSS,NSS,NSS
20401,2,NSS,NSS,NSS
20401,3,NSS,NSS,NSS
20401,4,NSS,NSS,NSS
20401,5,NSS,NSS,NSS
20401,9,,,
20402,1,0,0,0
20402,2,0,0,0
20402,3,0,0,0
20402,4,0,0,0
20402,5,0,0,0
20402,9,,,
20403,1,0,0,0
20403,2,0,0,0
20403,3,0,0,0
20403,4,0,0,0
20403,5,0,0,0
20403,9,,,
20404,1,0,0,0
20404,2,0,0,0
20404,3,0,0,0
20404,4,0,0,0
20404,5,0,0,0
20404,9,,,
20405,1,0,0,0
20405,2,0,0,0
20405,3,0,0,0
20405,4,0,0,0
20405,5,0,0,0
20405,9,,,
20406,1,0,0,0
20406,2,0,0,0
20406,3,0,0,0
20406,4,0,0,0
20406,5,0,0,0
20406,9,,,
20407,1,0,0,0
20407,2,0,0,0
20407,3,0,0,0
20407,4,0,0,0
20407,5,0,0,0
20407,9,,,
20408,1,0,0,0
20408,2,0,0,0
20408,3,0,0,0
20408,4,0,0,0
20408,5,0,0,0
20408,9,,,
20409,1,0,0,0
20409,2,0,0,0
20409,3,0,0,0
20409,4,0,0,0
20409,5,0,0,0
20409,9,,,
20410,1,0,0,0
20410,2,0,0,0
20410,3,0,0,0
20410,4,0,0,0
20410,5,0,0,0
20410,9,,,
20411,1,0,0,0
20411,2,0,0,0
20411,3,0,0,0
20411,4,0,0,0
20411,5,0,0,0
20411,9,,,
20412,1,0,0,0
20412,2,0,0,0
20412,3,0,0,0
20412,4,0,0,0
20412,5,0,0,0
20412,9,,,
20413,1,54,43,11
20413,2,0,0,0
20413,3,0,0,0
20413,4,0,0,0
20413,5,0,0,0
20413,9,,,
20414,1,2,2,0
20414,2,0,0,0
20414,3,0,0,0
20414,4,0,0,0
20414,5,0,0,0
20414,9,,,
20415,1,0,0,0
20415,2,0,0,0
20415,3,0,0,0
20415,4,0,0,0
20415,5,0,0,0
20415,9,,,
20416,1,0,0,0
20416,2,0,0,0
20416,3,0,0,0
20416,4,0,0,0
20416,5,0,0,0
20416,9,,,
20417,1,2,2,0
20417,2,0,0,0
20417,3,0,0,0
20417,4,0,0,0
20417,5,0,0,0
20417,9,,,
20418,1,0,0,0
20418,2,0,0,0
20418,3,0,0,0
20418,4,0,0,0
20418,5,0,0,0
20418,9,,,
20419,1,0,0,0
20419,2,0,0,0
20419,3,0,0,0
20419,4,0,0,0
20419,5,0,0,0
20419,9,,,
20420,1,0,0,0
20420,2,0,0,0
20420,3,0,0,0
20420,4,0,0,0
20420,5,0,0,0
20420,9,,,
20421,1,0,0,0
20421,2,0,0,0
20421,3,0,0,0
20421,4,0,0,0
20421,5,0,0,0
20421,9,,,
20422,1,0,0,0
20422,2,0,0,0
20422,3,0,0,0
20422,4,0,0,0
20422,5,0,0,0
20422,9,,,
20423,1,0,0,0
20423,2,0,0,0
20423,3,0,0,0
20423,4,0,0,0
20423,5,0,0,0
20423,9,,,
20424,1,0,0,0
20424,2,0,0,0
20424,3,0,0,0
20424,4,0,0,0
20424,5,0,0,0
20424,9,,,
20425,1,0,0,0
20425,2,0,0,0
20425,3,0,0,0
20425,4,0,0,0
20425,5,0,0,0
20425,9,,,
20426,1,0,0,0
20426,2,0,0,0
20426,3,0,0,0
20426,4,0,0,0
20426,5,0,0,0
20426,9,,,
20427,1,0,0,0
20427,2,0,0,0
20427,3,0,0,0
20427,4,0,0,0
20427,5,0,0,0
20427,9,,,
20428,1,0,0,0
20428,2,0,0,0
20428,3,0,0,0
20428,4,0,0,0
20428,5,0,0,0
20428,9,,,
20429,1,0,0,0
20429,2,0,0,0
20429,3,0,0,0
20429,4,0,0,0
20429,5,0,0,0
20429,9,,,
20430,1,0,0,0
20430,2,0,0,0
20430,3,0,0,0
20430,4,0,0,0
20430,5,0,0,0
20430,9,,,
20431,1,0,0,0
20431,2,0,0,0
20431,3,0,0,0
20431,4,0,0,0
20431,5,0,0,0
20431,9,,,
20432,1,0,0,0
20432,2,0,0,0
20432,3,0,0,0
20432,4,0,0,0
20432,5,0,0,0
20432,9,,,
20433,1,12,12,0
20433,2,0,0,0
20433,3,0,0,0
20433,4,0,0,0
20433,5,0,0,0
20433,9,,,
20434,1,0,0,0
20434,2,0,0,0
20434,3,0,0,0
20434,4,0,0,0
20434,5,0,0,0
20434,9,,,
20435,1,0,0,0
20435,2,0,0,0
20435,3,0,0,0
20435,4,0,0,0
20435,5,0,0,0
20435,9,,,
20436,1,0,0,0
20436,2,0,0,0
20436,3,0,0,0
20436,4,0,0,0
20436,5,0,0,0
20436,9,,,
20437,1,0,0,0
20437,2,0,0,0
20437,3,0,0,0
20437,4,0,0,0
20437,5,0,0,0
20437,9,,,
20438,1,0,0,0
20438,2,0,0,0
20438,3,0,0,0
20438,4,0,0,0
20438,5,0,0,0
20438,9,,,
20439,1,6,6,0
20439,2,0,0,0
20439,3,0,0,0
20439,4,0,0,0
20439,5,0,0,0
20439,9,,,
20440,1,0,0,0
20440,2,0,0,0
20440,3,0,0,0
20440,4,0,0,0
20440,5,0,0,0
20440,9,,,
20441,1,2,2,0
20441,2,0,0,0
20441,3,0,0,0
20441,4,0,0,0
20441,5,0,0,0
20441,9,,,
20442,1,0,0,0
20442,2,0,0,0
20442,3,0,0,0
20442,4,0,0,0
20442,5,0,0,0
20442,9,,,
20443,1,0,0,0
20443,2,0,0,0
20443,3,0,0,0
20443,4,0,0,0
20443,5,0,0,0
20443,9,,,
20444,1,0,0,0
20444,2,0,0,0
20444,3,0,0,0
20444,4,0,0,0
20444,5,0,0,0
20444,9,,,
20445,1,0,0,0
20445,2,0,0,0
20445,3,0,0,0
20445,4,0,0,0
20445,5,0,0,0
20445,9,,,
20446,1,13,10,3
20446,2,0,0,0
20446,3,0,0,0
20446,4,0,0,0
20446,5,0,0,0
20446,9,,,
20447,1,0,0,0
20447,2,0,0,0
20447,3,0,0,0
20447,4,0,0,0
20447,5,0,0,0
20447,9,,,
20448,1,0,0,0
20448,2,0,0,0
20448,3,0,0,0
20448,4,0,0,0
20448,5,0,0,0
20448,9,,,
20449,1,0,0,0
20449,2,0,0,0
20449,3,0,0,0
20449,4,0,0,0
20449,5,0,0,0
20449,9,,,
20450,1,0,0,0
20450,2,0,0,0
20450,3,0,0,0
20450,4,0,0,0
20450,5,0,0,0
20450,9,,,
20451,1,0,0,0
20451,2,0,0,0
20451,3,0,0,0
20451,4,0,0,0
20451,5,0,0,0
20451,9,,,
20452,1,0,0,0
20452,2,0,0,0
20452,3,0,0,0
20452,4,0,0,0
20452,5,0,0,0
20452,9,,,
20453,1,0,0,0
20453,2,0,0,0
20453,3,0,0,0
20453,4,0,0,0
20453,5,0,0,0
20453,9,,,
20454,1,0,0,0
20454,2,0,0,0
20454,3,0,0,0
20454,4,0,0,0
20454,5,0,0,0
20454,9,,,
20455,1,0,0,0
20455,2,0,0,0
20455,3,0,0,0
20455,4,0,0,0
20455,5,0,0,0
20455,9,,,
20456,1,0,0,0
20456,2,0,0,0
20456,3,0,0,0
20456,4,0,0,0
20456,5,0,0,0
20456,9,,,
20457,1,0,0,0
20457,2,0,0,0
20457,3,0,0,0
20457,4,0,0,0
20457,5,0,0,0
20457,9,,,
20458,1,0,0,0
20458,2,0,0,0
20458,3,0,0,0
20458,4,0,0,0
20458,5,0,0,0
20458,9,,,
20459,1,0,0,0
20459,2,0,0,0
20459,3,0,0,0
20459,4,0,0,0
20459,5,0,0,0
20459,9,,,
20460,1,0,0,0
20460,2,0,0,0
20460,3,0,0,0
20460,4,0,0,0
20460,5,0,0,0
20460,9,,,
20461,1,0,0,0
20461,2,0,0,0
20461,3,0,0,0
20461,4,0,0,0
20461,5,0,0,0
20461,9,,,
20462,1,0,0,0
20462,2,0,0,0
20462,3,0,0,0
20462,4,0,0,0
20462,5,0,0,0
20462,9,,,
20463,1,0,0,0
20463,2,0,0,0
20463,3,0,0,0
20463,4,0,0,0
