ubicageo_f,evaluati_a,esevsett,esevse1,esevse2,esevses1,esevse3,esevse4,esevse5,esevses2,esevse6,esevse7,esevses3,esevse9,esevse10,esevses4,esevse12,esevse13,esevses5,esevse15,esevse16,esevses6,esevse18,esevse19,esevsens,esevsenh,esevsenm
12034,1,59,55,4,3,3,0,,0,0,0,55,52,3,0,0,0,0,0,0,1,0,1,,,
12034,2,59,55,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,59,55,4,,,
12034,3,59,55,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,59,55,4,,,
12035,1,237,206,31,237,206,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12035,2,237,206,31,237,206,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12035,3,237,206,31,237,206,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12036,1,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,12,12,0,9,8,1,,,
12036,2,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
12036,3,21,20,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,21,20,1,,,
12037,1,13,11,2,13,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12037,2,13,11,2,13,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12037,3,13,11,2,13,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12038,1,214,195,19,75,67,8,,0,0,0,0,0,0,0,0,0,0,0,0,139,128,11,,,
12038,2,214,195,19,75,67,8,,0,0,0,0,0,0,0,0,0,0,0,0,139,128,11,,,
12038,3,214,195,19,75,67,8,,0,0,0,0,0,0,0,0,0,0,0,0,139,128,11,,,
12039,1,24,20,4,3,1,2,,0,0,0,0,0,0,0,0,0,21,19,2,0,0,0,,,
12039,2,24,20,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,,,
12039,3,24,20,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24,20,4,,,
12040,1,14,14,0,5,5,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12040,2,14,14,0,5,5,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12040,3,14,14,0,5,5,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12041,1,18,17,1,0,0,0,,0,0,0,0,0,0,7,6,1,0,0,0,11,11,0,,,
12041,2,18,17,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,,,
12041,3,18,17,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,,,
12042,1,20,19,1,10,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,,,
12042,2,20,19,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,,,
12042,3,20,19,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,,,
12043,1,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,21,2,,,
12043,2,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,21,2,,,
12043,3,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,21,2,,,
12044,1,16,15,1,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,,,
12044,2,16,15,1,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,,,
12044,3,16,15,1,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,,,
12045,1,27,23,4,12,12,0,,0,0,0,0,0,0,0,0,0,0,0,0,15,11,4,,,
12045,2,27,23,4,10,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,,,
12045,3,27,23,4,5,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,,,
12046,1,141,129,12,56,53,3,,0,0,0,0,0,0,0,0,0,0,0,0,85,76,9,,,
12046,2,141,129,12,63,60,3,,0,0,0,0,0,0,0,0,0,0,0,0,78,69,9,,,
12046,3,141,129,12,34,31,3,,0,0,0,0,0,0,0,0,0,0,0,0,107,98,9,,,
12047,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12047,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12047,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12048,1,97,75,22,79,63,16,,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,,,
12048,2,97,75,22,79,63,16,,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,,,
12048,3,97,75,22,79,63,16,,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,,,
12049,1,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
12049,2,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
12049,3,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
12050,1,31,25,6,14,13,1,,3,3,0,0,0,0,5,3,2,0,0,0,9,6,3,,,
12050,2,31,25,6,14,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,,,
12050,3,31,25,6,14,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6,,,
12051,1,26,26,0,5,5,0,,0,0,0,12,12,0,0,0,0,4,4,0,5,5,0,,,
12051,2,26,26,0,5,5,0,,0,0,0,2,2,0,0,0,0,0,0,0,19,19,0,,,
12051,3,26,26,0,5,5,0,,0,0,0,2,2,0,0,0,0,0,0,0,19,19,0,,,
12052,1,75,60,15,20,18,2,,18,15,3,18,10,8,0,0,0,9,9,0,10,8,2,,,
12052,2,75,60,15,20,18,2,,18,15,3,18,10,8,0,0,0,9,9,0,10,8,2,,,
12052,3,75,60,15,20,18,2,,18,15,3,18,10,8,0,0,0,9,9,0,10,8,2,,,
12053,1,70,66,4,48,46,2,,0,0,0,0,0,0,22,20,2,0,0,0,0,0,0,,,
12053,2,70,66,4,70,66,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12053,3,70,66,4,70,66,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12054,1,10,8,2,10,8,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12054,2,10,8,2,10,8,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12054,3,10,8,2,10,8,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12055,1,34,27,7,30,23,7,,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,,,
12055,2,34,27,7,22,20,2,,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,,,
12055,3,34,27,7,0,0,0,,0,0,0,0,0,0,34,27,7,0,0,0,0,0,0,,,
12056,1,57,57,0,32,32,0,,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,,,
12056,2,57,57,0,57,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12056,3,57,57,0,57,57,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12057,1,112,110,2,22,21,1,,17,16,1,45,45,0,15,15,0,13,13,0,0,0,0,,,
12057,2,112,110,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,112,110,2,,,
12057,3,112,110,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,112,110,2,,,
12058,1,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
12058,2,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
12058,3,14,12,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2,,,
12059,1,28,28,0,10,10,0,,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,,
12059,2,28,28,0,10,10,0,,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,,
12059,3,28,28,0,10,10,0,,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,,,
12060,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12060,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12060,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12061,1,50,38,12,17,13,4,,0,0,0,10,9,1,5,3,2,18,13,5,0,0,0,,,
12061,2,50,38,12,17,13,4,,0,0,0,10,9,1,5,3,2,18,13,5,0,0,0,,,
12061,3,50,38,12,17,13,4,,0,0,0,10,9,1,5,3,2,18,13,5,0,0,0,,,
12062,1,34,32,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,32,2,,,
12062,2,34,32,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,32,2,,,
12062,3,34,32,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,34,32,2,,,
12063,1,17,14,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,14,3,,,
12063,2,17,14,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,14,3,,,
12063,3,17,14,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,14,3,,,
12064,1,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
12064,2,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
12064,3,14,14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,,,
12065,1,15,11,4,0,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,12,9,3,,,
12065,2,15,11,4,0,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,12,9,3,,,
12065,3,15,11,4,0,0,0,,3,2,1,0,0,0,0,0,0,0,0,0,12,9,3,,,
12066,1,82,64,18,0,0,0,,82,64,18,0,0,0,0,0,0,0,0,0,0,0,0,,,
12066,2,82,64,18,0,0,0,,82,64,18,0,0,0,0,0,0,0,0,0,0,0,0,,,
12066,3,82,64,18,0,0,0,,82,64,18,0,0,0,0,0,0,0,0,0,0,0,0,,,
12067,1,23,21,2,13,12,1,,0,0,0,5,4,1,1,1,0,0,0,0,4,4,0,,,
12067,2,23,21,2,14,13,1,,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,,,
12067,3,23,21,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,23,21,2,,,
12068,1,50,45,5,4,3,1,,4,2,2,4,3,1,0,0,0,0,0,0,38,37,1,,,
12068,2,50,45,5,4,3,1,,4,2,2,4,3,1,0,0,0,0,0,0,38,37,1,,,
12068,3,50,45,5,4,3,1,,4,2,2,4,3,1,0,0,0,0,0,0,38,37,1,,,
12069,1,9,9,0,0,0,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12069,2,9,9,0,0,0,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12069,3,9,9,0,0,0,0,,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,,,
12070,1,16,14,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2,,,
12070,2,16,14,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2,,,
12070,3,16,14,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2,,,
12071,1,39,39,0,1,1,0,,0,0,0,0,0,0,0,0,0,11,11,0,27,27,0,,,
12071,2,39,39,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,,,
12071,3,39,39,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,,,
12072,1,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
12072,2,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
12072,3,16,15,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,,,
12073,1,12,12,0,4,4,0,,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,,,
12073,2,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
12073,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
12074,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12074,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12074,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12075,1,58,51,7,20,17,3,,0,0,0,19,18,1,0,0,0,0,0,0,19,16,3,,,
12075,2,58,51,7,20,17,3,,0,0,0,19,18,1,0,0,0,0,0,0,19,16,3,,,
12075,3,58,51,7,20,17,3,,0,0,0,19,18,1,0,0,0,0,0,0,19,16,3,,,
12076,1,29,27,2,28,26,2,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,
12076,2,29,27,2,28,26,2,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,
12076,3,29,27,2,28,26,2,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,
12077,1,35,33,2,0,0,0,,8,8,0,19,18,1,0,0,0,6,6,0,2,1,1,,,
12077,2,35,33,2,6,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,29,27,2,,,
12077,3,35,33,2,6,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,29,27,2,,,
12078,1,38,32,6,38,32,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12078,2,38,32,6,38,32,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12078,3,38,32,6,38,32,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12079,1,31,26,5,3,2,1,,10,10,0,0,0,0,0,0,0,0,0,0,18,14,4,,,
12079,2,31,26,5,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,30,26,4,,,
12079,3,31,26,5,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,30,26,4,,,
12080,1,12,12,0,2,2,0,,0,0,0,2,2,0,0,0,0,0,0,0,8,8,0,,,
12080,2,12,12,0,2,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
12080,3,12,12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,,,
12081,1,30,26,4,6,4,2,,0,0,0,0,0,0,24,22,2,0,0,0,0,0,0,,,
12081,2,30,26,4,5,3,2,,0,0,0,0,0,0,1,1,0,0,0,0,24,22,2,,,
12081,3,30,26,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,30,26,4,,,
12082,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12082,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12082,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12083,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12083,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12083,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12084,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12084,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12084,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12085,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12085,2,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
12085,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
13001,1,27,20,7,17,11,6,,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,,,
13001,2,27,20,7,22,16,6,,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
13001,3,27,20,7,27,20,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13002,1,49,39,10,47,38,9,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,
13002,2,49,39,10,30,25,5,,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,,,
13002,3,49,39,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,39,10,,,
13003,1,40,32,8,26,20,6,,0,0,0,12,10,2,1,1,0,0,0,0,1,1,0,,,
13003,2,40,32,8,26,20,6,,0,0,0,12,10,2,1,1,0,0,0,0,1,1,0,,,
13003,3,40,32,8,26,20,6,,0,0,0,12,10,2,1,1,0,0,0,0,1,1,0,,,
13004,1,20,13,7,9,4,5,,0,0,0,4,3,1,0,0,0,0,0,0,7,6,1,,,
13004,2,20,13,7,9,4,5,,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2,,,
13004,3,20,13,7,20,13,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13005,1,21,17,4,21,17,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13005,2,21,17,4,21,17,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13005,3,21,17,4,21,17,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13006,1,13,12,1,8,7,1,,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,,,
13006,2,13,12,1,12,11,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13006,3,13,12,1,13,12,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13007,1,29,21,8,21,17,4,,0,0,0,5,3,2,0,0,0,0,0,0,3,1,2,,,
13007,2,29,21,8,19,15,4,,1,0,1,0,0,0,0,0,0,0,0,0,9,6,3,,,
13007,3,29,21,8,19,15,4,,1,0,1,0,0,0,0,0,0,0,0,0,9,6,3,,,
13008,1,49,48,1,37,36,1,,2,2,0,10,10,0,0,0,0,0,0,0,0,0,0,,,
13008,2,49,48,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,48,1,,,
13008,3,49,48,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,49,48,1,,,
13009,1,19,17,2,5,4,1,,0,0,0,0,0,0,14,13,1,0,0,0,0,0,0,,,
13009,2,19,17,2,5,4,1,,0,0,0,0,0,0,14,13,1,0,0,0,0,0,0,,,
13009,3,19,17,2,5,4,1,,0,0,0,0,0,0,14,13,1,0,0,0,0,0,0,,,
13010,1,58,50,8,48,40,8,,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,,
13010,2,58,50,8,48,40,8,,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,,
13010,3,58,50,8,48,40,8,,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,,,
13011,1,22,21,1,22,21,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13011,2,22,21,1,22,21,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13011,3,22,21,1,22,21,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13012,1,28,25,3,21,18,3,,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,,,
13012,2,28,25,3,16,15,1,,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,,,
13012,3,28,25,3,16,15,1,,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,,,
13013,1,53,34,19,35,20,15,,0,0,0,14,12,2,0,0,0,4,2,2,0,0,0,,,
13013,2,53,34,19,18,11,7,,0,0,0,14,12,2,0,0,0,21,11,10,0,0,0,,,
13013,3,53,34,19,18,11,7,,0,0,0,14,12,2,0,0,0,21,11,10,0,0,0,,,
13014,1,21,19,2,17,17,0,,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,,,
13014,2,21,19,2,7,7,0,,1,1,0,0,0,0,0,0,0,0,0,0,13,11,2,,,
13014,3,21,19,2,21,19,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13015,1,16,14,2,10,8,2,,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,,,
13015,2,16,14,2,13,11,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
13015,3,16,14,2,15,13,2,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,
13016,1,47,37,10,47,37,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13016,2,47,37,10,47,37,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13016,3,47,37,10,47,37,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13017,1,16,12,4,16,12,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13017,2,16,12,4,16,12,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13017,3,16,12,4,16,12,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13018,1,18,15,3,18,15,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13018,2,18,15,3,18,15,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13018,3,18,15,3,18,15,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13019,1,19,15,4,11,8,3,,5,5,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
13019,2,19,15,4,7,6,1,,0,0,0,1,1,0,0,0,0,0,0,0,11,8,3,,,
13019,3,19,15,4,7,6,1,,0,0,0,1,1,0,0,0,0,0,0,0,11,8,3,,,
13020,1,10,8,2,5,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,,,
13020,2,10,8,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,,,
13020,3,10,8,2,7,6,1,,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,,,
13021,1,35,25,10,0,0,0,,0,0,0,0,0,0,35,25,10,0,0,0,0,0,0,,,
13021,2,35,25,10,0,0,0,,0,0,0,0,0,0,35,25,10,0,0,0,0,0,0,,,
13021,3,35,25,10,0,0,0,,0,0,0,0,0,0,35,25,10,0,0,0,0,0,0,,,
13022,1,27,20,7,20,14,6,,0,0,0,4,4,0,0,0,0,0,0,0,3,2,1,,,
13022,2,27,20,7,8,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,19,12,7,,,
13022,3,27,20,7,9,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,18,11,7,,,
13023,1,25,19,6,16,12,4,,0,0,0,8,7,1,0,0,0,0,0,0,1,0,1,,,
13023,2,25,19,6,9,6,3,,0,0,0,0,0,0,0,0,0,0,0,0,16,13,3,,,
13023,3,25,19,6,25,19,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13024,1,22,18,4,0,0,0,,0,0,0,0,0,0,0,0,0,22,18,4,0,0,0,,,
13024,2,22,18,4,0,0,0,,0,0,0,0,0,0,0,0,0,22,18,4,0,0,0,,,
13024,3,22,18,4,0,0,0,,0,0,0,0,0,0,0,0,0,22,18,4,0,0,0,,,
13025,1,31,26,5,31,26,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13025,2,31,26,5,31,26,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13025,3,31,26,5,31,26,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13026,1,24,22,2,24,22,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13026,2,24,22,2,24,22,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13026,3,24,22,2,24,22,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13027,1,21,19,2,21,19,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13027,2,21,19,2,16,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,,,
13027,3,21,19,2,16,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,,,
13028,1,158,142,16,158,142,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13028,2,158,142,16,138,125,13,,0,0,0,0,0,0,0,0,0,0,0,0,20,17,3,,,
13028,3,158,142,16,158,142,16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13029,1,29,24,5,24,19,5,,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,,,
13029,2,29,24,5,21,16,5,,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,,,
13029,3,29,24,5,10,5,5,,10,10,0,0,0,0,0,0,0,0,0,0,9,9,0,,,
13030,1,66,51,15,58,44,14,,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,,,
13030,2,66,51,15,53,39,14,,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
13030,3,66,51,15,58,44,14,,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,,,
13031,1,17,13,4,11,10,1,,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,,,
13031,2,17,13,4,11,10,1,,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,,,
13031,3,17,13,4,11,10,1,,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,,,
13032,1,22,20,2,19,17,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
13032,2,22,20,2,12,10,2,,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,,,
13032,3,22,20,2,19,17,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
13033,1,12,9,3,9,7,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
13033,2,12,9,3,9,7,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
13033,3,12,9,3,9,7,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
13034,1,15,8,7,6,2,4,,0,0,0,2,2,0,5,2,3,2,2,0,0,0,0,,,
13034,2,15,8,7,3,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,,,
13034,3,15,8,7,6,2,4,,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,,,
13035,1,10,6,4,9,5,4,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,
13035,2,10,6,4,7,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,,
13035,3,10,6,4,7,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,,,
13036,1,30,23,7,18,14,4,,0,0,0,5,4,1,0,0,0,0,0,0,7,5,2,,,
13036,2,30,23,7,18,14,4,,0,0,0,5,4,1,0,0,0,0,0,0,7,5,2,,,
13036,3,30,23,7,18,14,4,,0,0,0,5,4,1,0,0,0,0,0,0,7,5,2,,,
13037,1,13,9,4,13,9,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13037,2,13,9,4,12,8,4,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
