ubicageo_f,animales_a,rnsnni1,anirep1,anirep2
15062,15,2,NA,NA
15062,16,2,NA,NA
15062,17,2,NA,NA
15062,18,2,NA,NA
15062,20,2,NA,NA
15063,11,0,NA,NA
15063,12,0,NA,NA
15063,13,0,NA,NA
15063,14,0,NA,NA
15063,15,0,NA,NA
15063,16,0,NA,NA
15063,17,0,NA,NA
15063,18,0,NA,NA
15063,20,0,NA,NA
15064,11,2,NA,NA
15064,12,2,NA,NA
15064,13,2,NA,NA
15064,14,2,NA,NA
15064,15,2,NA,NA
15064,16,1,2,0
15064,17,2,NA,NA
15064,18,2,NA,NA
15064,20,2,NA,NA
15065,11,2,NA,NA
15065,12,2,NA,NA
15065,13,2,NA,NA
15065,14,2,NA,NA
15065,15,2,NA,NA
15065,16,2,NA,NA
15065,17,2,NA,NA
15065,18,2,NA,NA
15065,20,2,NA,NA
15066,11,2,NA,NA
15066,12,2,NA,NA
15066,13,2,NA,NA
15066,14,2,NA,NA
15066,15,2,NA,NA
15066,16,2,NA,NA
15066,17,2,NA,NA
15066,18,2,NA,NA
15066,20,2,NA,NA
15067,11,2,NA,NA
15067,12,1,2,0
15067,13,2,NA,NA
15067,14,2,NA,NA
15067,15,2,NA,NA
15067,16,1,4,0
15067,17,2,NA,NA
15067,18,2,NA,NA
15067,20,2,NA,NA
15068,11,2,NA,NA
15068,12,2,NA,NA
15068,13,2,NA,NA
15068,14,2,NA,NA
15068,15,2,NA,NA
15068,16,2,NA,NA
15068,17,2,NA,NA
15068,18,2,NA,NA
15068,20,2,NA,NA
15069,11,2,NA,NA
15069,12,2,NA,NA
15069,13,2,NA,NA
15069,14,2,NA,NA
15069,15,2,NA,NA
15069,16,2,NA,NA
15069,17,2,NA,NA
15069,18,2,NA,NA
15069,20,2,NA,NA
15070,11,2,NA,NA
15070,12,2,NA,NA
15070,13,2,NA,NA
15070,14,2,NA,NA
15070,15,2,NA,NA
15070,16,2,NA,NA
15070,17,2,NA,NA
15070,18,2,NA,NA
15070,20,2,NA,NA
15071,11,2,NA,NA
15071,12,2,NA,NA
15071,13,2,NA,NA
15071,14,2,NA,NA
15071,15,1,1,1
15071,16,2,NA,NA
15071,17,2,NA,NA
15071,18,2,NA,NA
15071,20,2,NA,NA
15072,11,2,NA,NA
15072,12,2,NA,NA
15072,13,2,NA,NA
15072,14,2,NA,NA
15072,15,2,NA,NA
15072,16,2,NA,NA
15072,17,2,NA,NA
15072,18,2,NA,NA
15072,20,2,NA,NA
15073,11,2,NA,NA
15073,12,2,NA,NA
15073,13,2,NA,NA
15073,14,2,NA,NA
15073,15,2,NA,NA
15073,16,2,NA,NA
15073,17,2,NA,NA
15073,18,2,NA,NA
15073,20,2,NA,NA
15074,11,9,NSS,NSS
15074,12,1,2,2
15074,13,9,NSS,NSS
15074,14,9,NSS,NSS
15074,15,9,NSS,NSS
15074,16,1,5,5
15074,17,9,NSS,NSS
15074,18,9,NSS,NSS
15074,20,9,NSS,NSS
15075,11,2,NA,NA
15075,12,2,NA,NA
15075,13,2,NA,NA
15075,14,2,NA,NA
15075,15,2,NA,NA
15075,16,2,NA,NA
15075,17,2,NA,NA
15075,18,2,NA,NA
15075,20,2,NA,NA
15076,11,2,NA,NA
15076,12,2,NA,NA
15076,13,2,NA,NA
15076,14,2,NA,NA
15076,15,2,NA,NA
15076,16,2,NA,NA
15076,17,2,NA,NA
15076,18,2,NA,NA
15076,20,2,NA,NA
15077,11,2,NA,NA
15077,12,2,NA,NA
15077,13,2,NA,NA
15077,14,2,NA,NA
15077,15,2,NA,NA
15077,16,2,NA,NA
15077,17,2,NA,NA
15077,18,2,NA,NA
15077,20,2,NA,NA
15078,11,2,NA,NA
15078,12,2,NA,NA
15078,13,2,NA,NA
15078,14,2,NA,NA
15078,15,2,NA,NA
15078,16,2,NA,NA
15078,17,2,NA,NA
15078,18,2,NA,NA
15078,20,2,NA,NA
15079,11,9,NSS,NSS
15079,12,9,NSS,NSS
15079,13,9,NSS,NSS
15079,14,9,NSS,NSS
15079,15,9,NSS,NSS
15079,16,9,NSS,NSS
15079,17,9,NSS,NSS
15079,18,9,NSS,NSS
15079,20,2,NA,NA
15080,11,2,NA,NA
15080,12,2,NA,NA
15080,13,2,NA,NA
15080,14,2,NA,NA
15080,15,2,NA,NA
15080,16,2,NA,NA
15080,17,2,NA,NA
15080,18,2,NA,NA
15080,20,2,NA,NA
15081,11,2,NA,NA
15081,12,2,NA,NA
15081,13,2,NA,NA
15081,14,2,NA,NA
15081,15,2,NA,NA
15081,16,2,NA,NA
15081,17,2,NA,NA
15081,18,2,NA,NA
15081,20,2,NA,NA
15082,11,2,NA,NA
15082,12,2,NA,NA
15082,13,2,NA,NA
15082,14,2,NA,NA
15082,15,2,NA,NA
15082,16,2,NA,NA
15082,17,2,NA,NA
15082,18,2,NA,NA
15082,20,2,NA,NA
15083,11,2,NA,NA
15083,12,2,NA,NA
15083,13,2,NA,NA
15083,14,2,NA,NA
15083,15,2,NA,NA
15083,16,2,NA,NA
15083,17,2,NA,NA
15083,18,2,NA,NA
15083,20,2,NA,NA
15084,11,2,NA,NA
15084,12,1,3,1
15084,13,2,NA,NA
15084,14,2,NA,NA
15084,15,1,2,0
15084,16,1,50,15
15084,17,2,NA,NA
15084,18,2,NA,NA
15084,20,2,NA,NA
15085,11,2,NA,NA
15085,12,1,1,1
15085,13,2,NA,NA
15085,14,2,NA,NA
15085,15,1,2,2
15085,16,2,NA,NA
15085,17,2,NA,NA
15085,18,2,NA,NA
15085,20,2,NA,NA
15086,11,2,NA,NA
15086,12,2,NA,NA
15086,13,2,NA,NA
15086,14,2,NA,NA
15086,15,2,NA,NA
15086,16,2,NA,NA
15086,17,2,NA,NA
15086,18,2,NA,NA
15086,20,2,NA,NA
15087,11,2,NA,NA
15087,12,1,NSS,NSS
15087,13,2,NA,NA
15087,14,2,NA,NA
15087,15,1,NSS,NSS
15087,16,1,NSS,NSS
15087,17,2,NA,NA
15087,18,2,NA,NA
15087,20,2,NA,NA
15088,11,2,NA,NA
15088,12,2,NA,NA
15088,13,2,NA,NA
15088,14,2,NA,NA
15088,15,2,NA,NA
15088,16,2,NA,NA
15088,17,2,NA,NA
15088,18,2,NA,NA
15088,20,2,NA,NA
15089,11,2,NA,NA
15089,12,2,NA,NA
15089,13,2,NA,NA
15089,14,2,NA,NA
15089,15,2,NA,NA
15089,16,2,NA,NA
15089,17,2,NA,NA
15089,18,2,NA,NA
15089,20,2,NA,NA
15090,11,2,NA,NA
15090,12,2,NA,NA
15090,13,2,NA,NA
15090,14,2,NA,NA
15090,15,2,NA,NA
15090,16,2,NA,NA
15090,17,2,NA,NA
15090,18,2,NA,NA
15090,20,2,NA,NA
15091,11,2,NA,NA
15091,12,2,NA,NA
15091,13,2,NA,NA
15091,14,2,NA,NA
15091,15,2,NA,NA
15091,16,2,NA,NA
15091,17,2,NA,NA
15091,18,2,NA,NA
15091,20,2,NA,NA
15092,11,2,NA,NA
15092,12,2,NA,NA
15092,13,2,NA,NA
15092,14,2,NA,NA
15092,15,2,NA,NA
15092,16,2,NA,NA
15092,17,2,NA,NA
15092,18,2,NA,NA
15092,20,2,NA,NA
15093,11,2,NA,NA
15093,12,2,NA,NA
15093,13,2,NA,NA
15093,14,2,NA,NA
15093,15,2,NA,NA
15093,16,2,NA,NA
15093,17,2,NA,NA
15093,18,2,NA,NA
15093,20,2,NA,NA
15094,11,2,NA,NA
15094,12,2,NA,NA
15094,13,2,NA,NA
15094,14,2,NA,NA
15094,15,1,1,1
15094,16,1,52,52
15094,17,2,NA,NA
15094,18,2,NA,NA
15094,20,2,NA,NA
15095,11,2,NA,NA
15095,12,2,NA,NA
15095,13,2,NA,NA
15095,14,2,NA,NA
15095,15,2,NA,NA
15095,16,2,NA,NA
15095,17,2,NA,NA
15095,18,2,NA,NA
15095,20,2,NA,NA
15096,11,2,NA,NA
15096,12,2,NA,NA
15096,13,2,NA,NA
15096,14,2,NA,NA
15096,15,2,NA,NA
15096,16,2,NA,NA
15096,17,2,NA,NA
15096,18,2,NA,NA
15096,20,2,NA,NA
15097,11,2,NA,NA
15097,12,2,NA,NA
15097,13,2,NA,NA
15097,14,2,NA,NA
15097,15,2,NA,NA
15097,16,2,NA,NA
15097,17,2,NA,NA
15097,18,2,NA,NA
15097,20,2,NA,NA
15098,11,2,NA,NA
15098,12,2,NA,NA
15098,13,9,NSS,NSS
15098,14,2,NA,NA
15098,15,2,NA,NA
15098,16,2,NA,NA
15098,17,2,NA,NA
15098,18,2,NA,NA
15098,20,2,NA,NA
15099,11,2,NA,NA
15099,12,2,NA,NA
15099,13,2,NA,NA
15099,14,2,NA,NA
15099,15,2,NA,NA
15099,16,2,NA,NA
15099,17,2,NA,NA
15099,18,2,NA,NA
15099,20,2,NA,NA
15100,11,2,NA,NA
15100,12,2,NA,NA
15100,13,2,NA,NA
15100,14,2,NA,NA
15100,15,2,NA,NA
15100,16,2,NA,NA
15100,17,2,NA,NA
15100,18,2,NA,NA
15100,20,2,NA,NA
15101,11,2,NA,NA
15101,12,2,NA,NA
15101,13,2,NA,NA
15101,14,2,NA,NA
15101,15,2,NA,NA
15101,16,2,NA,NA
15101,17,2,NA,NA
15101,18,2,NA,NA
15101,20,2,NA,NA
15102,11,2,NA,NA
15102,12,2,NA,NA
15102,13,2,NA,NA
15102,14,2,NA,NA
15102,15,2,NA,NA
15102,16,2,NA,NA
15102,17,2,NA,NA
15102,18,2,NA,NA
15102,20,2,NA,NA
15103,11,2,NA,NA
15103,12,2,NA,NA
15103,13,2,NA,NA
15103,14,2,NA,NA
15103,15,2,NA,NA
15103,16,2,NA,NA
15103,17,1,120,0
15103,18,2,NA,NA
15103,20,2,NA,NA
15104,11,2,NA,NA
15104,12,2,NA,NA
15104,13,2,NA,NA
15104,14,2,NA,NA
15104,15,2,NA,NA
15104,16,2,NA,NA
15104,17,2,NA,NA
15104,18,2,NA,NA
15104,20,2,NA,NA
15105,11,9,NSS,NSS
15105,12,9,NSS,NSS
15105,13,9,NSS,NSS
15105,14,9,NSS,NSS
15105,15,9,NSS,NSS
15105,16,9,NSS,NSS
15105,17,9,NSS,NSS
15105,18,9,NSS,NSS
15105,20,9,NSS,NSS
15106,11,2,NA,NA
15106,12,2,NA,NA
15106,13,2,NA,NA
15106,14,2,NA,NA
15106,15,2,NA,NA
15106,16,2,NA,NA
15106,17,2,NA,NA
15106,18,2,NA,NA
15106,20,2,NA,NA
15107,11,2,NA,NA
15107,12,1,10,0
15107,13,2,NA,NA
15107,14,2,NA,NA
15107,15,2,NA,NA
15107,16,2,NA,NA
15107,17,2,NA,NA
15107,18,2,NA,NA
15107,20,2,NA,NA
15108,11,2,NA,NA
15108,12,2,NA,NA
15108,13,2,NA,NA
15108,14,2,NA,NA
15108,15,2,NA,NA
15108,16,2,NA,NA
15108,17,2,NA,NA
15108,18,2,NA,NA
15108,20,2,NA,NA
15109,11,2,NA,NA
15109,12,2,NA,NA
15109,13,2,NA,NA
15109,14,2,NA,NA
15109,15,2,NA,NA
15109,16,2,NA,NA
15109,17,2,NA,NA
15109,18,2,NA,NA
15109,20,2,NA,NA
15110,11,2,NA,NA
15110,12,2,NA,NA
15110,13,2,NA,NA
15110,14,2,NA,NA
15110,15,2,NA,NA
15110,16,2,NA,NA
15110,17,2,NA,NA
15110,18,2,NA,NA
15110,20,2,NA,NA
15111,11,2,NA,NA
15111,12,2,NA,NA
15111,13,2,NA,NA
15111,14,2,NA,NA
15111,15,2,NA,NA
15111,16,2,NA,NA
15111,17,2,NA,NA
15111,18,2,NA,NA
15111,20,2,NA,NA
15112,11,2,NA,NA
15112,12,2,NA,NA
15112,13,2,NA,NA
15112,14,2,NA,NA
15112,15,2,NA,NA
15112,16,2,NA,NA
15112,17,2,NA,NA
15112,18,2,NA,NA
15112,20,2,NA,NA
15113,11,2,NA,NA
15113,12,1,10,0
15113,13,2,NA,NA
15113,14,2,NA,NA
15113,15,2,NA,NA
15113,16,2,NA,NA
15113,17,2,NA,NA
15113,18,2,NA,NA
15113,20,2,NA,NA
15114,11,2,NA,NA
15114,12,1,4,0
15114,13,2,NA,NA
15114,14,2,NA,NA
15114,15,1,2,0
15114,16,1,10,0
15114,17,2,NA,NA
15114,18,2,NA,NA
15114,20,2,NA,NA
15115,11,2,NA,NA
15115,12,2,NA,NA
15115,13,2,NA,NA
15115,14,2,NA,NA
15115,15,2,NA,NA
15115,16,2,NA,NA
15115,17,2,NA,NA
15115,18,2,NA,NA
15115,20,2,NA,NA
15116,11,9,NSS,NSS
15116,12,1,2,1
15116,13,9,NSS,NSS
15116,14,9,NSS,NSS
15116,15,9,NSS,NSS
15116,16,1,5,3
15116,17,9,NSS,NSS
15116,18,9,NSS,NSS
15116,20,9,NSS,NSS
15117,11,2,NA,NA
15117,12,2,NA,NA
15117,13,2,NA,NA
15117,14,2,NA,NA
15117,15,2,NA,NA
15117,16,2,NA,NA
15117,17,2,NA,NA
15117,18,2,NA,NA
15117,20,2,NA,NA
15118,11,2,NA,NA
15118,12,2,NA,NA
15118,13,2,NA,NA
15118,14,2,NA,NA
15118,15,2,NA,NA
15118,16,2,NA,NA
15118,17,2,NA,NA
15118,18,2,NA,NA
15118,20,2,NA,NA
15119,11,1,5,0
15119,12,1,3,0
15119,13,2,NA,NA
15119,14,2,NA,NA
15119,15,1,2,0
15119,16,2,NA,NA
15119,17,2,NA,NA
15119,18,2,NA,NA
15119,20,2,NA,NA
15120,11,2,NA,NA
15120,12,2,NA,NA
15120,13,2,NA,NA
15120,14,2,NA,NA
15120,15,2,NA,NA
15120,16,2,NA,NA
15120,17,2,NA,NA
15120,18,2,NA,NA
15120,20,2,NA,NA
15121,11,2,NA,NA
15121,12,2,NA,NA
15121,13,2,NA,NA
15121,14,2,NA,NA
15121,15,2,NA,NA
15121,16,2,NA,NA
15121,17,2,NA,NA
15121,18,2,NA,NA
15121,20,2,NA,NA
15122,11,2,NA,NA
15122,12,2,NA,NA
15122,13,2,NA,NA
15122,14,2,NA,NA
15122,15,2,NA,NA
15122,16,1,90,0
15122,17,2,NA,NA
15122,18,2,NA,NA
15122,20,2,NA,NA
15123,11,2,NA,NA
15123,12,2,NA,NA
15123,13,2,NA,NA
15123,14,2,NA,NA
15123,15,2,NA,NA
15123,16,2,NA,NA
15123,17,2,NA,NA
15123,18,2,NA,NA
15123,20,2,NA,NA
15124,11,2,NA,NA
15124,12,1,20,10
15124,13,2,NA,NA
15124,14,2,NA,NA
15124,15,1,5,2
15124,16,1,50,33
15124,17,2,NA,NA
15124,18,2,NA,NA
15124,20,2,NA,NA
15125,11,2,NA,NA
15125,12,2,NA,NA
15125,13,2,NA,NA
15125,14,2,NA,NA
15125,15,2,NA,NA
15125,16,2,NA,NA
15125,17,2,NA,NA
15125,18,2,NA,NA
15125,20,2,NA,NA
16001,11,2,NA,NA
16001,12,2,NA,NA
16001,13,2,NA,NA
16001,14,2,NA,NA
16001,15,2,NA,NA
16001,16,2,NA,NA
16001,17,2,NA,NA
16001,18,2,NA,NA
16001,20,2,NA,NA
16002,11,2,NA,NA
16002,12,1,15,15
16002,13,2,NA,NA
16002,14,2,NA,NA
16002,15,2,NA,NA
16002,16,2,NA,NA
16002,17,1,50,40
16002,18,2,NA,NA
16002,20,2,NA,NA
16003,11,2,NA,NA
16003,12,2,NA,NA
16003,13,2,NA,NA
16003,14,2,NA,NA
16003,15,2,NA,NA
16003,16,2,NA,NA
16003,17,2,NA,NA
16003,18,2,NA,NA
16003,20,2,NA,NA
16004,11,2,NA,NA
16004,12,2,NA,NA
16004,13,2,NA,NA
16004,14,2,NA,NA
16004,15,2,NA,NA
16004,16,2,NA,NA
16004,17,2,NA,NA
16004,18,2,NA,NA
16004,20,2,NA,NA
16005,11,2,NA,NA
16005,12,1,5,0
16005,13,2,NA,NA
16005,14,2,NA,NA
16005,15,1,2,2
16005,16,2,NA,NA
16005,17,2,NA,NA
16005,18,2,NA,NA
16005,20,2,NA,NA
16006,11,2,NA,NA
16006,12,2,NA,NA
16006,13,2,NA,NA
16006,14,2,NA,NA
16006,15,2,NA,NA
16006,16,2,NA,NA
16006,17,2,NA,NA
16006,18,2,NA,NA
16006,20,2,NA,NA
16007,11,2,NA,NA
16007,12,2,NA,NA
16007,13,2,NA,NA
16007,14,2,NA,NA
16007,15,2,NA,NA
16007,16,2,NA,NA
16007,17,2,NA,NA
16007,18,2,NA,NA
16007,20,2,NA,NA
16008,11,0,NA,NA
16008,12,0,NA,NA
16008,13,0,NA,NA
16008,14,0,NA,NA
16008,15,0,NA,NA
16008,16,0,NA,NA
16008,17,0,NA,NA
16008,18,0,NA,NA
16008,20,0,NA,NA
16009,11,2,NA,NA
16009,12,2,NA,NA
16009,13,2,NA,NA
16009,14,2,NA,NA
16009,15,2,NA,NA
16009,16,2,NA,NA
16009,17,2,NA,NA
16009,18,2,NA,NA
16009,20,2,NA,NA
16010,11,0,NA,NA
16010,12,0,NA,NA
16010,13,0,NA,NA
16010,14,0,NA,NA
16010,15,0,NA,NA
16010,16,0,NA,NA
16010,17,0,NA,NA
16010,18,0,NA,NA
16010,20,0,NA,NA
16011,11,2,NA,NA
16011,12,2,NA,NA
16011,13,2,NA,NA
16011,14,2,NA,NA
16011,15,2,NA,NA
16011,16,2,NA,NA
16011,17,2,NA,NA
16011,18,2,NA,NA
16011,20,2,NA,NA
16012,11,2,NA,NA
16012,12,2,NA,NA
16012,13,2,NA,NA
16012,14,2,NA,NA
16012,15,2,NA,NA
16012,16,2,NA,NA
16012,17,2,NA,NA
16012,18,2,NA,NA
16012,20,2,NA,NA
16013,11,2,NA,NA
16013,12,2,NA,NA
16013,13,2,NA,NA
16013,14,2,NA,NA
16013,15,2,NA,NA
16013,16,2,NA,NA
16013,17,2,NA,NA
16013,18,2,NA,NA
16013,20,2,NA,NA
16014,11,2,NA,NA
16014,12,2,NA,NA
16014,13,2,NA,NA
16014,14,2,NA,NA
16014,15,2,NA,NA
16014,16,2,NA,NA
16014,17,2,NA,NA
16014,18,2,NA,NA
16014,20,2,NA,NA
16015,11,2,NA,NA
16015,12,2,NA,NA
16015,13,2,NA,NA
16015,14,2,NA,NA
16015,15,2,NA,NA
16015,16,2,NA,NA
16015,17,2,NA,NA
16015,18,2,NA,NA
16015,20,2,NA,NA
16016,11,2,NA,NA
16016,12,1,2,0
16016,13,2,NA,NA
16016,14,2,NA,NA
16016,15,2,NA,NA
16016,16,2,NA,NA
16016,17,2,NA,NA
16016,18,2,NA,NA
16016,20,2,NA,NA
16017,11,2,NA,NA
16017,12,1,1,0
16017,13,2,NA,NA
16017,14,2,NA,NA
16017,15,1,3,0
16017,16,1,6,0
16017,17,2,NA,NA
16017,18,2,NA,NA
16017,20,2,NA,NA
16018,11,2,NA,NA
16018,12,2,NA,NA
16018,13,2,NA,NA
16018,14,2,NA,NA
16018,15,2,NA,NA
16018,16,2,NA,NA
16018,17,2,NA,NA
16018,18,2,NA,NA
16018,20,2,NA,NA
16019,11,2,NA,NA
16019,12,2,NA,NA
16019,13,2,NA,NA
16019,14,2,NA,NA
16019,15,2,NA,NA
16019,16,2,NA,NA
16019,17,2,NA,NA
16019,18,2,NA,NA
16019,20,2,NA,NA
16020,11,2,NA,NA
16020,12,2,NA,NA
16020,13,2,NA,NA
16020,14,2,NA,NA
16020,15,2,NA,NA
16020,16,2,NA,NA
16020,17,2,NA,NA
16020,18,2,NA,NA
16020,20,2,NA,NA
16021,11,2,NA,NA
16021,12,2,NA,NA
16021,13,2,NA,NA
16021,14,2,NA,NA
16021,15,2,NA,NA
16021,16,2,NA,NA
16021,17,2,NA,NA
16021,18,2,NA,NA
16021,20,2,NA,NA
16022,11,2,NA,NA
16022,12,2,NA,NA
16022,13,2,NA,NA
16022,14,2,NA,NA
16022,15,2,NA,NA
16022,16,2,NA,NA
16022,17,2,NA,NA
16022,18,2,NA,NA
16022,20,2,NA,NA
16023,11,1,4,2
16023,12,2,NA,NA
16023,13,2,NA,NA
16023,14,2,NA,NA
16023,15,2,NA,NA
16023,16,2,NA,NA
16023,17,2,NA,NA
16023,18,2,NA,NA
16023,20,2,NA,NA
16024,11,2,NA,NA
16024,12,2,NA,NA
16024,13,2,NA,NA
16024,14,2,NA,NA
16024,15,2,NA,NA
16024,16,2,NA,NA
16024,17,2,NA,NA
16024,18,2,NA,NA
16024,20,2,NA,NA
16025,11,9,NSS,NSS
16025,12,9,NSS,NSS
16025,13,9,NSS,NSS
16025,14,9,NSS,NSS
16025,15,9,NSS,NSS
16025,16,9,NSS,NSS
16025,17,9,NSS,NSS
16025,18,9,NSS,NSS
16025,20,9,NSS,NSS
16026,11,2,NA,NA
16026,12,2,NA,NA
16026,13,2,NA,NA
16026,14,2,NA,NA
16026,15,2,NA,NA
16026,16,2,NA,NA
16026,17,2,NA,NA
16026,18,2,NA,NA
16026,20,2,NA,NA
16027,11,2,NA,NA
16027,12,2,NA,NA
16027,13,2,NA,NA
16027,14,2,NA,NA
16027,15,2,NA,NA
16027,16,2,NA,NA
16027,17,2,NA,NA
16027,18,2,NA,NA
16027,20,2,NA,NA
16028,11,2,NA,NA
16028,12,1,24,0
16028,13,2,NA,NA
16028,14,2,NA,NA
16028,15,2,NA,NA
16028,16,2,NA,NA
16028,17,2,NA,NA
16028,18,2,NA,NA
16028,20,2,NA,NA
16029,11,2,NA,NA
16029,12,2,NA,NA
16029,13,2,NA,NA
16029,14,2,NA,NA
16029,15,2,NA,NA
16029,16,2,NA,NA
16029,17,2,NA,NA
16029,18,2,NA,NA
16029,20,2,NA,NA
16030,11,2,NA,NA
16030,12,2,NA,NA
16030,13,2,NA,NA
16030,14,2,NA,NA
16030,15,2,NA,NA
16030,16,2,NA,NA
16030,17,2,NA,NA
16030,18,2,NA,NA
16030,20,2,NA,NA
16031,11,2,NA,NA
16031,12,1,10,0
16031,13,2,NA,NA
16031,14,2,NA,NA
16031,15,1,2,0
16031,16,2,NA,NA
16031,17,2,NA,NA
16031,18,2,NA,NA
16031,20,2,NA,NA
16032,11,2,NA,NA
16032,12,1,4,1
16032,13,2,NA,NA
16032,14,2,NA,NA
16032,15,1,1,1
16032,16,2,NA,NA
16032,17,2,NA,NA
16032,18,2,NA,NA
16032,20,2,NA,NA
16033,11,2,NA,NA
16033,12,2,NA,NA
16033,13,2,NA,NA
16033,14,2,NA,NA
16033,15,2,NA,NA
16033,16,2,NA,NA
16033,17,2,NA,NA
16033,18,2,NA,NA
16033,20,2,NA,NA
16034,11,2,NA,NA
16034,12,1,1,0
16034,13,2,NA,NA
16034,14,2,NA,NA
16034,15,2,NA,NA
16034,16,2,NA,NA
16034,17,2,NA,NA
16034,18,2,NA,NA
16034,20,2,NA,NA
16035,11,2,NA,NA
16035,12,2,NA,NA
16035,13,2,NA,NA
16035,14,2,NA,NA
16035,15,2,NA,NA
16035,16,2,NA,NA
16035,17,2,NA,NA
16035,18,2,NA,NA
16035,20,2,NA,NA
16036,11,2,NA,NA
16036,12,1,1,1
16036,13,2,NA,NA
16036,14,2,NA,NA
16036,15,2,NA,NA
16036,16,2,NA,NA
16036,17,2,NA,NA
16036,18,2,NA,NA
16036,20,9,NSS,NSS
16037,11,1,5,0
16037,12,1,28,0
16037,13,2,NA,NA
16037,14,2,NA,NA
16037,15,1,2,1
16037,16,2,NA,NA
16037,17,2,NA,NA
16037,18,2,NA,NA
16037,20,2,NA,NA
16038,11,2,NA,NA
16038,12,2,NA,NA
16038,13,2,NA,NA
16038,14,2,NA,NA
16038,15,2,NA,NA
16038,16,2,NA,NA
16038,17,2,NA,NA
16038,18,2,NA,NA
16038,20,2,NA,NA
16039,11,2,NA,NA
16039,12,1,5,0
16039,13,2,NA,NA
16039,14,2,NA,NA
16039,15,1,2,2
16039,16,2,NA,NA
16039,17,2,NA,NA
16039,18,2,NA,NA
16039,20,2,NA,NA
16040,11,2,NA,NA
16040,12,2,NA,NA
16040,13,2,NA,NA
16040,14,2,NA,NA
16040,15,2,NA,NA
16040,16,2,NA,NA
16040,17,2,NA,NA
16040,18,2,NA,NA
16040,20,2,NA,NA
16041,11,2,NA,NA
16041,12,2,NA,NA
16041,13,2,NA,NA
16041,14,2,NA,NA
16041,15,2,NA,NA
16041,16,2,NA,NA
16041,17,2,NA,NA
16041,18,2,NA,NA
16041,20,2,NA,NA
16042,11,2,NA,NA
16042,12,2,NA,NA
16042,13,2,NA,NA
16042,14,2,NA,NA
16042,15,2,NA,NA
16042,16,2,NA,NA
16042,17,2,NA,NA
16042,18,2,NA,NA
16042,20,2,NA,NA
16043,11,2,NA,NA
16043,12,2,NA,NA
16043,13,2,NA,NA
16043,14,2,NA,NA
16043,15,2,NA,NA
16043,16,2,NA,NA
16043,17,2,NA,NA
16043,18,2,NA,NA
16043,20,2,NA,NA
16044,11,2,NA,NA
16044,12,2,NA,NA
16044,13,2,NA,NA
16044,14,2,NA,NA
16044,15,2,NA,NA
16044,16,2,NA,NA
16044,17,2,NA,NA
16044,18,2,NA,NA
16044,20,2,NA,NA
16045,11,2,NA,NA
16045,12,2,NA,NA
16045,13,2,NA,NA
16045,14,2,NA,NA
16045,15,2,NA,NA
16045,16,2,NA,NA
16045,17,2,NA,NA
16045,18,2,NA,NA
16045,20,2,NA,NA
16046,11,2,NA,NA
16046,12,2,NA,NA
16046,13,2,NA,NA
16046,14,2,NA,NA
16046,15,2,NA,NA
16046,16,2,NA,NA
16046,17,2,NA,NA
16046,18,2,NA,NA
16046,20,2,NA,NA
16047,11,2,NA,NA
16047,12,2,NA,NA
16047,13,2,NA,NA
16047,14,2,NA,NA
16047,15,2,NA,NA
16047,16,2,NA,NA
16047,17,2,NA,NA
16047,18,2,NA,NA
16047,20,2,NA,NA
16048,11,2,NA,NA
16048,12,2,NA,NA
16048,13,2,NA,NA
16048,14,2,NA,NA
16048,15,2,NA,NA
16048,16,1,3,0
16048,17,2,NA,NA
16048,18,2,NA,NA
16048,20,2,NA,NA
16049,11,1,2,1
16049,12,1,5,0
16049,13,2,NA,NA
16049,14,2,NA,NA
16049,15,2,NA,NA
16049,16,2,NA,NA
16049,17,2,NA,NA
16049,18,2,NA,NA
16049,20,2,NA,NA
16050,11,1,2,0
16050,12,1,1,0
16050,13,2,NA,NA
16050,14,2,NA,NA
16050,15,1,5,0
16050,16,2,NA,NA
16050,17,2,NA,NA
16050,18,2,NA,NA
16050,20,2,NA,NA
16051,11,98,ND,ND
16051,12,98,ND,ND
16051,13,98,ND,ND
16051,14,98,ND,ND
16051,15,98,ND,ND
16051,16,98,ND,ND
16051,17,98,ND,ND
16051,18,98,ND,ND
16051,20,98,ND,ND
16052,11,2,NA,NA
16052,12,2,NA,NA
16052,13,2,NA,NA
16052,14,2,NA,NA
16052,15,2,NA,NA
16052,16,2,NA,NA
16052,17,2,NA,NA
16052,18,2,NA,NA
16052,20,2,NA,NA
16053,11,2,NA,NA
16053,12,2,NA,NA
16053,13,2,NA,NA
16053,14,2,NA,NA
16053,15,2,NA,NA
16053,16,2,NA,NA
16053,17,2,NA,NA
16053,18,2,NA,NA
16053,20,2,NA,NA
16054,11,9,NSS,NSS
16054,12,9,NSS,NSS
16054,13,9,NSS,NSS
16054,14,9,NSS,NSS
16054,15,9,NSS,NSS
16054,16,9,NSS,NSS
16054,17,9,NSS,NSS
16054,18,9,NSS,NSS
16054,20,9,NSS,NSS
16055,11,2,NA,NA
16055,12,2,NA,NA
16055,13,2,NA,NA
16055,14,2,NA,NA
16055,15,2,NA,NA
16055,16,2,NA,NA
16055,17,2,NA,NA
16055,18,2,NA,NA
16055,20,2,NA,NA
16056,11,2,NA,NA
16056,12,1,8,8
16056,13,2,NA,NA
16056,14,2,NA,NA
16056,15,2,NA,NA
16056,16,2,NA,NA
16056,17,2,NA,NA
