ubicageo_f,vehicttt,vehict1,vehict2,vehict3,vehict4,vehict5,vehict6,vehict7,vehict8,vehict9,vehictne
14021,9,1,4,4,0,0,0,0,0,0,
14022,12,0,8,2,2,0,0,0,0,0,
14023,46,0,24,22,0,0,0,0,0,0,
14024,11,0,5,6,0,0,0,0,0,0,
14025,4,0,4,0,0,0,0,0,0,0,
14026,3,0,2,1,0,0,0,0,0,0,
14027,4,4,0,0,0,0,0,0,0,0,
14028,6,0,5,0,0,0,0,0,0,1,
14029,21,0,7,14,0,0,0,0,0,0,
14030,35,20,0,6,9,0,0,0,0,0,
14031,5,0,3,1,0,0,0,0,0,1,
14032,6,0,5,1,0,0,0,0,0,0,
14033,5,0,5,0,0,0,0,0,0,0,
14034,5,0,4,0,0,0,0,0,0,1,
14035,11,0,7,4,0,0,0,0,0,0,
14036,6,0,4,2,0,0,0,0,0,0,
14037,11,0,9,2,0,0,0,0,0,0,
14038,8,0,6,1,0,0,0,0,0,1,
14039,1175,49,528,245,319,1,0,0,0,33,
14040,5,0,3,2,0,0,0,0,0,0,
14041,5,0,4,1,0,0,0,0,0,0,
14042,9,0,4,5,0,0,0,0,0,0,
14043,10,0,10,0,0,0,0,0,0,0,
14044,20,0,14,2,4,0,0,0,0,0,
14045,7,0,4,2,0,0,0,0,0,1,
14046,21,0,16,5,0,0,0,0,0,0,
14047,12,0,5,3,4,0,0,0,0,0,
14048,23,1,20,2,0,0,0,0,0,0,
14049,13,0,10,2,0,0,0,0,0,1,
14050,18,0,15,2,0,0,0,0,0,1,
14051,12,0,9,3,0,0,0,0,0,0,
14052,8,0,5,3,0,0,0,0,0,0,
14053,56,0,27,21,8,0,0,0,0,0,
14054,6,0,2,3,0,0,0,0,0,1,
14055,6,0,4,2,0,0,0,0,0,0,
14056,12,0,10,1,0,0,0,0,0,1,
14057,5,0,4,1,0,0,0,0,0,0,
14058,6,0,5,0,0,0,0,0,0,1,
14059,6,0,6,0,0,0,0,0,0,0,
14060,8,0,3,3,2,0,0,0,0,0,
14061,3,0,2,0,0,0,0,0,0,1,
14062,5,0,5,0,0,0,0,0,0,0,
14063,33,6,13,10,4,0,0,0,0,0,
14064,9,0,6,3,0,0,0,0,0,0,
14065,9,0,6,2,0,0,0,0,0,1,
14066,13,0,10,3,0,0,0,0,0,0,
14067,162,102,10,50,0,0,0,0,0,0,
14068,2,0,2,0,0,0,0,0,0,0,
14069,7,0,5,1,0,0,0,0,0,1,
14070,50,0,39,11,0,0,0,0,0,0,
14071,6,0,4,2,0,0,0,0,0,0,
14072,7,0,6,1,0,0,0,0,0,0,
14073,19,1,10,8,0,0,0,0,0,0,
14074,13,0,7,4,2,0,0,0,0,0,
14075,3,0,1,1,0,0,0,0,0,1,
14076,4,0,3,1,0,0,0,0,0,0,
14077,12,0,12,0,0,0,0,0,0,0,
14078,8,0,4,4,0,0,0,0,0,0,
14079,8,0,5,3,0,0,0,0,0,0,
14080,4,0,3,1,0,0,0,0,0,0,
14081,6,0,3,2,0,0,0,0,0,1,
14082,6,0,4,2,0,0,0,0,0,0,
14083,18,0,10,3,5,0,0,0,0,0,
14084,15,0,10,4,0,0,0,0,0,1,
14085,8,0,3,0,4,0,0,0,0,1,
14086,9,0,6,3,0,0,0,0,0,0,
14087,7,4,0,3,0,0,0,0,0,0,
14088,9,0,5,4,0,0,0,0,0,0,
14089,11,0,6,4,0,0,0,0,0,1,
14090,11,0,5,6,0,0,0,0,0,0,
14091,3,0,3,0,0,0,0,0,0,0,
14092,5,0,4,1,0,0,0,0,0,0,
14093,34,1,29,4,0,0,0,0,0,0,
14094,10,1,9,0,0,0,0,0,0,0,
14095,9,0,2,2,4,0,0,0,0,1,
14096,7,0,5,2,0,0,0,0,0,0,
14097,130,0,70,50,0,0,0,0,0,0,10
14098,231,6,1,153,32,31,0,0,0,8,
14099,5,0,4,1,0,0,0,0,0,0,
14100,6,0,6,0,0,0,0,0,0,0,
14101,129,3,74,16,20,0,0,0,0,3,13
14102,5,0,4,1,0,0,0,0,0,0,
14103,6,0,4,2,0,0,0,0,0,0,
14104,7,0,4,2,0,0,0,0,0,1,
14105,3,0,3,0,0,0,0,0,0,0,
14106,4,0,2,1,0,0,0,0,0,1,
14107,4,0,3,1,0,0,0,0,0,0,
14108,6,0,5,1,0,0,0,0,0,0,
14109,9,0,7,2,0,0,0,0,0,0,
14110,11,0,7,2,2,0,0,0,0,0,
14111,8,0,4,4,0,0,0,0,0,0,
14112,6,0,5,1,0,0,0,0,0,0,
14113,8,0,5,2,0,0,0,0,0,1,
14114,7,0,5,2,0,0,0,0,0,0,
14115,3,0,3,0,0,0,0,0,0,0,
14116,5,0,5,0,0,0,0,0,0,0,
14117,8,0,4,4,0,0,0,0,0,0,
14118,23,0,14,9,0,0,0,0,0,0,
14119,12,0,9,3,0,0,0,0,0,0,
14120,533,15,239,66,206,1,0,0,6,0,
14121,12,0,9,3,0,0,0,0,0,0,
14122,3,0,2,0,0,0,0,0,0,1,
14123,6,0,6,0,0,0,0,0,0,0,
14124,46,0,25,12,7,0,0,0,0,2,
14125,12,0,8,2,2,0,0,0,0,0,
15001,11,0,11,0,0,0,0,0,0,0,
15002,65,8,42,15,0,0,0,0,0,0,
15003,20,0,12,7,0,0,0,0,1,0,
15004,14,8,4,2,0,0,0,0,0,0,
15005,25,25,0,0,0,0,0,0,0,0,
15006,8,3,1,4,0,0,0,0,0,0,
15007,11,4,5,2,0,0,0,0,0,0,
15008,16,8,5,1,0,0,0,0,0,0,2
15009,35,4,16,15,0,0,0,0,0,0,
15010,27,14,3,8,2,0,0,0,0,0,
15011,22,2,11,9,0,0,0,0,0,0,
15012,16,6,5,5,0,0,0,0,0,0,
15013,243,25,195,23,0,0,0,0,0,0,
15014,46,4,35,7,0,0,0,0,0,0,
15015,15,2,9,4,0,0,0,0,0,0,
15016,14,2,6,2,4,0,0,0,0,0,
15017,14,4,5,3,2,0,0,0,0,0,
15018,23,10,7,6,0,0,0,0,0,0,
15019,8,4,1,3,0,0,0,0,0,0,
15020,72,12,40,20,0,0,0,0,0,0,
15021,12,0,12,0,0,0,0,0,0,0,
15022,13,0,12,1,0,0,0,0,0,0,
15023,14,5,2,7,0,0,0,0,0,0,
15024,93,21,49,23,0,0,0,0,0,0,
15025,73,4,39,7,23,0,0,0,0,0,
15026,12,1,11,0,0,0,0,0,0,0,
15027,12,6,3,3,0,0,0,0,0,0,
15028,12,5,7,0,0,0,0,0,0,0,
15029,56,0,54,2,0,0,0,0,0,0,
15030,34,0,18,10,6,0,0,0,0,0,
15031,370,14,251,98,0,0,0,0,0,0,7
15032,11,0,7,4,0,0,0,0,0,0,
15033,731,100,558,56,15,2,0,0,0,0,
15034,11,2,4,5,0,0,0,0,0,0,
15035,51,6,36,9,0,0,0,0,0,0,
15036,15,1,14,0,0,0,0,0,0,0,
15037,143,58,49,36,0,0,0,0,0,0,
15038,9,3,5,1,0,0,0,0,0,0,
15039,191,31,125,34,0,0,0,0,0,1,
15040,14,3,5,6,0,0,0,0,0,0,
15041,10,3,5,2,0,0,0,0,0,0,
15042,22,7,15,0,0,0,0,0,0,0,
15043,11,1,6,4,0,0,0,0,0,0,
15044,12,4,3,5,0,0,0,0,0,0,
15045,46,22,14,10,0,0,0,0,0,0,
15046,11,5,3,3,0,0,0,0,0,0,
15047,14,6,4,4,0,0,0,0,0,0,
15048,26,10,13,3,0,0,0,0,0,0,
15049,5,4,1,0,0,0,0,0,0,0,
15050,13,0,11,1,0,0,0,0,1,0,
15051,20,9,11,0,0,0,0,0,0,0,
15052,5,2,3,0,0,0,0,0,0,0,
15053,35,5,30,0,0,0,0,0,0,0,
15054,109,9,78,19,0,0,0,0,3,0,
15055,9,4,3,2,0,0,0,0,0,0,
15056,9,1,8,0,0,0,0,0,0,0,
15057,269,37,160,37,33,0,0,0,0,2,
15058,504,38,237,225,0,1,0,0,3,0,
15059,22,4,12,6,0,0,0,0,0,0,
15060,126,6,103,17,0,0,0,0,0,0,
15061,8,2,4,2,0,0,0,0,0,0,
15062,9,3,5,0,0,0,0,0,1,0,
15063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
15064,17,4,5,6,0,0,0,0,0,2,
15065,10,2,8,0,0,0,0,0,0,0,
15066,5,0,3,2,0,0,0,0,0,0,
15067,23,18,3,2,0,0,0,0,0,0,
15068,23,6,13,4,0,0,0,0,0,0,
15069,10,2,6,2,0,0,0,0,0,0,
15070,107,39,36,32,0,0,0,0,0,0,
15071,7,1,6,0,0,0,0,0,0,0,
15072,8,2,6,0,0,0,0,0,0,0,
15073,10,2,8,0,0,0,0,0,0,0,
15074,24,3,16,5,0,0,0,0,0,0,
15075,13,2,10,0,0,0,0,0,0,1,
15076,42,5,31,0,5,0,0,0,1,0,
15077,6,4,2,0,0,0,0,0,0,0,
15078,4,0,4,0,0,0,0,0,0,0,
15079,6,0,6,0,0,0,0,0,0,0,
15080,5,0,4,1,0,0,0,0,0,0,
15081,184,84,61,33,0,0,0,0,6,0,
15082,13,2,7,4,0,0,0,0,0,0,
15083,7,0,7,0,0,0,0,0,0,0,
15084,26,6,16,4,0,0,0,0,0,0,
15085,15,0,11,4,0,0,0,0,0,0,
15086,11,3,5,3,0,0,0,0,0,0,
15087,31,11,16,4,0,0,0,0,0,0,
15088,41,8,20,13,0,0,0,0,0,0,
15089,7,0,5,2,0,0,0,0,0,0,
15090,17,2,7,7,0,0,0,0,1,0,
15091,46,3,22,16,4,0,0,0,1,0,
15092,26,8,8,10,0,0,0,0,0,0,
15093,19,0,17,2,0,0,0,0,0,0,
15094,10,1,6,1,2,0,0,0,0,0,
15095,50,8,35,7,0,0,0,0,0,0,
15096,14,5,6,3,0,0,0,0,0,0,
15097,13,3,6,4,0,0,0,0,0,0,
15098,6,2,2,0,2,0,0,0,0,0,
15099,160,30,91,19,20,0,0,0,0,0,
15100,12,12,0,0,0,0,0,0,0,0,
15101,14,5,4,5,0,0,0,0,0,0,
15102,10,3,7,0,0,0,0,0,0,0,
15103,57,17,27,13,0,0,0,0,0,0,
15104,252,80,110,62,0,0,0,0,0,0,
15105,4,0,3,1,0,0,0,0,0,0,
15106,461,257,120,80,0,0,0,0,4,0,
15107,8,3,3,2,0,0,0,0,0,0,
15108,77,3,62,12,0,0,0,0,0,0,
15109,133,1,104,24,0,0,0,0,2,2,
15110,38,8,30,0,0,0,0,0,0,0,
15111,10,1,7,2,0,0,0,0,0,0,
15112,13,1,8,4,0,0,0,0,0,0,
15113,10,0,7,3,0,0,0,0,0,0,
15114,40,13,23,4,0,0,0,0,0,0,
15115,26,20,0,3,0,0,0,0,3,0,
15116,5,1,2,2,0,0,0,0,0,0,
15117,8,1,3,4,0,0,0,0,0,0,
15118,59,12,31,16,0,0,0,0,0,0,
15119,9,1,6,2,0,0,0,0,0,0,
15120,71,18,49,4,0,0,0,0,0,0,
15121,243,44,138,59,0,0,0,0,2,0,
15122,162,11,96,55,0,0,0,0,0,0,
15123,8,1,4,3,0,0,0,0,0,0,
15124,32,1,21,10,0,0,0,0,0,0,
15125,12,3,7,2,0,0,0,0,0,0,
16001,2,0,2,0,0,0,0,0,0,0,
16002,8,0,4,4,0,0,0,0,0,0,
16003,8,0,8,0,0,0,0,0,0,0,
16004,8,0,5,3,0,0,0,0,0,0,
16005,1,0,1,0,0,0,0,0,0,0,
16006,25,2,19,4,0,0,0,0,0,0,
16007,2,1,1,0,0,0,0,0,0,0,
16008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16009,3,0,3,0,0,0,0,0,0,0,
16010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
16011,2,2,0,0,0,0,0,0,0,0,
16012,7,0,7,0,0,0,0,0,0,0,
16013,2,0,2,0,0,0,0,0,0,0,
16014,1,0,1,0,0,0,0,0,0,0,
16015,9,0,7,2,0,0,0,0,0,0,
16016,4,2,2,0,0,0,0,0,0,0,
16017,10,1,6,3,0,0,0,0,0,0,
16018,6,1,2,3,0,0,0,0,0,0,
16019,8,0,6,2,0,0,0,0,0,0,
