ubicageo_f,infrapol_b,inffuntt,inffun1,inffun2,inffunne
14006,10,1,1,0,
14006,20,0,0,0,
14006,31,1,1,0,
14006,32,1,1,0,
14006,40,0,0,0,
14007,10,1,1,0,
14007,20,1,1,0,
14007,31,1,1,0,
14007,32,0,0,0,
14007,40,0,0,0,
14008,10,1,1,0,
14008,20,0,0,0,
14008,31,0,0,0,
14008,32,0,0,0,
14008,40,0,0,0,
14009,10,1,1,0,
14009,20,0,0,0,
14009,31,4,0,4,
14009,32,0,0,0,
14009,40,0,0,0,
14010,10,1,1,0,
14010,20,0,0,0,
14010,31,0,0,0,
14010,32,0,0,0,
14010,40,0,0,0,
14011,10,1,1,0,
14011,20,0,0,0,
14011,31,2,2,0,
14011,32,0,0,0,
14011,40,0,0,0,
14012,10,1,1,0,
14012,20,0,0,0,
14012,31,0,0,0,
14012,32,0,0,0,
14012,40,0,0,0,
14013,10,1,1,0,
14013,20,0,0,0,
14013,31,8,5,3,
14013,32,0,0,0,
14013,40,0,0,0,
14014,10,1,1,0,
14014,20,0,0,0,
14014,31,0,0,0,
14014,32,0,0,0,
14014,40,0,0,0,
14015,10,1,1,0,
14015,20,0,0,0,
14015,31,9,7,2,
14015,32,0,0,0,
14015,40,0,0,0,
14016,10,4,4,0,
14016,20,0,0,0,
14016,31,0,0,0,
14016,32,0,0,0,
14016,40,0,0,0,
14017,10,1,1,0,
14017,20,0,0,0,
14017,31,0,0,0,
14017,32,0,0,0,
14017,40,0,0,0,
14018,10,1,1,0,
14018,20,0,0,0,
14018,31,4,0,4,
14018,32,0,0,0,
14018,40,0,0,0,
14019,10,1,1,0,
14019,20,0,0,0,
14019,31,0,0,0,
14019,32,0,0,0,
14019,40,0,0,0,
14020,10,1,1,0,
14020,20,0,0,0,
14020,31,0,0,0,
14020,32,0,0,0,
14020,40,0,0,0,
14021,10,1,1,0,
14021,20,0,0,0,
14021,31,0,0,0,
14021,32,0,0,0,
14021,40,0,0,0,
14022,10,1,1,0,
14022,20,0,0,0,
14022,31,5,5,0,
14022,32,0,0,0,
14022,40,0,0,0,
14023,10,1,1,0,
14023,20,0,0,0,
14023,31,12,6,6,
14023,32,0,0,0,
14023,40,0,0,0,
14024,10,1,1,0,
14024,20,1,1,0,
14024,31,0,0,0,
14024,32,0,0,0,
14024,40,0,0,0,
14025,10,1,1,0,
14025,20,0,0,0,
14025,31,0,0,0,
14025,32,0,0,0,
14025,40,0,0,0,
14026,10,1,1,0,
14026,20,0,0,0,
14026,31,0,0,0,
14026,32,0,0,0,
14026,40,0,0,0,
14027,10,1,1,0,
14027,20,0,0,0,
14027,31,0,0,0,
14027,32,0,0,0,
14027,40,0,0,0,
14028,10,1,1,0,
14028,20,0,0,0,
14028,31,0,0,0,
14028,32,0,0,0,
14028,40,0,0,0,
14029,10,1,1,0,
14029,20,0,0,0,
14029,31,4,4,0,
14029,32,0,0,0,
14029,40,0,0,0,
14030,10,3,3,0,
14030,20,0,0,0,
14030,31,0,0,0,
14030,32,1,1,0,
14030,40,0,0,0,
14031,10,1,1,0,
14031,20,0,0,0,
14031,31,0,0,0,
14031,32,0,0,0,
14031,40,0,0,0,
14032,10,1,1,0,
14032,20,0,0,0,
14032,31,0,0,0,
14032,32,0,0,0,
14032,40,0,0,0,
14033,10,1,1,0,
14033,20,0,0,0,
14033,31,0,0,0,
14033,32,0,0,0,
14033,40,0,0,0,
14034,10,1,1,0,
14034,20,0,0,0,
14034,31,0,0,0,
14034,32,0,0,0,
14034,40,0,0,0,
14035,10,1,1,0,
14035,20,0,0,0,
14035,31,1,1,0,
14035,32,0,0,0,
14035,40,0,0,0,
14036,10,1,1,0,
14036,20,0,0,0,
14036,31,0,0,0,
14036,32,0,0,0,
14036,40,0,0,0,
14037,10,1,1,0,
14037,20,0,0,0,
14037,31,1,1,0,
14037,32,0,0,0,
14037,40,0,0,0,
14038,10,1,1,0,
14038,20,0,0,0,
14038,31,1,1,0,
14038,32,0,0,0,
14038,40,0,0,0,
14039,10,19,19,0,
14039,20,0,0,0,
14039,31,42,15,27,
14039,32,8,1,7,
14039,40,7,0,7,
14040,10,1,1,0,
14040,20,0,0,0,
14040,31,0,0,0,
14040,32,0,0,0,
14040,40,0,0,0,
14041,10,1,1,0,
14041,20,0,0,0,
14041,31,0,0,0,
14041,32,0,0,0,
14041,40,0,0,0,
14042,10,1,1,0,
14042,20,0,0,0,
14042,31,0,0,0,
14042,32,0,0,0,
14042,40,0,0,0,
14043,10,1,1,0,
14043,20,0,0,0,
14043,31,0,0,0,
14043,32,0,0,0,
14043,40,0,0,0,
14044,10,4,2,2,
14044,20,1,1,0,
14044,31,4,2,2,
14044,32,0,0,0,
14044,40,0,0,0,
14045,10,1,1,0,
14045,20,0,0,0,
14045,31,0,0,0,
14045,32,0,0,0,
14045,40,0,0,0,
14046,10,1,1,0,
14046,20,0,0,0,
14046,31,0,0,0,
14046,32,2,0,2,
14046,40,0,0,0,
14047,10,1,1,0,
14047,20,0,0,0,
14047,31,1,0,1,
14047,32,0,0,0,
14047,40,0,0,0,
14048,10,1,1,0,
14048,20,0,0,0,
14048,31,4,4,0,
14048,32,0,0,0,
14048,40,0,0,0,
14049,10,1,1,0,
14049,20,0,0,0,
14049,31,0,0,0,
14049,32,0,0,0,
14049,40,0,0,0,
14050,10,1,1,0,
14050,20,0,0,0,
14050,31,0,0,0,
14050,32,0,0,0,
14050,40,0,0,0,
14051,10,1,1,0,
14051,20,1,1,0,
14051,31,2,2,0,
14051,32,0,0,0,
14051,40,0,0,0,
14052,10,1,1,0,
14052,20,0,0,0,
14052,31,1,1,0,
14052,32,0,0,0,
14052,40,0,0,0,
14053,10,1,1,0,
14053,20,0,0,0,
14053,31,0,0,0,
14053,32,0,0,0,
14053,40,0,0,0,
14054,10,1,1,0,
14054,20,0,0,0,
14054,31,1,1,0,
14054,32,0,0,0,
14054,40,0,0,0,
14055,10,1,1,0,
14055,20,0,0,0,
14055,31,0,0,0,
14055,32,0,0,0,
14055,40,0,0,0,
14056,10,1,1,0,
14056,20,0,0,0,
14056,31,0,0,0,
14056,32,0,0,0,
14056,40,0,0,0,
14057,10,1,1,0,
14057,20,0,0,0,
14057,31,0,0,0,
14057,32,0,0,0,
14057,40,0,0,0,
14058,10,1,1,0,
14058,20,0,0,0,
14058,31,0,0,0,
14058,32,0,0,0,
14058,40,0,0,0,
14059,10,1,1,0,
14059,20,0,0,0,
14059,31,0,0,0,
14059,32,0,0,0,
14059,40,0,0,0,
14060,10,1,1,0,
14060,20,0,0,0,
14060,31,0,0,0,
14060,32,0,0,0,
14060,40,0,0,0,
14061,10,1,1,0,
14061,20,0,0,0,
14061,31,0,0,0,
14061,32,0,0,0,
14061,40,0,0,0,
14062,10,1,1,0,
14062,20,0,0,0,
14062,31,0,0,0,
14062,32,0,0,0,
14062,40,0,0,0,
14063,10,1,1,0,
14063,20,0,0,0,
14063,31,4,4,0,
14063,32,0,0,0,
14063,40,0,0,0,
14064,10,1,1,0,
14064,20,0,0,0,
14064,31,0,0,0,
14064,32,0,0,0,
14064,40,0,0,0,
14065,10,1,1,0,
14065,20,0,0,0,
14065,31,0,0,0,
14065,32,0,0,0,
14065,40,0,0,0,
14066,10,1,1,0,
14066,20,0,0,0,
14066,31,6,6,0,
14066,32,0,0,0,
14066,40,0,0,0,
14067,10,1,1,0,
14067,20,0,0,0,
14067,31,4,4,0,
14067,32,0,0,0,
14067,40,0,0,0,
14068,10,1,1,0,
14068,20,0,0,0,
14068,31,0,0,0,
14068,32,0,0,0,
14068,40,0,0,0,
14069,10,1,1,0,
14069,20,0,0,0,
14069,31,2,0,2,
14069,32,0,0,0,
14069,40,0,0,0,
14070,10,2,2,0,
14070,20,0,0,0,
14070,31,12,12,0,
14070,32,0,0,0,
14070,40,0,0,0,
14071,10,1,1,0,
14071,20,0,0,0,
14071,31,0,0,0,
14071,32,0,0,0,
14071,40,0,0,0,
14072,10,1,1,0,
14072,20,0,0,0,
14072,31,1,0,1,
14072,32,0,0,0,
14072,40,0,0,0,
14073,10,1,1,0,
14073,20,3,3,0,
14073,31,3,3,0,
14073,32,0,0,0,
14073,40,0,0,0,
14074,10,1,1,0,
14074,20,0,0,0,
14074,31,0,0,0,
14074,32,0,0,0,
14074,40,0,0,0,
14075,10,1,1,0,
14075,20,0,0,0,
14075,31,0,0,0,
14075,32,0,0,0,
14075,40,0,0,0,
14076,10,1,1,0,
14076,20,0,0,0,
14076,31,0,0,0,
14076,32,0,0,0,
14076,40,0,0,0,
14077,10,1,1,0,
14077,20,0,0,0,
14077,31,0,0,0,
14077,32,0,0,0,
14077,40,0,0,0,
14078,10,1,1,0,
14078,20,0,0,0,
14078,31,3,3,0,
14078,32,0,0,0,
14078,40,0,0,0,
14079,10,2,2,0,
14079,20,0,0,0,
14079,31,3,1,2,
14079,32,0,0,0,
14079,40,0,0,0,
14080,10,0,0,0,
14080,20,0,0,0,
14080,31,0,0,0,
14080,32,0,0,0,
14080,40,0,0,0,
14081,10,1,1,0,
14081,20,0,0,0,
14081,31,0,0,0,
14081,32,0,0,0,
14081,40,0,0,0,
14082,10,1,1,0,
14082,20,0,0,0,
14082,31,3,3,0,
14082,32,0,0,0,
14082,40,0,0,0,
14083,10,1,1,0,
14083,20,0,0,0,
14083,31,10,2,8,
14083,32,0,0,0,
14083,40,0,0,0,
14084,10,1,1,0,
14084,20,0,0,0,
14084,31,0,0,0,
14084,32,0,0,0,
14084,40,0,0,0,
14085,10,1,1,0,
14085,20,0,0,0,
14085,31,4,4,0,
14085,32,0,0,0,
14085,40,0,0,0,
14086,10,1,1,0,
14086,20,0,0,0,
14086,31,2,2,0,
14086,32,0,0,0,
14086,40,0,0,0,
14087,10,1,1,0,
14087,20,0,0,0,
14087,31,0,0,0,
14087,32,0,0,0,
14087,40,0,0,0,
14088,10,1,1,0,
14088,20,0,0,0,
14088,31,2,2,0,
14088,32,0,0,0,
14088,40,0,0,0,
14089,10,1,1,0,
14089,20,0,0,0,
14089,31,0,0,0,
14089,32,0,0,0,
14089,40,0,0,0,
14090,10,1,1,0,
14090,20,0,0,0,
14090,31,2,2,0,
14090,32,0,0,0,
14090,40,0,0,0,
14091,10,1,1,0,
14091,20,0,0,0,
14091,31,0,0,0,
14091,32,0,0,0,
14091,40,0,0,0,
14092,10,1,1,0,
14092,20,0,0,0,
14092,31,0,0,0,
14092,32,0,0,0,
14092,40,0,0,0,
14093,10,1,1,0,
14093,20,0,0,0,
14093,31,3,3,0,
14093,32,0,0,0,
14093,40,0,0,0,
14094,10,1,1,0,
14094,20,0,0,0,
14094,31,0,0,0,
14094,32,0,0,0,
14094,40,0,0,0,
14095,10,1,1,0,
14095,20,0,0,0,
14095,31,0,0,0,
14095,32,0,0,0,
14095,40,0,0,0,
14096,10,1,1,0,
14096,20,0,0,0,
14096,31,0,0,0,
14096,32,0,0,0,
14096,40,0,0,0,
14097,10,5,5,0,
14097,20,0,0,0,
14097,31,0,0,0,
14097,32,0,0,0,
14097,40,0,0,0,
14098,10,1,1,0,
14098,20,16,16,0,
14098,31,0,0,0,
14098,32,5,5,0,
14098,40,0,0,0,
14099,10,1,1,0,
14099,20,0,0,0,
14099,31,1,0,1,
14099,32,0,0,0,
14099,40,0,0,0,
14100,10,1,1,0,
14100,20,0,0,0,
14100,31,0,0,0,
14100,32,0,0,0,
14100,40,0,0,0,
14101,10,1,1,0,
14101,20,9,9,0,
14101,31,7,7,0,
14101,32,0,0,0,
14101,40,1,1,0,
14102,10,1,1,0,
14102,20,0,0,0,
14102,31,0,0,0,
14102,32,0,0,0,
14102,40,0,0,0,
14103,10,1,1,0,
14103,20,0,0,0,
14103,31,0,0,0,
14103,32,0,0,0,
14103,40,0,0,0,
14104,10,2,2,0,
14104,20,0,0,0,
14104,31,0,0,0,
14104,32,0,0,0,
14104,40,0,0,0,
14105,10,1,1,0,
14105,20,0,0,0,
14105,31,0,0,0,
14105,32,0,0,0,
14105,40,0,0,0,
14106,10,1,1,0,
14106,20,0,0,0,
14106,31,0,0,0,
14106,32,0,0,0,
14106,40,0,0,0,
14107,10,2,1,1,
14107,20,2,1,1,
14107,31,1,1,0,
14107,32,0,0,0,
14107,40,0,0,0,
14108,10,1,1,0,
14108,20,0,0,0,
14108,31,2,2,0,
14108,32,0,0,0,
14108,40,0,0,0,
14109,10,1,1,0,
14109,20,0,0,0,
14109,31,1,0,1,
14109,32,0,0,0,
14109,40,0,0,0,
14110,10,1,1,0,
14110,20,0,0,0,
14110,31,2,0,2,
14110,32,0,0,0,
14110,40,0,0,0,
14111,10,1,1,0,
14111,20,0,0,0,
14111,31,1,1,0,
14111,32,0,0,0,
14111,40,0,0,0,
14112,10,1,1,0,
14112,20,0,0,0,
14112,31,1,1,0,
14112,32,0,0,0,
14112,40,0,0,0,
14113,10,1,1,0,
14113,20,0,0,0,
14113,31,1,0,1,
14113,32,0,0,0,
14113,40,0,0,0,
14114,10,1,1,0,
14114,20,0,0,0,
14114,31,0,0,0,
14114,32,0,0,0,
14114,40,0,0,0,
14115,10,1,1,0,
14115,20,0,0,0,
14115,31,0,0,0,
14115,32,0,0,0,
14115,40,0,0,0,
14116,10,1,1,0,
14116,20,0,0,0,
14116,31,0,0,0,
14116,32,0,0,0,
14116,40,0,0,0,
14117,10,1,1,0,
14117,20,0,0,0,
14117,31,0,0,0,
14117,32,0,0,0,
14117,40,0,0,0,
14118,10,1,1,0,
14118,20,0,0,0,
14118,31,0,0,0,
14118,32,0,0,0,
14118,40,0,0,0,
14119,10,1,1,0,
14119,20,0,0,0,
14119,31,0,0,0,
14119,32,0,0,0,
14119,40,0,0,0,
14120,10,13,13,0,
14120,20,0,0,0,
14120,31,0,0,0,
14120,32,0,0,0,
14120,40,0,0,0,
14121,10,2,2,0,
14121,20,1,1,0,
14121,31,4,4,0,
14121,32,0,0,0,
14121,40,0,0,0,
14122,10,1,1,0,
14122,20,0,0,0,
14122,31,0,0,0,
14122,32,0,0,0,
14122,40,0,0,0,
14123,10,1,1,0,
14123,20,0,0,0,
14123,31,2,0,2,
14123,32,0,0,0,
14123,40,0,0,0,
14124,10,1,1,0,
14124,20,0,0,0,
14124,31,0,0,0,
14124,32,0,0,0,
14124,40,1,1,0,
14125,10,1,1,0,
14125,20,0,0,0,
14125,31,0,0,0,
14125,32,0,0,0,
14125,40,0,0,0,
15001,10,1,1,0,
15001,20,0,0,0,
15001,31,5,0,5,
15001,32,0,0,0,
15001,40,0,0,0,
15002,10,3,3,0,
15002,20,0,0,0,
15002,31,5,5,0,
15002,32,0,0,0,
15002,40,0,0,0,
15003,10,2,2,0,
15003,20,0,0,0,
15003,31,3,0,3,
15003,32,0,0,0,
15003,40,0,0,0,
15004,10,1,1,0,
15004,20,0,0,0,
15004,31,0,0,0,
15004,32,0,0,0,
15004,40,0,0,0,
15005,10,1,1,0,
15005,20,0,0,0,
15005,31,5,5,0,
15005,32,0,0,0,
15005,40,0,0,0,
15006,10,1,1,0,
15006,20,0,0,0,
15006,31,4,4,0,
15006,32,0,0,0,
15006,40,0,0,0,
15007,10,1,1,0,
15007,20,0,0,0,
15007,31,4,2,2,
15007,32,0,0,0,
15007,40,0,0,0,
15008,10,1,1,0,
15008,20,0,0,0,
15008,31,0,0,0,
15008,32,0,0,0,
15008,40,0,0,0,
15009,10,1,1,0,
15009,20,0,0,0,
15009,31,6,6,0,
15009,32,0,0,0,
15009,40,0,0,0,
15010,10,1,1,0,
15010,20,0,0,0,
15010,31,5,5,0,
15010,32,0,0,0,
15010,40,0,0,0,
15011,10,2,1,1,
15011,20,0,0,0,
15011,31,4,0,4,
15011,32,0,0,0,
15011,40,1,1,0,
15012,10,1,1,0,
15012,20,0,0,0,
15012,31,4,0,4,
15012,32,0,0,0,
15012,40,0,0,0,
15013,10,22,22,0,
15013,20,1,1,0,
15013,31,0,0,0,
15013,32,15,0,15,
15013,40,0,0,0,
15014,10,1,1,0,
15014,20,0,0,0,
15014,31,8,0,8,
15014,32,0,0,0,
15014,40,0,0,0,
15015,10,1,1,0,
15015,20,0,0,0,
15015,31,3,3,0,
15015,32,0,0,0,
15015,40,0,0,0,
15016,10,1,1,0,
15016,20,0,0,0,
15016,31,3,3,0,
15016,32,0,0,0,
15016,40,0,0,0,
15017,10,1,1,0,
15017,20,0,0,0,
15017,31,0,0,0,
15017,32,0,0,0,
15017,40,0,0,0,
15018,10,1,1,0,
15018,20,0,0,0,
15018,31,0,0,0,
15018,32,0,0,0,
15018,40,0,0,0,
15019,10,1,1,0,
15019,20,0,0,0,
15019,31,2,0,2,
15019,32,0,0,0,
15019,40,0,0,0,
15020,10,1,1,0,
15020,20,0,0,0,
15020,31,10,10,0,
15020,32,5,5,0,
15020,40,0,0,0,
15021,10,1,1,0,
15021,20,0,0,0,
15021,31,0,0,0,
15021,32,3,0,3,
15021,40,0,0,0,
15022,10,1,1,0,
15022,20,0,0,0,
15022,31,6,6,0,
15022,32,0,0,0,
15022,40,0,0,0,
15023,10,1,1,0,
15023,20,0,0,0,
15023,31,2,1,1,
15023,32,0,0,0,
15023,40,0,0,0,
15024,10,2,2,0,
15024,20,0,0,0,
15024,31,10,5,5,
15024,32,0,0,0,
15024,40,0,0,0,
15025,10,1,1,0,
15025,20,0,0,0,
15025,31,28,28,0,
15025,32,0,0,0,
15025,40,0,0,0,
15026,10,1,1,0,
15026,20,0,0,0,
15026,31,4,4,0,
15026,32,0,0,0,
15026,40,0,0,0,
15027,10,1,1,0,
15027,20,0,0,0,
15027,31,2,1,1,
15027,32,0,0,0,
15027,40,0,0,0,
15028,10,1,1,0,
15028,20,0,0,0,
15028,31,5,5,0,
15028,32,0,0,0,
15028,40,0,0,0,
15029,10,1,1,0,
15029,20,0,0,0,
15029,31,9,9,0,
15029,32,0,0,0,
15029,40,0,0,0,
15030,10,1,1,0,
15030,20,0,0,0,
15030,31,4,4,0,
15030,32,0,0,0,
15030,40,0,0,0,
15031,10,2,2,0,
15031,20,0,0,0,
15031,31,38,38,0,
15031,32,0,0,0,
15031,40,3,3,0,
15032,10,2,1,1,
15032,20,0,0,0,
15032,31,0,0,0,
15032,32,0,0,0,
15032,40,0,0,0,
15033,10,2,2,0,
15033,20,0,0,0,
15033,31,71,71,0,
15033,32,0,0,0,
15033,40,0,0,0,
15034,10,1,1,0,
15034,20,0,0,0,
15034,31,3,3,0,
15034,32,0,0,0,
15034,40,0,0,0,
15035,10,1,1,0,
15035,20,0,0,0,
15035,31,10,2,8,
15035,32,0,0,0,
15035,40,1,1,0,
15036,10,1,1,0,
15036,20,0,0,0,
15036,31,8,8,0,
15036,32,0,0,0,
15036,40,0,0,0,
15037,10,23,23,0,
15037,20,0,0,0,
15037,31,0,0,0,
15037,32,0,0,0,
15037,40,0,0,0,
15038,10,4,4,0,
15038,20,0,0,0,
15038,31,0,0,0,
15038,32,0,0,0,
15038,40,0,0,0,
15039,10,1,1,0,
15039,20,0,0,0,
15039,31,0,0,0,
15039,32,0,0,0,
15039,40,0,0,0,
15040,10,2,2,0,
15040,20,0,0,0,
15040,31,4,0,4,
15040,32,0,0,0,
15040,40,0,0,0,
15041,10,1,1,0,
15041,20,1,1,0,
15041,31,3,1,2,
15041,32,2,2,0,
15041,40,0,0,0,
15042,10,1,1,0,
15042,20,0,0,0,
15042,31,4,0,4,
15042,32,0,0,0,
15042,40,0,0,0,
15043,10,1,1,0,
15043,20,0,0,0,
15043,31,0,0,0,
15043,32,0,0,0,
15043,40,0,0,0,
15044,10,2,2,0,
15044,20,0,0,0,
15044,31,1,1,0,
15044,32,0,0,0,
15044,40,0,0,0,
15045,10,1,1,0,
15045,20,0,0,0,
15045,31,6,6,0,
15045,32,0,0,0,
15045,40,0,0,0,
15046,10,1,1,0,
15046,20,0,0,0,
15046,31,5,1,4,
15046,32,0,0,0,
15046,40,0,0,0,
15047,10,1,1,0,
15047,20,0,0,0,
15047,31,6,6,0,
15047,32,0,0,0,
15047,40,0,0,0,
15048,10,1,1,0,
15048,20,0,0,0,
15048,31,11,10,1,
15048,32,0,0,0,
15048,40,0,0,0,
15049,10,1,1,0,
15049,20,0,0,0,
15049,31,0,0,0,
15049,32,0,0,0,
15049,40,0,0,0,
15050,10,1,1,0,
15050,20,0,0,0,
15050,31,4,1,3,
15050,32,0,0,0,
15050,40,0,0,0,
15051,10,1,1,0,
15051,20,0,0,0,
15051,31,7,0,7,
15051,32,0,0,0,
15051,40,0,0,0,
15052,10,1,1,0,
15052,20,0,0,0,
15052,31,0,0,0,
15052,32,0,0,0,
15052,40,0,0,0,
15053,10,1,1,0,
15053,20,1,1,0,
15053,31,0,0,0,
15053,32,0,0,0,
15053,40,0,0,0,
15054,10,1,1,0,
15054,20,0,0,0,
15054,31,7,0,7,
15054,32,0,0,0,
15054,40,0,0,0,
15055,10,2,2,0,
15055,20,0,0,0,
15055,31,3,3,0,
15055,32,0,0,0,
15055,40,0,0,0,
15056,10,0,0,0,
15056,20,0,0,0,
15056,31,0,0,0,
15056,32,0,0,0,
15056,40,1,1,0,
15057,10,19,19,0,
15057,20,1,1,0,
15057,31,20,20,0,
15057,32,0,0,0,
15057,40,0,0,0,
15058,10,1,1,0,
15058,20,15,15,0,
15058,31,57,57,0,
15058,32,0,0,0,
15058,40,0,0,0,
15059,10,1,1,0,
15059,20,0,0,0,
15059,31,7,7,0,
15059,32,0,0,0,
15059,40,0,0,0,
15060,10,1,1,0,
15060,20,0,0,0,
15060,31,8,0,8,
15060,32,0,0,0,
15060,40,0,0,0,
15061,10,2,1,1,
15061,20,0,0,0,
15061,31,0,0,0,
15061,32,0,0,0,
15061,40,0,0,0,
15062,10,1,1,0,
15062,20,0,0,0,
15062,31,3,2,1,
15062,32,0,0,0,
15062,40,0,0,0,
15063,10,NA,NA,NA,
15063,20,NA,NA,NA,
15063,31,NA,NA,NA,
15063,32,NA,NA,NA,
15063,40,NA,NA,NA,
15064,10,1,1,0,
15064,20,0,0,0,
15064,31,2,2,0,
15064,32,0,0,0,
15064,40,0,0,0,
15065,10,1,1,0,
15065,20,1,1,0,
15065,31,2,2,0,
15065,32,0,0,0,
15065,40,0,0,0,
15066,10,1,1,0,
15066,20,0,0,0,
15066,31,0,0,0,
15066,32,0,0,0,
15066,40,0,0,0,
15067,10,1,1,0,
15067,20,0,0,0,
15067,31,0,0,0,
15067,32,0,0,0,
15067,40,0,0,0,
15068,10,1,1,0,
15068,20,1,1,0,
15068,31,1,0,1,
15068,32,0,0,0,
15068,40,0,0,0,
15069,10,1,1,0,
15069,20,0,0,0,
15069,31,0,0,0,
15069,32,0,0,0,
15069,40,0,0,0,
15070,10,11,11,0,
15070,20,0,0,0,
15070,31,0,0,0,
15070,32,0,0,0,
15070,40,0,0,0,
15071,10,1,1,0,
15071,20,0,0,0,
15071,31,0,0,0,
15071,32,0,0,0,
15071,40,0,0,0,
15072,10,1,1,0,
15072,20,0,0,0,
15072,31,0,0,0,
15072,32,0,0,0,
15072,40,0,0,0,
15073,10,1,1,0,
15073,20,0,0,0,
15073,31,0,0,0,
15073,32,0,0,0,
15073,40,0,0,0,
15074,10,1,1,0,
15074,20,0,0,0,
15074,31,10,1,9,
15074,32,0,0,0,
15074,40,0,0,0,
15075,10,2,2,0,
15075,20,0,0,0,
15075,31,3,3,0,
15075,32,0,0,0,
15075,40,0,0,0,
15076,10,1,1,0,
15076,20,0,0,0,
15076,31,0,0,0,
15076,32,0,0,0,
15076,40,0,0,0,
15077,10,1,1,0,
15077,20,0,0,0,
15077,31,0,0,0,
15077,32,0,0,0,
15077,40,0,0,0,
15078,10,1,1,0,
15078,20,1,1,0,
15078,31,0,0,0,
15078,32,0,0,0,
15078,40,0,0,0,
15079,10,1,1,0,
15079,20,0,0,0,
15079,31,0,0,0,
15079,32,0,0,0,
15079,40,3,0,3,
15080,10,1,1,0,
15080,20,0,0,0,
15080,31,0,0,0,
15080,32,0,0,0,
15080,40,0,0,0,
15081,10,2,2,0,
15081,20,0,0,0,
15081,31,6,6,0,
15081,32,0,0,0,
15081,40,0,0,0,
15082,10,1,1,0,
15082,20,0,0,0,
15082,31,0,0,0,
15082,32,0,0,0,
15082,40,0,0,0,
15083,10,1,1,0,
15083,20,0,0,0,
15083,31,0,0,0,
15083,32,0,0,0,
15083,40,0,0,0,
15084,10,1,1,0,
15084,20,0,0,0,
15084,31,2,1,1,
15084,32,0,0,0,
15084,40,0,0,0,
15085,10,1,1,0,
15085,20,0,0,0,
15085,31,3,3,0,
15085,32,0,0,0,
15085,40,0,0,0,
15086,10,1,1,0,
15086,20,0,0,0,
15086,31,0,0,0,
15086,32,0,0,0,
15086,40,0,0,0,
15087,10,1,1,0,
15087,20,0,0,0,
15087,31,3,2,1,
15087,32,0,0,0,
15087,40,0,0,0,
15088,10,1,1,0,
15088,20,0,0,0,
15088,31,0,0,0,
15088,32,0,0,0,
15088,40,0,0,0,
15089,10,1,1,0,
15089,20,0,0,0,
15089,31,2,0,2,
15089,32,0,0,0,
15089,40,0,0,0,
15090,10,1,1,0,
15090,20,0,0,0,
15090,31,0,0,0,
15090,32,0,0,0,
15090,40,0,0,0,
15091,10,1,1,0,
15091,20,0,0,0,
15091,31,6,4,2,
15091,32,0,0,0,
15091,40,0,0,0,
15092,10,1,1,0,
15092,20,0,0,0,
15092,31,11,1,10,
15092,32,0,0,0,
15092,40,0,0,0,
15093,10,1,1,0,
15093,20,0,0,0,
15093,31,0,0,0,
15093,32,0,0,0,
15093,40,0,0,0,
15094,10,1,1,0,
15094,20,0,0,0,
15094,31,2,2,0,
15094,32,0,0,0,
15094,40,0,0,0,
15095,10,2,1,1,
15095,20,0,0,0,
15095,31,0,0,0,
15095,32,0,0,0,
15095,40,0,0,0,
15096,10,1,1,0,
15096,20,0,0,0,
15096,31,4,4,0,
15096,32,0,0,0,
15096,40,0,0,0,
15097,10,1,1,0,
15097,20,0,0,0,
15097,31,0,0,0,
15097,32,0,0,0,
15097,40,0,0,0,
15098,10,1,1,0,
15098,20,0,0,0,
15098,31,0,0,0,
15098,32,0,0,0,
15098,40,0,0,0,
15099,10,1,1,0,
15099,20,0,0,0,
15099,31,2,2,0,
15099,32,0,0,0,
15099,40,0,0,0,
15100,10,1,1,0,
15100,20,0,0,0,
15100,31,6,6,0,
15100,32,0,0,0,
15100,40,0,0,0,
15101,10,1,1,0,
15101,20,5,0,5,
15101,31,0,0,0,
15101,32,0,0,0,
15101,40,0,0,0,
15102,10,1,1,0,
15102,20,0,0,0,
15102,31,2,2,0,
15102,32,0,0,0,
15102,40,0,0,0,
15103,10,1,1,0,
15103,20,0,0,0,
15103,31,4,3,1,
15103,32,0,0,0,
15103,40,0,0,0,
15104,10,23,23,0,
15104,20,0,0,0,
15104,31,0,0,0,
15104,32,0,0,0,
15104,40,0,0,0,
15105,10,1,1,0,
15105,20,0,0,0,
15105,31,0,0,0,
15105,32,0,0,0,
15105,40,0,0,0,
15106,10,3,3,0,
15106,20,0,0,0,
15106,31,53,20,33,
15106,32,0,0,0,
15106,40,0,0,0,
15107,10,3,2,1,
15107,20,0,0,0,
15107,31,1,0,1,
15107,32,0,0,0,
15107,40,0,0,0,
15108,10,1,1,0,
15108,20,0,0,0,
15108,31,0,0,0,
15108,32,0,0,0,
15108,40,0,0,0,
15109,10,2,2,0,
15109,20,0,0,0,
15109,31,9,8,1,
15109,32,0,0,0,
15109,40,0,0,0,
15110,10,1,1,0,
15110,20,0,0,0,
15110,31,0,0,0,
15110,32,0,0,0,
15110,40,0,0,0,
15111,10,1,1,0,
15111,20,0,0,0,
15111,31,5,5,0,
15111,32,0,0,0,
15111,40,0,0,0,
15112,10,1,1,0,
15112,20,0,0,0,
15112,31,4,4,0,
15112,32,0,0,0,
15112,40,0,0,0,
15113,10,1,1,0,
15113,20,0,0,0,
