ubicageo_f,tipoequi_g,rnsnni1,totalca1
30069,41,2,NA
30069,42,1,4
30069,50,2,NA
30069,60,2,NA
30069,70,2,NA
30069,80,9,NSS
30069,90,2,NA
30069,101,2,NA
30069,102,2,NA
30069,103,2,NA
30069,104,2,NA
30069,105,2,NA
30069,110,2,NA
30070,10,2,NA
30070,20,2,NA
30070,30,2,NA
30070,41,2,NA
30070,42,2,NA
30070,50,2,NA
30070,60,2,NA
30070,70,2,NA
30070,80,2,NA
30070,90,2,NA
30070,101,2,NA
30070,102,2,NA
30070,103,2,NA
30070,104,2,NA
30070,105,2,NA
30070,110,2,NA
30071,10,2,NA
30071,20,2,NA
30071,30,2,NA
30071,41,2,NA
30071,42,2,NA
30071,50,2,NA
30071,60,2,NA
30071,70,2,NA
30071,80,2,NA
30071,90,2,NA
30071,101,2,NA
30071,102,2,NA
30071,103,2,NA
30071,104,2,NA
30071,105,2,NA
30071,110,2,NA
30072,10,2,NA
30072,20,2,NA
30072,30,2,NA
30072,41,2,NA
30072,42,2,NA
30072,50,2,NA
30072,60,2,NA
30072,70,2,NA
30072,80,2,NA
30072,90,2,NA
30072,101,2,NA
30072,102,2,NA
30072,103,2,NA
30072,104,2,NA
30072,105,2,NA
30072,110,2,NA
30073,10,2,NA
30073,20,2,NA
30073,30,2,NA
30073,41,2,NA
30073,42,2,NA
30073,50,2,NA
30073,60,2,NA
30073,70,2,NA
30073,80,2,NA
30073,90,2,NA
30073,101,2,NA
30073,102,2,NA
30073,103,2,NA
30073,104,2,NA
30073,105,2,NA
30073,110,2,NA
30074,10,9,NSS
30074,20,9,NSS
30074,30,9,NSS
30074,41,9,NSS
30074,42,9,NSS
30074,50,9,NSS
30074,60,9,NSS
30074,70,9,NSS
30074,80,9,NSS
30074,90,9,NSS
30074,101,9,NSS
30074,102,9,NSS
30074,103,9,NSS
30074,104,9,NSS
30074,105,9,NSS
30074,110,9,NSS
30075,10,2,NA
30075,20,2,NA
30075,30,2,NA
30075,41,2,NA
30075,42,2,NA
30075,50,2,NA
30075,60,2,NA
30075,70,2,NA
30075,80,2,NA
30075,90,2,NA
30075,101,2,NA
30075,102,2,NA
30075,103,2,NA
30075,104,2,NA
30075,105,2,NA
30075,110,2,NA
30076,10,2,NA
30076,20,2,NA
30076,30,2,NA
30076,41,2,NA
30076,42,2,NA
30076,50,2,NA
30076,60,2,NA
30076,70,2,NA
30076,80,2,NA
30076,90,2,NA
30076,101,2,NA
30076,102,2,NA
30076,103,2,NA
30076,104,2,NA
30076,105,2,NA
30076,110,2,NA
30077,10,2,NA
30077,20,2,NA
30077,30,2,NA
30077,41,2,NA
30077,42,2,NA
30077,50,2,NA
30077,60,2,NA
30077,70,2,NA
30077,80,2,NA
30077,90,2,NA
30077,101,2,NA
30077,102,2,NA
30077,103,2,NA
30077,104,2,NA
30077,105,2,NA
30077,110,2,NA
30078,10,2,NA
30078,20,2,NA
30078,30,2,NA
30078,41,2,NA
30078,42,2,NA
30078,50,2,NA
30078,60,2,NA
30078,70,2,NA
30078,80,2,NA
30078,90,2,NA
30078,101,2,NA
30078,102,2,NA
30078,103,2,NA
30078,104,2,NA
30078,105,2,NA
30078,110,2,NA
30079,10,2,NA
30079,20,2,NA
30079,30,2,NA
30079,41,2,NA
30079,42,2,NA
30079,50,2,NA
30079,60,2,NA
30079,70,2,NA
30079,80,2,NA
30079,90,2,NA
30079,101,2,NA
30079,102,2,NA
30079,103,2,NA
30079,104,2,NA
30079,105,2,NA
30079,110,2,NA
30080,10,2,NA
30080,20,2,NA
30080,30,2,NA
30080,41,2,NA
30080,42,2,NA
30080,50,2,NA
30080,60,2,NA
30080,70,2,NA
30080,80,2,NA
30080,90,2,NA
30080,101,2,NA
30080,102,2,NA
30080,103,2,NA
30080,104,2,NA
30080,105,2,NA
30080,110,2,NA
30081,10,2,NA
30081,20,2,NA
30081,30,2,NA
30081,41,2,NA
30081,42,2,NA
30081,50,2,NA
30081,60,2,NA
30081,70,2,NA
30081,80,2,NA
30081,90,2,NA
30081,101,2,NA
30081,102,2,NA
30081,103,2,NA
30081,104,2,NA
30081,105,2,NA
30081,110,2,NA
30082,10,9,NSS
30082,20,9,NSS
30082,30,9,NSS
30082,41,9,NSS
30082,42,9,NSS
30082,50,9,NSS
30082,60,9,NSS
30082,70,9,NSS
30082,80,9,NSS
30082,90,9,NSS
30082,101,9,NSS
30082,102,9,NSS
30082,103,9,NSS
30082,104,9,NSS
30082,105,9,NSS
30082,110,9,NSS
30083,10,2,NA
30083,20,2,NA
30083,30,2,NA
30083,41,2,NA
30083,42,2,NA
30083,50,2,NA
30083,60,2,NA
30083,70,2,NA
30083,80,2,NA
30083,90,2,NA
30083,101,2,NA
30083,102,2,NA
30083,103,2,NA
30083,104,2,NA
30083,105,2,NA
30083,110,2,NA
30084,10,2,NA
30084,20,2,NA
30084,30,2,NA
30084,41,2,NA
30084,42,2,NA
30084,50,2,NA
30084,60,2,NA
30084,70,2,NA
30084,80,2,NA
30084,90,2,NA
30084,101,2,NA
30084,102,2,NA
30084,103,2,NA
30084,104,2,NA
30084,105,2,NA
30084,110,2,NA
30085,10,2,NA
30085,20,2,NA
30085,30,2,NA
30085,41,2,NA
30085,42,2,NA
30085,50,2,NA
30085,60,2,NA
30085,70,2,NA
30085,80,2,NA
30085,90,2,NA
30085,101,2,NA
30085,102,2,NA
30085,103,2,NA
30085,104,2,NA
30085,105,2,NA
30085,110,2,NA
30086,10,2,NA
30086,20,2,NA
30086,30,2,NA
30086,41,2,NA
30086,42,2,NA
30086,50,2,NA
30086,60,2,NA
30086,70,2,NA
30086,80,2,NA
30086,90,2,NA
30086,101,2,NA
30086,102,2,NA
30086,103,2,NA
30086,104,2,NA
30086,105,2,NA
30086,110,2,NA
30087,10,2,NA
30087,20,2,NA
30087,30,2,NA
30087,41,2,NA
30087,42,2,NA
30087,50,2,NA
30087,60,2,NA
30087,70,2,NA
30087,80,2,NA
30087,90,1,146
30087,101,1,1
30087,102,2,NA
30087,103,2,NA
30087,104,2,NA
30087,105,2,NA
30087,110,2,NA
30088,10,2,NA
30088,20,2,NA
30088,30,2,NA
30088,41,2,NA
30088,42,2,NA
30088,50,2,NA
30088,60,2,NA
30088,70,2,NA
30088,80,2,NA
30088,90,2,NA
30088,101,2,NA
30088,102,2,NA
30088,103,2,NA
30088,104,2,NA
30088,105,2,NA
30088,110,2,NA
30089,10,2,NA
30089,20,2,NA
30089,30,2,NA
30089,41,2,NA
30089,42,2,NA
30089,50,2,NA
30089,60,2,NA
30089,70,2,NA
30089,80,2,NA
30089,90,2,NA
30089,101,2,NA
30089,102,2,NA
30089,103,2,NA
30089,104,2,NA
30089,105,2,NA
30089,110,2,NA
30090,10,2,NA
30090,20,2,NA
30090,30,2,NA
30090,41,2,NA
30090,42,2,NA
30090,50,2,NA
30090,60,2,NA
30090,70,2,NA
30090,80,2,NA
30090,90,2,NA
30090,101,2,NA
30090,102,2,NA
30090,103,2,NA
30090,104,2,NA
30090,105,2,NA
30090,110,2,NA
30091,10,2,NA
30091,20,2,NA
30091,30,2,NA
30091,41,2,NA
30091,42,2,NA
30091,50,2,NA
30091,60,2,NA
30091,70,2,NA
30091,80,2,NA
30091,90,2,NA
30091,101,2,NA
30091,102,2,NA
30091,103,2,NA
30091,104,2,NA
30091,105,2,NA
30091,110,2,NA
30092,10,2,NA
30092,20,2,NA
30092,30,2,NA
30092,41,2,NA
30092,42,2,NA
30092,50,2,NA
30092,60,2,NA
30092,70,2,NA
30092,80,2,NA
30092,90,2,NA
30092,101,2,NA
30092,102,2,NA
30092,103,2,NA
30092,104,2,NA
30092,105,2,NA
30092,110,2,NA
30093,10,9,NSS
30093,20,9,NSS
30093,30,9,NSS
30093,41,9,NSS
30093,42,9,NSS
30093,50,9,NSS
30093,60,9,NSS
30093,70,9,NSS
30093,80,9,NSS
30093,90,9,NSS
30093,101,9,NSS
30093,102,9,NSS
30093,103,9,NSS
30093,104,9,NSS
30093,105,9,NSS
30093,110,9,NSS
30094,10,2,NA
30094,20,2,NA
30094,30,2,NA
30094,41,2,NA
30094,42,2,NA
30094,50,2,NA
30094,60,2,NA
30094,70,2,NA
30094,80,2,NA
30094,90,2,NA
30094,101,2,NA
30094,102,2,NA
30094,103,2,NA
30094,104,2,NA
30094,105,2,NA
30094,110,2,NA
30095,10,2,NA
30095,20,2,NA
30095,30,2,NA
30095,41,2,NA
30095,42,2,NA
30095,50,2,NA
30095,60,2,NA
30095,70,2,NA
30095,80,2,NA
30095,90,2,NA
30095,101,2,NA
30095,102,2,NA
30095,103,2,NA
30095,104,2,NA
30095,105,2,NA
30095,110,2,NA
30096,10,2,NA
30096,20,2,NA
30096,30,2,NA
30096,41,2,NA
30096,42,2,NA
30096,50,2,NA
30096,60,2,NA
30096,70,2,NA
30096,80,2,NA
30096,90,2,NA
30096,101,2,NA
30096,102,2,NA
30096,103,2,NA
30096,104,2,NA
30096,105,2,NA
30096,110,2,NA
30097,10,2,NA
30097,20,2,NA
30097,30,2,NA
30097,41,2,NA
30097,42,2,NA
30097,50,2,NA
30097,60,2,NA
30097,70,2,NA
30097,80,2,NA
30097,90,2,NA
30097,101,2,NA
30097,102,2,NA
30097,103,2,NA
30097,104,2,NA
30097,105,2,NA
30097,110,2,NA
30098,10,2,NA
30098,20,2,NA
30098,30,2,NA
30098,41,2,NA
30098,42,2,NA
30098,50,2,NA
30098,60,2,NA
30098,70,2,NA
30098,80,2,NA
30098,90,2,NA
30098,101,2,NA
30098,102,2,NA
30098,103,2,NA
30098,104,2,NA
30098,105,2,NA
30098,110,2,NA
30099,10,2,NA
30099,20,2,NA
30099,30,2,NA
30099,41,2,NA
30099,42,2,NA
30099,50,2,NA
30099,60,2,NA
30099,70,2,NA
30099,80,2,NA
30099,90,2,NA
30099,101,2,NA
30099,102,2,NA
30099,103,2,NA
30099,104,2,NA
30099,105,2,NA
30099,110,2,NA
30100,10,2,NA
30100,20,2,NA
30100,30,2,NA
30100,41,2,NA
30100,42,2,NA
30100,50,2,NA
30100,60,2,NA
30100,70,2,NA
30100,80,2,NA
30100,90,2,NA
30100,101,2,NA
30100,102,2,NA
30100,103,2,NA
30100,104,2,NA
30100,105,2,NA
30100,110,2,NA
30101,10,2,NA
30101,20,2,NA
30101,30,2,NA
30101,41,2,NA
30101,42,2,NA
30101,50,2,NA
30101,60,2,NA
30101,70,2,NA
30101,80,2,NA
30101,90,2,NA
30101,101,2,NA
30101,102,2,NA
30101,103,2,NA
30101,104,2,NA
30101,105,2,NA
30101,110,2,NA
30102,10,2,NA
30102,20,2,NA
30102,30,2,NA
30102,41,2,NA
30102,42,2,NA
30102,50,2,NA
30102,60,2,NA
30102,70,2,NA
30102,80,2,NA
30102,90,2,NA
30102,101,2,NA
30102,102,2,NA
30102,103,2,NA
30102,104,2,NA
30102,105,2,NA
30102,110,2,NA
30103,10,2,NA
30103,20,2,NA
30103,30,2,NA
30103,41,2,NA
30103,42,2,NA
30103,50,2,NA
30103,60,2,NA
30103,70,2,NA
30103,80,2,NA
30103,90,2,NA
30103,101,2,NA
30103,102,2,NA
30103,103,2,NA
30103,104,2,NA
30103,105,2,NA
30103,110,2,NA
30104,10,2,NA
30104,20,2,NA
30104,30,2,NA
30104,41,2,NA
30104,42,1,1
30104,50,2,NA
30104,60,2,NA
30104,70,2,NA
30104,80,2,NA
30104,90,2,NA
30104,101,2,NA
30104,102,2,NA
30104,103,2,NA
30104,104,2,NA
30104,105,2,NA
30104,110,2,NA
30105,10,9,NSS
30105,20,9,NSS
30105,30,9,NSS
30105,41,9,NSS
30105,42,9,NSS
30105,50,9,NSS
30105,60,9,NSS
30105,70,9,NSS
30105,80,9,NSS
30105,90,9,NSS
30105,101,9,NSS
30105,102,9,NSS
30105,103,9,NSS
30105,104,9,NSS
30105,105,9,NSS
30105,110,9,NSS
30106,10,2,NA
30106,20,2,NA
30106,30,2,NA
30106,41,2,NA
30106,42,2,NA
30106,50,2,NA
30106,60,2,NA
30106,70,2,NA
30106,80,2,NA
30106,90,2,NA
30106,101,2,NA
30106,102,2,NA
30106,103,2,NA
30106,104,2,NA
30106,105,2,NA
30106,110,2,NA
30107,10,2,NA
30107,20,2,NA
30107,30,2,NA
30107,41,2,NA
30107,42,2,NA
30107,50,2,NA
30107,60,2,NA
30107,70,2,NA
30107,80,2,NA
30107,90,2,NA
30107,101,2,NA
30107,102,2,NA
30107,103,2,NA
30107,104,2,NA
30107,105,2,NA
30107,110,2,NA
30108,10,2,NA
30108,20,2,NA
30108,30,1,1
30108,41,2,NA
30108,42,2,NA
30108,50,2,NA
30108,60,2,NA
30108,70,2,NA
30108,80,2,NA
30108,90,2,NA
30108,101,2,NA
30108,102,2,NA
30108,103,2,NA
30108,104,2,NA
30108,105,2,NA
30108,110,2,NA
30109,10,2,NA
30109,20,2,NA
30109,30,2,NA
30109,41,2,NA
30109,42,2,NA
30109,50,2,NA
30109,60,1,1
30109,70,2,NA
30109,80,2,NA
30109,90,2,NA
30109,101,2,NA
30109,102,2,NA
30109,103,2,NA
30109,104,2,NA
30109,105,2,NA
30109,110,2,NA
30110,10,2,NA
30110,20,2,NA
30110,30,2,NA
30110,41,2,NA
30110,42,2,NA
30110,50,2,NA
30110,60,2,NA
30110,70,2,NA
30110,80,2,NA
30110,90,2,NA
30110,101,2,NA
30110,102,2,NA
30110,103,2,NA
30110,104,2,NA
30110,105,2,NA
30110,110,2,NA
30111,10,2,NA
30111,20,2,NA
30111,30,2,NA
30111,41,2,NA
30111,42,2,NA
30111,50,2,NA
30111,60,2,NA
30111,70,2,NA
30111,80,2,NA
30111,90,2,NA
30111,101,2,NA
30111,102,2,NA
30111,103,2,NA
30111,104,2,NA
30111,105,2,NA
30111,110,2,NA
30112,10,2,NA
30112,20,2,NA
30112,30,2,NA
30112,41,2,NA
30112,42,2,NA
30112,50,2,NA
30112,60,2,NA
30112,70,2,NA
30112,80,2,NA
30112,90,2,NA
30112,101,2,NA
30112,102,2,NA
30112,103,2,NA
30112,104,2,NA
30112,105,2,NA
30112,110,2,NA
30113,10,2,NA
30113,20,2,NA
30113,30,2,NA
30113,41,2,NA
30113,42,2,NA
30113,50,2,NA
30113,60,2,NA
30113,70,2,NA
30113,80,2,NA
30113,90,2,NA
30113,101,2,NA
30113,102,2,NA
30113,103,2,NA
30113,104,2,NA
30113,105,2,NA
30113,110,2,NA
30114,10,2,NA
30114,20,2,NA
30114,30,2,NA
30114,41,2,NA
30114,42,2,NA
30114,50,2,NA
30114,60,2,NA
30114,70,2,NA
30114,80,2,NA
30114,90,2,NA
30114,101,2,NA
30114,102,2,NA
30114,103,2,NA
30114,104,2,NA
30114,105,2,NA
30114,110,2,NA
30115,10,2,NA
30115,20,2,NA
30115,30,2,NA
30115,41,2,NA
30115,42,2,NA
30115,50,2,NA
30115,60,2,NA
30115,70,2,NA
30115,80,2,NA
30115,90,2,NA
30115,101,2,NA
30115,102,2,NA
30115,103,2,NA
30115,104,2,NA
30115,105,2,NA
30115,110,2,NA
30116,10,2,NA
30116,20,2,NA
30116,30,2,NA
30116,41,2,NA
30116,42,2,NA
30116,50,2,NA
30116,60,2,NA
30116,70,2,NA
30116,80,2,NA
30116,90,2,NA
30116,101,2,NA
30116,102,2,NA
30116,103,2,NA
30116,104,2,NA
30116,105,2,NA
30116,110,2,NA
30117,10,2,NA
30117,20,2,NA
30117,30,2,NA
30117,41,2,NA
30117,42,2,NA
30117,50,2,NA
30117,60,2,NA
30117,70,2,NA
30117,80,2,NA
30117,90,2,NA
30117,101,2,NA
30117,102,2,NA
30117,103,2,NA
30117,104,2,NA
30117,105,2,NA
30117,110,2,NA
30118,10,2,NA
30118,20,2,NA
30118,30,2,NA
30118,41,2,NA
30118,42,2,NA
30118,50,2,NA
30118,60,2,NA
30118,70,1,228
30118,80,2,NA
30118,90,2,NA
30118,101,1,1
30118,102,2,NA
30118,103,2,NA
30118,104,2,NA
30118,105,2,NA
30118,110,2,NA
30119,10,2,NA
30119,20,2,NA
30119,30,2,NA
30119,41,2,NA
30119,42,2,NA
30119,50,2,NA
30119,60,2,NA
30119,70,2,NA
30119,80,2,NA
30119,90,2,NA
30119,101,2,NA
30119,102,2,NA
30119,103,2,NA
30119,104,2,NA
30119,105,2,NA
30119,110,2,NA
30120,10,2,NA
30120,20,2,NA
30120,30,2,NA
30120,41,2,NA
30120,42,2,NA
30120,50,2,NA
30120,60,2,NA
30120,70,2,NA
30120,80,2,NA
30120,90,2,NA
30120,101,2,NA
30120,102,2,NA
30120,103,2,NA
30120,104,2,NA
30120,105,2,NA
30120,110,2,NA
30121,10,2,NA
30121,20,2,NA
30121,30,2,NA
30121,41,2,NA
30121,42,2,NA
30121,50,2,NA
30121,60,2,NA
30121,70,2,NA
30121,80,2,NA
30121,90,2,NA
30121,101,2,NA
30121,102,2,NA
30121,103,2,NA
30121,104,2,NA
30121,105,2,NA
30121,110,2,NA
30122,10,2,NA
30122,20,2,NA
30122,30,2,NA
30122,41,2,NA
30122,42,2,NA
30122,50,2,NA
30122,60,2,NA
30122,70,2,NA
30122,80,2,NA
30122,90,2,NA
30122,101,2,NA
30122,102,2,NA
30122,103,2,NA
30122,104,2,NA
30122,105,2,NA
30122,110,2,NA
30123,10,2,NA
30123,20,2,NA
30123,30,2,NA
30123,41,2,NA
30123,42,2,NA
30123,50,2,NA
30123,60,2,NA
30123,70,2,NA
30123,80,2,NA
30123,90,2,NA
30123,101,2,NA
30123,102,2,NA
30123,103,2,NA
30123,104,2,NA
30123,105,2,NA
30123,110,2,NA
30124,10,2,NA
30124,20,2,NA
30124,30,2,NA
30124,41,2,NA
30124,42,2,NA
30124,50,2,NA
30124,60,1,2
30124,70,2,NA
30124,80,2,NA
30124,90,2,NA
30124,101,2,NA
30124,102,2,NA
30124,103,2,NA
30124,104,2,NA
30124,105,2,NA
30124,110,2,NA
30125,10,9,NSS
30125,20,9,NSS
30125,30,9,NSS
30125,41,9,NSS
30125,42,9,NSS
30125,50,9,NSS
30125,60,9,NSS
30125,70,9,NSS
30125,80,9,NSS
30125,90,9,NSS
30125,101,9,NSS
30125,102,9,NSS
30125,103,9,NSS
30125,104,9,NSS
30125,105,9,NSS
30125,110,9,NSS
30126,10,2,NA
30126,20,2,NA
30126,30,2,NA
30126,41,2,NA
30126,42,2,NA
30126,50,2,NA
30126,60,2,NA
30126,70,2,NA
30126,80,2,NA
30126,90,2,NA
30126,101,2,NA
30126,102,2,NA
30126,103,2,NA
30126,104,2,NA
30126,105,2,NA
30126,110,2,NA
30127,10,2,NA
30127,20,2,NA
30127,30,2,NA
30127,41,2,NA
30127,42,2,NA
30127,50,2,NA
30127,60,2,NA
30127,70,2,NA
30127,80,2,NA
30127,90,2,NA
30127,101,2,NA
30127,102,2,NA
30127,103,2,NA
30127,104,2,NA
30127,105,2,NA
30127,110,2,NA
30128,10,2,NA
30128,20,2,NA
30128,30,1,6
30128,41,2,NA
30128,42,2,NA
30128,50,2,NA
30128,60,2,NA
30128,70,2,NA
30128,80,2,NA
30128,90,2,NA
30128,101,2,NA
30128,102,2,NA
30128,103,2,NA
30128,104,2,NA
30128,105,2,NA
30128,110,2,NA
30129,10,2,NA
30129,20,2,NA
30129,30,2,NA
30129,41,2,NA
30129,42,2,NA
30129,50,2,NA
30129,60,2,NA
30129,70,2,NA
30129,80,2,NA
30129,90,2,NA
30129,101,2,NA
30129,102,2,NA
30129,103,2,NA
30129,104,2,NA
30129,105,2,NA
30129,110,2,NA
30130,10,2,NA
30130,20,2,NA
30130,30,2,NA
30130,41,2,NA
30130,42,2,NA
30130,50,2,NA
30130,60,2,NA
30130,70,2,NA
30130,80,2,NA
30130,90,2,NA
30130,101,2,NA
30130,102,2,NA
30130,103,2,NA
30130,104,2,NA
30130,105,2,NA
30130,110,2,NA
30131,10,2,NA
30131,20,2,NA
30131,30,2,NA
30131,41,2,NA
30131,42,2,NA
30131,50,2,NA
30131,60,1,1
30131,70,1,1
30131,80,2,NA
30131,90,2,NA
30131,101,2,NA
30131,102,2,NA
30131,103,2,NA
30131,104,2,NA
30131,105,2,NA
30131,110,2,NA
30132,10,2,NA
30132,20,2,NA
30132,30,2,NA
30132,41,2,NA
30132,42,2,NA
30132,50,2,NA
30132,60,2,NA
30132,70,2,NA
30132,80,2,NA
30132,90,2,NA
30132,101,2,NA
30132,102,2,NA
30132,103,2,NA
30132,104,2,NA
30132,105,2,NA
30132,110,2,NA
30133,10,2,NA
30133,20,2,NA
30133,30,2,NA
30133,41,2,NA
30133,42,2,NA
30133,50,2,NA
30133,60,2,NA
30133,70,2,NA
30133,80,2,NA
30133,90,2,NA
30133,101,2,NA
30133,102,2,NA
30133,103,2,NA
30133,104,2,NA
30133,105,2,NA
30133,110,2,NA
30134,10,2,NA
30134,20,2,NA
30134,30,2,NA
30134,41,2,NA
30134,42,2,NA
30134,50,2,NA
30134,60,2,NA
30134,70,2,NA
30134,80,2,NA
30134,90,2,NA
30134,101,2,NA
30134,102,2,NA
30134,103,2,NA
30134,104,2,NA
30134,105,2,NA
30134,110,2,NA
30135,10,2,NA
30135,20,2,NA
30135,30,2,NA
30135,41,2,NA
30135,42,2,NA
30135,50,2,NA
30135,60,2,NA
30135,70,2,NA
30135,80,2,NA
30135,90,2,NA
30135,101,2,NA
30135,102,2,NA
30135,103,2,NA
30135,104,2,NA
30135,105,2,NA
30135,110,2,NA
30136,10,2,NA
30136,20,2,NA
30136,30,2,NA
30136,41,2,NA
30136,42,2,NA
30136,50,2,NA
30136,60,2,NA
30136,70,2,NA
30136,80,2,NA
30136,90,2,NA
30136,101,2,NA
30136,102,2,NA
30136,103,2,NA
30136,104,2,NA
30136,105,2,NA
30136,110,2,NA
30137,10,2,NA
30137,20,2,NA
30137,30,2,NA
30137,41,2,NA
30137,42,2,NA
30137,50,2,NA
30137,60,2,NA
30137,70,2,NA
30137,80,2,NA
30137,90,2,NA
30137,101,2,NA
30137,102,2,NA
30137,103,2,NA
30137,104,2,NA
30137,105,2,NA
30137,110,2,NA
30138,10,9,NSS
30138,20,9,NSS
30138,30,9,NSS
30138,41,9,NSS
30138,42,9,NSS
30138,50,9,NSS
30138,60,9,NSS
30138,70,9,NSS
30138,80,9,NSS
30138,90,9,NSS
30138,101,9,NSS
30138,102,9,NSS
30138,103,9,NSS
30138,104,9,NSS
30138,105,9,NSS
30138,110,9,NSS
30139,10,2,NA
30139,20,2,NA
30139,30,2,NA
30139,41,2,NA
30139,42,2,NA
30139,50,2,NA
30139,60,2,NA
30139,70,2,NA
30139,80,2,NA
30139,90,2,NA
30139,101,2,NA
30139,102,2,NA
30139,103,2,NA
30139,104,2,NA
30139,105,2,NA
30139,110,2,NA
30140,10,2,NA
30140,20,2,NA
30140,30,2,NA
30140,41,2,NA
30140,42,2,NA
30140,50,2,NA
30140,60,2,NA
30140,70,2,NA
30140,80,2,NA
30140,90,2,NA
30140,101,2,NA
30140,102,2,NA
30140,103,2,NA
30140,104,2,NA
30140,105,2,NA
30140,110,2,NA
30141,10,2,NA
30141,20,2,NA
30141,30,2,NA
30141,41,2,NA
30141,42,2,NA
30141,50,2,NA
30141,60,2,NA
30141,70,2,NA
30141,80,2,NA
30141,90,1,194
30141,101,2,NA
30141,102,2,NA
30141,103,2,NA
30141,104,2,NA
30141,105,2,NA
30141,110,2,NA
30142,10,9,NSS
30142,20,9,NSS
30142,30,9,NSS
30142,41,9,NSS
30142,42,9,NSS
30142,50,9,NSS
30142,60,9,NSS
30142,70,9,NSS
30142,80,9,NSS
30142,90,9,NSS
30142,101,9,NSS
30142,102,9,NSS
30142,103,9,NSS
30142,104,9,NSS
30142,105,9,NSS
30142,110,9,NSS
30143,10,2,NA
30143,20,2,NA
30143,30,2,NA
30143,41,2,NA
30143,42,2,NA
30143,50,2,NA
30143,60,2,NA
30143,70,2,NA
30143,80,2,NA
30143,90,2,NA
30143,101,2,NA
30143,102,2,NA
30143,103,2,NA
30143,104,2,NA
30143,105,2,NA
30143,110,2,NA
30144,10,9,NSS
30144,20,9,NSS
30144,30,9,NSS
30144,41,9,NSS
30144,42,9,NSS
30144,50,9,NSS
30144,60,9,NSS
30144,70,9,NSS
30144,80,9,NSS
30144,90,9,NSS
30144,101,9,NSS
30144,102,9,NSS
30144,103,9,NSS
30144,104,9,NSS
30144,105,9,NSS
30144,110,9,NSS
30145,10,2,NA
30145,20,2,NA
30145,30,2,NA
30145,41,2,NA
30145,42,2,NA
30145,50,2,NA
30145,60,2,NA
30145,70,2,NA
30145,80,2,NA
30145,90,2,NA
30145,101,2,NA
30145,102,2,NA
30145,103,2,NA
30145,104,2,NA
30145,105,2,NA
30145,110,2,NA
30146,10,2,NA
30146,20,2,NA
30146,30,2,NA
30146,41,2,NA
30146,42,2,NA
30146,50,2,NA
30146,60,2,NA
30146,70,2,NA
30146,80,2,NA
30146,90,2,NA
30146,101,2,NA
30146,102,2,NA
30146,103,2,NA
30146,104,2,NA
30146,105,2,NA
30146,110,2,NA
30147,10,9,NSS
30147,20,9,NSS
30147,30,9,NSS
30147,41,9,NSS
30147,42,9,NSS
30147,50,9,NSS
30147,60,9,NSS
30147,70,9,NSS
30147,80,9,NSS
30147,90,9,NSS
30147,101,9,NSS
30147,102,9,NSS
30147,103,9,NSS
30147,104,9,NSS
30147,105,9,NSS
30147,110,9,NSS
30148,10,2,NA
30148,20,2,NA
30148,30,2,NA
30148,41,2,NA
30148,42,2,NA
30148,50,2,NA
30148,60,2,NA
30148,70,2,NA
30148,80,2,NA
30148,90,2,NA
30148,101,2,NA
30148,102,2,NA
30148,103,2,NA
30148,104,2,NA
30148,105,2,NA
30148,110,2,NA
30149,10,2,NA
30149,20,2,NA
30149,30,2,NA
30149,41,2,NA
30149,42,2,NA
30149,50,2,NA
30149,60,2,NA
30149,70,2,NA
30149,80,2,NA
30149,90,2,NA
30149,101,2,NA
30149,102,2,NA
30149,103,2,NA
30149,104,2,NA
30149,105,2,NA
30149,110,9,NSS
30150,10,2,NA
30150,20,2,NA
30150,30,2,NA
30150,41,2,NA
30150,42,2,NA
30150,50,2,NA
30150,60,2,NA
30150,70,2,NA
30150,80,2,NA
30150,90,2,NA
30150,101,2,NA
30150,102,2,NA
30150,103,2,NA
30150,104,2,NA
30150,105,2,NA
30150,110,2,NA
30151,10,2,NA
30151,20,2,NA
30151,30,2,NA
30151,41,2,NA
30151,42,2,NA
30151,50,2,NA
30151,60,2,NA
30151,70,2,NA
30151,80,2,NA
30151,90,2,NA
30151,101,2,NA
30151,102,2,NA
30151,103,2,NA
30151,104,2,NA
30151,105,2,NA
30151,110,2,NA
30152,10,2,NA
30152,20,2,NA
30152,30,2,NA
30152,41,2,NA
30152,42,2,NA
30152,50,2,NA
30152,60,2,NA
30152,70,2,NA
30152,80,2,NA
30152,90,2,NA
30152,101,2,NA
30152,102,2,NA
30152,103,2,NA
30152,104,2,NA
30152,105,2,NA
30152,110,9,NSS
30153,10,2,NA
30153,20,1,1
30153,30,2,NA
30153,41,2,NA
30153,42,2,NA
30153,50,2,NA
30153,60,2,NA
30153,70,2,NA
30153,80,2,NA
30153,90,2,NA
30153,101,2,NA
30153,102,2,NA
30153,103,2,NA
30153,104,2,NA
30153,105,2,NA
30153,110,2,NA
30154,10,2,NA
30154,20,2,NA
30154,30,2,NA
30154,41,2,NA
30154,42,2,NA
30154,50,2,NA
30154,60,2,NA
30154,70,2,NA
30154,80,2,NA
30154,90,2,NA
30154,101,2,NA
30154,102,2,NA
30154,103,2,NA
30154,104,2,NA
30154,105,2,NA
30154,110,2,NA
30155,10,2,NA
30155,20,2,NA
30155,30,2,NA
30155,41,2,NA
30155,42,2,NA
30155,50,2,NA
30155,60,2,NA
30155,70,2,NA
30155,80,2,NA
30155,90,2,NA
