ubicageo_f,aniorefe_b,rnsnni1,totalca1,pudisptt,pudisp1,pudisp2,pudispne
20146,1,2,NA,NA,NA,NA,
20146,2,2,NA,NA,NA,NA,
20147,1,2,NA,NA,NA,NA,
20147,2,2,NA,NA,NA,NA,
20148,1,1,0,5,5,0,
20148,2,1,0,4,4,0,
20149,1,2,NA,NA,NA,NA,
20149,2,2,NA,NA,NA,NA,
20150,1,1,1,31,31,0,
20150,2,1,0,50,50,0,
20151,1,2,NA,NA,NA,NA,
20151,2,2,NA,NA,NA,NA,
20152,1,1,0,4,4,0,
20152,2,1,0,12,12,0,
20153,1,9,NSS,NSS,NSS,NSS,
20153,2,1,65,65,65,0,
20154,1,1,0,1,1,0,
20154,2,1,0,11,11,0,
20155,1,1,0,6,4,2,
20155,2,1,0,7,7,0,
20156,1,1,0,10,10,0,
20156,2,1,0,30,30,0,
20157,1,9,NSS,NSS,NSS,NSS,
20157,2,1,0,220,206,14,
20158,1,9,NSS,NSS,NSS,NSS,
20158,2,9,NSS,NSS,NSS,NSS,
20159,1,2,NA,NA,NA,NA,
20159,2,1,0,7,7,0,
20160,1,9,NSS,NSS,NSS,NSS,
20160,2,2,NA,NA,NA,NA,
20161,1,9,NSS,NSS,NSS,NSS,
20161,2,1,0,6,6,0,
20162,1,1,0,21,21,0,
20162,2,1,0,16,16,0,
20163,1,2,NA,NA,NA,NA,
20163,2,2,NA,NA,NA,NA,
20164,1,1,0,8,8,0,
20164,2,1,0,11,11,0,
20165,1,1,0,2,0,2,
20165,2,1,0,1,0,1,
20166,1,9,NSS,NSS,NSS,NSS,
20166,2,1,0,240,237,3,
20167,1,2,NA,NA,NA,NA,
20167,2,2,NA,NA,NA,NA,
20168,1,2,NA,NA,NA,NA,
20168,2,2,NA,NA,NA,NA,
20169,1,9,NSS,NSS,NSS,NSS,
20169,2,1,1,62,60,2,
20170,1,2,NA,NA,NA,NA,
20170,2,1,0,1,0,1,
20171,1,2,NA,NA,NA,NA,
20171,2,1,34,34,34,0,
20172,1,1,0,3,3,0,
20172,2,1,0,6,6,0,
20173,1,1,0,13,13,0,
20173,2,1,0,16,16,0,
20174,1,1,4,4,0,4,
20174,2,1,2,2,0,2,
20175,1,1,0,6,6,0,
20175,2,1,0,14,14,0,
20176,1,1,0,3,3,0,
20176,2,1,0,4,4,0,
20177,1,1,208,108,107,1,
20177,2,1,182,112,109,3,
20178,1,1,0,3,3,0,
20178,2,1,0,4,4,0,
20179,1,1,0,10,10,0,
20179,2,1,0,14,14,0,
20180,1,2,NA,NA,NA,NA,
20180,2,1,0,16,16,0,
20181,1,1,0,1,1,0,
20181,2,1,0,3,3,0,
20182,1,9,NSS,NSS,NSS,NSS,
20182,2,1,0,23,23,0,
20183,1,2,NA,NA,NA,NA,
20183,2,1,0,2,2,0,
20184,1,1,156,1789,1738,51,
20184,2,1,288,1584,1512,72,
20185,1,2,NA,NA,NA,NA,
20185,2,1,0,3,3,0,
20186,1,1,0,4,4,0,
20186,2,1,0,3,3,0,
20187,1,9,NSS,NSS,NSS,NSS,
20187,2,1,0,11,11,0,
20188,1,2,NA,NA,NA,NA,
20188,2,1,0,52,50,2,
20189,1,9,NSS,NSS,NSS,NSS,
20189,2,1,0,10,10,0,
20190,1,9,NSS,NSS,NSS,NSS,
20190,2,9,NSS,NSS,NSS,NSS,
20191,1,2,NA,NA,NA,NA,
20191,2,1,0,4,3,1,
20192,1,1,0,12,12,0,
20192,2,1,0,18,18,0,
20193,1,2,NA,NA,NA,NA,
20193,2,1,0,18,18,0,
20194,1,2,NA,NA,NA,NA,
20194,2,2,NA,NA,NA,NA,
20195,1,2,NA,NA,NA,NA,
20195,2,1,0,1,0,1,
20196,1,1,0,18,18,0,
20196,2,1,0,20,20,0,
20197,1,1,0,NSS,NSS,0,
20197,2,1,0,5,5,0,
20198,1,9,NSS,NSS,NSS,NSS,
20198,2,1,0,67,67,0,
20199,1,1,0,2,2,0,
20199,2,1,0,3,3,0,
20200,1,2,NA,NA,NA,NA,
20200,2,2,NA,NA,NA,NA,
20201,1,1,0,8,8,0,
20201,2,1,0,10,10,0,
20202,1,1,NSS,NSS,NSS,NSS,
20202,2,1,NSS,58,58,0,
20203,1,1,0,3,3,0,
20203,2,1,0,5,5,0,
20204,1,2,NA,NA,NA,NA,
20204,2,2,NA,NA,NA,NA,
20205,1,0,NA,NA,NA,NA,
20205,2,0,NA,NA,NA,NA,
20206,1,1,0,12,12,0,
20206,2,1,0,16,16,0,
20207,1,0,NA,NA,NA,NA,
20207,2,0,NA,NA,NA,NA,
20208,1,1,0,10,10,0,
20208,2,1,0,7,7,0,
20209,1,2,NA,NA,NA,NA,
20209,2,2,NA,NA,NA,NA,
20210,1,1,0,10,8,2,
20210,2,1,0,6,6,0,
20211,1,1,0,4,4,0,
20211,2,1,0,3,3,0,
20212,1,1,0,3,3,0,
20212,2,1,0,8,8,0,
20213,1,1,0,65,65,0,
20213,2,1,0,80,80,0,
20214,1,1,0,8,8,0,
20214,2,1,0,8,8,0,
20215,1,2,NA,NA,NA,NA,
20215,2,2,NA,NA,NA,NA,
20216,1,1,0,1,0,1,
20216,2,1,0,2,2,0,
20217,1,9,NSS,NSS,NSS,NSS,
20217,2,9,NSS,NSS,NSS,NSS,
20218,1,2,NA,NA,NA,NA,
20218,2,1,0,5,5,0,
20219,1,1,0,14,14,0,
20219,2,1,0,11,11,0,
20220,1,1,0,8,8,0,
20220,2,1,0,8,8,0,
20221,1,2,NA,NA,NA,NA,
20221,2,2,NA,NA,NA,NA,
20222,1,1,0,11,11,0,
20222,2,1,0,6,6,0,
20223,1,1,0,2,2,0,
20223,2,1,0,8,8,0,
20224,1,2,NA,NA,NA,NA,
20224,2,2,NA,NA,NA,NA,
20225,1,2,NA,NA,NA,NA,
20225,2,2,NA,NA,NA,NA,
20226,1,2,NA,NA,NA,NA,
20226,2,2,NA,NA,NA,NA,
20227,1,1,0,15,10,5,
20227,2,1,0,60,55,5,
20228,1,2,NA,NA,NA,NA,
20228,2,2,NA,NA,NA,NA,
20229,1,2,NA,NA,NA,NA,
20229,2,2,NA,NA,NA,NA,
20230,1,1,0,10,10,0,
20230,2,1,0,10,10,0,
20231,1,1,0,98,98,0,
20231,2,1,0,110,110,0,
20232,1,9,NSS,NSS,NSS,NSS,
20232,2,1,0,234,231,3,
20233,1,2,NA,NA,NA,NA,
20233,2,2,NA,NA,NA,NA,
20234,1,1,0,60,35,25,
20234,2,1,0,80,50,30,
20235,1,2,NA,NA,NA,NA,
20235,2,1,0,2,0,2,
20236,1,1,0,6,6,0,
20236,2,1,0,6,6,0,
20237,1,9,NSS,NSS,NSS,NSS,
20237,2,1,4,4,0,4,
20238,1,2,NA,NA,NA,NA,
20238,2,2,NA,NA,NA,NA,
20239,1,1,0,1,1,0,
20239,2,1,0,2,2,0,
20240,1,2,NA,NA,NA,NA,
20240,2,2,NA,NA,NA,NA,
20241,1,1,1,5,5,0,
20241,2,2,NA,NA,NA,NA,
20242,1,0,NA,NA,NA,NA,
20242,2,0,NA,NA,NA,NA,
20243,1,1,0,10,10,0,
20243,2,1,0,12,12,0,
20244,1,1,0,18,18,0,
20244,2,1,0,69,69,0,
20245,1,1,0,8,8,0,
20245,2,1,0,25,25,0,
20246,1,2,NA,NA,NA,NA,
20246,2,2,NA,NA,NA,NA,
20247,1,2,NA,NA,NA,NA,
20247,2,1,0,25,25,0,
20248,1,2,NA,NA,NA,NA,
20248,2,2,NA,NA,NA,NA,
20249,1,2,NA,NA,NA,NA,
20249,2,1,18,18,18,0,
20250,1,2,NA,NA,NA,NA,
20250,2,2,NA,NA,NA,NA,
20251,1,1,0,3,3,0,
20251,2,1,0,4,4,0,
20252,1,2,NA,NA,NA,NA,
20252,2,2,NA,NA,NA,NA,
20253,1,1,5,5,5,0,
20253,2,1,15,15,15,0,
20254,1,1,0,6,6,0,
20254,2,1,0,6,6,0,
20255,1,1,0,12,12,0,
20255,2,1,0,18,18,0,
20256,1,2,NA,NA,NA,NA,
20256,2,2,NA,NA,NA,NA,
20257,1,1,0,15,15,0,
20257,2,1,0,10,10,0,
20258,1,9,NSS,NSS,NSS,NSS,
20258,2,1,0,3,3,0,
20259,1,1,0,15,15,0,
20259,2,1,0,30,30,0,
20260,1,2,NA,NA,NA,NA,
20260,2,1,0,12,12,0,
20261,1,2,NA,NA,NA,NA,
20261,2,2,NA,NA,NA,NA,
20262,1,1,0,4,4,0,
20262,2,1,0,7,7,0,
20263,1,1,0,50,50,0,
20263,2,1,0,30,30,0,
20264,1,9,NSS,NSS,NSS,NSS,
20264,2,9,NSS,NSS,NSS,NSS,
20265,1,9,NSS,NSS,NSS,NSS,
20265,2,1,0,10,10,0,
20266,1,1,60,60,60,0,
20266,2,1,60,60,60,0,
20267,1,2,NA,NA,NA,NA,
20267,2,1,0,1,0,1,
20268,1,2,NA,NA,NA,NA,
20268,2,2,NA,NA,NA,NA,
20269,1,2,NA,NA,NA,NA,
20269,2,2,NA,NA,NA,NA,
20270,1,9,NSS,NSS,NSS,NSS,
20270,2,9,NSS,NSS,NSS,NSS,
20271,1,9,NSS,NSS,NSS,NSS,
20271,2,9,NSS,NSS,NSS,NSS,
20272,1,2,NA,NA,NA,NA,
20272,2,1,1,80,80,0,
20273,1,9,NSS,NSS,NSS,NSS,
20273,2,1,0,12,12,0,
20274,1,1,0,13,13,0,
20274,2,1,0,18,18,0,
20275,1,1,0,30,30,0,
20275,2,1,0,24,23,1,
20276,1,9,NSS,NSS,NSS,NSS,
20276,2,1,0,2,0,2,
20277,1,2,NA,NA,NA,NA,
20277,2,2,NA,NA,NA,NA,
20278,1,9,NSS,NSS,NSS,NSS,
20278,2,1,8,46,38,8,
20279,1,1,20,20,20,0,
20279,2,1,21,21,21,0,
20280,1,1,0,5,5,0,
20280,2,1,0,6,6,0,
20281,1,2,NA,NA,NA,NA,
20281,2,2,NA,NA,NA,NA,
20282,1,2,NA,NA,NA,NA,
20282,2,2,NA,NA,NA,NA,
20283,1,2,NA,NA,NA,NA,
20283,2,1,0,2,2,0,
20284,1,2,NA,NA,NA,NA,
20284,2,2,NA,NA,NA,NA,
20285,1,2,NA,NA,NA,NA,
20285,2,1,0,12,12,0,
20286,1,1,0,18,18,0,
20286,2,1,0,14,14,0,
20287,1,2,NA,NA,NA,NA,
20287,2,2,NA,NA,NA,NA,
20288,1,1,0,4,4,0,
20288,2,1,0,5,5,0,
20289,1,9,NSS,NSS,NSS,NSS,
20289,2,1,0,10,10,0,
20290,1,1,0,18,18,0,
20290,2,1,0,25,22,3,
20291,1,1,0,5,5,0,
20291,2,1,0,8,8,0,
20292,1,2,NA,NA,NA,NA,
20292,2,1,0,4,4,0,
20293,1,9,NSS,NSS,NSS,NSS,
20293,2,9,NSS,NSS,NSS,NSS,
20294,1,9,NSS,NSS,NSS,NSS,
20294,2,1,7,56,48,8,
20295,1,2,NA,NA,NA,NA,
20295,2,1,3,141,140,1,
20296,1,1,0,7,7,0,
20296,2,1,0,3,3,0,
20297,1,2,NA,NA,NA,NA,
20297,2,1,0,8,8,0,
20298,1,1,14,173,162,11,
20298,2,1,10,186,178,8,
20299,1,2,NA,NA,NA,NA,
20299,2,2,NA,NA,NA,NA,
20300,1,2,NA,NA,NA,NA,
20300,2,1,1,31,30,1,
20301,1,1,0,17,17,0,
20301,2,1,0,16,15,1,
20302,1,2,NA,NA,NA,NA,
20302,2,1,0,50,50,0,
20303,1,2,NA,NA,NA,NA,
20303,2,2,NA,NA,NA,NA,
20304,1,2,NA,NA,NA,NA,
20304,2,2,NA,NA,NA,NA,
20305,1,2,NA,NA,NA,NA,
20305,2,1,1,14,13,1,
20306,1,1,1,20,20,0,
20306,2,1,2,25,25,0,
20307,1,2,NA,NA,NA,NA,
20307,2,1,0,67,67,0,
20308,1,2,NA,NA,NA,NA,
20308,2,1,0,69,68,1,
20309,1,9,NSS,NSS,NSS,NSS,
20309,2,1,0,6,6,0,
20310,1,9,NSS,NSS,NSS,NSS,
20310,2,9,NSS,NSS,NSS,NSS,
20311,1,1,0,15,15,0,
20311,2,1,0,20,20,0,
20312,1,2,NA,NA,NA,NA,
20312,2,1,0,170,170,0,
20313,1,1,1,1,0,1,
20313,2,2,NA,NA,NA,NA,
20314,1,9,NSS,NSS,NSS,NSS,
20314,2,1,20,20,20,NSS,
20315,1,1,4,41,41,0,
20315,2,1,4,22,22,0,
20316,1,2,NA,NA,NA,NA,
20316,2,2,NA,NA,NA,NA,
20317,1,0,NA,NA,NA,NA,
20317,2,0,NA,NA,NA,NA,
20318,1,1,NSS,NSS,NSS,NSS,
20318,2,1,NSS,859,800,59,
20319,1,0,NA,NA,NA,NA,
20319,2,0,NA,NA,NA,NA,
20320,1,2,NA,NA,NA,NA,
20320,2,2,NA,NA,NA,NA,
20321,1,1,0,1,1,0,
20321,2,1,0,6,6,0,
20322,1,0,NA,NA,NA,NA,
20322,2,0,NA,NA,NA,NA,
20323,1,9,NSS,NSS,NSS,NSS,
20323,2,1,0,50,50,0,
20324,1,1,0,NSS,NSS,NSS,
20324,2,1,0,1205,1200,5,
20325,1,2,NA,NA,NA,NA,
20325,2,1,1,200,199,1,
20326,1,1,0,10,0,10,
20326,2,1,0,11,0,11,
20327,1,9,NSS,NSS,NSS,NSS,
20327,2,1,0,40,40,0,
20328,1,1,0,43,43,0,
20328,2,1,0,51,51,0,
20329,1,1,0,3,3,0,
20329,2,1,0,8,8,0,
20330,1,9,NSS,NSS,NSS,NSS,
20330,2,1,0,38,38,0,
20331,1,2,NA,NA,NA,NA,
20331,2,2,NA,NA,NA,NA,
20332,1,1,0,1,1,0,
20332,2,1,0,5,5,0,
20333,1,9,NSS,NSS,NSS,NSS,
20333,2,1,0,26,26,0,
20334,1,2,NA,NA,NA,NA,
20334,2,1,0,298,298,0,
20335,1,1,0,4,4,0,
20335,2,1,0,3,3,0,
20336,1,1,0,5,5,0,
20336,2,1,0,10,10,0,
20337,1,1,0,48,45,3,
20337,2,1,1,47,42,5,
20338,1,1,2,215,200,15,
20338,2,1,4,275,250,25,
20339,1,1,1,15,15,0,
20339,2,1,1,16,16,0,
20340,1,9,NSS,NSS,NSS,NSS,
20340,2,1,0,8,8,0,
20341,1,9,NSS,NSS,NSS,NSS,
20341,2,1,5,5,5,0,
20342,1,0,NA,NA,NA,NA,
20342,2,0,NA,NA,NA,NA,
20343,1,1,0,15,15,0,
20343,2,1,0,11,11,0,
20344,1,1,0,4,4,0,
20344,2,1,0,6,6,0,
20345,1,1,0,5,5,0,
20345,2,1,0,1,1,0,
20346,1,2,NA,NA,NA,NA,
20346,2,1,15,15,15,0,
20347,1,1,0,5,5,0,
20347,2,1,0,5,5,0,
20348,1,1,0,79,79,0,
20348,2,1,5,98,98,0,
20349,1,1,0,NSS,NSS,0,
20349,2,1,0,NSS,NSS,0,
20350,1,9,NSS,NSS,NSS,NSS,
20350,2,1,20,138,122,16,
20351,1,2,NA,NA,NA,NA,
20351,2,1,0,2,2,0,
20352,1,0,NA,NA,NA,NA,
20352,2,0,NA,NA,NA,NA,
20353,1,2,NA,NA,NA,NA,
20353,2,1,0,7,7,0,
20354,1,2,NA,NA,NA,NA,
20354,2,2,NA,NA,NA,NA,
20355,1,2,NA,NA,NA,NA,
20355,2,2,NA,NA,NA,NA,
20356,1,1,1,14,14,0,
20356,2,1,3,19,19,0,
20357,1,2,NA,NA,NA,NA,
20357,2,2,NA,NA,NA,NA,
20358,1,9,NSS,NSS,NSS,NSS,
20358,2,1,0,8,8,0,
20359,1,2,NA,NA,NA,NA,
20359,2,1,0,3,3,0,
20360,1,1,0,12,12,0,
20360,2,1,0,17,17,0,
20361,1,2,NA,NA,NA,NA,
20361,2,2,NA,NA,NA,NA,
20362,1,1,18,18,18,0,
20362,2,1,18,18,18,0,
20363,1,2,NA,NA,NA,NA,
20363,2,1,1,6,5,1,
20364,1,2,NA,NA,NA,NA,
20364,2,1,0,38,38,0,
20365,1,1,0,5,5,0,
20365,2,1,0,6,6,0,
20366,1,1,20,20,20,0,
20366,2,1,25,25,25,0,
20367,1,2,NA,NA,NA,NA,
20367,2,2,NA,NA,NA,NA,
20368,1,1,0,8,8,0,
20368,2,1,0,12,12,0,
20369,1,1,5,40,35,5,
20369,2,1,5,25,20,5,
20370,1,2,NA,NA,NA,NA,
20370,2,2,NA,NA,NA,NA,
20371,1,2,NA,NA,NA,NA,
20371,2,1,0,5,5,0,
20372,1,1,0,3,3,0,
20372,2,1,0,5,5,0,
20373,1,2,NA,NA,NA,NA,
20373,2,1,0,2,2,0,
20374,1,9,NSS,NSS,NSS,NSS,
20374,2,9,NSS,NSS,NSS,NSS,
20375,1,9,NSS,NSS,NSS,NSS,
20375,2,1,0,316,316,0,
20376,1,1,0,8,8,0,
20376,2,1,0,8,8,0,
20377,1,2,NA,NA,NA,NA,
20377,2,1,0,301,300,1,
20378,1,9,NSS,NSS,NSS,NSS,
20378,2,1,0,5,5,0,
20379,1,2,NA,NA,NA,NA,
20379,2,2,NA,NA,NA,NA,
20380,1,1,0,NSS,NSS,0,
20380,2,1,0,17,17,0,
20381,1,1,0,42,42,0,
20381,2,1,0,35,35,0,
20382,1,2,NA,NA,NA,NA,
20382,2,2,NA,NA,NA,NA,
20383,1,2,NA,NA,NA,NA,
20383,2,2,NA,NA,NA,NA,
20384,1,1,0,7,7,0,
20384,2,1,0,7,7,0,
20385,1,9,NSS,NSS,NSS,NSS,
20385,2,9,NSS,NSS,NSS,NSS,
20386,1,2,NA,NA,NA,NA,
20386,2,1,0,18,18,0,
20387,1,2,NA,NA,NA,NA,
20387,2,2,NA,NA,NA,NA,
20388,1,9,NSS,NSS,NSS,NSS,
20388,2,1,0,12,10,2,
20389,1,2,NA,NA,NA,NA,
20389,2,1,0,9,3,6,
20390,1,2,NA,NA,NA,NA,
20390,2,1,4,892,701,191,
20391,1,1,0,25,25,0,
20391,2,1,0,25,25,0,
20392,1,2,NA,NA,NA,NA,
20392,2,2,NA,NA,NA,NA,
20393,1,1,0,71,70,1,
20393,2,1,0,51,50,1,
20394,1,1,0,9,9,0,
20394,2,1,0,6,6,0,
20395,1,2,NA,NA,NA,NA,
20395,2,1,0,10,10,0,
20396,1,2,NA,NA,NA,NA,
20396,2,1,10,10,10,0,
20397,1,1,0,385,360,25,
20397,2,1,1,457,429,28,
20398,1,1,0,12,6,6,
20398,2,1,0,6,3,3,
20399,1,2,NA,NA,NA,NA,
20399,2,1,13,13,10,3,
20400,1,1,0,8,8,0,
20400,2,1,0,35,35,0,
20401,1,9,NSS,NSS,NSS,NSS,
20401,2,9,NSS,NSS,NSS,NSS,
20402,1,1,0,37,37,0,
20402,2,1,0,23,23,0,
20403,1,2,NA,NA,NA,NA,
20403,2,1,0,25,20,5,
20404,1,1,0,15,15,0,
20404,2,1,0,10,10,0,
20405,1,2,NA,NA,NA,NA,
20405,2,1,0,6,0,6,
20406,1,2,NA,NA,NA,NA,
20406,2,1,0,23,23,0,
20407,1,9,NSS,NSS,NSS,NSS,
20407,2,2,NA,NA,NA,NA,
20408,1,1,0,1,1,0,
20408,2,1,0,3,3,0,
20409,1,9,NSS,NSS,NSS,NSS,
20409,2,9,NSS,NSS,NSS,NSS,
20410,1,2,NA,NA,NA,NA,
20410,2,2,NA,NA,NA,NA,
20411,1,1,0,5,5,0,
20411,2,1,0,8,8,0,
20412,1,2,NA,NA,NA,NA,
20412,2,1,0,12,12,0,
20413,1,1,0,529,518,11,
20413,2,1,0,479,474,5,
20414,1,2,NA,NA,NA,NA,
20414,2,2,NA,NA,NA,NA,
20415,1,2,NA,NA,NA,NA,
20415,2,1,0,9,9,0,
20416,1,1,0,2,2,0,
20416,2,2,NA,NA,NA,NA,
20417,1,9,NSS,NSS,NSS,NSS,
20417,2,1,0,194,187,7,
20418,1,2,NA,NA,NA,NA,
20418,2,1,0,48,48,0,
20419,1,1,0,5,5,0,
20419,2,1,0,8,8,0,
20420,1,2,NA,NA,NA,NA,
20420,2,2,NA,NA,NA,NA,
20421,1,2,NA,NA,NA,NA,
20421,2,1,0,40,40,0,
20422,1,2,NA,NA,NA,NA,
20422,2,2,NA,NA,NA,NA,
20423,1,2,NA,NA,NA,NA,
20423,2,2,NA,NA,NA,NA,
20424,1,1,0,6,6,0,
20424,2,1,0,7,7,0,
20425,1,2,NA,NA,NA,NA,
20425,2,1,0,1,0,1,
20426,1,2,NA,NA,NA,NA,
20426,2,1,0,20,18,2,
20427,1,9,NSS,NSS,NSS,NSS,
20427,2,1,0,45,45,0,
20428,1,2,NA,NA,NA,NA,
20428,2,2,NA,NA,NA,NA,
20429,1,2,NA,NA,NA,NA,
20429,2,2,NA,NA,NA,NA,
20430,1,1,0,1,1,0,
20430,2,1,0,2,2,0,
20431,1,9,NSS,NSS,NSS,NSS,
20431,2,1,4,4,4,0,
20432,1,1,0,25,25,0,
20432,2,1,0,32,32,0,
20433,1,2,NA,NA,NA,NA,
20433,2,1,0,41,41,0,
20434,1,9,NSS,NSS,NSS,NSS,
20434,2,1,0,23,23,0,
20435,1,2,NA,NA,NA,NA,
20435,2,2,NA,NA,NA,NA,
20436,1,1,0,2,2,0,
20436,2,1,0,5,4,1,
20437,1,2,NA,NA,NA,NA,
20437,2,2,NA,NA,NA,NA,
20438,1,9,NSS,NSS,NSS,NSS,
20438,2,2,NA,NA,NA,NA,
20439,1,9,NSS,NSS,NSS,NSS,
20439,2,1,1,278,272,6,
20440,1,2,NA,NA,NA,NA,
20440,2,2,NA,NA,NA,NA,
20441,1,2,NA,NA,NA,NA,
20441,2,1,3,3,0,3,
20442,1,1,0,4,4,0,
20442,2,1,0,6,6,0,
20443,1,1,0,4,4,0,
20443,2,1,0,4,4,0,
20444,1,2,NA,NA,NA,NA,
20444,2,2,NA,NA,NA,NA,
20445,1,2,NA,NA,NA,NA,
20445,2,2,NA,NA,NA,NA,
20446,1,1,0,25,25,0,
20446,2,1,0,30,30,0,
20447,1,2,NA,NA,NA,NA,
20447,2,1,0,248,245,3,
20448,1,9,NSS,NSS,NSS,NSS,
20448,2,1,0,3,3,0,
20449,1,2,NA,NA,NA,NA,
20449,2,1,0,15,15,0,
20450,1,9,NSS,NSS,NSS,NSS,
20450,2,1,0,39,36,3,
20451,1,1,0,12,12,0,
20451,2,1,0,6,6,0,
20452,1,9,NSS,NSS,NSS,NSS,
20452,2,1,1,21,20,1,
20453,1,2,NA,NA,NA,NA,
20453,2,1,0,45,45,0,
20454,1,2,NA,NA,NA,NA,
20454,2,2,NA,NA,NA,NA,
20455,1,9,NSS,NSS,NSS,NSS,
20455,2,2,NA,NA,NA,NA,
20456,1,9,NSS,NSS,NSS,NSS,
20456,2,2,NA,NA,NA,NA,
20457,1,1,0,20,20,0,
20457,2,1,0,60,60,0,
20458,1,1,0,8,8,0,
20458,2,1,0,5,5,0,
20459,1,2,NA,NA,NA,NA,
20459,2,1,0,36,36,0,
20460,1,2,NA,NA,NA,NA,
20460,2,2,NA,NA,NA,NA,
20461,1,1,0,8,8,0,
20461,2,1,0,10,10,0,
20462,1,2,NA,NA,NA,NA,
20462,2,2,NA,NA,NA,NA,
20463,1,1,0,2,2,0,
20463,2,1,0,2,2,0,
20464,1,2,NA,NA,NA,NA,
20464,2,2,NA,NA,NA,NA,
20465,1,2,NA,NA,NA,NA,
20465,2,2,NA,NA,NA,NA,
20466,1,1,1,25,25,0,
20466,2,1,5,40,40,0,
20467,1,1,0,75,75,0,
20467,2,1,0,69,69,0,
20468,1,0,NA,NA,NA,NA,
20468,2,0,NA,NA,NA,NA,
20469,1,9,NSS,NSS,NSS,NSS,
20469,2,1,0,180,180,0,
20470,1,2,NA,NA,NA,NA,
20470,2,1,0,9,9,0,
20471,1,1,0,5,5,0,
20471,2,1,0,4,4,0,
20472,1,2,NA,NA,NA,NA,
20472,2,2,NA,NA,NA,NA,
20473,1,1,0,5,5,0,
20473,2,1,0,7,7,0,
20474,1,2,NA,NA,NA,NA,
20474,2,1,0,10,8,2,
20475,1,9,NSS,NSS,NSS,NSS,
20475,2,1,28,28,25,3,
20476,1,1,0,3,3,0,
20476,2,1,0,5,5,0,
20477,1,2,NA,NA,NA,NA,
20477,2,2,NA,NA,NA,NA,
20478,1,1,0,2,2,0,
20478,2,1,0,3,3,0,
20479,1,1,0,2,2,0,
20479,2,1,0,4,4,0,
20480,1,1,0,52,52,0,
20480,2,1,0,37,37,0,
20481,1,1,0,3,3,0,
20481,2,1,0,2,2,0,
20482,1,9,NSS,NSS,NSS,NSS,
20482,2,9,NSS,NSS,NSS,NSS,
20483,1,9,NSS,NSS,NSS,NSS,
20483,2,1,0,43,33,10,
20484,1,9,NSS,NSS,NSS,NSS,
20484,2,1,2,19,19,0,
20485,1,2,NA,NA,NA,NA,
20485,2,2,NA,NA,NA,NA,
20486,1,1,0,11,11,0,
20486,2,1,0,13,13,0,
20487,1,9,NSS,NSS,NSS,NSS,
20487,2,1,1,20,13,7,
20488,1,2,NA,NA,NA,NA,
20488,2,2,NA,NA,NA,NA,
20489,1,2,NA,NA,NA,NA,
20489,2,1,0,10,10,0,
20490,1,1,0,24,23,1,
20490,2,1,0,13,13,0,
20491,1,1,0,27,27,0,
20491,2,1,0,60,60,0,
20492,1,2,NA,NA,NA,NA,
20492,2,2,NA,NA,NA,NA,
20493,1,2,NA,NA,NA,NA,
20493,2,2,NA,NA,NA,NA,
20494,1,1,0,4,4,0,
20494,2,1,0,5,5,0,
20495,1,9,NSS,NSS,NSS,NSS,
20495,2,9,NSS,NSS,NSS,NSS,
20496,1,2,NA,NA,NA,NA,
20496,2,1,0,20,20,0,
20497,1,1,0,65,65,0,
20497,2,1,0,80,80,0,
20498,1,0,NA,NA,NA,NA,
20498,2,0,NA,NA,NA,NA,
20499,1,1,0,2,2,0,
20499,2,1,0,2,2,0,
20500,1,1,2,2,0,2,
20500,2,1,1,1,0,1,
20501,1,9,NSS,NSS,NSS,NSS,
20501,2,1,0,15,15,0,
20502,1,9,NSS,NSS,NSS,NSS,
20502,2,1,0,45,45,0,
20503,1,2,NA,NA,NA,NA,
20503,2,2,NA,NA,NA,NA,
20504,1,2,NA,NA,NA,NA,
20504,2,1,0,3,3,0,
20505,1,9,NSS,NSS,NSS,NSS,
20505,2,1,0,49,49,0,
20506,1,2,NA,NA,NA,NA,
20506,2,2,NA,NA,NA,NA,
20507,1,2,NA,NA,NA,NA,
20507,2,2,NA,NA,NA,NA,
20508,1,2,NA,NA,NA,NA,
20508,2,1,2,2,0,2,
20509,1,9,NSS,NSS,NSS,NSS,
20509,2,9,NSS,NSS,NSS,NSS,
20510,1,2,NA,NA,NA,NA,
20510,2,2,NA,NA,NA,NA,
20511,1,9,NSS,NSS,NSS,NSS,
20511,2,1,0,21,16,5,
20512,1,1,0,6,6,0,
20512,2,1,0,6,6,0,
20513,1,9,NSS,NSS,NSS,NSS,
20513,2,1,0,26,26,0,
20514,1,1,0,4,4,0,
20514,2,1,0,8,8,0,
20515,1,1,0,1360,1360,0,
20515,2,1,0,1329,1329,0,
20516,1,2,NA,NA,NA,NA,
20516,2,2,NA,NA,NA,NA,
20517,1,2,NA,NA,NA,NA,
20517,2,2,NA,NA,NA,NA,
20518,1,1,0,1,1,0,
20518,2,1,0,3,3,0,
20519,1,2,NA,NA,NA,NA,
20519,2,1,0,6,5,1,
20520,1,9,NSS,NSS,NSS,NSS,
20520,2,1,4,4,0,4,
20521,1,2,NA,NA,NA,NA,
20521,2,2,NA,NA,NA,NA,
20522,1,2,NA,NA,NA,NA,
20522,2,2,NA,NA,NA,NA,
20523,1,2,NA,NA,NA,NA,
20523,2,2,NA,NA,NA,NA,
20524,1,2,NA,NA,NA,NA,
20524,2,2,NA,NA,NA,NA,
20525,1,9,NSS,NSS,NSS,NSS,
