ubicageo_f,aniorefe_b,totalca1
17009,1,NSS
17009,2,NA
17010,1,49
17010,2,42
17011,1,892
17011,2,741
17012,1,698
17012,2,624
17013,1,NSS
17013,2,280
17014,1,NA
17014,2,45
17015,1,113
17015,2,54
17016,1,NSS
17016,2,67
17017,1,229
17017,2,210
17018,1,1125
17018,2,529
17019,1,340
17019,2,347
17020,1,NA
17020,2,526
17021,1,NSS
17021,2,15
17022,1,80
17022,2,72
17023,1,67
17023,2,77
17024,1,430
17024,2,590
17025,1,450
17025,2,279
17026,1,NSS
17026,2,329
17027,1,NA
17027,2,NA
17028,1,547
17028,2,487
17029,1,497
17029,2,534
17030,1,625
17030,2,553
17031,1,NA
17031,2,NA
17032,1,61
17032,2,39
17033,1,NA
17033,2,211
17034,1,NSS
17034,2,162
17035,1,NA
17035,2,NA
17036,1,NSS
17036,2,22
18001,1,567
18001,2,612
18002,1,18
18002,2,25
18003,1,NA
18003,2,72
18004,1,1139
18004,2,1286
18005,1,NA
18005,2,143
18006,1,459
18006,2,366
18007,1,NSS
18007,2,26
18008,1,330
18008,2,717
18009,1,232
18009,2,40
18010,1,52
18010,2,130
18011,1,127
18011,2,109
18012,1,NA
18012,2,463
18013,1,41
18013,2,56
18014,1,218
18014,2,199
18015,1,1095
18015,2,1120
18016,1,500
18016,2,802
18017,1,5772
18017,2,8432
18018,1,1265
18018,2,933
18019,1,20
18019,2,23
18020,1,1838
18020,2,2757
19001,1,NA
19001,2,NA
19002,1,NA
19002,2,NA
19003,1,NA
19003,2,NA
19004,1,1371
19004,2,1086
19005,1,NA
19005,2,NA
19006,1,6366
19006,2,5831
19007,1,40
19007,2,65
19008,1,NA
19008,2,NA
19009,1,3240
19009,2,2499
19010,1,767
19010,2,2469
19011,1,NA
19011,2,NA
19012,1,NA
19012,2,1855
19013,1,24
19013,2,30
19014,1,120
19014,2,115
19015,1,NA
19015,2,NA
19016,1,NA
19016,2,NA
19017,1,446
19017,2,468
19018,1,4942
19018,2,5748
19019,1,1251
19019,2,1175
19020,1,70
19020,2,62
19021,1,3254
19021,2,2722
19022,1,386
19022,2,361
19023,1,NA
19023,2,NA
19024,1,NA
19024,2,NA
19025,1,NA
19025,2,NA
19026,1,7509
19026,2,6017
19027,1,15
19027,2,6
19028,1,NA
19028,2,NA
19029,1,142
19029,2,160
19030,1,55
19030,2,26
19031,1,NA
19031,2,2575
19032,1,NA
19032,2,NA
19033,1,2629
19033,2,2656
19034,1,NA
19034,2,NA
19035,1,NA
19035,2,NA
19036,1,NA
19036,2,55
19037,1,NSS
19037,2,41
19038,1,NA
19038,2,NA
19039,1,6745
19039,2,7146
19040,1,NA
19040,2,NA
19041,1,1649
19041,2,2085
19042,1,NA
19042,2,26
19043,1,NA
19043,2,NSS
19044,1,NA
19044,2,NA
19045,1,NA
19045,2,2569
19046,1,3486
19046,2,3390
19047,1,NSS
19047,2,402
19048,1,3685
19048,2,3475
19049,1,NA
19049,2,NA
19050,1,NA
19050,2,NA
19051,1,NSS
19051,2,NA
20001,1,6
20001,2,5
20002,1,290
20002,2,416
20003,1,NA
20003,2,NA
20004,1,NA
20004,2,4
20005,1,NA
20005,2,105
20006,1,118
20006,2,137
20007,1,NSS
20007,2,12
20008,1,NA
20008,2,NA
20009,1,NSS
20009,2,50
20010,1,NSS
20010,2,5
20011,1,2
20011,2,7
20012,1,50
20012,2,80
20013,1,NA
20013,2,5
20014,1,NA
20014,2,NA
20015,1,8
20015,2,4
20016,1,2
20016,2,7
20017,1,4
20017,2,7
20018,1,NA
20018,2,NA
20019,1,6
20019,2,8
20020,1,NA
20020,2,NA
20021,1,NSS
20021,2,290
20022,1,12
20022,2,40
20023,1,NSS
20023,2,341
20024,1,NA
20024,2,NA
20025,1,NSS
20025,2,75
20026,1,45
20026,2,60
20027,1,NA
20027,2,3
20028,1,378
20028,2,296
20029,1,NA
20029,2,18
20030,1,NSS
20030,2,30
20031,1,NA
20031,2,NA
20032,1,2
20032,2,2
20033,1,8
20033,2,20
20034,1,12
20034,2,8
20035,1,8
20035,2,5
20036,1,NA
20036,2,6
20037,1,NA
20037,2,NA
20038,1,NA
20038,2,NA
20039,1,NSS
20039,2,1157
20040,1,NSS
20040,2,21
20041,1,92
20041,2,167
20042,1,102
20042,2,200
20043,1,NSS
20043,2,175
20044,1,NA
20044,2,332
20045,1,11
20045,2,32
20046,1,NSS
20046,2,23
20047,1,NA
20047,2,NA
20048,1,NA
20048,2,NA
20049,1,7
20049,2,5
20050,1,NA
20050,2,NA
20051,1,41
20051,2,18
20052,1,NA
20052,2,55
20053,1,NA
20053,2,NA
20054,1,NSS
20054,2,3
20055,1,40
20055,2,38
20056,1,NA
20056,2,17
20057,1,NSS
20057,2,499
20058,1,NSS
20058,2,100
20059,1,465
20059,2,470
20060,1,NSS
20060,2,45
20061,1,NSS
20061,2,NSS
20062,1,NA
20062,2,10
20063,1,10
20063,2,14
20064,1,NA
20064,2,NA
20065,1,6
20065,2,7
20066,1,NSS
20066,2,50
20067,1,1355
20067,2,1844
20068,1,NSS
20068,2,178
20069,1,1
20069,2,NA
20070,1,NA
20070,2,50
20071,1,NA
20071,2,NA
20072,1,NA
20072,2,NA
20073,1,56
20073,2,56
20074,1,NA
20074,2,NA
20075,1,NSS
20075,2,15
20076,1,NA
20076,2,15
20077,1,NSS
20077,2,28
20078,1,NA
20078,2,NA
20079,1,NSS
20079,2,1230
20080,1,NA
20080,2,NA
20081,1,45
20081,2,56
20082,1,NA
20082,2,NA
20083,1,230
20083,2,240
20084,1,NSS
20084,2,24
20085,1,NSS
20085,2,25
20086,1,NA
20086,2,6
20087,1,NA
20087,2,13
20088,1,NA
20088,2,15
20089,1,NA
20089,2,15
20090,1,NA
20090,2,NA
20091,1,NA
20091,2,NA
20092,1,NA
20092,2,20
20093,1,1
20093,2,1
20094,1,NSS
20094,2,12
20095,1,26
20095,2,30
20096,1,NA
20096,2,NA
20097,1,NA
20097,2,NA
20098,1,NSS
20098,2,40
20099,1,10
20099,2,12
20100,1,15
20100,2,16
20101,1,NA
20101,2,NA
20102,1,10
20102,2,19
20103,1,NSS
20103,2,54
20104,1,48
20104,2,48
20105,1,1
20105,2,1
20106,1,NA
20106,2,NA
20107,1,93
20107,2,100
20108,1,NSS
20108,2,31
20109,1,8
20109,2,8
20110,1,NA
20110,2,11
20111,1,NA
20111,2,NA
20112,1,NA
20112,2,NA
20113,1,10
20113,2,15
20114,1,NA
20114,2,NA
20115,1,NSS
20115,2,NSS
20116,1,NSS
20116,2,18
20117,1,NSS
20117,2,20
20118,1,NA
20118,2,76
20119,1,10
20119,2,2
20120,1,NA
20120,2,NA
20121,1,2
20121,2,4
20122,1,NA
20122,2,NA
20123,1,NA
20123,2,NA
20124,1,NSS
20124,2,560
20125,1,NA
20125,2,30
20126,1,150
20126,2,488
20127,1,1
20127,2,2
20128,1,10
20128,2,8
20129,1,NA
20129,2,NA
20130,1,NSS
20130,2,20
20131,1,NSS
20131,2,11
20132,1,16
20132,2,10
20133,1,NA
20133,2,NA
20134,1,NA
20134,2,330
20135,1,10
20135,2,13
20136,1,NSS
20136,2,77
20137,1,NSS
20137,2,48
20138,1,NA
20138,2,NA
20139,1,NA
20139,2,2
20140,1,NA
20140,2,NA
20141,1,NSS
20141,2,39
20142,1,21
20142,2,19
20143,1,NSS
20143,2,75
20144,1,4
20144,2,7
20145,1,16
20145,2,13
20146,1,NA
20146,2,NA
20147,1,NA
20147,2,NA
20148,1,5
20148,2,4
20149,1,NA
20149,2,NA
20150,1,31
20150,2,50
20151,1,NA
20151,2,NA
20152,1,4
20152,2,12
20153,1,NSS
20153,2,65
20154,1,1
20154,2,11
20155,1,4
20155,2,7
20156,1,10
20156,2,30
20157,1,NSS
20157,2,220
20158,1,NSS
20158,2,NSS
20159,1,NA
20159,2,7
20160,1,NSS
20160,2,NA
20161,1,NSS
20161,2,6
20162,1,21
20162,2,16
20163,1,NA
20163,2,NA
20164,1,8
20164,2,11
20165,1,NA
20165,2,NA
20166,1,NSS
20166,2,237
20167,1,NA
20167,2,NA
20168,1,NA
20168,2,NA
20169,1,NSS
20169,2,60
20170,1,NA
20170,2,NA
20171,1,NA
20171,2,34
20172,1,3
20172,2,6
20173,1,13
20173,2,16
20174,1,NA
20174,2,NA
20175,1,6
20175,2,14
20176,1,3
20176,2,4
20177,1,107
20177,2,120
20178,1,3
20178,2,4
20179,1,10
20179,2,14
20180,1,NA
20180,2,16
20181,1,1
20181,2,3
20182,1,NSS
20182,2,23
20183,1,NA
20183,2,2
20184,1,1738
20184,2,1512
20185,1,NA
20185,2,3
20186,1,4
20186,2,3
20187,1,NSS
20187,2,11
20188,1,NA
20188,2,50
20189,1,NSS
20189,2,10
20190,1,NSS
20190,2,NSS
20191,1,NA
20191,2,3
20192,1,12
20192,2,18
20193,1,NA
20193,2,18
20194,1,NA
20194,2,NA
20195,1,NA
20195,2,NA
20196,1,18
20196,2,20
20197,1,NA
20197,2,7
20198,1,NSS
20198,2,67
20199,1,2
20199,2,3
20200,1,NA
20200,2,NA
20201,1,8
20201,2,10
20202,1,NA
20202,2,58
20203,1,3
20203,2,5
20204,1,NA
20204,2,NA
20205,1,NA
20205,2,NA
20206,1,12
20206,2,16
20207,1,NA
20207,2,NA
20208,1,10
20208,2,7
20209,1,NA
20209,2,NA
20210,1,8
20210,2,6
20211,1,4
20211,2,3
20212,1,3
20212,2,8
20213,1,65
20213,2,80
20214,1,8
20214,2,8
20215,1,NA
20215,2,NA
20216,1,NA
20216,2,2
20217,1,NSS
20217,2,NSS
20218,1,NA
20218,2,5
20219,1,20
20219,2,14
20220,1,8
20220,2,8
20221,1,NA
20221,2,NA
20222,1,11
20222,2,6
20223,1,2
20223,2,8
20224,1,NA
20224,2,NA
20225,1,NA
20225,2,NA
20226,1,NA
20226,2,NA
20227,1,10
20227,2,55
20228,1,NA
20228,2,NA
20229,1,NA
20229,2,NA
20230,1,10
20230,2,10
20231,1,98
20231,2,110
20232,1,NSS
20232,2,231
20233,1,NA
20233,2,NA
20234,1,35
20234,2,50
20235,1,NA
20235,2,NA
20236,1,6
20236,2,6
20237,1,NSS
20237,2,NA
20238,1,NA
20238,2,NA
20239,1,1
20239,2,2
20240,1,NA
20240,2,NA
20241,1,5
20241,2,NA
20242,1,NA
20242,2,NA
20243,1,10
20243,2,12
20244,1,18
20244,2,69
20245,1,8
20245,2,25
20246,1,NA
20246,2,NA
20247,1,NA
20247,2,25
20248,1,NA
20248,2,NA
20249,1,NA
20249,2,18
20250,1,NA
20250,2,NA
20251,1,3
20251,2,4
20252,1,NA
20252,2,NA
20253,1,5
20253,2,15
20254,1,6
20254,2,6
20255,1,12
20255,2,18
20256,1,NA
20256,2,NA
20257,1,15
20257,2,10
20258,1,NSS
20258,2,3
20259,1,15
20259,2,30
20260,1,NA
20260,2,12
20261,1,NA
20261,2,NA
20262,1,4
20262,2,7
20263,1,50
20263,2,30
20264,1,NSS
20264,2,NSS
20265,1,NSS
20265,2,10
20266,1,60
20266,2,60
20267,1,NA
20267,2,NA
20268,1,NA
20268,2,NA
20269,1,NA
20269,2,NA
20270,1,NSS
20270,2,NSS
20271,1,NSS
20271,2,NSS
20272,1,NA
20272,2,80
20273,1,NSS
20273,2,12
20274,1,13
20274,2,18
20275,1,30
20275,2,23
20276,1,NSS
20276,2,NA
20277,1,NA
20277,2,NA
20278,1,NSS
20278,2,38
20279,1,20
20279,2,21
20280,1,5
20280,2,6
20281,1,NA
20281,2,NA
20282,1,NA
20282,2,NA
20283,1,NA
20283,2,2
20284,1,NA
20284,2,NA
20285,1,NA
20285,2,12
20286,1,18
20286,2,14
20287,1,NA
20287,2,NA
20288,1,4
20288,2,5
20289,1,NSS
20289,2,10
20290,1,18
20290,2,22
20291,1,5
20291,2,8
20292,1,NA
20292,2,4
20293,1,NSS
20293,2,NSS
20294,1,NSS
20294,2,61
20295,1,NA
20295,2,140
20296,1,7
20296,2,3
20297,1,NA
20297,2,8
20298,1,162
20298,2,178
20299,1,NA
20299,2,NA
20300,1,NA
20300,2,30
20301,1,17
20301,2,15
20302,1,NA
20302,2,50
20303,1,NA
20303,2,NA
20304,1,NA
20304,2,NA
20305,1,NA
20305,2,13
20306,1,20
20306,2,25
20307,1,NA
20307,2,67
20308,1,NA
20308,2,68
20309,1,NSS
20309,2,6
20310,1,NSS
20310,2,NSS
20311,1,15
20311,2,20
20312,1,NA
20312,2,170
20313,1,NA
20313,2,NA
20314,1,NSS
20314,2,20
20315,1,41
20315,2,22
20316,1,NA
20316,2,NA
20317,1,NA
20317,2,NA
20318,1,NA
20318,2,800
20319,1,NA
20319,2,NA
20320,1,NA
20320,2,NA
20321,1,1
20321,2,6
20322,1,NA
20322,2,NA
20323,1,NSS
20323,2,50
20324,1,NA
20324,2,1200
20325,1,NA
20325,2,200
20326,1,NA
20326,2,NA
20327,1,NSS
20327,2,40
20328,1,43
20328,2,51
20329,1,3
20329,2,8
20330,1,NSS
20330,2,38
20331,1,NA
20331,2,NA
20332,1,1
20332,2,5
20333,1,NSS
20333,2,26
20334,1,NA
20334,2,298
20335,1,4
20335,2,3
20336,1,5
20336,2,10
20337,1,45
20337,2,42
20338,1,200
20338,2,250
20339,1,15
20339,2,16
20340,1,NSS
20340,2,8
20341,1,NSS
20341,2,5
20342,1,NA
20342,2,NA
20343,1,16
20343,2,13
20344,1,4
20344,2,6
20345,1,5
20345,2,1
20346,1,NA
20346,2,15
20347,1,5
20347,2,5
20348,1,79
20348,2,98
20349,1,NA
20349,2,NA
20350,1,NSS
20350,2,181
20351,1,NA
20351,2,2
20352,1,NA
20352,2,NA
20353,1,NA
20353,2,7
20354,1,NA
20354,2,NA
20355,1,NA
20355,2,NA
20356,1,19
20356,2,22
20357,1,NA
20357,2,NA
20358,1,NSS
20358,2,8
20359,1,NA
20359,2,3
20360,1,12
20360,2,17
20361,1,NA
20361,2,NA
20362,1,18
20362,2,18
20363,1,NA
20363,2,5
20364,1,NA
20364,2,38
20365,1,5
20365,2,6
20366,1,20
20366,2,25
20367,1,NA
20367,2,NA
20368,1,8
20368,2,12
20369,1,35
20369,2,25
20370,1,NA
20370,2,NA
20371,1,NA
20371,2,5
20372,1,3
20372,2,5
20373,1,NA
20373,2,2
20374,1,NSS
20374,2,NSS
20375,1,NSS
20375,2,316
20376,1,8
20376,2,8
20377,1,NA
20377,2,300
20378,1,NSS
20378,2,5
20379,1,NA
20379,2,NA
20380,1,NA
20380,2,24
20381,1,42
20381,2,35
20382,1,NA
20382,2,NA
20383,1,NA
20383,2,NA
20384,1,7
20384,2,7
20385,1,NSS
20385,2,NSS
20386,1,NA
20386,2,18
20387,1,NA
20387,2,NA
20388,1,NSS
20388,2,10
20389,1,NA
20389,2,3
20390,1,NA
20390,2,747
20391,1,25
20391,2,25
20392,1,NA
20392,2,NA
20393,1,70
20393,2,50
20394,1,9
20394,2,6
20395,1,NA
20395,2,10
20396,1,NA
20396,2,10
20397,1,360
20397,2,429
20398,1,6
20398,2,3
20399,1,NA
20399,2,10
20400,1,8
20400,2,35
20401,1,NSS
20401,2,NSS
20402,1,37
20402,2,23
20403,1,NA
20403,2,20
20404,1,15
20404,2,10
20405,1,NA
20405,2,NA
20406,1,NA
20406,2,23
20407,1,NSS
20407,2,NA
20408,1,1
20408,2,3
20409,1,NSS
20409,2,NSS
20410,1,NA
20410,2,NA
20411,1,5
20411,2,11
20412,1,NA
20412,2,12
20413,1,518
20413,2,474
20414,1,NA
20414,2,NA
20415,1,NA
20415,2,9
20416,1,2
20416,2,NA
20417,1,NSS
20417,2,187
20418,1,NA
20418,2,48
20419,1,5
20419,2,8
20420,1,NA
20420,2,NA
20421,1,NA
20421,2,40
20422,1,NA
20422,2,NA
20423,1,NA
20423,2,NA
20424,1,6
20424,2,7
20425,1,NA
20425,2,NA
20426,1,NA
20426,2,18
20427,1,NSS
20427,2,45
20428,1,NA
20428,2,NA
20429,1,NA
20429,2,NA
20430,1,1
20430,2,2
20431,1,NSS
20431,2,4
20432,1,25
20432,2,32
20433,1,NA
20433,2,41
20434,1,NSS
20434,2,23
20435,1,NA
20435,2,NA
20436,1,2
20436,2,4
20437,1,NA
20437,2,NA
20438,1,NSS
20438,2,NA
20439,1,NSS
20439,2,272
20440,1,NA
20440,2,NA
20441,1,NA
20441,2,NA
20442,1,4
20442,2,6
20443,1,4
20443,2,4
20444,1,NA
20444,2,NA
20445,1,NA
20445,2,NA
20446,1,25
20446,2,30
20447,1,NA
20447,2,245
20448,1,NSS
20448,2,3
20449,1,NA
20449,2,15
20450,1,NSS
20450,2,36
20451,1,12
20451,2,6
20452,1,NSS
20452,2,20
20453,1,NA
20453,2,45
20454,1,NA
20454,2,NA
20455,1,NSS
20455,2,NA
20456,1,NSS
20456,2,NA
20457,1,20
20457,2,60
20458,1,8
20458,2,5
20459,1,NA
20459,2,36
20460,1,NA
20460,2,NA
20461,1,8
20461,2,10
20462,1,NA
20462,2,NA
20463,1,2
20463,2,2
20464,1,NA
20464,2,NA
20465,1,NA
20465,2,NA
20466,1,25
20466,2,40
20467,1,75
20467,2,69
20468,1,NA
20468,2,NA
20469,1,NSS
20469,2,180
20470,1,NA
20470,2,9
20471,1,5
20471,2,4
20472,1,NA
20472,2,NA
20473,1,5
20473,2,7
20474,1,NA
20474,2,8
20475,1,NSS
20475,2,25
20476,1,3
20476,2,5
20477,1,NA
20477,2,NA
20478,1,2
20478,2,3
20479,1,2
20479,2,4
20480,1,52
20480,2,37
20481,1,3
20481,2,2
20482,1,NSS
20482,2,NSS
20483,1,NSS
20483,2,33
20484,1,NSS
20484,2,19
20485,1,NA
20485,2,NA
20486,1,11
20486,2,13
20487,1,NSS
20487,2,13
20488,1,NA
20488,2,NA
20489,1,NA
20489,2,10
20490,1,23
20490,2,13
20491,1,27
20491,2,60
20492,1,NA
20492,2,NA
20493,1,NA
20493,2,NA
20494,1,4
20494,2,5
20495,1,NSS
20495,2,NSS
20496,1,NA
20496,2,20
20497,1,65
20497,2,80
20498,1,NA
20498,2,NA
20499,1,2
20499,2,2
20500,1,NA
20500,2,NA
20501,1,NSS
20501,2,15
20502,1,NSS
20502,2,45
20503,1,NA
20503,2,NA
20504,1,NA
20504,2,3
20505,1,NSS
20505,2,49
20506,1,NA
20506,2,NA
20507,1,NA
20507,2,NA
20508,1,NA
20508,2,NA
20509,1,NSS
20509,2,NSS
20510,1,NA
20510,2,NA
20511,1,NSS
20511,2,16
20512,1,6
20512,2,6
20513,1,NSS
20513,2,26
20514,1,4
20514,2,8
20515,1,1360
20515,2,1329
20516,1,NA
20516,2,NA
20517,1,NA
20517,2,NA
20518,1,1
20518,2,3
20519,1,NA
20519,2,6
20520,1,NSS
20520,2,NA
20521,1,NA
20521,2,NA
20522,1,NA
20522,2,NA
20523,1,NA
20523,2,NA
20524,1,NA
20524,2,NA
20525,1,NSS
20525,2,40
20526,1,NSS
20526,2,NSS
20527,1,5
20527,2,8
20528,1,6
20528,2,15
20529,1,19
20529,2,17
20530,1,4
20530,2,6
20531,1,3
20531,2,12
20532,1,NA
20532,2,17
20533,1,NSS
20533,2,NSS
20534,1,NA
20534,2,NA
20535,1,NA
20535,2,NA
20536,1,2
20536,2,4
20537,1,NSS
20537,2,30
20538,1,NA
20538,2,NA
20539,1,10
20539,2,55
20540,1,76
20540,2,142
20541,1,9
20541,2,7
20542,1,NA
20542,2,NA
20543,1,NA
20543,2,1
20544,1,12
20544,2,53
20545,1,NA
20545,2,69
20546,1,4
20546,2,3
20547,1,8
20547,2,11
20548,1,NA
20548,2,NA
20549,1,NSS
20549,2,60
20550,1,17
20550,2,10
20551,1,805
20551,2,630
20552,1,NA
20552,2,NA
20553,1,NA
20553,2,18
20554,1,4
20554,2,2
20555,1,NA
20555,2,24
20556,1,NA
20556,2,NA
20557,1,NA
20557,2,NA
20558,1,NA
20558,2,NA
20559,1,NA
20559,2,243
20560,1,NA
20560,2,NA
20561,1,35
20561,2,48
20562,1,NA
20562,2,NA
20563,1,NA
20563,2,NA
20564,1,NA
20564,2,2
20565,1,NSS
20565,2,322
20566,1,6
20566,2,8
20567,1,5
20567,2,11
20568,1,NSS
20568,2,NSS
20569,1,NA
20569,2,22
20570,1,220
20570,2,230
21001,1,90
21001,2,143
21002,1,4
21002,2,20
21003,1,NA
21003,2,40
21004,1,24
21004,2,121
21005,1,5
21005,2,8
21006,1,10
21006,2,179
21007,1,3
21007,2,12
21008,1,NA
21008,2,NA
21009,1,NA
21009,2,NA
21010,1,95
21010,2,276
21011,1,4
21011,2,6
21012,1,NSS
21012,2,NA
21013,1,NA
21013,2,NA
21014,1,NA
21014,2,NA
21015,1,199
21015,2,274
21016,1,NA
21016,2,32
21017,1,295
21017,2,346
21018,1,NA
21018,2,NA
21019,1,2106
21019,2,1826
21020,1,NA
21020,2,NA
21021,1,NA
21021,2,NA
21022,1,25
21022,2,121
21023,1,NA
21023,2,NA
21024,1,NA
21024,2,NA
21025,1,NSS
21025,2,250
21026,1,NSS
21026,2,36
21027,1,NA
21027,2,5
21028,1,NA
21028,2,8
21029,1,10
21029,2,15
21030,1,NA
21030,2,NA
21031,1,5
21031,2,10
21032,1,3
21032,2,5
21033,1,2
21033,2,16
21034,1,NSS
21034,2,515
21035,1,17
21035,2,76
21036,1,NA
21036,2,NA
21037,1,NA
21037,2,NA
21038,1,12
21038,2,42
21039,1,NA
21039,2,62
21040,1,NA
21040,2,10
21041,1,NA
21041,2,899
21042,1,NA
21042,2,9
21043,1,50
21043,2,153
21044,1,NA
21044,2,NA
21045,1,NSS
21045,2,NSS
21046,1,NA
21046,2,NA
21047,1,33
21047,2,150
21048,1,72
21048,2,71
21049,1,NSS
21049,2,84
21050,1,NSS
21050,2,60
21051,1,NA
21051,2,340
21052,1,NA
21052,2,NA
21053,1,284
21053,2,369
21054,1,98
21054,2,580
21055,1,NA
21055,2,41
21056,1,NA
21056,2,4
21057,1,NA
21057,2,30
21058,1,29
21058,2,90
21059,1,NA
21059,2,22
21060,1,20
21060,2,131
21061,1,35
21061,2,45
21062,1,5
21062,2,28
21063,1,15
21063,2,74
21064,1,NA
21064,2,162
21065,1,31
21065,2,28
21066,1,NA
21066,2,35
21067,1,8
21067,2,11
21068,1,28
21068,2,105
21069,1,NA
21069,2,196
21070,1,NA
21070,2,NA
21071,1,426
21071,2,2049
21072,1,NA
21072,2,228
21073,1,50
21073,2,50
21074,1,938
21074,2,819
21075,1,86
21075,2,405
21076,1,57
21076,2,315
21077,1,26
21077,2,39
21078,1,36
21078,2,125
21079,1,1
21079,2,6
21080,1,15
21080,2,26
21081,1,NA
21081,2,5
21082,1,NA
21082,2,NA
21083,1,NA
21083,2,NA
21084,1,55
21084,2,60
21085,1,2828
21085,2,1131
21086,1,NSS
21086,2,15
21087,1,NA
21087,2,23
21088,1,15
21088,2,17
21089,1,NA
21089,2,NA
21090,1,NSS
21090,2,259
21091,1,NSS
21091,2,120
21092,1,NA
21092,2,3
21093,1,10
21093,2,14
21094,1,NSS
21094,2,230
21095,1,NA
21095,2,NA
21096,1,NA
21096,2,NA
21097,1,NA
21097,2,23
21098,1,NA
21098,2,28
21099,1,NA
21099,2,NA
21100,1,NSS
21100,2,9
21101,1,5
21101,2,20
21102,1,NSS
21102,2,211
21103,1,NA
21103,2,NA
21104,1,92
21104,2,76
21105,1,NA
21105,2,3
21106,1,25
21106,2,173
21107,1,12
21107,2,30
21108,1,NSS
21108,2,159
21109,1,32
21109,2,231
21110,1,33
21110,2,163
21111,1,5
21111,2,250
21112,1,NA
21112,2,38
21113,1,NA
21113,2,2
21114,1,991
21114,2,885
21115,1,NA
21115,2,69
21116,1,NA
21116,2,NA
21117,1,130
21117,2,145
21118,1,47
21118,2,213
21119,1,NA
21119,2,NA
21120,1,NA
21120,2,12
21121,1,NSS
21121,2,5
21122,1,NSS
21122,2,71
21123,1,16
21123,2,NA
21124,1,167
21124,2,407
21125,1,NA
21125,2,23
21126,1,27
21126,2,30
21127,1,NA
21127,2,14
21128,1,61
21128,2,83
21129,1,NA
21129,2,NA
21130,1,NA
21130,2,32
21131,1,NA
21131,2,15
21132,1,2141
21132,2,1162
21133,1,5
21133,2,26
21134,1,NA
21134,2,212
21135,1,NA
21135,2,NA
21136,1,NA
21136,2,3
21137,1,NA
21137,2,NA
21138,1,NSS
21138,2,183
21139,1,NA
21139,2,35
21140,1,2046
21140,2,2625
21141,1,NA
21141,2,6
21142,1,8
21142,2,134
21143,1,55
21143,2,25
21144,1,12
21144,2,32
21145,1,NA
21145,2,NA
21146,1,NA
21146,2,NA
21147,1,NA
21147,2,6
21148,1,NA
21148,2,NA
21149,1,90
21149,2,554
21150,1,NA
21150,2,NA
21151,1,10
21151,2,27
21152,1,NA
21152,2,NA
21153,1,114
21153,2,111
21154,1,NSS
21154,2,201
21155,1,124
21155,2,123
21156,1,4709
21156,2,4572
21157,1,NA
21157,2,80
21158,1,10
21158,2,45
21159,1,2
21159,2,71
21160,1,NA
21160,2,NA
21161,1,73
21161,2,109
21162,1,10
21162,2,25
21163,1,NSS
21163,2,59
21164,1,479
21164,2,470
21165,1,10
21165,2,15
21166,1,6
21166,2,36
21167,1,5
21167,2,25
21168,1,NA
21168,2,36
21169,1,151
21169,2,177
21170,1,NSS
21170,2,NA
21171,1,NA
21171,2,19
21172,1,13
21172,2,46
21173,1,2
21173,2,34
21174,1,1684
21174,2,1787
21175,1,NSS
21175,2,NSS
21176,1,NA
21176,2,NA
21177,1,75
21177,2,181
21178,1,27
21178,2,31
21179,1,NA
21179,2,35
21180,1,NSS
21180,2,59
21181,1,NA
21181,2,41
21182,1,NA
21182,2,5
21183,1,320
21183,2,360
21184,1,NSS
21184,2,55
21185,1,NA
21185,2,155
21186,1,79
21186,2,261
21187,1,NA
21187,2,NA
21188,1,70
21188,2,35
21189,1,NA
21189,2,58
21190,1,NA
21190,2,5
21191,1,NSS
21191,2,NSS
21192,1,8
21192,2,28
21193,1,NA
21193,2,28
21194,1,126
21194,2,248
21195,1,NA
21195,2,15
21196,1,6
21196,2,8
21197,1,418
21197,2,1407
21198,1,NA
21198,2,15
21199,1,6
21199,2,364
21200,1,2
21200,2,7
21201,1,2
21201,2,13
21202,1,50
21202,2,68
21203,1,NSS
21203,2,12
21204,1,110
21204,2,109
21205,1,7
21205,2,227
21206,1,NA
21206,2,NA
21207,1,99
21207,2,642
21208,1,567
21208,2,524
21209,1,NA
21209,2,11
21210,1,15
21210,2,45
21211,1,50
21211,2,258
21212,1,NA
21212,2,NA
21213,1,127
21213,2,86
21214,1,NA
21214,2,110
21215,1,15
21215,2,46
21216,1,10
21216,2,55
21217,1,NA
21217,2,17
22001,1,545
22001,2,709
22002,1,NA
22002,2,390
22003,1,320
22003,2,412
22004,1,814
22004,2,886
22005,1,880
22005,2,2027
22006,1,1634
22006,2,2877
22007,1,1438
22007,2,1855
22008,1,457
22008,2,770
22009,1,931
22009,2,555
22010,1,165
22010,2,216
22011,1,2220
22011,2,2445
22012,1,2372
22012,2,3758
22013,1,193
22013,2,301
22014,1,10222
22014,2,7941
22015,1,40
22015,2,134
22016,1,1888
22016,2,2740
22017,1,1472
22017,2,1507
22018,1,643
22018,2,606
23001,1,5561
23001,2,3707
23002,1,NSS
23002,2,1487
23003,1,1112
23003,2,1457
23004,1,4622
23004,2,3629
23005,1,7643
23005,2,9783
23006,1,855
23006,2,780
23007,1,687
23007,2,1024
23008,1,7011
23008,2,16841
23009,1,2531
23009,2,1030
23010,1,689
23010,2,410
23011,1,663
23011,2,627
24001,1,40
24001,2,66
24002,1,33
24002,2,8
24003,1,119
24003,2,285
24004,1,NA
24004,2,NA
24005,1,98
24005,2,109
24006,1,44
24006,2,67
24007,1,NA
24007,2,80
24008,1,125
24008,2,72
