ubicageo_f,objetos_a,rnsnni1,unidmedi_h,totalca1,rnsnni2,unidmedi_m,totalca2
29026,13,2,0,NA,2,0,NA
29026,14,0,0,NA,0,0,NA
29026,20,2,0,NA,2,0,NA
29026,30,1,1,5,1,1,18
29026,40,2,0,NA,2,0,NA
29026,50,2,0,NA,2,0,NA
29026,60,2,0,NA,2,0,NA
29026,70,2,0,NA,2,0,NA
29026,80,2,0,NA,2,0,NA
29027,11,2,0,NA,2,0,NA
29027,12,2,0,NA,2,0,NA
29027,13,2,0,NA,2,0,NA
29027,14,0,0,NA,0,0,NA
29027,20,2,0,NA,2,0,NA
29027,30,1,1,1,1,1,3
29027,40,2,0,NA,2,0,NA
29027,50,2,0,NA,2,0,NA
29027,60,2,0,NA,2,0,NA
29027,70,2,0,NA,2,0,NA
29027,80,2,0,NA,2,0,NA
29028,11,2,0,NA,2,0,NA
29028,12,2,0,NA,2,0,NA
29028,13,2,0,NA,2,0,NA
29028,14,0,0,NA,0,0,NA
29028,20,2,0,NA,2,0,NA
29028,30,1,1,3,1,1,6
29028,40,2,0,NA,2,0,NA
29028,50,2,0,NA,2,0,NA
29028,60,2,0,NA,2,0,NA
29028,70,2,0,NA,2,0,NA
29028,80,2,0,NA,2,0,NA
29029,11,2,0,NA,2,0,NA
29029,12,2,0,NA,2,0,NA
29029,13,2,0,NA,2,0,NA
29029,14,0,1,1,0,1,1
29029,20,2,0,NA,2,0,NA
29029,30,1,1,1,1,1,3
29029,40,2,0,NA,2,0,NA
29029,50,2,0,NA,2,0,NA
29029,60,2,0,NA,2,0,NA
29029,70,2,0,NA,2,0,NA
29029,80,2,0,NA,2,0,NA
29030,11,0,0,NA,0,0,NA
29030,12,0,0,NA,0,0,NA
29030,13,0,0,NA,0,0,NA
29030,14,0,0,NA,0,0,NA
29030,20,0,0,NA,0,0,NA
29030,30,0,0,NA,0,0,NA
29030,40,0,0,NA,0,0,NA
29030,50,0,0,NA,0,0,NA
29030,60,0,0,NA,0,0,NA
29030,70,0,0,NA,0,0,NA
29030,80,0,0,NA,0,0,NA
29031,11,2,0,NA,2,0,NA
29031,12,2,0,NA,2,0,NA
29031,13,2,0,NA,2,0,NA
29031,14,0,8,0,0,8,0
29031,20,1,1,3,1,1,5
29031,30,1,1,50,1,1,27
29031,40,2,0,NA,2,0,NA
29031,50,2,0,NA,2,0,NA
29031,60,2,0,NA,2,0,NA
29031,70,2,0,NA,2,0,NA
29031,80,2,0,NA,2,0,NA
29032,11,97,97,NSS,2,0,NA
29032,12,97,97,NSS,2,0,NA
29032,13,97,97,NSS,2,0,NA
29032,14,97,97,NSS,0,0,NA
29032,20,97,97,NSS,2,0,NA
29032,30,97,97,NSS,1,1,4
29032,40,97,97,NSS,2,0,NA
29032,50,97,97,NSS,2,0,NA
29032,60,97,97,NSS,2,0,NA
29032,70,97,97,NSS,2,0,NA
29032,80,97,97,NSS,2,0,NA
29033,11,2,0,NA,2,0,NA
29033,12,2,0,NA,2,0,NA
29033,13,1,7,2,1,7,2
29033,14,0,8,0,0,8,0
29033,20,2,0,NA,2,0,NA
29033,30,2,0,NA,2,0,NA
29033,40,2,0,NA,2,0,NA
29033,50,2,0,NA,2,0,NA
29033,60,2,0,NA,2,0,NA
29033,70,2,0,NA,2,0,NA
29033,80,9,97,NSS,2,0,NA
29034,11,0,0,NA,2,0,NA
29034,12,0,0,NA,2,0,NA
29034,13,0,0,NA,2,0,NA
29034,14,0,0,NA,0,0,NA
29034,20,0,0,NA,2,0,NA
29034,30,0,0,NA,1,1,1
29034,40,0,0,NA,2,0,NA
29034,50,0,0,NA,2,0,NA
29034,60,0,0,NA,2,0,NA
29034,70,0,0,NA,2,0,NA
29034,80,0,0,NA,1,1,5
29035,11,0,0,NA,2,0,NA
29035,12,0,0,NA,2,0,NA
29035,13,0,0,NA,2,0,NA
29035,14,0,0,NA,0,8,0
29035,20,0,0,NA,2,0,NA
29035,30,0,0,NA,2,0,NA
29035,40,0,0,NA,2,0,NA
29035,50,0,0,NA,2,0,NA
29035,60,0,0,NA,2,0,NA
29035,70,0,0,NA,2,0,NA
29035,80,0,0,NA,2,0,NA
29036,11,0,0,NA,2,0,NA
29036,12,0,0,NA,2,0,NA
29036,13,0,0,NA,2,0,NA
29036,14,0,0,NA,0,0,NA
29036,20,0,0,NA,2,0,NA
29036,30,0,0,NA,1,1,36
29036,40,0,0,NA,2,0,NA
29036,50,0,0,NA,2,0,NA
29036,60,0,0,NA,2,0,NA
29036,70,0,0,NA,2,0,NA
29036,80,0,0,NA,2,0,NA
29037,11,0,0,NA,0,0,NA
29037,12,0,0,NA,0,0,NA
29037,13,0,0,NA,0,0,NA
29037,14,0,0,NA,0,0,NA
29037,20,0,0,NA,0,0,NA
29037,30,0,0,NA,0,0,NA
29037,40,0,0,NA,0,0,NA
29037,50,0,0,NA,0,0,NA
29037,60,0,0,NA,0,0,NA
29037,70,0,0,NA,0,0,NA
29037,80,0,0,NA,0,0,NA
29038,11,0,0,NA,0,0,NA
29038,12,0,0,NA,0,0,NA
29038,13,0,0,NA,0,0,NA
29038,14,0,0,NA,0,0,NA
29038,20,0,0,NA,0,0,NA
29038,30,0,0,NA,0,0,NA
29038,40,0,0,NA,0,0,NA
29038,50,0,0,NA,0,0,NA
29038,60,0,0,NA,0,0,NA
29038,70,0,0,NA,0,0,NA
29038,80,0,0,NA,0,0,NA
29039,11,0,0,NA,2,0,NA
29039,12,0,0,NA,2,0,NA
29039,13,0,0,NA,1,1,2
29039,14,0,0,NA,0,2,1
29039,20,0,0,NA,1,1,1
29039,30,0,0,NA,1,1,1
29039,40,0,0,NA,1,1,1
29039,50,0,0,NA,2,0,NA
29039,60,0,0,NA,2,0,NA
29039,70,0,0,NA,2,0,NA
29039,80,0,0,NA,2,0,NA
29040,11,97,97,NSS,9,97,NSS
29040,12,97,97,NSS,9,97,NSS
29040,13,97,97,NSS,9,97,NSS
29040,14,97,97,NSS,0,0,NA
29040,20,97,97,NSS,9,97,NSS
29040,30,97,97,NSS,1,1,9
29040,40,97,97,NSS,9,97,NSS
29040,50,97,97,NSS,9,97,NSS
29040,60,97,97,NSS,9,97,NSS
29040,70,97,97,NSS,9,97,NSS
29040,80,97,97,NSS,9,97,NSS
29041,11,97,97,NSS,0,0,NA
29041,12,97,97,NSS,0,0,NA
29041,13,97,97,NSS,0,0,NA
29041,14,97,97,NSS,0,0,NA
29041,20,97,97,NSS,0,0,NA
29041,30,97,97,NSS,0,0,NA
29041,40,97,97,NSS,0,0,NA
29041,50,97,97,NSS,0,0,NA
29041,60,97,97,NSS,0,0,NA
29041,70,97,97,NSS,0,0,NA
29041,80,97,97,NSS,0,0,NA
29042,11,0,0,NA,0,0,NA
29042,12,0,0,NA,0,0,NA
29042,13,0,0,NA,0,0,NA
29042,14,0,0,NA,0,0,NA
29042,20,0,0,NA,0,0,NA
29042,30,0,0,NA,0,0,NA
29042,40,0,0,NA,0,0,NA
29042,50,0,0,NA,0,0,NA
29042,60,0,0,NA,0,0,NA
29042,70,0,0,NA,0,0,NA
29042,80,0,0,NA,0,0,NA
29043,11,2,0,NA,2,0,NA
29043,12,1,1,5,1,1,3
29043,13,2,0,NA,2,0,NA
29043,14,0,1,17,0,1,20
29043,20,2,0,NA,1,1,2
29043,30,1,1,39,1,1,89
29043,40,1,1,8,1,1,29
29043,50,1,5,500,1,5,3210
29043,60,1,1,9,1,1,3
29043,70,1,1,1,1,1,13
29043,80,1,1,47,1,1,116
29044,11,97,97,NSS,1,1,4
29044,12,97,97,NSS,1,1,5
29044,13,97,97,NSS,2,0,NA
29044,14,97,97,NSS,0,8,0
29044,20,97,97,NSS,2,0,NA
29044,30,97,97,NSS,1,1,1
29044,40,97,97,NSS,2,0,NA
29044,50,97,97,NSS,2,0,NA
29044,60,97,97,NSS,2,0,NA
29044,70,97,97,NSS,2,0,NA
29044,80,97,97,NSS,2,0,NA
29045,11,2,0,NA,2,0,NA
29045,12,2,0,NA,2,0,NA
29045,13,2,0,NA,2,0,NA
29045,14,0,8,0,0,8,0
29045,20,2,0,NA,2,0,NA
29045,30,2,0,NA,2,0,NA
29045,40,2,0,NA,2,0,NA
29045,50,2,0,NA,2,0,NA
29045,60,2,0,NA,2,0,NA
29045,70,1,2,2,1,2,2
29045,80,2,0,NA,2,0,NA
29046,11,0,0,NA,0,0,NA
29046,12,0,0,NA,0,0,NA
29046,13,0,0,NA,0,0,NA
29046,14,0,0,NA,0,0,NA
29046,20,0,0,NA,0,0,NA
29046,30,0,0,NA,0,0,NA
29046,40,0,0,NA,0,0,NA
29046,50,0,0,NA,0,0,NA
29046,60,0,0,NA,0,0,NA
29046,70,0,0,NA,0,0,NA
29046,80,0,0,NA,0,0,NA
29047,11,0,0,NA,0,0,NA
29047,12,0,0,NA,0,0,NA
29047,13,0,0,NA,0,0,NA
29047,14,0,0,NA,0,0,NA
29047,20,0,0,NA,0,0,NA
29047,30,0,0,NA,0,0,NA
29047,40,0,0,NA,0,0,NA
29047,50,0,0,NA,0,0,NA
29047,60,0,0,NA,0,0,NA
29047,70,0,0,NA,0,0,NA
29047,80,0,0,NA,0,0,NA
29048,11,97,97,NSS,2,0,NA
29048,12,97,97,NSS,2,0,NA
29048,13,97,97,NSS,2,0,NA
29048,14,97,97,NSS,0,0,NA
29048,20,97,97,NSS,2,0,NA
29048,30,97,97,NSS,1,1,5
29048,40,97,97,NSS,2,0,NA
29048,50,97,97,NSS,2,0,NA
29048,60,97,97,NSS,2,0,NA
29048,70,97,97,NSS,2,0,NA
29048,80,97,97,NSS,2,0,NA
29049,11,0,0,NA,2,0,NA
29049,12,0,0,NA,2,0,NA
29049,13,0,0,NA,2,0,NA
29049,14,0,0,NA,0,1,2
29049,20,0,0,NA,2,0,NA
29049,30,0,0,NA,1,1,3
29049,40,0,0,NA,2,0,NA
29049,50,0,0,NA,2,0,NA
29049,60,0,0,NA,2,0,NA
29049,70,0,0,NA,2,0,NA
29049,80,0,0,NA,2,0,NA
29050,11,2,0,NA,2,0,NA
29050,12,2,0,NA,2,0,NA
29050,13,2,0,NA,2,0,NA
29050,14,0,0,NA,0,0,NA
29050,20,2,0,NA,2,0,NA
29050,30,1,1,6,1,1,7
29050,40,2,0,NA,2,0,NA
29050,50,2,0,NA,2,0,NA
29050,60,2,0,NA,2,0,NA
29050,70,2,0,NA,2,0,NA
29050,80,2,0,NA,2,0,NA
29051,11,0,0,NA,2,0,NA
29051,12,0,0,NA,2,0,NA
29051,13,0,0,NA,2,0,NA
29051,14,0,0,NA,0,8,0
29051,20,0,0,NA,2,0,NA
29051,30,0,0,NA,1,1,4
29051,40,0,0,NA,2,0,NA
29051,50,0,0,NA,2,0,NA
29051,60,0,0,NA,2,0,NA
29051,70,0,0,NA,2,0,NA
29051,80,0,0,NA,2,0,NA
29052,11,2,0,NA,2,0,NA
29052,12,2,0,NA,2,0,NA
29052,13,2,0,NA,2,0,NA
29052,14,0,8,0,0,8,0
29052,20,2,0,NA,2,0,NA
29052,30,1,3,3,1,2,2
29052,40,2,0,NA,2,0,NA
29052,50,2,0,NA,2,0,NA
29052,60,2,0,NA,2,0,NA
29052,70,2,0,NA,2,0,NA
29052,80,2,0,NA,2,0,NA
29053,11,2,0,NA,2,0,NA
29053,12,2,0,NA,1,1,1
29053,13,2,0,NA,2,0,NA
29053,14,0,0,NA,0,0,NA
29053,20,2,0,NA,2,0,NA
29053,30,1,1,4,1,1,7
29053,40,2,0,NA,2,0,NA
29053,50,2,0,NA,2,0,NA
29053,60,2,0,NA,2,0,NA
29053,70,2,0,NA,2,0,NA
29053,80,2,0,NA,2,0,NA
29054,11,0,0,NA,0,0,NA
29054,12,0,0,NA,0,0,NA
29054,13,0,0,NA,0,0,NA
29054,14,0,0,NA,0,0,NA
29054,20,0,0,NA,0,0,NA
29054,30,0,0,NA,0,0,NA
29054,40,0,0,NA,0,0,NA
29054,50,0,0,NA,0,0,NA
29054,60,0,0,NA,0,0,NA
29054,70,0,0,NA,0,0,NA
29054,80,0,0,NA,0,0,NA
29055,11,97,97,NSS,97,97,NSS
29055,12,97,97,NSS,97,97,NSS
29055,13,97,97,NSS,97,97,NSS
29055,14,97,97,NSS,97,97,NSS
29055,20,97,97,NSS,97,97,NSS
29055,30,97,97,NSS,97,97,NSS
29055,40,97,97,NSS,97,97,NSS
29055,50,97,97,NSS,97,97,NSS
29055,60,97,97,NSS,97,97,NSS
29055,70,97,97,NSS,97,97,NSS
29055,80,97,97,NSS,97,97,NSS
29056,11,0,0,NA,0,0,NA
29056,12,0,0,NA,0,0,NA
29056,13,0,0,NA,0,0,NA
29056,14,0,0,NA,0,0,NA
29056,20,0,0,NA,0,0,NA
29056,30,0,0,NA,0,0,NA
29056,40,0,0,NA,0,0,NA
29056,50,0,0,NA,0,0,NA
29056,60,0,0,NA,0,0,NA
29056,70,0,0,NA,0,0,NA
29056,80,0,0,NA,0,0,NA
29057,11,97,97,NSS,2,0,NA
29057,12,97,97,NSS,2,0,NA
29057,13,97,97,NSS,2,0,NA
29057,14,97,97,NSS,0,8,0
29057,20,97,97,NSS,2,0,NA
29057,30,97,97,NSS,1,1,4
29057,40,97,97,NSS,2,0,NA
29057,50,97,97,NSS,2,0,NA
29057,60,97,97,NSS,2,0,NA
29057,70,97,97,NSS,2,0,NA
29057,80,97,97,NSS,1,1,4
29058,11,2,0,NA,2,0,NA
29058,12,2,0,NA,1,1,1
29058,13,2,0,NA,2,0,NA
29058,14,0,8,0,0,8,0
29058,20,2,0,NA,2,0,NA
29058,30,1,1,3,1,1,21
29058,40,1,1,1,2,0,NA
29058,50,2,0,NA,2,0,NA
29058,60,2,0,NA,2,0,NA
29058,70,2,0,NA,2,0,NA
29058,80,1,1,37,1,1,4
29059,11,0,0,NA,0,0,NA
29059,12,0,0,NA,0,0,NA
29059,13,0,0,NA,0,0,NA
29059,14,0,0,NA,0,0,NA
29059,20,0,0,NA,0,0,NA
29059,30,0,0,NA,0,0,NA
29059,40,0,0,NA,0,0,NA
29059,50,0,0,NA,0,0,NA
29059,60,0,0,NA,0,0,NA
29059,70,0,0,NA,0,0,NA
29059,80,0,0,NA,0,0,NA
29060,11,2,0,NA,2,0,NA
29060,12,2,0,NA,1,1,1
29060,13,2,0,NA,2,0,NA
29060,14,0,0,NA,0,0,NA
29060,20,1,1,1,2,0,NA
29060,30,1,1,5,1,1,10
29060,40,1,1,2,2,0,NA
29060,50,2,0,NA,2,0,NA
29060,60,2,0,NA,2,0,NA
29060,70,2,0,NA,2,0,NA
29060,80,2,0,NA,2,0,NA
30001,11,97,97,NSS,2,0,NA
30001,12,97,97,NSS,2,0,NA
30001,13,97,97,NSS,2,0,NA
30001,14,97,97,NSS,0,1,1
30001,20,97,97,NSS,2,0,NA
30001,30,97,97,NSS,2,0,NA
30001,40,97,97,NSS,2,0,NA
30001,50,97,97,NSS,2,0,NA
30001,60,97,97,NSS,2,0,NA
30001,70,97,97,NSS,2,0,NA
30001,80,97,97,NSS,2,0,NA
30002,11,97,97,NSS,0,0,NA
30002,12,97,97,NSS,0,0,NA
30002,13,97,97,NSS,0,0,NA
30002,14,97,97,NSS,0,0,NA
30002,20,97,97,NSS,0,0,NA
30002,30,97,97,NSS,0,0,NA
30002,40,97,97,NSS,0,0,NA
30002,50,97,97,NSS,0,0,NA
30002,60,97,97,NSS,0,0,NA
30002,70,97,97,NSS,0,0,NA
30002,80,97,97,NSS,0,0,NA
30003,11,97,97,NSS,1,1,1
30003,12,97,97,NSS,1,1,1
30003,13,97,97,NSS,2,0,NA
30003,14,97,97,NSS,0,0,NA
30003,20,97,97,NSS,2,0,NA
30003,30,97,97,NSS,1,1,1
30003,40,97,97,NSS,2,0,NA
30003,50,97,97,NSS,2,0,NA
30003,60,97,97,NSS,2,0,NA
30003,70,97,97,NSS,2,0,NA
30003,80,97,97,NSS,2,0,NA
30004,11,0,0,NA,2,0,NA
30004,12,0,0,NA,2,0,NA
30004,13,0,0,NA,2,0,NA
30004,14,0,0,NA,0,0,NA
30004,20,0,0,NA,2,0,NA
30004,30,0,0,NA,1,1,4
30004,40,0,0,NA,2,0,NA
30004,50,0,0,NA,2,0,NA
30004,60,0,0,NA,2,0,NA
30004,70,0,0,NA,2,0,NA
30004,80,0,0,NA,2,0,NA
30005,11,0,0,NA,0,0,NA
30005,12,0,0,NA,0,0,NA
30005,13,0,0,NA,0,0,NA
30005,14,0,0,NA,0,0,NA
30005,20,0,0,NA,0,0,NA
30005,30,0,0,NA,0,0,NA
30005,40,0,0,NA,0,0,NA
30005,50,0,0,NA,0,0,NA
30005,60,0,0,NA,0,0,NA
30005,70,0,0,NA,0,0,NA
30005,80,0,0,NA,0,0,NA
30006,11,97,97,NSS,97,97,NSS
30006,12,97,97,NSS,97,97,NSS
30006,13,97,97,NSS,97,97,NSS
30006,14,97,97,NSS,97,97,NSS
30006,20,97,97,NSS,97,97,NSS
30006,30,97,97,NSS,97,97,NSS
30006,40,97,97,NSS,97,97,NSS
30006,50,97,97,NSS,97,97,NSS
30006,60,97,97,NSS,97,97,NSS
30006,70,97,97,NSS,97,97,NSS
30006,80,97,97,NSS,97,97,NSS
30007,11,0,0,NA,0,0,NA
30007,12,0,0,NA,0,0,NA
30007,13,0,0,NA,0,0,NA
30007,14,0,0,NA,0,0,NA
30007,20,0,0,NA,0,0,NA
30007,30,0,0,NA,0,0,NA
30007,40,0,0,NA,0,0,NA
30007,50,0,0,NA,0,0,NA
30007,60,0,0,NA,0,0,NA
30007,70,0,0,NA,0,0,NA
30007,80,0,0,NA,0,0,NA
30008,11,0,0,NA,2,0,NA
30008,12,0,0,NA,2,0,NA
30008,13,0,0,NA,2,0,NA
30008,14,0,0,NA,0,0,NA
30008,20,0,0,NA,1,1,1
30008,30,0,0,NA,2,0,NA
30008,40,0,0,NA,2,0,NA
30008,50,0,0,NA,2,0,NA
30008,60,0,0,NA,2,0,NA
30008,70,0,0,NA,2,0,NA
30008,80,0,0,NA,1,3,5
30009,11,0,0,NA,2,0,NA
30009,12,0,0,NA,2,0,NA
30009,13,0,0,NA,2,0,NA
30009,14,0,0,NA,0,0,NA
30009,20,0,0,NA,2,0,NA
30009,30,0,0,NA,1,1,2
30009,40,0,0,NA,2,0,NA
30009,50,0,0,NA,2,0,NA
30009,60,0,0,NA,2,0,NA
30009,70,0,0,NA,2,0,NA
30009,80,0,0,NA,2,0,NA
30010,11,0,0,NA,2,0,NA
30010,12,0,0,NA,2,0,NA
30010,13,0,0,NA,2,0,NA
30010,14,0,0,NA,0,0,NA
30010,20,0,0,NA,2,0,NA
30010,30,0,0,NA,2,0,NA
30010,40,0,0,NA,2,0,NA
30010,50,0,0,NA,2,0,NA
30010,60,0,0,NA,2,0,NA
30010,70,0,0,NA,2,0,NA
30010,80,0,0,NA,2,0,NA
30011,11,2,0,NA,2,0,NA
30011,12,2,0,NA,2,0,NA
30011,13,2,0,NA,2,0,NA
30011,14,0,0,NA,0,0,NA
30011,20,2,0,NA,2,0,NA
30011,30,1,1,5,1,1,3
30011,40,2,0,NA,2,0,NA
30011,50,2,0,NA,2,0,NA
30011,60,2,0,NA,2,0,NA
30011,70,2,0,NA,2,0,NA
30011,80,2,0,NA,2,0,NA
30012,11,97,97,NSS,0,0,NA
30012,12,97,97,NSS,0,0,NA
30012,13,97,97,NSS,0,0,NA
30012,14,97,97,NSS,0,0,NA
30012,20,97,97,NSS,0,0,NA
30012,30,97,97,NSS,0,0,NA
30012,40,97,97,NSS,0,0,NA
30012,50,97,97,NSS,0,0,NA
30012,60,97,97,NSS,0,0,NA
30012,70,97,97,NSS,0,0,NA
30012,80,97,97,NSS,0,0,NA
30013,11,0,0,NA,2,0,NA
30013,12,0,0,NA,2,0,NA
30013,13,0,0,NA,2,0,NA
30013,14,0,0,NA,0,0,NA
30013,20,0,0,NA,2,0,NA
30013,30,0,0,NA,2,0,NA
30013,40,0,0,NA,1,1,1
30013,50,0,0,NA,2,0,NA
30013,60,0,0,NA,2,0,NA
30013,70,0,0,NA,2,0,NA
30013,80,0,0,NA,2,0,NA
30014,11,97,97,NSS,97,97,NSS
30014,12,97,97,NSS,97,97,NSS
30014,13,97,97,NSS,97,97,NSS
30014,14,97,97,NSS,97,97,NSS
30014,20,97,97,NSS,97,97,NSS
30014,30,97,97,NSS,97,97,NSS
30014,40,97,97,NSS,97,97,NSS
30014,50,97,97,NSS,97,97,NSS
30014,60,97,97,NSS,97,97,NSS
30014,70,97,97,NSS,97,97,NSS
30014,80,97,97,NSS,97,97,NSS
30015,11,97,97,NSS,2,0,NA
30015,12,97,97,NSS,2,0,NA
30015,13,97,97,NSS,2,0,NA
30015,14,97,97,NSS,0,0,NA
30015,20,97,97,NSS,1,1,15
30015,30,97,97,NSS,1,1,8
30015,40,97,97,NSS,2,0,NA
30015,50,97,97,NSS,2,0,NA
30015,60,97,97,NSS,2,0,NA
30015,70,97,97,NSS,2,0,NA
30015,80,97,97,NSS,2,0,NA
30016,11,0,0,NA,0,0,NA
30016,12,0,0,NA,0,0,NA
30016,13,0,0,NA,0,0,NA
30016,14,0,0,NA,0,0,NA
30016,20,0,0,NA,0,0,NA
30016,30,0,0,NA,0,0,NA
30016,40,0,0,NA,0,0,NA
30016,50,0,0,NA,0,0,NA
30016,60,0,0,NA,0,0,NA
30016,70,0,0,NA,0,0,NA
30016,80,0,0,NA,0,0,NA
30017,11,0,0,NA,0,0,NA
30017,12,0,0,NA,0,0,NA
30017,13,0,0,NA,0,0,NA
30017,14,0,0,NA,0,0,NA
30017,20,0,0,NA,0,0,NA
30017,30,0,0,NA,0,0,NA
30017,40,0,0,NA,0,0,NA
30017,50,0,0,NA,0,0,NA
30017,60,0,0,NA,0,0,NA
30017,70,0,0,NA,0,0,NA
30017,80,0,0,NA,0,0,NA
30018,11,0,0,NA,0,0,NA
30018,12,0,0,NA,0,0,NA
30018,13,0,0,NA,0,0,NA
30018,14,0,0,NA,0,0,NA
30018,20,0,0,NA,0,0,NA
30018,30,0,0,NA,0,0,NA
30018,40,0,0,NA,0,0,NA
30018,50,0,0,NA,0,0,NA
30018,60,0,0,NA,0,0,NA
30018,70,0,0,NA,0,0,NA
30018,80,0,0,NA,0,0,NA
30019,11,0,0,NA,0,0,NA
30019,12,0,0,NA,0,0,NA
30019,13,0,0,NA,0,0,NA
30019,14,0,0,NA,0,0,NA
30019,20,0,0,NA,0,0,NA
30019,30,0,0,NA,0,0,NA
30019,40,0,0,NA,0,0,NA
30019,50,0,0,NA,0,0,NA
30019,60,0,0,NA,0,0,NA
30019,70,0,0,NA,0,0,NA
30019,80,0,0,NA,0,0,NA
30020,11,97,97,NSS,0,0,NA
30020,12,97,97,NSS,0,0,NA
30020,13,97,97,NSS,0,0,NA
30020,14,97,97,NSS,0,0,NA
30020,20,97,97,NSS,0,0,NA
30020,30,97,97,NSS,0,0,NA
30020,40,97,97,NSS,0,0,NA
30020,50,97,97,NSS,0,0,NA
30020,60,97,97,NSS,0,0,NA
30020,70,97,97,NSS,0,0,NA
30020,80,97,97,NSS,0,0,NA
30021,11,0,0,NA,0,0,NA
30021,12,0,0,NA,0,0,NA
30021,13,0,0,NA,0,0,NA
30021,14,0,0,NA,0,0,NA
30021,20,0,0,NA,0,0,NA
30021,30,0,0,NA,0,0,NA
30021,40,0,0,NA,0,0,NA
30021,50,0,0,NA,0,0,NA
30021,60,0,0,NA,0,0,NA
30021,70,0,0,NA,0,0,NA
30021,80,0,0,NA,0,0,NA
30022,11,0,0,NA,0,0,NA
30022,12,0,0,NA,0,0,NA
30022,13,0,0,NA,0,0,NA
30022,14,0,0,NA,0,0,NA
30022,20,0,0,NA,0,0,NA
30022,30,0,0,NA,0,0,NA
30022,40,0,0,NA,0,0,NA
30022,50,0,0,NA,0,0,NA
30022,60,0,0,NA,0,0,NA
30022,70,0,0,NA,0,0,NA
30022,80,0,0,NA,0,0,NA
30023,11,0,0,NA,2,0,NA
30023,12,0,0,NA,2,0,NA
30023,13,0,0,NA,2,0,NA
30023,14,0,0,NA,0,0,NA
30023,20,0,0,NA,2,0,NA
30023,30,0,0,NA,1,1,1
30023,40,0,0,NA,2,0,NA
30023,50,0,0,NA,2,0,NA
30023,60,0,0,NA,2,0,NA
30023,70,0,0,NA,2,0,NA
30023,80,0,0,NA,2,0,NA
30024,11,97,97,NSS,2,0,NA
30024,12,97,97,NSS,2,0,NA
30024,13,97,97,NSS,2,0,NA
30024,14,97,97,NSS,0,0,NA
30024,20,97,97,NSS,2,0,NA
30024,30,97,97,NSS,1,1,5
30024,40,97,97,NSS,2,0,NA
30024,50,97,97,NSS,2,0,NA
30024,60,97,97,NSS,2,0,NA
30024,70,97,97,NSS,2,0,NA
30024,80,97,97,NSS,2,0,NA
30025,11,97,97,NSS,0,0,NA
30025,12,97,97,NSS,0,0,NA
30025,13,97,97,NSS,0,0,NA
30025,14,97,97,NSS,0,0,NA
30025,20,97,97,NSS,0,0,NA
30025,30,97,97,NSS,0,0,NA
30025,40,97,97,NSS,0,0,NA
30025,50,97,97,NSS,0,0,NA
30025,60,97,97,NSS,0,0,NA
30025,70,97,97,NSS,0,0,NA
30025,80,97,97,NSS,0,0,NA
30026,11,0,0,NA,0,0,NA
30026,12,0,0,NA,0,0,NA
30026,13,0,0,NA,0,0,NA
30026,14,0,0,NA,0,0,NA
30026,20,0,0,NA,0,0,NA
30026,30,0,0,NA,0,0,NA
30026,40,0,0,NA,0,0,NA
30026,50,0,0,NA,0,0,NA
30026,60,0,0,NA,0,0,NA
30026,70,0,0,NA,0,0,NA
30026,80,0,0,NA,0,0,NA
30027,11,97,97,NSS,0,0,NA
30027,12,97,97,NSS,0,0,NA
30027,13,97,97,NSS,0,0,NA
30027,14,97,97,NSS,0,0,NA
30027,20,97,97,NSS,0,0,NA
30027,30,97,97,NSS,0,0,NA
30027,40,97,97,NSS,0,0,NA
30027,50,97,97,NSS,0,0,NA
30027,60,97,97,NSS,0,0,NA
30027,70,97,97,NSS,0,0,NA
30027,80,97,97,NSS,0,0,NA
30028,11,97,97,NSS,0,0,NA
30028,12,97,97,NSS,0,0,NA
30028,13,97,97,NSS,0,0,NA
30028,14,97,97,NSS,0,0,NA
30028,20,97,97,NSS,0,0,NA
30028,30,97,97,NSS,0,0,NA
30028,40,97,97,NSS,0,0,NA
30028,50,97,97,NSS,0,0,NA
30028,60,97,97,NSS,0,0,NA
30028,70,97,97,NSS,0,0,NA
30028,80,97,97,NSS,0,0,NA
30029,11,0,0,NA,0,0,NA
30029,12,0,0,NA,0,0,NA
30029,13,0,0,NA,0,0,NA
30029,14,0,0,NA,0,0,NA
30029,20,0,0,NA,0,0,NA
30029,30,0,0,NA,0,0,NA
30029,40,0,0,NA,0,0,NA
30029,50,0,0,NA,0,0,NA
30029,60,0,0,NA,0,0,NA
30029,70,0,0,NA,0,0,NA
30029,80,0,0,NA,0,0,NA
30030,11,0,0,NA,0,0,NA
30030,12,0,0,NA,0,0,NA
30030,13,0,0,NA,0,0,NA
30030,14,0,0,NA,0,0,NA
30030,20,0,0,NA,0,0,NA
30030,30,0,0,NA,0,0,NA
30030,40,0,0,NA,0,0,NA
30030,50,0,0,NA,0,0,NA
30030,60,0,0,NA,0,0,NA
30030,70,0,0,NA,0,0,NA
30030,80,0,0,NA,0,0,NA
30031,11,2,0,NA,2,0,NA
30031,12,2,0,NA,1,1,1
30031,13,2,0,NA,2,0,NA
30031,14,0,0,NA,0,0,NA
30031,20,2,0,NA,9,97,NSS
30031,30,1,1,2,1,1,11
30031,40,2,0,NA,2,0,NA
30031,50,2,0,NA,2,0,NA
30031,60,2,0,NA,2,0,NA
30031,70,2,0,NA,2,0,NA
30031,80,2,0,NA,2,0,NA
30032,11,0,0,NA,0,0,NA
30032,12,0,0,NA,0,0,NA
