ubicageo_f,tipoequi_f,rnsnni1,rnsnni2,totalca1,sexostt,sexos1,sexos2,sexosne
15071,31,2,0,NA,NA,NA,NA,
15071,32,2,0,NA,NA,NA,NA,
15071,40,2,0,NA,NA,NA,NA,
15072,11,2,0,NA,NA,NA,NA,
15072,12,2,0,NA,NA,NA,NA,
15072,13,1,1,12,12,10,2,
15072,14,2,0,NA,NA,NA,NA,
15072,15,2,0,NA,NA,NA,NA,
15072,16,2,0,NA,NA,NA,NA,
15072,17,2,0,NA,NA,NA,NA,
15072,18,2,0,NA,NA,NA,NA,
15072,19,2,0,NA,NA,NA,NA,
15072,21,1,1,12,12,10,2,
15072,22,2,0,NA,NA,NA,NA,
15072,23,1,2,NA,NA,NA,NA,
15072,24,1,2,NA,NA,NA,NA,
15072,25,1,2,NA,NA,NA,NA,
15072,31,1,2,NA,NA,NA,NA,
15072,32,2,0,NA,NA,NA,NA,
15072,40,2,0,NA,NA,NA,NA,
15073,11,2,0,NA,NA,NA,NA,
15073,12,2,0,NA,NA,NA,NA,
15073,13,2,0,NA,NA,NA,NA,
15073,14,2,0,NA,NA,NA,NA,
15073,15,2,0,NA,NA,NA,NA,
15073,16,2,0,NA,NA,NA,NA,
15073,17,1,1,6,6,6,0,
15073,18,2,0,NA,NA,NA,NA,
15073,19,2,0,NA,NA,NA,NA,
15073,21,2,0,NA,NA,NA,NA,
15073,22,2,0,NA,NA,NA,NA,
15073,23,1,1,4,3,3,0,
15073,24,2,0,NA,NA,NA,NA,
15073,25,2,0,NA,NA,NA,NA,
15073,31,1,1,29,3,3,0,
15073,32,2,0,NA,NA,NA,NA,
15073,40,2,0,NA,NA,NA,NA,
15074,11,1,1,52,52,52,0,
15074,12,2,0,NA,NA,NA,NA,
15074,13,2,0,NA,NA,NA,NA,
15074,14,1,1,10,10,10,0,
15074,15,1,1,10,10,10,0,
15074,16,2,0,NA,NA,NA,NA,
15074,17,2,0,NA,NA,NA,NA,
15074,18,2,0,NA,NA,NA,NA,
15074,19,2,0,NA,NA,NA,NA,
15074,21,1,1,39,39,39,0,
15074,22,2,0,NA,NA,NA,NA,
15074,23,2,0,NA,NA,NA,NA,
15074,24,2,0,NA,NA,NA,NA,
15074,25,2,0,NA,NA,NA,NA,
15074,31,2,0,NA,NA,NA,NA,
15074,32,2,0,NA,NA,NA,NA,
15074,40,2,0,NA,NA,NA,NA,
15075,11,1,1,30,30,26,4,
15075,12,2,0,NA,NA,NA,NA,
15075,13,2,0,NA,NA,NA,NA,
15075,14,2,0,NA,NA,NA,NA,
15075,15,2,0,NA,NA,NA,NA,
15075,16,2,0,NA,NA,NA,NA,
15075,17,2,0,NA,NA,NA,NA,
15075,18,1,1,10,10,10,0,
15075,19,2,0,NA,NA,NA,NA,
15075,21,2,0,NA,NA,NA,NA,
15075,22,2,0,NA,NA,NA,NA,
15075,23,2,0,NA,NA,NA,NA,
15075,24,2,0,NA,NA,NA,NA,
15075,25,2,0,NA,NA,NA,NA,
15075,31,1,1,35,35,31,4,
15075,32,2,0,NA,NA,NA,NA,
15075,40,2,0,NA,NA,NA,NA,
15076,11,1,1,40,40,20,20,
15076,12,9,97,NSS,NSS,NSS,NSS,
15076,13,1,1,10,10,10,0,
15076,14,1,1,10,10,10,0,
15076,15,1,1,10,10,10,0,
15076,16,9,97,NSS,NSS,NSS,NSS,
15076,17,1,1,40,40,20,20,
15076,18,1,1,20,20,10,10,
15076,19,9,97,NSS,NSS,NSS,NSS,
15076,21,1,1,38,38,38,0,
15076,22,2,0,NA,NA,NA,NA,
15076,23,1,1,34,34,22,12,
15076,24,9,97,NSS,NSS,NSS,NSS,
15076,25,9,97,NSS,NSS,NSS,NSS,
15076,31,1,1,75,75,51,24,
15076,32,9,97,NSS,NSS,NSS,NSS,
15076,40,9,97,NSS,NSS,NSS,NSS,
15077,11,2,0,NA,NA,NA,NA,
15077,12,2,0,NA,NA,NA,NA,
15077,13,2,0,NA,NA,NA,NA,
15077,14,2,0,NA,NA,NA,NA,
15077,15,2,0,NA,NA,NA,NA,
15077,16,2,0,NA,NA,NA,NA,
15077,17,2,0,NA,NA,NA,NA,
15077,18,2,0,NA,NA,NA,NA,
15077,19,2,0,NA,NA,NA,NA,
15077,21,2,0,NA,NA,NA,NA,
15077,22,2,0,NA,NA,NA,NA,
15077,23,2,0,NA,NA,NA,NA,
15077,24,2,0,NA,NA,NA,NA,
15077,25,2,0,NA,NA,NA,NA,
15077,31,2,0,NA,NA,NA,NA,
15077,32,2,0,NA,NA,NA,NA,
15077,40,2,0,NA,NA,NA,NA,
15078,11,2,0,NA,NA,NA,NA,
15078,12,2,0,NA,NA,NA,NA,
15078,13,2,0,NA,NA,NA,NA,
15078,14,2,0,NA,NA,NA,NA,
15078,15,2,0,NA,NA,NA,NA,
15078,16,2,0,NA,NA,NA,NA,
15078,17,2,0,NA,NA,NA,NA,
15078,18,2,0,NA,NA,NA,NA,
15078,19,2,0,NA,NA,NA,NA,
15078,21,2,0,NA,NA,NA,NA,
15078,22,2,0,NA,NA,NA,NA,
15078,23,2,0,NA,NA,NA,NA,
15078,24,2,0,NA,NA,NA,NA,
15078,25,2,0,NA,NA,NA,NA,
15078,31,2,0,NA,NA,NA,NA,
15078,32,2,0,NA,NA,NA,NA,
15078,40,2,0,NA,NA,NA,NA,
15079,11,1,1,19,19,17,2,
15079,12,2,0,NA,NA,NA,NA,
15079,13,2,0,NA,NA,NA,NA,
15079,14,2,0,NA,NA,NA,NA,
15079,15,2,0,NA,NA,NA,NA,
15079,16,2,0,NA,NA,NA,NA,
15079,17,1,1,19,19,17,2,
15079,18,2,0,NA,NA,NA,NA,
15079,19,2,0,NA,NA,NA,NA,
15079,21,2,0,NA,NA,NA,NA,
15079,22,2,0,NA,NA,NA,NA,
15079,23,1,1,19,19,17,2,
15079,24,2,0,NA,NA,NA,NA,
15079,25,2,0,NA,NA,NA,NA,
15079,31,1,1,7,7,7,0,
15079,32,2,0,NA,NA,NA,NA,
15079,40,2,0,NA,NA,NA,NA,
15080,11,2,0,NA,NA,NA,NA,
15080,12,2,0,NA,NA,NA,NA,
15080,13,2,0,NA,NA,NA,NA,
15080,14,2,0,NA,NA,NA,NA,
15080,15,2,0,NA,NA,NA,NA,
15080,16,2,0,NA,NA,NA,NA,
15080,17,1,1,15,15,10,5,
15080,18,2,0,NA,NA,NA,NA,
15080,19,2,0,NA,NA,NA,NA,
15080,21,1,1,10,10,9,1,
15080,22,2,0,NA,NA,NA,NA,
15080,23,2,0,NA,NA,NA,NA,
15080,24,2,0,NA,NA,NA,NA,
15080,25,2,0,NA,NA,NA,NA,
15080,31,1,1,15,15,10,5,
15080,32,2,0,NA,NA,NA,NA,
15080,40,2,0,NA,NA,NA,NA,
15081,11,1,1,136,136,129,7,
15081,12,2,0,NA,NA,NA,NA,
15081,13,1,2,NA,NA,NA,NA,
15081,14,1,2,NA,NA,NA,NA,
15081,15,1,1,66,66,60,6,
15081,16,2,0,NA,NA,NA,NA,
15081,17,1,2,NA,NA,NA,NA,
15081,18,2,0,NA,NA,NA,NA,
15081,19,2,0,NA,NA,NA,NA,
15081,21,2,0,NA,NA,NA,NA,
15081,22,2,0,NA,NA,NA,NA,
15081,23,1,1,784,784,606,178,
15081,24,2,0,NA,NA,NA,NA,
15081,25,2,0,NA,NA,NA,NA,
15081,31,1,1,784,784,606,178,
15081,32,2,0,NA,NA,NA,NA,
15081,40,2,0,NA,NA,NA,NA,
15082,11,2,0,NA,NA,NA,NA,
15082,12,2,0,NA,NA,NA,NA,
15082,13,2,0,NA,NA,NA,NA,
15082,14,2,0,NA,NA,NA,NA,
15082,15,2,0,NA,NA,NA,NA,
15082,16,2,0,NA,NA,NA,NA,
15082,17,2,0,NA,NA,NA,NA,
15082,18,2,0,NA,NA,NA,NA,
15082,19,2,0,NA,NA,NA,NA,
15082,21,1,1,34,34,28,6,
15082,22,2,0,NA,NA,NA,NA,
15082,23,1,1,34,34,28,6,
15082,24,2,0,NA,NA,NA,NA,
15082,25,2,0,NA,NA,NA,NA,
15082,31,1,1,29,29,26,3,
15082,32,2,0,NA,NA,NA,NA,
15082,40,2,0,NA,NA,NA,NA,
15083,11,2,0,NA,NA,NA,NA,
15083,12,2,0,NA,NA,NA,NA,
15083,13,2,0,NA,NA,NA,NA,
15083,14,2,0,NA,NA,NA,NA,
15083,15,2,0,NA,NA,NA,NA,
15083,16,2,0,NA,NA,NA,NA,
15083,17,2,0,NA,NA,NA,NA,
15083,18,2,0,NA,NA,NA,NA,
15083,19,2,0,NA,NA,NA,NA,
15083,21,2,0,NA,NA,NA,NA,
15083,22,2,0,NA,NA,NA,NA,
15083,23,2,0,NA,NA,NA,NA,
15083,24,2,0,NA,NA,NA,NA,
15083,25,2,0,NA,NA,NA,NA,
15083,31,2,0,NA,NA,NA,NA,
15083,32,2,0,NA,NA,NA,NA,
15083,40,2,0,NA,NA,NA,NA,
15084,11,1,1,82,82,62,20,
15084,12,2,0,NA,NA,NA,NA,
15084,13,2,0,NA,NA,NA,NA,
15084,14,2,0,NA,NA,NA,NA,
15084,15,2,0,NA,NA,NA,NA,
15084,16,2,0,NA,NA,NA,NA,
15084,17,1,1,82,82,62,20,
15084,18,2,0,NA,NA,NA,NA,
15084,19,2,0,NA,NA,NA,NA,
15084,21,2,0,NA,NA,NA,NA,
15084,22,2,0,NA,NA,NA,NA,
15084,23,1,1,82,82,62,20,
15084,24,2,0,NA,NA,NA,NA,
15084,25,2,0,NA,NA,NA,NA,
15084,31,2,0,NA,NA,NA,NA,
15084,32,2,0,NA,NA,NA,NA,
15084,40,2,0,NA,NA,NA,NA,
15085,11,2,0,NA,NA,NA,NA,
15085,12,2,0,NA,NA,NA,NA,
15085,13,2,0,NA,NA,NA,NA,
15085,14,1,1,10,10,8,2,
15085,15,2,0,NA,NA,NA,NA,
15085,16,2,0,NA,NA,NA,NA,
15085,17,1,1,24,24,16,8,
15085,18,2,0,NA,NA,NA,NA,
15085,19,2,0,NA,NA,NA,NA,
15085,21,1,1,57,57,42,15,
15085,22,2,0,NA,NA,NA,NA,
15085,23,1,1,30,30,26,4,
15085,24,2,0,NA,NA,NA,NA,
15085,25,2,0,NA,NA,NA,NA,
15085,31,1,1,30,30,26,4,
15085,32,2,0,NA,NA,NA,NA,
15085,40,2,0,NA,NA,NA,NA,
15086,11,2,0,NA,NA,NA,NA,
15086,12,2,0,NA,NA,NA,NA,
15086,13,2,0,NA,NA,NA,NA,
15086,14,2,0,NA,NA,NA,NA,
15086,15,2,0,NA,NA,NA,NA,
15086,16,2,0,NA,NA,NA,NA,
15086,17,2,0,NA,NA,NA,NA,
15086,18,2,0,NA,NA,NA,NA,
15086,19,2,0,NA,NA,NA,NA,
15086,21,2,0,NA,NA,NA,NA,
15086,22,2,0,NA,NA,NA,NA,
15086,23,2,0,NA,NA,NA,NA,
15086,24,2,0,NA,NA,NA,NA,
15086,25,2,0,NA,NA,NA,NA,
15086,31,2,0,NA,NA,NA,NA,
15086,32,2,0,NA,NA,NA,NA,
15086,40,2,0,NA,NA,NA,NA,
15087,11,2,0,NA,NA,NA,NA,
15087,12,2,0,NA,NA,NA,NA,
15087,13,2,0,NA,NA,NA,NA,
15087,14,2,0,NA,NA,NA,NA,
15087,15,2,0,NA,NA,NA,NA,
15087,16,2,0,NA,NA,NA,NA,
15087,17,2,0,NA,NA,NA,NA,
15087,18,2,0,NA,NA,NA,NA,
15087,19,2,0,NA,NA,NA,NA,
15087,21,2,0,NA,NA,NA,NA,
15087,22,2,0,NA,NA,NA,NA,
15087,23,2,0,NA,NA,NA,NA,
15087,24,2,0,NA,NA,NA,NA,
15087,25,2,0,NA,NA,NA,NA,
15087,31,2,0,NA,NA,NA,NA,
15087,32,2,0,NA,NA,NA,NA,
15087,40,2,0,NA,NA,NA,NA,
15088,11,1,1,112,112,90,22,
15088,12,2,0,NA,NA,NA,NA,
15088,13,1,1,22,22,15,7,
15088,14,2,0,NA,NA,NA,NA,
15088,15,2,0,NA,NA,NA,NA,
15088,16,2,0,NA,NA,NA,NA,
15088,17,1,1,5,5,5,0,
15088,18,2,0,NA,NA,NA,NA,
15088,19,2,0,NA,NA,NA,NA,
15088,21,2,0,NA,NA,NA,NA,
15088,22,2,0,NA,NA,NA,NA,
15088,23,2,0,NA,NA,NA,NA,
15088,24,2,0,NA,NA,NA,NA,
15088,25,2,0,NA,NA,NA,NA,
15088,31,1,1,186,81,69,12,
15088,32,2,0,NA,NA,NA,NA,
15088,40,2,0,NA,NA,NA,NA,
15089,11,2,0,NA,NA,NA,NA,
15089,12,2,0,NA,NA,NA,NA,
15089,13,2,0,NA,NA,NA,NA,
15089,14,2,0,NA,NA,NA,NA,
15089,15,2,0,NA,NA,NA,NA,
15089,16,2,0,NA,NA,NA,NA,
15089,17,1,1,4,4,2,2,
15089,18,2,0,NA,NA,NA,NA,
15089,19,2,0,NA,NA,NA,NA,
15089,21,2,0,NA,NA,NA,NA,
15089,22,2,0,NA,NA,NA,NA,
15089,23,1,1,10,10,8,2,
15089,24,2,0,NA,NA,NA,NA,
15089,25,2,0,NA,NA,NA,NA,
15089,31,1,1,6,6,4,2,
15089,32,2,0,NA,NA,NA,NA,
15089,40,2,0,NA,NA,NA,NA,
15090,11,1,1,19,19,18,1,
15090,12,2,0,NA,NA,NA,NA,
15090,13,2,0,NA,NA,NA,NA,
15090,14,2,0,NA,NA,NA,NA,
15090,15,2,0,NA,NA,NA,NA,
15090,16,2,0,NA,NA,NA,NA,
15090,17,2,0,NA,NA,NA,NA,
15090,18,2,0,NA,NA,NA,NA,
15090,19,2,0,NA,NA,NA,NA,
15090,21,2,0,NA,NA,NA,NA,
15090,22,2,0,NA,NA,NA,NA,
15090,23,2,0,NA,NA,NA,NA,
15090,24,2,0,NA,NA,NA,NA,
15090,25,2,0,NA,NA,NA,NA,
15090,31,2,0,NA,NA,NA,NA,
15090,32,2,0,NA,NA,NA,NA,
15090,40,2,0,NA,NA,NA,NA,
15091,11,1,1,50,50,43,7,
15091,12,2,0,NA,NA,NA,NA,
15091,13,2,0,NA,NA,NA,NA,
15091,14,2,0,NA,NA,NA,NA,
15091,15,2,0,NA,NA,NA,NA,
15091,16,2,0,NA,NA,NA,NA,
15091,17,2,0,NA,NA,NA,NA,
15091,18,2,0,NA,NA,NA,NA,
15091,19,2,0,NA,NA,NA,NA,
15091,21,2,0,NA,NA,NA,NA,
15091,22,2,0,NA,NA,NA,NA,
15091,23,2,0,NA,NA,NA,NA,
15091,24,2,0,NA,NA,NA,NA,
15091,25,2,0,NA,NA,NA,NA,
15091,31,2,0,NA,NA,NA,NA,
15091,32,2,0,NA,NA,NA,NA,
15091,40,2,0,NA,NA,NA,NA,
15092,11,2,0,NA,NA,NA,NA,
15092,12,2,0,NA,NA,NA,NA,
15092,13,2,0,NA,NA,NA,NA,
15092,14,2,0,NA,NA,NA,NA,
15092,15,2,0,NA,NA,NA,NA,
15092,16,2,0,NA,NA,NA,NA,
15092,17,2,0,NA,NA,NA,NA,
15092,18,2,0,NA,NA,NA,NA,
15092,19,2,0,NA,NA,NA,NA,
15092,21,2,0,NA,NA,NA,NA,
15092,22,2,0,NA,NA,NA,NA,
15092,23,2,0,NA,NA,NA,NA,
15092,24,2,0,NA,NA,NA,NA,
15092,25,2,0,NA,NA,NA,NA,
15092,31,2,0,NA,NA,NA,NA,
15092,32,2,0,NA,NA,NA,NA,
15092,40,2,0,NA,NA,NA,NA,
15093,11,1,1,7,7,5,2,
15093,12,2,0,NA,NA,NA,NA,
15093,13,2,0,NA,NA,NA,NA,
15093,14,2,0,NA,NA,NA,NA,
15093,15,2,0,NA,NA,NA,NA,
15093,16,2,0,NA,NA,NA,NA,
15093,17,1,1,18,18,9,9,
15093,18,2,0,NA,NA,NA,NA,
15093,19,2,0,NA,NA,NA,NA,
15093,21,1,1,38,38,19,19,
15093,22,2,0,NA,NA,NA,NA,
15093,23,2,0,NA,NA,NA,NA,
15093,24,2,0,NA,NA,NA,NA,
15093,25,2,0,NA,NA,NA,NA,
15093,31,1,1,51,51,41,10,
15093,32,2,0,NA,NA,NA,NA,
15093,40,2,0,NA,NA,NA,NA,
15094,11,2,0,NA,NA,NA,NA,
15094,12,2,0,NA,NA,NA,NA,
15094,13,2,0,NA,NA,NA,NA,
15094,14,2,0,NA,NA,NA,NA,
15094,15,2,0,NA,NA,NA,NA,
15094,16,2,0,NA,NA,NA,NA,
15094,17,2,0,NA,NA,NA,NA,
15094,18,2,0,NA,NA,NA,NA,
15094,19,2,0,NA,NA,NA,NA,
15094,21,1,1,22,22,17,5,
15094,22,2,0,NA,NA,NA,NA,
15094,23,2,0,NA,NA,NA,NA,
15094,24,2,0,NA,NA,NA,NA,
15094,25,2,0,NA,NA,NA,NA,
15094,31,1,1,17,17,12,5,
15094,32,2,0,NA,NA,NA,NA,
15094,40,2,0,NA,NA,NA,NA,
15095,11,2,0,NA,NA,NA,NA,
15095,12,2,0,NA,NA,NA,NA,
15095,13,2,0,NA,NA,NA,NA,
15095,14,2,0,NA,NA,NA,NA,
15095,15,2,0,NA,NA,NA,NA,
15095,16,2,0,NA,NA,NA,NA,
15095,17,2,0,NA,NA,NA,NA,
15095,18,2,0,NA,NA,NA,NA,
15095,19,2,0,NA,NA,NA,NA,
15095,21,2,0,NA,NA,NA,NA,
15095,22,2,0,NA,NA,NA,NA,
15095,23,2,0,NA,NA,NA,NA,
15095,24,2,0,NA,NA,NA,NA,
15095,25,2,0,NA,NA,NA,NA,
15095,31,2,0,NA,NA,NA,NA,
15095,32,2,0,NA,NA,NA,NA,
15095,40,2,0,NA,NA,NA,NA,
15096,11,1,2,NA,NA,NA,NA,
15096,12,2,0,NA,NA,NA,NA,
15096,13,1,2,NA,NA,NA,NA,
15096,14,1,2,NA,NA,NA,NA,
15096,15,2,0,NA,NA,NA,NA,
15096,16,2,0,NA,NA,NA,NA,
15096,17,1,2,NA,NA,NA,NA,
15096,18,2,0,NA,NA,NA,NA,
15096,19,2,0,NA,NA,NA,NA,
15096,21,1,2,NA,NA,NA,NA,
15096,22,2,0,NA,NA,NA,NA,
15096,23,2,0,NA,NA,NA,NA,
15096,24,2,0,NA,NA,NA,NA,
15096,25,2,0,NA,NA,NA,NA,
15096,31,1,2,NA,NA,NA,NA,
15096,32,2,0,NA,NA,NA,NA,
15096,40,2,0,NA,NA,NA,NA,
15097,11,2,0,NA,NA,NA,NA,
15097,12,2,0,NA,NA,NA,NA,
15097,13,1,1,7,7,7,0,
15097,14,2,0,NA,NA,NA,NA,
15097,15,2,0,NA,NA,NA,NA,
15097,16,2,0,NA,NA,NA,NA,
15097,17,2,0,NA,NA,NA,NA,
15097,18,2,0,NA,NA,NA,NA,
15097,19,2,0,NA,NA,NA,NA,
15097,21,1,1,6,6,4,2,
15097,22,2,0,NA,NA,NA,NA,
15097,23,1,1,12,12,10,2,
15097,24,2,0,NA,NA,NA,NA,
15097,25,2,0,NA,NA,NA,NA,
15097,31,1,1,6,6,5,1,
15097,32,2,0,NA,NA,NA,NA,
15097,40,2,0,NA,NA,NA,NA,
15098,11,2,0,NA,NA,NA,NA,
15098,12,2,0,NA,NA,NA,NA,
15098,13,2,0,NA,NA,NA,NA,
15098,14,2,0,NA,NA,NA,NA,
15098,15,2,0,NA,NA,NA,NA,
15098,16,2,0,NA,NA,NA,NA,
15098,17,2,0,NA,NA,NA,NA,
15098,18,2,0,NA,NA,NA,NA,
15098,19,2,0,NA,NA,NA,NA,
15098,21,2,0,NA,NA,NA,NA,
15098,22,2,0,NA,NA,NA,NA,
15098,23,2,0,NA,NA,NA,NA,
15098,24,2,0,NA,NA,NA,NA,
15098,25,2,0,NA,NA,NA,NA,
15098,31,2,0,NA,NA,NA,NA,
15098,32,2,0,NA,NA,NA,NA,
15098,40,2,0,NA,NA,NA,NA,
15099,11,2,0,NA,NA,NA,NA,
15099,12,2,0,NA,NA,NA,NA,
15099,13,2,0,NA,NA,NA,NA,
15099,14,2,0,NA,NA,NA,NA,
15099,15,2,0,NA,NA,NA,NA,
15099,16,2,0,NA,NA,NA,NA,
15099,17,2,0,NA,NA,NA,NA,
15099,18,2,0,NA,NA,NA,NA,
15099,19,2,0,NA,NA,NA,NA,
15099,21,2,0,NA,NA,NA,NA,
15099,22,2,0,NA,NA,NA,NA,
15099,23,2,0,NA,NA,NA,NA,
15099,24,2,0,NA,NA,NA,NA,
15099,25,2,0,NA,NA,NA,NA,
15099,31,2,0,NA,NA,NA,NA,
15099,32,2,0,NA,NA,NA,NA,
15099,40,2,0,NA,NA,NA,NA,
15100,11,1,1,45,45,30,15,
15100,12,2,0,NA,NA,NA,NA,
15100,13,2,0,NA,NA,NA,NA,
15100,14,2,0,NA,NA,NA,NA,
15100,15,2,0,NA,NA,NA,NA,
15100,16,2,0,NA,NA,NA,NA,
15100,17,1,1,40,40,30,10,
15100,18,2,0,NA,NA,NA,NA,
15100,19,2,0,NA,NA,NA,NA,
15100,21,2,0,NA,NA,NA,NA,
15100,22,2,0,NA,NA,NA,NA,
15100,23,2,0,NA,NA,NA,NA,
15100,24,2,0,NA,NA,NA,NA,
15100,25,2,0,NA,NA,NA,NA,
15100,31,2,0,NA,NA,NA,NA,
15100,32,2,0,NA,NA,NA,NA,
15100,40,2,0,NA,NA,NA,NA,
15101,11,1,1,16,16,11,5,
15101,12,2,0,NA,NA,NA,NA,
15101,13,1,1,10,10,5,5,
15101,14,1,1,10,10,5,5,
15101,15,2,0,NA,NA,NA,NA,
15101,16,2,0,NA,NA,NA,NA,
15101,17,1,1,10,10,5,5,
15101,18,2,0,NA,NA,NA,NA,
15101,19,2,0,NA,NA,NA,NA,
15101,21,2,0,NA,NA,NA,NA,
15101,22,2,0,NA,NA,NA,NA,
15101,23,2,0,NA,NA,NA,NA,
15101,24,2,0,NA,NA,NA,NA,
15101,25,2,0,NA,NA,NA,NA,
15101,31,1,1,42,42,29,10,3
15101,32,2,0,NA,NA,NA,NA,
15101,40,2,0,NA,NA,NA,NA,
15102,11,2,0,NA,NA,NA,NA,
15102,12,2,0,NA,NA,NA,NA,
15102,13,2,0,NA,NA,NA,NA,
15102,14,2,0,NA,NA,NA,NA,
15102,15,2,0,NA,NA,NA,NA,
15102,16,2,0,NA,NA,NA,NA,
15102,17,2,0,NA,NA,NA,NA,
15102,18,2,0,NA,NA,NA,NA,
15102,19,2,0,NA,NA,NA,NA,
15102,21,2,0,NA,NA,NA,NA,
15102,22,2,0,NA,NA,NA,NA,
15102,23,2,0,NA,NA,NA,NA,
15102,24,2,0,NA,NA,NA,NA,
15102,25,2,0,NA,NA,NA,NA,
15102,31,2,0,NA,NA,NA,NA,
15102,32,2,0,NA,NA,NA,NA,
15102,40,2,0,NA,NA,NA,NA,
15103,11,1,1,94,94,70,24,
15103,12,2,0,NA,NA,NA,NA,
15103,13,1,2,NA,NA,NA,NA,
15103,14,1,2,NA,NA,NA,NA,
15103,15,2,0,NA,NA,NA,NA,
15103,16,2,0,NA,NA,NA,NA,
15103,17,1,1,32,32,32,0,
15103,18,2,0,NA,NA,NA,NA,
15103,19,2,0,NA,NA,NA,NA,
15103,21,2,0,NA,NA,NA,NA,
15103,22,2,0,NA,NA,NA,NA,
15103,23,2,0,NA,NA,NA,NA,
15103,24,2,0,NA,NA,NA,NA,
15103,25,2,0,NA,NA,NA,NA,
15103,31,1,1,94,94,70,24,
15103,32,2,0,NA,NA,NA,NA,
15103,40,2,0,NA,NA,NA,NA,
15104,11,1,1,860,860,860,0,
15104,12,2,0,NA,NA,NA,NA,
15104,13,1,1,79,79,79,0,
15104,14,1,1,25,25,25,0,
15104,15,1,1,25,25,25,0,
15104,16,2,0,NA,NA,NA,NA,
15104,17,1,1,585,585,585,0,
15104,18,1,1,129,129,129,0,
15104,19,2,0,NA,NA,NA,NA,
15104,21,1,1,726,726,726,0,
15104,22,2,0,NA,NA,NA,NA,
15104,23,1,1,256,256,256,0,
15104,24,2,0,NA,NA,NA,NA,
15104,25,2,0,NA,NA,NA,NA,
15104,31,1,1,582,582,582,0,
15104,32,2,0,NA,NA,NA,NA,
15104,40,2,0,NA,NA,NA,NA,
15105,11,2,0,NA,NA,NA,NA,
15105,12,2,0,NA,NA,NA,NA,
15105,13,2,0,NA,NA,NA,NA,
15105,14,2,0,NA,NA,NA,NA,
15105,15,2,0,NA,NA,NA,NA,
15105,16,2,0,NA,NA,NA,NA,
15105,17,2,0,NA,NA,NA,NA,
15105,18,2,0,NA,NA,NA,NA,
15105,19,2,0,NA,NA,NA,NA,
15105,21,2,0,NA,NA,NA,NA,
15105,22,2,0,NA,NA,NA,NA,
15105,23,2,0,NA,NA,NA,NA,
15105,24,2,0,NA,NA,NA,NA,
15105,25,2,0,NA,NA,NA,NA,
15105,31,2,0,NA,NA,NA,NA,
15105,32,2,0,NA,NA,NA,NA,
15105,40,2,0,NA,NA,NA,NA,
15106,11,1,1,367,367,289,78,
15106,12,2,0,NA,NA,NA,NA,
15106,13,1,1,677,677,533,144,
15106,14,1,1,801,801,631,170,
15106,15,1,1,811,811,639,172,
15106,16,2,0,NA,NA,NA,NA,
15106,17,1,1,93,93,73,20,
15106,18,2,0,NA,NA,NA,NA,
15106,19,2,0,NA,NA,NA,NA,
15106,21,1,1,791,791,623,168,
15106,22,2,0,NA,NA,NA,NA,
15106,23,1,1,1400,1400,1103,297,
15106,24,2,0,NA,NA,NA,NA,
15106,25,2,0,NA,NA,NA,NA,
15106,31,1,1,901,901,710,191,
15106,32,2,0,NA,NA,NA,NA,
15106,40,2,0,NA,NA,NA,NA,
15107,11,9,97,NSS,NSS,NSS,NSS,
15107,12,9,97,NSS,NSS,NSS,NSS,
15107,13,9,97,NSS,NSS,NSS,NSS,
15107,14,9,97,NSS,NSS,NSS,NSS,
15107,15,9,97,NSS,NSS,NSS,NSS,
15107,16,9,97,NSS,NSS,NSS,NSS,
15107,17,9,97,NSS,NSS,NSS,NSS,
15107,18,9,97,NSS,NSS,NSS,NSS,
15107,19,9,97,NSS,NSS,NSS,NSS,
15107,21,9,97,NSS,NSS,NSS,NSS,
15107,22,9,97,NSS,NSS,NSS,NSS,
15107,23,9,97,NSS,NSS,NSS,NSS,
15107,24,9,97,NSS,NSS,NSS,NSS,
15107,25,9,97,NSS,NSS,NSS,NSS,
15107,31,9,97,NSS,NSS,NSS,NSS,
15107,32,9,97,NSS,NSS,NSS,NSS,
15107,40,9,97,NSS,NSS,NSS,NSS,
15108,11,1,1,239,239,190,49,
15108,12,1,2,NA,NA,NA,NA,
15108,13,1,1,10,10,10,0,
15108,14,1,1,10,10,10,0,
15108,15,1,1,10,10,10,0,
15108,16,2,0,NA,NA,NA,NA,
15108,17,1,1,239,239,190,49,
15108,18,2,0,NA,NA,NA,NA,
15108,19,2,0,NA,NA,NA,NA,
15108,21,1,1,239,239,190,49,
15108,22,2,0,NA,NA,NA,NA,
15108,23,1,1,239,239,190,49,
15108,24,2,0,NA,NA,NA,NA,
15108,25,2,0,NA,NA,NA,NA,
15108,31,1,1,190,190,190,0,
15108,32,2,0,NA,NA,NA,NA,
15108,40,2,0,NA,NA,NA,NA,
15109,11,2,0,NA,NA,NA,NA,
15109,12,2,0,NA,NA,NA,NA,
15109,13,2,0,NA,NA,NA,NA,
15109,14,2,0,NA,NA,NA,NA,
15109,15,2,0,NA,NA,NA,NA,
15109,16,2,0,NA,NA,NA,NA,
15109,17,1,1,100,100,100,0,
15109,18,2,0,NA,NA,NA,NA,
15109,19,2,0,NA,NA,NA,NA,
15109,21,2,0,NA,NA,NA,NA,
15109,22,2,0,NA,NA,NA,NA,
15109,23,2,0,NA,NA,NA,NA,
15109,24,2,0,NA,NA,NA,NA,
15109,25,2,0,NA,NA,NA,NA,
15109,31,2,0,NA,NA,NA,NA,
