ubicageo_f,elemunif_b,rnsnni1,totalca1,frecuenc_e
13015,1,1,19,3
13015,2,1,19,3
13015,3,1,19,8
13015,4,1,19,3
13015,5,1,19,3
13015,6,1,19,3
13015,7,2,NA,0
13015,8,1,19,3
13015,9,1,19,3
13015,10,2,NA,0
13015,11,2,NA,0
13015,12,2,NA,0
13015,13,2,NA,0
13015,14,2,NA,0
13015,15,2,NA,0
13015,16,2,NA,0
13016,1,1,47,1
13016,2,1,47,1
13016,3,2,NA,0
13016,4,1,47,1
13016,5,1,47,1
13016,6,1,47,1
13016,7,2,NA,0
13016,8,2,NA,0
13016,9,1,47,1
13016,10,2,NA,0
13016,11,2,NA,0
13016,12,2,NA,0
13016,13,2,NA,0
13016,14,2,NA,0
13016,15,2,NA,0
13016,16,2,NA,0
13017,1,2,NA,0
13017,2,2,NA,0
13017,3,2,NA,0
13017,4,2,NA,0
13017,5,2,NA,0
13017,6,2,NA,0
13017,7,2,NA,0
13017,8,2,NA,0
13017,9,1,17,1
13017,10,2,NA,0
13017,11,2,NA,0
13017,12,1,17,1
13017,13,2,NA,0
13017,14,1,17,1
13017,15,2,NA,0
13017,16,2,NA,0
13018,1,2,NA,0
13018,2,2,NA,0
13018,3,2,NA,0
13018,4,1,30,1
13018,5,1,30,1
13018,6,1,30,1
13018,7,2,NA,0
13018,8,2,NA,0
13018,9,1,30,1
13018,10,2,NA,0
13018,11,2,NA,0
13018,12,2,NA,0
13018,13,2,NA,0
13018,14,2,NA,0
13018,15,2,NA,0
13018,16,2,NA,0
13019,1,2,NA,0
13019,2,2,NA,0
13019,3,2,NA,0
13019,4,2,NA,0
13019,5,2,NA,0
13019,6,2,NA,0
13019,7,2,NA,0
13019,8,2,NA,0
13019,9,1,19,1
13019,10,2,NA,0
13019,11,2,NA,0
13019,12,1,19,1
13019,13,2,NA,0
13019,14,2,NA,0
13019,15,2,NA,0
13019,16,2,NA,0
13020,1,1,1,3
13020,2,1,1,3
13020,3,2,NA,0
13020,4,2,NA,0
13020,5,1,1,3
13020,6,1,1,3
13020,7,2,NA,0
13020,8,2,NA,0
13020,9,1,1,3
13020,10,2,NA,0
13020,11,2,NA,0
13020,12,2,NA,0
13020,13,2,NA,0
13020,14,1,1,3
13020,15,2,NA,0
13020,16,2,NA,0
13021,1,1,35,3
13021,2,1,35,3
13021,3,2,NA,0
13021,4,1,35,3
13021,5,1,35,3
13021,6,1,35,3
13021,7,2,NA,0
13021,8,2,NA,0
13021,9,1,35,3
13021,10,2,NA,0
13021,11,2,NA,0
13021,12,1,35,3
13021,13,2,NA,0
13021,14,2,NA,0
13021,15,2,NA,0
13021,16,2,NA,0
13022,1,1,27,2
13022,2,1,27,2
13022,3,2,NA,0
13022,4,1,27,2
13022,5,1,27,2
13022,6,1,27,2
13022,7,2,NA,0
13022,8,2,NA,0
13022,9,1,27,2
13022,10,2,NA,0
13022,11,2,NA,0
13022,12,2,NA,0
13022,13,2,NA,0
13022,14,2,NA,0
13022,15,2,NA,0
13022,16,2,NA,0
13023,1,1,25,1
13023,2,1,25,1
13023,3,2,NA,0
13023,4,1,25,1
13023,5,1,28,1
13023,6,1,25,1
13023,7,2,NA,0
13023,8,2,NA,0
13023,9,1,25,1
13023,10,2,NA,0
13023,11,2,NA,0
13023,12,1,25,1
13023,13,2,NA,0
13023,14,2,NA,0
13023,15,2,NA,0
13023,16,2,NA,0
13024,1,2,NA,0
13024,2,2,NA,0
13024,3,2,NA,0
13024,4,2,NA,0
13024,5,2,NA,0
13024,6,2,NA,0
13024,7,2,NA,0
13024,8,2,NA,0
13024,9,2,NA,0
13024,10,2,NA,0
13024,11,2,NA,0
13024,12,2,NA,0
13024,13,2,NA,0
13024,14,2,NA,0
13024,15,2,NA,0
13024,16,2,NA,0
13025,1,1,31,2
13025,2,1,31,2
13025,3,2,NA,0
13025,4,1,31,2
13025,5,1,31,2
13025,6,1,31,2
13025,7,2,NA,0
13025,8,1,31,2
13025,9,1,31,2
13025,10,2,NA,0
13025,11,2,NA,0
13025,12,2,NA,0
13025,13,2,NA,0
13025,14,1,31,2
13025,15,2,NA,0
13025,16,2,NA,0
13026,1,1,24,1
13026,2,1,24,1
13026,3,2,NA,0
13026,4,1,24,1
13026,5,1,24,1
13026,6,1,24,1
13026,7,2,NA,0
13026,8,1,24,1
13026,9,1,24,1
13026,10,2,NA,0
13026,11,2,NA,0
13026,12,2,NA,0
13026,13,2,NA,0
13026,14,2,NA,0
13026,15,2,NA,0
13026,16,2,NA,0
13027,1,2,NA,0
13027,2,2,NA,0
13027,3,2,NA,0
13027,4,2,NA,0
13027,5,2,NA,0
13027,6,2,NA,0
13027,7,2,NA,0
13027,8,2,NA,0
13027,9,2,NA,0
13027,10,2,NA,0
13027,11,2,NA,0
13027,12,2,NA,0
13027,13,2,NA,0
13027,14,2,NA,0
13027,15,2,NA,0
13027,16,2,NA,0
13028,1,2,NA,0
13028,2,1,159,3
13028,3,2,NA,0
13028,4,1,159,3
13028,5,1,159,3
13028,6,1,159,3
13028,7,2,NA,0
13028,8,2,NA,0
13028,9,1,159,3
13028,10,2,NA,0
13028,11,2,NA,0
13028,12,2,NA,0
13028,13,2,NA,0
13028,14,2,NA,0
13028,15,2,NA,0
13028,16,2,NA,0
13029,1,1,29,2
13029,2,1,29,2
13029,3,1,29,2
13029,4,1,29,2
13029,5,1,29,2
13029,6,1,29,2
13029,7,2,NA,0
13029,8,1,29,2
13029,9,1,29,2
13029,10,1,29,2
13029,11,2,NA,0
13029,12,1,29,2
13029,13,2,NA,0
13029,14,1,29,2
13029,15,2,NA,0
13029,16,2,NA,0
13030,1,2,NA,0
13030,2,2,NA,0
13030,3,2,NA,0
13030,4,1,66,1
13030,5,1,66,1
13030,6,1,66,1
13030,7,2,NA,0
13030,8,2,NA,0
13030,9,1,66,1
13030,10,2,NA,0
13030,11,2,NA,0
13030,12,2,NA,0
13030,13,2,NA,0
13030,14,1,66,1
13030,15,2,NA,0
13030,16,2,NA,0
13031,1,2,NA,0
13031,2,2,NA,0
13031,3,2,NA,0
13031,4,2,NA,0
13031,5,2,NA,0
13031,6,2,NA,0
13031,7,2,NA,0
13031,8,2,NA,0
13031,9,2,NA,0
13031,10,2,NA,0
13031,11,2,NA,0
13031,12,2,NA,0
13031,13,2,NA,0
13031,14,2,NA,0
13031,15,2,NA,0
13031,16,2,NA,0
13032,1,2,NA,0
13032,2,2,NA,0
13032,3,2,NA,0
13032,4,1,22,1
13032,5,1,22,1
13032,6,1,22,1
13032,7,2,NA,0
13032,8,1,22,1
13032,9,1,22,1
13032,10,2,NA,0
13032,11,2,NA,0
13032,12,2,NA,0
13032,13,2,NA,0
13032,14,1,22,1
13032,15,2,NA,0
13032,16,2,NA,0
13033,1,1,12,1
13033,2,1,12,1
13033,3,2,NA,0
13033,4,1,12,1
13033,5,1,12,1
13033,6,1,12,1
13033,7,2,NA,0
13033,8,2,NA,0
13033,9,1,12,1
13033,10,2,NA,0
13033,11,2,NA,0
13033,12,1,12,1
13033,13,2,NA,0
13033,14,1,12,1
13033,15,2,NA,0
13033,16,2,NA,0
13034,1,1,15,2
13034,2,1,15,2
13034,3,1,15,2
13034,4,2,NA,0
13034,5,1,15,2
13034,6,2,NA,0
13034,7,2,NA,0
13034,8,1,15,2
13034,9,1,15,2
13034,10,2,NA,0
13034,11,2,NA,0
13034,12,2,NA,0
13034,13,2,NA,0
13034,14,1,15,2
13034,15,2,NA,0
13034,16,2,NA,0
13035,1,1,10,3
13035,2,1,10,3
13035,3,2,NA,0
13035,4,2,NA,0
13035,5,1,10,3
13035,6,1,10,3
13035,7,2,NA,0
13035,8,2,NA,0
13035,9,1,10,3
13035,10,2,NA,0
13035,11,2,NA,0
13035,12,2,NA,0
13035,13,2,NA,0
13035,14,1,10,3
13035,15,2,NA,0
13035,16,2,NA,0
13036,1,1,30,1
13036,2,2,NA,0
13036,3,2,NA,0
13036,4,1,30,1
13036,5,1,30,1
13036,6,1,30,1
13036,7,2,NA,0
13036,8,1,30,1
13036,9,1,30,1
13036,10,2,NA,0
13036,11,2,NA,0
13036,12,2,NA,0
13036,13,2,NA,0
13036,14,1,30,1
13036,15,2,NA,0
13036,16,2,NA,0
13037,1,2,NA,0
13037,2,2,NA,0
13037,3,2,NA,0
13037,4,2,NA,0
13037,5,2,NA,0
13037,6,2,NA,0
13037,7,2,NA,0
13037,8,2,NA,0
13037,9,2,NA,0
13037,10,2,NA,0
13037,11,2,NA,0
13037,12,2,NA,0
13037,13,2,NA,0
13037,14,2,NA,0
13037,15,2,NA,0
13037,16,2,NA,0
13038,1,1,22,3
13038,2,2,NA,0
13038,3,2,NA,0
13038,4,1,22,3
13038,5,1,22,3
13038,6,1,22,3
13038,7,2,NA,0
13038,8,2,NA,0
13038,9,1,22,3
13038,10,2,NA,0
13038,11,2,NA,0
13038,12,2,NA,0
13038,13,2,NA,0
13038,14,2,NA,0
13038,15,2,NA,0
13038,16,2,NA,0
13039,1,1,16,3
13039,2,2,NA,0
13039,3,2,NA,0
13039,4,1,23,2
13039,5,1,26,2
13039,6,1,14,2
13039,7,2,NA,0
13039,8,2,NA,0
13039,9,1,18,2
13039,10,1,22,2
13039,11,2,NA,0
13039,12,2,NA,0
13039,13,2,NA,0
13039,14,2,NA,0
13039,15,1,26,3
13039,16,2,NA,0
13040,1,1,15,3
13040,2,1,15,3
13040,3,1,15,3
13040,4,1,15,3
13040,5,1,15,3
13040,6,1,15,3
13040,7,2,NA,0
13040,8,2,NA,0
13040,9,1,15,3
13040,10,1,15,3
13040,11,2,NA,0
13040,12,1,15,3
13040,13,2,NA,0
13040,14,1,15,3
13040,15,2,NA,0
13040,16,2,NA,0
13041,1,1,1,1
13041,2,2,NA,0
13041,3,2,NA,0
13041,4,2,NA,0
13041,5,2,NA,0
13041,6,2,NA,0
13041,7,2,NA,0
13041,8,2,NA,0
13041,9,1,1,1
13041,10,2,NA,0
13041,11,2,NA,0
13041,12,1,1,1
13041,13,2,NA,0
13041,14,1,1,1
13041,15,2,NA,0
13041,16,2,NA,0
13042,1,1,24,1
13042,2,2,NA,0
13042,3,2,NA,0
13042,4,2,NA,0
13042,5,2,NA,0
13042,6,2,NA,0
13042,7,2,NA,0
13042,8,1,24,1
13042,9,1,24,2
13042,10,2,NA,0
13042,11,2,NA,0
13042,12,1,24,1
13042,13,2,NA,0
13042,14,2,NA,0
13042,15,2,NA,0
13042,16,2,NA,0
13043,1,2,NA,0
13043,2,2,NA,0
13043,3,2,NA,0
13043,4,1,15,1
13043,5,1,15,1
13043,6,1,15,1
13043,7,2,NA,0
13043,8,2,NA,0
13043,9,2,NA,0
13043,10,2,NA,0
13043,11,2,NA,0
13043,12,2,NA,0
13043,13,2,NA,0
13043,14,2,NA,0
13043,15,2,NA,0
13043,16,2,NA,0
13044,1,1,23,3
13044,2,1,23,3
13044,3,2,NA,0
13044,4,1,23,3
13044,5,1,23,3
13044,6,2,NA,0
13044,7,2,NA,0
13044,8,2,NA,0
13044,9,2,NA,0
13044,10,2,NA,0
13044,11,2,NA,0
13044,12,2,NA,0
13044,13,2,NA,0
13044,14,2,NA,0
13044,15,2,NA,0
13044,16,2,NA,0
13045,1,2,NA,0
13045,2,2,NA,0
13045,3,2,NA,0
13045,4,2,NA,0
13045,5,2,NA,0
13045,6,2,NA,0
13045,7,2,NA,0
13045,8,2,NA,0
13045,9,2,NA,0
13045,10,2,NA,0
13045,11,2,NA,0
13045,12,2,NA,0
13045,13,2,NA,0
13045,14,2,NA,0
13045,15,2,NA,0
13045,16,2,NA,0
13046,1,1,48,3
13046,2,1,48,3
13046,3,2,NA,0
13046,4,1,48,3
13046,5,1,48,3
13046,6,1,48,3
13046,7,2,NA,0
13046,8,2,NA,0
13046,9,1,48,3
13046,10,2,NA,0
13046,11,2,NA,0
13046,12,2,NA,0
13046,13,2,NA,0
13046,14,1,48,3
13046,15,2,NA,0
13046,16,2,NA,0
13047,1,1,16,2
13047,2,1,16,2
13047,3,2,NA,0
13047,4,1,16,2
13047,5,1,16,2
13047,6,1,16,2
13047,7,2,NA,0
13047,8,1,16,2
13047,9,1,16,2
13047,10,2,NA,0
13047,11,2,NA,0
13047,12,2,NA,0
13047,13,2,NA,0
13047,14,1,16,2
13047,15,1,16,2
13047,16,2,NA,0
13048,1,1,479,3
13048,2,1,479,3
13048,3,2,NA,0
13048,4,2,NA,0
13048,5,1,479,3
13048,6,1,289,3
13048,7,2,NA,0
13048,8,2,NA,0
13048,9,1,289,3
13048,10,1,190,3
13048,11,2,NA,0
13048,12,2,NA,0
13048,13,2,NA,0
13048,14,1,479,3
13048,15,2,NA,0
13048,16,2,NA,0
13049,1,1,18,1
13049,2,1,18,1
13049,3,2,NA,0
13049,4,1,18,1
13049,5,1,18,1
13049,6,1,18,1
13049,7,2,NA,0
13049,8,2,NA,0
13049,9,2,NA,0
13049,10,2,NA,0
13049,11,2,NA,0
13049,12,2,NA,0
13049,13,2,NA,0
13049,14,2,NA,0
13049,15,2,NA,0
13049,16,2,NA,0
13050,1,2,NA,0
13050,2,1,30,1
13050,3,2,NA,0
13050,4,1,30,1
13050,5,1,30,1
13050,6,1,30,1
13050,7,2,NA,0
13050,8,2,NA,0
13050,9,1,30,1
13050,10,2,NA,0
13050,11,2,NA,0
13050,12,2,NA,0
13050,13,2,NA,0
13050,14,2,NA,0
13050,15,1,30,1
13050,16,2,NA,0
13051,1,1,164,2
13051,2,2,NA,0
13051,3,1,84,2
13051,4,1,100,2
13051,5,2,NA,0
13051,6,2,NA,0
13051,7,2,NA,0
13051,8,2,NA,0
13051,9,1,328,2
13051,10,2,NA,0
13051,11,2,NA,0
13051,12,1,328,2
13051,13,2,NA,0
13051,14,1,84,2
13051,15,2,NA,0
13051,16,2,NA,0
13052,1,2,NA,0
13052,2,2,NA,0
13052,3,2,NA,0
13052,4,2,NA,0
13052,5,2,NA,0
13052,6,2,NA,0
13052,7,2,NA,0
13052,8,2,NA,0
13052,9,2,NA,0
13052,10,2,NA,0
13052,11,2,NA,0
13052,12,1,41,3
13052,13,2,NA,0
13052,14,2,NA,0
13052,15,2,NA,0
13052,16,2,NA,0
13053,1,1,40,3
13053,2,2,NA,0
13053,3,2,NA,0
13053,4,1,40,3
13053,5,1,40,3
13053,6,1,40,3
13053,7,2,NA,0
13053,8,2,NA,0
13053,9,1,40,3
13053,10,2,NA,0
13053,11,2,NA,0
13053,12,2,NA,0
13053,13,2,NA,0
13053,14,1,40,3
13053,15,2,NA,0
13053,16,2,NA,0
13054,1,1,20,1
13054,2,1,20,1
13054,3,2,NA,0
13054,4,1,20,1
13054,5,1,20,1
13054,6,1,20,1
13054,7,2,NA,0
13054,8,2,NA,0
13054,9,1,20,1
13054,10,2,NA,0
13054,11,2,NA,0
13054,12,2,NA,0
13054,13,2,NA,0
13054,14,2,NA,0
13054,15,2,NA,0
13054,16,2,NA,0
13055,1,1,30,3
13055,2,1,30,3
13055,3,2,NA,0
13055,4,1,30,3
13055,5,1,30,3
13055,6,1,30,3
13055,7,2,NA,0
13055,8,2,NA,0
13055,9,1,30,3
13055,10,2,NA,0
13055,11,2,NA,0
13055,12,2,NA,0
13055,13,2,NA,0
13055,14,2,NA,0
13055,15,2,NA,0
13055,16,2,NA,0
13056,1,1,59,2
13056,2,1,59,2
13056,3,2,NA,0
13056,4,1,59,2
13056,5,1,59,2
13056,6,1,59,2
13056,7,2,NA,0
13056,8,2,NA,0
13056,9,1,59,2
13056,10,2,NA,0
13056,11,2,NA,0
13056,12,1,59,2
13056,13,2,NA,0
13056,14,1,59,2
13056,15,2,NA,0
13056,16,2,NA,0
13057,1,1,1,1
13057,2,1,1,1
13057,3,2,NA,0
13057,4,1,1,1
13057,5,1,1,1
13057,6,1,1,1
13057,7,2,NA,0
13057,8,2,NA,0
13057,9,1,1,1
13057,10,2,NA,0
13057,11,2,NA,0
13057,12,2,NA,0
13057,13,2,NA,0
13057,14,2,NA,0
13057,15,2,NA,0
13057,16,2,NA,0
13058,1,1,15,1
13058,2,1,15,1
13058,3,2,NA,0
13058,4,1,15,1
13058,5,2,NA,0
13058,6,1,15,1
13058,7,2,NA,0
13058,8,2,NA,0
13058,9,1,15,1
13058,10,2,NA,0
13058,11,2,NA,0
13058,12,2,NA,0
13058,13,2,NA,0
13058,14,1,15,1
13058,15,2,NA,0
13058,16,1,6,1
13059,1,1,32,1
13059,2,1,32,1
13059,3,2,NA,0
13059,4,1,32,1
13059,5,1,32,1
13059,6,1,32,1
13059,7,2,NA,0
13059,8,2,NA,0
13059,9,1,32,1
13059,10,2,NA,0
13059,11,2,NA,0
13059,12,2,NA,0
13059,13,2,NA,0
13059,14,2,NA,0
13059,15,2,NA,0
13059,16,9,NSS,997
13060,1,2,NA,0
13060,2,1,30,3
13060,3,2,NA,0
13060,4,1,30,3
13060,5,1,30,3
13060,6,2,NA,0
13060,7,2,NA,0
13060,8,2,NA,0
13060,9,1,30,3
13060,10,2,NA,0
13060,11,2,NA,0
13060,12,2,NA,0
13060,13,2,NA,0
13060,14,2,NA,0
13060,15,2,NA,0
13060,16,2,NA,0
13061,1,1,88,1
13061,2,2,NA,0
13061,3,2,NA,0
13061,4,2,NA,0
13061,5,2,NA,0
13061,6,2,NA,0
13061,7,2,NA,0
13061,8,2,NA,0
13061,9,1,88,1
13061,10,2,NA,0
13061,11,2,NA,0
13061,12,1,88,1
13061,13,2,NA,0
13061,14,2,NA,0
13061,15,2,NA,0
13061,16,2,NA,0
13062,1,1,35,3
13062,2,1,35,3
13062,3,2,NA,0
13062,4,1,140,2
13062,5,1,140,2
13062,6,1,70,2
13062,7,2,NA,0
13062,8,1,35,3
13062,9,1,70,2
13062,10,2,NA,0
13062,11,2,NA,0
13062,12,2,NA,0
13062,13,2,NA,0
13062,14,1,35,3
13062,15,2,NA,0
13062,16,2,NA,0
13063,1,1,108,3
13063,2,1,108,3
13063,3,9,NSS,997
13063,4,9,NSS,997
13063,5,1,108,3
13063,6,1,108,3
13063,7,9,NSS,997
13063,8,9,NSS,997
13063,9,1,108,3
13063,10,9,NSS,997
13063,11,9,NSS,997
13063,12,9,NSS,997
13063,13,9,NSS,997
13063,14,1,108,3
13063,15,9,NSS,997
13063,16,9,NSS,997
13064,1,2,NA,0
13064,2,2,NA,0
13064,3,2,NA,0
13064,4,2,NA,0
13064,5,2,NA,0
13064,6,2,NA,0
13064,7,2,NA,0
13064,8,2,NA,0
13064,9,2,NA,0
13064,10,2,NA,0
13064,11,2,NA,0
13064,12,1,11,1
13064,13,2,NA,0
13064,14,2,NA,0
13064,15,2,NA,0
13064,16,2,NA,0
13065,1,1,16,1
13065,2,1,16,1
13065,3,2,NA,0
13065,4,2,NA,0
13065,5,1,16,1
13065,6,1,16,1
13065,7,2,NA,0
13065,8,2,NA,0
13065,9,1,16,1
13065,10,2,NA,0
13065,11,2,NA,0
13065,12,2,NA,0
13065,13,2,NA,0
13065,14,1,16,1
13065,15,2,NA,0
13065,16,2,NA,0
13066,1,1,2,2
13066,2,1,2,2
13066,3,2,NA,0
13066,4,1,2,2
13066,5,2,NA,0
13066,6,1,2,2
13066,7,2,NA,0
13066,8,2,NA,0
13066,9,1,2,2
13066,10,2,NA,0
13066,11,2,NA,0
13066,12,2,NA,0
13066,13,2,NA,0
13066,14,1,1,1
13066,15,2,NA,0
13066,16,2,NA,0
13067,1,1,1,3
13067,2,1,1,3
13067,3,2,NA,0
13067,4,2,NA,0
13067,5,1,1,3
13067,6,1,1,3
13067,7,2,NA,0
13067,8,2,NA,0
13067,9,1,1,3
13067,10,2,NA,0
13067,11,2,NA,0
13067,12,2,NA,0
13067,13,2,NA,0
13067,14,2,NA,0
13067,15,2,NA,0
13067,16,2,NA,0
13068,1,1,28,3
13068,2,1,28,3
13068,3,2,NA,0
13068,4,1,8,3
13068,5,1,28,3
13068,6,1,28,3
13068,7,2,NA,0
13068,8,2,NA,0
13068,9,1,28,3
13068,10,2,NA,0
13068,11,2,NA,0
13068,12,1,28,3
13068,13,2,NA,0
13068,14,1,28,3
13068,15,2,NA,0
13068,16,2,NA,0
13069,1,1,1,3
13069,2,1,8,3
13069,3,2,NA,0
13069,4,2,NA,0
13069,5,1,13,3
13069,6,1,9,3
13069,7,2,NA,0
13069,8,2,NA,0
13069,9,1,10,3
13069,10,2,NA,0
13069,11,2,NA,0
13069,12,1,132,3
13069,13,2,NA,0
13069,14,2,NA,0
13069,15,2,NA,0
13069,16,2,NA,0
13070,1,1,29,1
13070,2,1,29,1
13070,3,2,NA,0
13070,4,1,29,1
13070,5,1,29,1
13070,6,1,29,1
13070,7,2,NA,0
13070,8,2,NA,0
13070,9,1,29,1
13070,10,2,NA,0
13070,11,2,NA,0
13070,12,1,29,1
13070,13,2,NA,0
13070,14,1,29,1
13070,15,2,NA,0
13070,16,2,NA,0
13071,1,1,13,3
13071,2,1,13,3
13071,3,2,NA,0
13071,4,1,13,3
13071,5,1,13,3
13071,6,1,13,3
13071,7,2,NA,0
13071,8,2,NA,0
13071,9,1,13,3
13071,10,2,NA,0
13071,11,2,NA,0
13071,12,2,NA,0
13071,13,2,NA,0
13071,14,2,NA,0
13071,15,2,NA,0
13071,16,2,NA,0
13072,1,2,NA,0
13072,2,2,NA,0
13072,3,2,NA,0
13072,4,1,9,1
13072,5,2,NA,0
13072,6,1,9,1
13072,7,2,NA,0
13072,8,2,NA,0
13072,9,2,NA,0
13072,10,2,NA,0
13072,11,2,NA,0
13072,12,2,NA,0
13072,13,2,NA,0
13072,14,2,NA,0
13072,15,2,NA,0
13072,16,2,NA,0
13073,1,1,36,3
13073,2,1,36,3
13073,3,2,NA,0
13073,4,1,36,3
13073,5,1,36,3
13073,6,1,36,3
13073,7,2,NA,0
13073,8,1,36,3
13073,9,1,36,3
13073,10,2,NA,0
13073,11,2,NA,0
13073,12,2,NA,0
13073,13,2,NA,0
13073,14,1,36,3
13073,15,2,NA,0
13073,16,2,NA,0
13074,1,1,40,3
13074,2,1,41,3
13074,3,2,NA,0
13074,4,1,40,3
13074,5,1,80,3
13074,6,1,40,3
13074,7,2,NA,0
13074,8,1,12,3
13074,9,1,40,3
13074,10,2,NA,0
13074,11,2,NA,0
13074,12,2,NA,0
13074,13,2,NA,0
13074,14,1,40,3
13074,15,2,NA,0
13074,16,2,NA,0
13075,1,1,25,2
13075,2,1,25,2
13075,3,2,NA,0
13075,4,1,25,2
13075,5,1,25,2
13075,6,1,25,2
13075,7,2,NA,0
13075,8,2,NA,0
13075,9,1,25,2
13075,10,2,NA,0
13075,11,2,NA,0
13075,12,1,25,2
13075,13,2,NA,0
13075,14,2,NA,0
13075,15,2,NA,0
13075,16,2,NA,0
13076,1,1,7,1
13076,2,1,37,1
13076,3,2,NA,0
13076,4,1,18,1
13076,5,1,59,1
13076,6,1,203,1
13076,7,2,NA,0
13076,8,2,NA,0
13076,9,1,203,1
13076,10,1,4,1
13076,11,2,NA,0
13076,12,2,NA,0
13076,13,2,NA,0
13076,14,2,NA,0
13076,15,2,NA,0
13076,16,2,NA,0
13077,1,1,1,3
13077,2,1,1,3
13077,3,2,NA,0
13077,4,2,NA,0
13077,5,1,1,3
13077,6,1,1,3
13077,7,2,NA,0
13077,8,2,NA,0
13077,9,1,1,3
13077,10,2,NA,0
13077,11,2,NA,0
13077,12,2,NA,0
13077,13,2,NA,0
13077,14,2,NA,0
13077,15,2,NA,0
13077,16,2,NA,0
13078,1,2,NA,0
13078,2,2,NA,0
13078,3,2,NA,0
13078,4,1,24,1
13078,5,1,24,1
13078,6,1,24,1
13078,7,2,NA,0
13078,8,1,24,1
13078,9,1,24,1
13078,10,2,NA,0
13078,11,2,NA,0
13078,12,2,NA,0
13078,13,2,NA,0
13078,14,2,NA,0
13078,15,2,NA,0
13078,16,2,NA,0
13079,1,1,21,1
13079,2,1,21,1
13079,3,1,21,1
13079,4,1,21,1
13079,5,1,21,1
13079,6,1,21,1
13079,7,2,NA,0
13079,8,2,NA,0
13079,9,1,21,1
13079,10,2,NA,0
13079,11,2,NA,0
13079,12,2,NA,0
13079,13,2,NA,0
13079,14,2,NA,0
13079,15,2,NA,0
13079,16,2,NA,0
13080,1,1,42,1
13080,2,1,42,1
13080,3,2,NA,0
13080,4,1,42,1
13080,5,1,42,1
13080,6,1,42,1
13080,7,2,NA,0
13080,8,2,NA,0
13080,9,1,42,1
13080,10,2,NA,0
13080,11,2,NA,0
13080,12,2,NA,0
13080,13,2,NA,0
13080,14,2,NA,0
13080,15,2,NA,0
13080,16,2,NA,0
13081,1,1,65,3
13081,2,1,65,3
13081,3,2,NA,0
13081,4,1,65,3
13081,5,1,65,3
13081,6,1,65,3
13081,7,2,NA,0
13081,8,2,NA,0
13081,9,1,65,3
13081,10,2,NA,0
13081,11,2,NA,0
13081,12,1,65,3
13081,13,2,NA,0
13081,14,1,65,3
13081,15,2,NA,0
13081,16,2,NA,0
13082,1,1,31,1
13082,2,1,31,1
13082,3,2,NA,0
13082,4,1,31,1
13082,5,1,31,1
13082,6,1,31,1
13082,7,2,NA,0
13082,8,2,NA,0
13082,9,1,31,1
13082,10,2,NA,0
13082,11,2,NA,0
13082,12,1,31,1
13082,13,2,NA,0
13082,14,1,31,1
13082,15,2,NA,0
13082,16,2,NA,0
13083,1,1,69,1
13083,2,1,69,1
13083,3,2,NA,0
13083,4,2,NA,0
13083,5,1,69,1
13083,6,1,69,1
13083,7,2,NA,0
13083,8,2,NA,0
13083,9,1,69,1
13083,10,2,NA,0
13083,11,2,NA,0
13083,12,1,69,1
13083,13,2,NA,0
13083,14,2,NA,0
13083,15,2,NA,0
13083,16,2,NA,0
13084,1,1,41,1
13084,2,1,41,1
13084,3,2,NA,0
13084,4,1,41,1
13084,5,1,41,1
13084,6,1,41,1
13084,7,2,NA,0
13084,8,2,NA,0
13084,9,1,41,1
13084,10,2,NA,0
13084,11,2,NA,0
13084,12,1,41,1
13084,13,2,NA,0
13084,14,2,NA,0
13084,15,2,NA,0
13084,16,2,NA,0
14001,1,2,NA,0
14001,2,1,26,1
14001,3,1,26,1
14001,4,2,NA,0
14001,5,1,26,1
14001,6,2,NA,0
14001,7,2,NA,0
14001,8,2,NA,0
14001,9,1,26,1
14001,10,2,NA,0
14001,11,2,NA,0
14001,12,2,NA,0
14001,13,2,NA,0
14001,14,2,NA,0
14001,15,2,NA,0
14001,16,2,NA,0
14002,1,2,NA,0
14002,2,1,8,3
14002,3,2,NA,0
14002,4,2,NA,0
14002,5,1,8,3
14002,6,2,NA,0
14002,7,2,NA,0
14002,8,2,NA,0
14002,9,1,8,3
14002,10,2,NA,0
14002,11,2,NA,0
14002,12,2,NA,0
14002,13,2,NA,0
14002,14,2,NA,0
14002,15,2,NA,0
14002,16,2,NA,0
14003,1,2,NA,0
14003,2,2,NA,0
14003,3,2,NA,0
14003,4,2,NA,0
14003,5,2,NA,0
14003,6,2,NA,0
14003,7,2,NA,0
14003,8,2,NA,0
14003,9,2,NA,0
14003,10,2,NA,0
14003,11,2,NA,0
14003,12,2,NA,0
14003,13,2,NA,0
14003,14,2,NA,0
14003,15,2,NA,0
14003,16,2,NA,0
14004,1,2,NA,0
14004,2,1,12,3
14004,3,2,NA,0
14004,4,2,NA,0
14004,5,1,12,3
14004,6,2,NA,0
14004,7,2,NA,0
14004,8,2,NA,0
14004,9,1,12,3
14004,10,2,NA,0
14004,11,2,NA,0
14004,12,2,NA,0
14004,13,2,NA,0
14004,14,2,NA,0
14004,15,2,NA,0
14004,16,2,NA,0
14005,1,1,34,3
14005,2,1,34,2
14005,3,1,34,1
14005,4,2,NA,0
14005,5,1,34,2
14005,6,1,34,2
14005,7,2,NA,0
14005,8,2,NA,0
14005,9,1,34,2
14005,10,2,NA,0
14005,11,2,NA,0
14005,12,2,NA,0
