ubicageo_f,aniorefe_b,rnsnni1,sexostt,sexos1,sexos2
12065,1,2,NA,NA,NA
12065,2,2,NA,NA,NA
12066,1,2,NA,NA,NA
12066,2,2,NA,NA,NA
12067,1,2,NA,NA,NA
12067,2,2,NA,NA,NA
12068,1,2,NA,NA,NA
12068,2,2,NA,NA,NA
12069,1,1,23,23,0
12069,2,2,NA,NA,NA
12070,1,2,NA,NA,NA
12070,2,2,NA,NA,NA
12071,1,2,NA,NA,NA
12071,2,2,NA,NA,NA
12072,1,2,NA,NA,NA
12072,2,2,NA,NA,NA
12073,1,2,NA,NA,NA
12073,2,2,NA,NA,NA
12074,1,2,NA,NA,NA
12074,2,2,NA,NA,NA
12075,1,2,NA,NA,NA
12075,2,2,NA,NA,NA
12076,1,2,NA,NA,NA
12076,2,2,NA,NA,NA
12077,1,2,NA,NA,NA
12077,2,2,NA,NA,NA
12078,1,2,NA,NA,NA
12078,2,2,NA,NA,NA
12079,1,2,NA,NA,NA
12079,2,2,NA,NA,NA
12080,1,2,NA,NA,NA
12080,2,2,NA,NA,NA
12081,1,2,NA,NA,NA
12081,2,2,NA,NA,NA
12082,1,0,NA,NA,NA
12082,2,0,NA,NA,NA
12083,1,0,NA,NA,NA
12083,2,0,NA,NA,NA
12084,1,0,NA,NA,NA
12084,2,0,NA,NA,NA
12085,1,0,NA,NA,NA
12085,2,0,NA,NA,NA
13001,1,2,NA,NA,NA
13001,2,2,NA,NA,NA
13002,1,2,NA,NA,NA
13002,2,2,NA,NA,NA
13003,1,1,5,4,1
13003,2,1,8,6,2
13004,1,2,NA,NA,NA
13004,2,2,NA,NA,NA
13005,1,2,NA,NA,NA
13005,2,2,NA,NA,NA
13006,1,2,NA,NA,NA
13006,2,1,2,2,0
13007,1,2,NA,NA,NA
13007,2,2,NA,NA,NA
13008,1,2,NA,NA,NA
13008,2,2,NA,NA,NA
13009,1,2,NA,NA,NA
13009,2,2,NA,NA,NA
13010,1,2,NA,NA,NA
13010,2,2,NA,NA,NA
13011,1,2,NA,NA,NA
13011,2,2,NA,NA,NA
13012,1,2,NA,NA,NA
13012,2,2,NA,NA,NA
13013,1,1,1,1,0
13013,2,2,NA,NA,NA
13014,1,2,NA,NA,NA
13014,2,2,NA,NA,NA
13015,1,2,NA,NA,NA
13015,2,2,NA,NA,NA
13016,1,2,NA,NA,NA
13016,2,2,NA,NA,NA
13017,1,1,1,1,0
13017,2,2,NA,NA,NA
13018,1,2,NA,NA,NA
13018,2,2,NA,NA,NA
13019,1,2,NA,NA,NA
13019,2,2,NA,NA,NA
13020,1,2,NA,NA,NA
13020,2,2,NA,NA,NA
13021,1,2,NA,NA,NA
13021,2,2,NA,NA,NA
13022,1,2,NA,NA,NA
13022,2,1,4,2,2
13023,1,2,NA,NA,NA
13023,2,2,NA,NA,NA
13024,1,2,NA,NA,NA
13024,2,2,NA,NA,NA
13025,1,2,NA,NA,NA
13025,2,2,NA,NA,NA
13026,1,2,NA,NA,NA
13026,2,2,NA,NA,NA
13027,1,2,NA,NA,NA
13027,2,2,NA,NA,NA
13028,1,1,1,1,0
13028,2,2,NA,NA,NA
13029,1,9,NSS,NSS,NSS
13029,2,2,NA,NA,NA
13030,1,1,1,1,0
13030,2,2,NA,NA,NA
13031,1,2,NA,NA,NA
13031,2,2,NA,NA,NA
13032,1,2,NA,NA,NA
13032,2,2,NA,NA,NA
13033,1,2,NA,NA,NA
13033,2,2,NA,NA,NA
13034,1,2,NA,NA,NA
13034,2,2,NA,NA,NA
13035,1,2,NA,NA,NA
13035,2,1,1,1,0
13036,1,2,NA,NA,NA
13036,2,2,NA,NA,NA
13037,1,2,NA,NA,NA
13037,2,2,NA,NA,NA
13038,1,2,NA,NA,NA
13038,2,2,NA,NA,NA
13039,1,2,NA,NA,NA
13039,2,2,NA,NA,NA
13040,1,2,NA,NA,NA
13040,2,2,NA,NA,NA
13041,1,9,NSS,NSS,NSS
13041,2,1,1,0,1
13042,1,2,NA,NA,NA
13042,2,2,NA,NA,NA
13043,1,2,NA,NA,NA
13043,2,2,NA,NA,NA
13044,1,9,NSS,NSS,NSS
13044,2,2,NA,NA,NA
13045,1,2,NA,NA,NA
13045,2,2,NA,NA,NA
13046,1,2,NA,NA,NA
13046,2,2,NA,NA,NA
13047,1,2,NA,NA,NA
13047,2,2,NA,NA,NA
13048,1,2,NA,NA,NA
13048,2,2,NA,NA,NA
13049,1,2,NA,NA,NA
13049,2,2,NA,NA,NA
13050,1,2,NA,NA,NA
13050,2,2,NA,NA,NA
13051,1,1,6,5,1
13051,2,1,11,9,2
13052,1,2,NA,NA,NA
13052,2,2,NA,NA,NA
13053,1,2,NA,NA,NA
13053,2,2,NA,NA,NA
13054,1,2,NA,NA,NA
13054,2,2,NA,NA,NA
13055,1,2,NA,NA,NA
13055,2,2,NA,NA,NA
13056,1,2,NA,NA,NA
13056,2,2,NA,NA,NA
13057,1,2,NA,NA,NA
13057,2,2,NA,NA,NA
13058,1,2,NA,NA,NA
13058,2,2,NA,NA,NA
13059,1,2,NA,NA,NA
13059,2,2,NA,NA,NA
13060,1,2,NA,NA,NA
13060,2,2,NA,NA,NA
13061,1,1,1,1,0
13061,2,2,NA,NA,NA
13062,1,2,NA,NA,NA
13062,2,2,NA,NA,NA
13063,1,2,NA,NA,NA
13063,2,1,3,1,2
13064,1,2,NA,NA,NA
13064,2,2,NA,NA,NA
13065,1,2,NA,NA,NA
13065,2,2,NA,NA,NA
13066,1,2,NA,NA,NA
13066,2,2,NA,NA,NA
13067,1,1,1,1,0
13067,2,2,NA,NA,NA
13068,1,2,NA,NA,NA
13068,2,2,NA,NA,NA
13069,1,1,13,9,4
13069,2,1,48,37,11
13070,1,2,NA,NA,NA
13070,2,2,NA,NA,NA
13071,1,2,NA,NA,NA
13071,2,2,NA,NA,NA
13072,1,2,NA,NA,NA
13072,2,2,NA,NA,NA
13073,1,2,NA,NA,NA
13073,2,2,NA,NA,NA
13074,1,1,2,2,0
13074,2,2,NA,NA,NA
13075,1,2,NA,NA,NA
13075,2,2,NA,NA,NA
13076,1,1,2,2,0
13076,2,1,2,1,1
13077,1,1,1,1,0
13077,2,2,NA,NA,NA
13078,1,2,NA,NA,NA
13078,2,2,NA,NA,NA
13079,1,2,NA,NA,NA
13079,2,2,NA,NA,NA
13080,1,2,NA,NA,NA
13080,2,2,NA,NA,NA
13081,1,2,NA,NA,NA
13081,2,2,NA,NA,NA
13082,1,2,NA,NA,NA
13082,2,1,6,4,2
13083,1,1,1,1,0
13083,2,1,3,3,0
13084,1,2,NA,NA,NA
13084,2,2,NA,NA,NA
14001,1,2,NA,NA,NA
14001,2,2,NA,NA,NA
14002,1,2,NA,NA,NA
14002,2,2,NA,NA,NA
14003,1,2,NA,NA,NA
14003,2,2,NA,NA,NA
14004,1,2,NA,NA,NA
14004,2,2,NA,NA,NA
14005,1,2,NA,NA,NA
14005,2,1,3,1,2
14006,1,2,NA,NA,NA
14006,2,2,NA,NA,NA
14007,1,2,NA,NA,NA
14007,2,2,NA,NA,NA
14008,1,9,NSS,NSS,NSS
14008,2,9,NSS,NSS,NSS
14009,1,2,NA,NA,NA
14009,2,2,NA,NA,NA
14010,1,2,NA,NA,NA
14010,2,2,NA,NA,NA
14011,1,2,NA,NA,NA
14011,2,2,NA,NA,NA
14012,1,2,NA,NA,NA
14012,2,2,NA,NA,NA
14013,1,1,1,1,0
14013,2,1,1,1,0
14014,1,2,NA,NA,NA
14014,2,2,NA,NA,NA
14015,1,2,NA,NA,NA
14015,2,2,NA,NA,NA
14016,1,2,NA,NA,NA
14016,2,2,NA,NA,NA
14017,1,2,NA,NA,NA
14017,2,2,NA,NA,NA
14018,1,2,NA,NA,NA
14018,2,2,NA,NA,NA
14019,1,2,NA,NA,NA
14019,2,2,NA,NA,NA
14020,1,2,NA,NA,NA
14020,2,2,NA,NA,NA
14021,1,2,NA,NA,NA
14021,2,2,NA,NA,NA
14022,1,2,NA,NA,NA
14022,2,2,NA,NA,NA
14023,1,2,NA,NA,NA
14023,2,1,14,7,7
14024,1,2,NA,NA,NA
14024,2,2,NA,NA,NA
14025,1,2,NA,NA,NA
14025,2,2,NA,NA,NA
14026,1,2,NA,NA,NA
14026,2,2,NA,NA,NA
14027,1,2,NA,NA,NA
14027,2,2,NA,NA,NA
14028,1,2,NA,NA,NA
14028,2,2,NA,NA,NA
14029,1,2,NA,NA,NA
14029,2,2,NA,NA,NA
14030,1,2,NA,NA,NA
14030,2,2,NA,NA,NA
14031,1,2,NA,NA,NA
14031,2,2,NA,NA,NA
14032,1,2,NA,NA,NA
14032,2,2,NA,NA,NA
14033,1,2,NA,NA,NA
14033,2,2,NA,NA,NA
14034,1,2,NA,NA,NA
14034,2,2,NA,NA,NA
14035,1,2,NA,NA,NA
14035,2,2,NA,NA,NA
14036,1,2,NA,NA,NA
14036,2,2,NA,NA,NA
14037,1,2,NA,NA,NA
14037,2,2,NA,NA,NA
14038,1,2,NA,NA,NA
14038,2,2,NA,NA,NA
14039,1,1,170,111,59
14039,2,1,204,147,57
14040,1,2,NA,NA,NA
14040,2,2,NA,NA,NA
14041,1,2,NA,NA,NA
14041,2,2,NA,NA,NA
14042,1,2,NA,NA,NA
14042,2,2,NA,NA,NA
14043,1,2,NA,NA,NA
14043,2,2,NA,NA,NA
14044,1,2,NA,NA,NA
14044,2,2,NA,NA,NA
14045,1,2,NA,NA,NA
14045,2,2,NA,NA,NA
14046,1,2,NA,NA,NA
14046,2,2,NA,NA,NA
14047,1,2,NA,NA,NA
14047,2,2,NA,NA,NA
14048,1,2,NA,NA,NA
14048,2,2,NA,NA,NA
14049,1,2,NA,NA,NA
14049,2,2,NA,NA,NA
14050,1,2,NA,NA,NA
14050,2,2,NA,NA,NA
14051,1,2,NA,NA,NA
14051,2,1,4,3,1
14052,1,2,NA,NA,NA
14052,2,2,NA,NA,NA
14053,1,2,NA,NA,NA
14053,2,1,10,9,1
14054,1,2,NA,NA,NA
14054,2,2,NA,NA,NA
14055,1,2,NA,NA,NA
14055,2,2,NA,NA,NA
14056,1,2,NA,NA,NA
14056,2,2,NA,NA,NA
14057,1,2,NA,NA,NA
14057,2,2,NA,NA,NA
14058,1,2,NA,NA,NA
14058,2,2,NA,NA,NA
14059,1,2,NA,NA,NA
14059,2,2,NA,NA,NA
14060,1,2,NA,NA,NA
14060,2,2,NA,NA,NA
14061,1,2,NA,NA,NA
14061,2,2,NA,NA,NA
14062,1,2,NA,NA,NA
14062,2,2,NA,NA,NA
14063,1,2,NA,NA,NA
14063,2,2,NA,NA,NA
14064,1,2,NA,NA,NA
14064,2,1,1,0,1
14065,1,2,NA,NA,NA
14065,2,2,NA,NA,NA
14066,1,2,NA,NA,NA
14066,2,2,NA,NA,NA
14067,1,2,NA,NA,NA
14067,2,2,NA,NA,NA
14068,1,2,NA,NA,NA
14068,2,2,NA,NA,NA
14069,1,2,NA,NA,NA
14069,2,2,NA,NA,NA
14070,1,2,NA,NA,NA
14070,2,2,NA,NA,NA
14071,1,2,NA,NA,NA
14071,2,2,NA,NA,NA
14072,1,2,NA,NA,NA
14072,2,2,NA,NA,NA
14073,1,2,NA,NA,NA
14073,2,2,NA,NA,NA
14074,1,1,1,1,0
14074,2,2,NA,NA,NA
14075,1,2,NA,NA,NA
14075,2,2,NA,NA,NA
14076,1,2,NA,NA,NA
14076,2,2,NA,NA,NA
14077,1,2,NA,NA,NA
14077,2,2,NA,NA,NA
14078,1,9,NSS,NSS,NSS
14078,2,2,NA,NA,NA
14079,1,2,NA,NA,NA
14079,2,1,2,1,1
14080,1,2,NA,NA,NA
14080,2,2,NA,NA,NA
14081,1,2,NA,NA,NA
14081,2,2,NA,NA,NA
14082,1,1,1,1,0
14082,2,2,NA,NA,NA
14083,1,2,NA,NA,NA
14083,2,2,NA,NA,NA
14084,1,2,NA,NA,NA
14084,2,2,NA,NA,NA
14085,1,2,NA,NA,NA
14085,2,2,NA,NA,NA
14086,1,2,NA,NA,NA
14086,2,2,NA,NA,NA
14087,1,2,NA,NA,NA
14087,2,2,NA,NA,NA
14088,1,2,NA,NA,NA
14088,2,2,NA,NA,NA
14089,1,2,NA,NA,NA
14089,2,2,NA,NA,NA
14090,1,2,NA,NA,NA
14090,2,2,NA,NA,NA
14091,1,9,NSS,NSS,NSS
14091,2,2,NA,NA,NA
14092,1,2,NA,NA,NA
14092,2,2,NA,NA,NA
14093,1,2,NA,NA,NA
14093,2,2,NA,NA,NA
14094,1,2,NA,NA,NA
14094,2,2,NA,NA,NA
14095,1,2,NA,NA,NA
14095,2,2,NA,NA,NA
14096,1,2,NA,NA,NA
14096,2,2,NA,NA,NA
14097,1,9,NSS,NSS,NSS
14097,2,9,NSS,NSS,NSS
14098,1,2,NA,NA,NA
14098,2,2,NA,NA,NA
14099,1,2,NA,NA,NA
14099,2,1,1,1,0
14100,1,1,1,1,0
14100,2,2,NA,NA,NA
14101,1,2,NA,NA,NA
14101,2,2,NA,NA,NA
14102,1,2,NA,NA,NA
14102,2,2,NA,NA,NA
14103,1,2,NA,NA,NA
14103,2,2,NA,NA,NA
14104,1,9,NSS,NSS,NSS
14104,2,2,NA,NA,NA
14105,1,2,NA,NA,NA
14105,2,2,NA,NA,NA
14106,1,2,NA,NA,NA
14106,2,2,NA,NA,NA
14107,1,2,NA,NA,NA
14107,2,2,NA,NA,NA
14108,1,2,NA,NA,NA
14108,2,1,1,0,1
14109,1,2,NA,NA,NA
14109,2,2,NA,NA,NA
14110,1,2,NA,NA,NA
14110,2,2,NA,NA,NA
14111,1,2,NA,NA,NA
14111,2,2,NA,NA,NA
14112,1,2,NA,NA,NA
14112,2,2,NA,NA,NA
14113,1,2,NA,NA,NA
14113,2,2,NA,NA,NA
14114,1,2,NA,NA,NA
14114,2,2,NA,NA,NA
14115,1,2,NA,NA,NA
14115,2,2,NA,NA,NA
14116,1,1,2,1,1
14116,2,1,2,2,0
14117,1,2,NA,NA,NA
14117,2,2,NA,NA,NA
14118,1,2,NA,NA,NA
14118,2,2,NA,NA,NA
14119,1,2,NA,NA,NA
14119,2,2,NA,NA,NA
14120,1,1,110,84,26
14120,2,1,134,115,19
14121,1,2,NA,NA,NA
14121,2,2,NA,NA,NA
14122,1,2,NA,NA,NA
14122,2,2,NA,NA,NA
14123,1,2,NA,NA,NA
14123,2,2,NA,NA,NA
14124,1,1,11,9,2
14124,2,1,10,9,1
14125,1,2,NA,NA,NA
14125,2,2,NA,NA,NA
15001,1,2,NA,NA,NA
15001,2,2,NA,NA,NA
15002,1,2,NA,NA,NA
15002,2,2,NA,NA,NA
15003,1,2,NA,NA,NA
15003,2,1,1,1,0
15004,1,2,NA,NA,NA
15004,2,2,NA,NA,NA
15005,1,2,NA,NA,NA
15005,2,2,NA,NA,NA
15006,1,2,NA,NA,NA
15006,2,2,NA,NA,NA
15007,1,2,NA,NA,NA
15007,2,2,NA,NA,NA
15008,1,2,NA,NA,NA
15008,2,2,NA,NA,NA
15009,1,2,NA,NA,NA
15009,2,1,5,2,3
15010,1,2,NA,NA,NA
15010,2,2,NA,NA,NA
15011,1,2,NA,NA,NA
15011,2,2,NA,NA,NA
15012,1,2,NA,NA,NA
15012,2,2,NA,NA,NA
15013,1,1,166,122,44
15013,2,1,254,182,72
15014,1,2,NA,NA,NA
15014,2,2,NA,NA,NA
15015,1,2,NA,NA,NA
15015,2,1,2,0,2
15016,1,2,NA,NA,NA
15016,2,2,NA,NA,NA
15017,1,2,NA,NA,NA
15017,2,2,NA,NA,NA
15018,1,2,NA,NA,NA
15018,2,2,NA,NA,NA
15019,1,9,NSS,NSS,NSS
15019,2,2,NA,NA,NA
15020,1,2,NA,NA,NA
15020,2,1,38,34,4
15021,1,2,NA,NA,NA
15021,2,2,NA,NA,NA
15022,1,2,NA,NA,NA
15022,2,2,NA,NA,NA
15023,1,2,NA,NA,NA
15023,2,2,NA,NA,NA
15024,1,1,1,1,0
15024,2,1,4,3,1
15025,1,2,NA,NA,NA
15025,2,2,NA,NA,NA
15026,1,2,NA,NA,NA
15026,2,2,NA,NA,NA
15027,1,2,NA,NA,NA
15027,2,2,NA,NA,NA
15028,1,2,NA,NA,NA
15028,2,1,5,5,0
15029,1,2,NA,NA,NA
15029,2,2,NA,NA,NA
15030,1,2,NA,NA,NA
15030,2,2,NA,NA,NA
15031,1,2,NA,NA,NA
15031,2,1,343,240,103
15032,1,2,NA,NA,NA
15032,2,2,NA,NA,NA
15033,1,1,14,12,2
15033,2,1,20,17,3
15034,1,2,NA,NA,NA
15034,2,2,NA,NA,NA
15035,1,2,NA,NA,NA
15035,2,2,NA,NA,NA
15036,1,1,7,5,2
15036,2,1,6,6,0
15037,1,2,NA,NA,NA
15037,2,2,NA,NA,NA
15038,1,2,NA,NA,NA
15038,2,2,NA,NA,NA
15039,1,2,NA,NA,NA
15039,2,2,NA,NA,NA
15040,1,2,NA,NA,NA
15040,2,2,NA,NA,NA
15041,1,2,NA,NA,NA
15041,2,1,1,1,0
15042,1,2,NA,NA,NA
15042,2,2,NA,NA,NA
15043,1,2,NA,NA,NA
15043,2,2,NA,NA,NA
15044,1,2,NA,NA,NA
15044,2,1,1,1,0
15045,1,1,1,1,0
15045,2,2,NA,NA,NA
15046,1,2,NA,NA,NA
15046,2,1,1,1,0
15047,1,2,NA,NA,NA
15047,2,2,NA,NA,NA
15048,1,1,1,1,0
15048,2,2,NA,NA,NA
15049,1,2,NA,NA,NA
15049,2,2,NA,NA,NA
15050,1,2,NA,NA,NA
15050,2,1,3,3,0
15051,1,2,NA,NA,NA
15051,2,1,1,0,1
15052,1,2,NA,NA,NA
15052,2,2,NA,NA,NA
15053,1,2,NA,NA,NA
15053,2,2,NA,NA,NA
15054,1,1,2,2,0
15054,2,2,NA,NA,NA
15055,1,2,NA,NA,NA
15055,2,2,NA,NA,NA
15056,1,2,NA,NA,NA
15056,2,2,NA,NA,NA
15057,1,2,NA,NA,NA
15057,2,1,1254,850,404
15058,1,2,NA,NA,NA
15058,2,1,1,1,0
15059,1,2,NA,NA,NA
15059,2,2,NA,NA,NA
15060,1,2,NA,NA,NA
15060,2,1,1,1,0
15061,1,2,NA,NA,NA
15061,2,2,NA,NA,NA
15062,1,2,NA,NA,NA
15062,2,2,NA,NA,NA
15063,1,0,NA,NA,NA
15063,2,0,NA,NA,NA
15064,1,2,NA,NA,NA
15064,2,2,NA,NA,NA
15065,1,2,NA,NA,NA
15065,2,2,NA,NA,NA
15066,1,2,NA,NA,NA
15066,2,2,NA,NA,NA
15067,1,2,NA,NA,NA
15067,2,2,NA,NA,NA
15068,1,2,NA,NA,NA
15068,2,2,NA,NA,NA
15069,1,2,NA,NA,NA
15069,2,2,NA,NA,NA
15070,1,2,NA,NA,NA
15070,2,2,NA,NA,NA
15071,1,2,NA,NA,NA
15071,2,2,NA,NA,NA
15072,1,2,NA,NA,NA
15072,2,2,NA,NA,NA
15073,1,2,NA,NA,NA
15073,2,2,NA,NA,NA
15074,1,9,NSS,NSS,NSS
15074,2,2,NA,NA,NA
15075,1,2,NA,NA,NA
15075,2,2,NA,NA,NA
15076,1,1,1,0,1
15076,2,2,NA,NA,NA
15077,1,2,NA,NA,NA
15077,2,2,NA,NA,NA
15078,1,2,NA,NA,NA
15078,2,2,NA,NA,NA
15079,1,2,NA,NA,NA
15079,2,2,NA,NA,NA
15080,1,9,NSS,NSS,NSS
15080,2,2,NA,NA,NA
15081,1,1,2,2,0
15081,2,2,NA,NA,NA
15082,1,2,NA,NA,NA
15082,2,2,NA,NA,NA
15083,1,2,NA,NA,NA
15083,2,2,NA,NA,NA
15084,1,2,NA,NA,NA
15084,2,2,NA,NA,NA
15085,1,2,NA,NA,NA
15085,2,2,NA,NA,NA
15086,1,2,NA,NA,NA
15086,2,2,NA,NA,NA
15087,1,2,NA,NA,NA
15087,2,2,NA,NA,NA
15088,1,2,NA,NA,NA
15088,2,2,NA,NA,NA
15089,1,2,NA,NA,NA
15089,2,2,NA,NA,NA
15090,1,2,NA,NA,NA
15090,2,2,NA,NA,NA
15091,1,9,NSS,NSS,NSS
15091,2,1,5,4,1
15092,1,2,NA,NA,NA
15092,2,2,NA,NA,NA
15093,1,2,NA,NA,NA
15093,2,2,NA,NA,NA
15094,1,2,NA,NA,NA
15094,2,2,NA,NA,NA
15095,1,2,NA,NA,NA
15095,2,2,NA,NA,NA
15096,1,2,NA,NA,NA
15096,2,1,1,1,0
15097,1,2,NA,NA,NA
15097,2,2,NA,NA,NA
15098,1,2,NA,NA,NA
15098,2,2,NA,NA,NA
15099,1,2,NA,NA,NA
15099,2,1,5,2,3
15100,1,2,NA,NA,NA
15100,2,1,2,1,1
15101,1,2,NA,NA,NA
15101,2,2,NA,NA,NA
15102,1,2,NA,NA,NA
15102,2,2,NA,NA,NA
15103,1,2,NA,NA,NA
15103,2,2,NA,NA,NA
15104,1,2,NA,NA,NA
15104,2,2,NA,NA,NA
15105,1,2,NA,NA,NA
15105,2,2,NA,NA,NA
15106,1,2,NA,NA,NA
15106,2,2,NA,NA,NA
15107,1,2,NA,NA,NA
15107,2,2,NA,NA,NA
15108,1,2,NA,NA,NA
15108,2,1,1,1,0
15109,1,1,10,9,1
15109,2,1,14,11,3
15110,1,2,NA,NA,NA
15110,2,2,NA,NA,NA
15111,1,2,NA,NA,NA
15111,2,2,NA,NA,NA
15112,1,2,NA,NA,NA
15112,2,2,NA,NA,NA
15113,1,9,NSS,NSS,NSS
15113,2,9,NSS,NSS,NSS
15114,1,2,NA,NA,NA
15114,2,2,NA,NA,NA
15115,1,2,NA,NA,NA
15115,2,2,NA,NA,NA
15116,1,2,NA,NA,NA
15116,2,2,NA,NA,NA
15117,1,2,NA,NA,NA
15117,2,2,NA,NA,NA
15118,1,1,2,2,0
15118,2,2,NA,NA,NA
15119,1,2,NA,NA,NA
15119,2,2,NA,NA,NA
15120,1,2,NA,NA,NA
15120,2,1,1,0,1
15121,1,1,16,11,5
15121,2,1,24,17,7
15122,1,2,NA,NA,NA
15122,2,2,NA,NA,NA
15123,1,2,NA,NA,NA
15123,2,2,NA,NA,NA
15124,1,2,NA,NA,NA
15124,2,2,NA,NA,NA
15125,1,2,NA,NA,NA
15125,2,2,NA,NA,NA
16001,1,2,NA,NA,NA
16001,2,2,NA,NA,NA
16002,1,2,NA,NA,NA
16002,2,2,NA,NA,NA
16003,1,2,NA,NA,NA
16003,2,2,NA,NA,NA
16004,1,2,NA,NA,NA
16004,2,2,NA,NA,NA
16005,1,2,NA,NA,NA
16005,2,2,NA,NA,NA
16006,1,2,NA,NA,NA
16006,2,2,NA,NA,NA
16007,1,9,NSS,NSS,NSS
16007,2,2,NA,NA,NA
16008,1,0,NA,NA,NA
16008,2,0,NA,NA,NA
16009,1,2,NA,NA,NA
16009,2,2,NA,NA,NA
16010,1,0,NA,NA,NA
16010,2,0,NA,NA,NA
16011,1,2,NA,NA,NA
16011,2,2,NA,NA,NA
16012,1,2,NA,NA,NA
16012,2,2,NA,NA,NA
16013,1,2,NA,NA,NA
16013,2,2,NA,NA,NA
16014,1,2,NA,NA,NA
16014,2,2,NA,NA,NA
16015,1,2,NA,NA,NA
16015,2,2,NA,NA,NA
16016,1,2,NA,NA,NA
16016,2,2,NA,NA,NA
16017,1,2,NA,NA,NA
16017,2,2,NA,NA,NA
16018,1,2,NA,NA,NA
16018,2,2,NA,NA,NA
16019,1,2,NA,NA,NA
16019,2,2,NA,NA,NA
16020,1,2,NA,NA,NA
16020,2,2,NA,NA,NA
16021,1,2,NA,NA,NA
16021,2,1,1,1,0
16022,1,2,NA,NA,NA
16022,2,2,NA,NA,NA
16023,1,2,NA,NA,NA
16023,2,2,NA,NA,NA
16024,1,2,NA,NA,NA
16024,2,2,NA,NA,NA
16025,1,2,NA,NA,NA
16025,2,2,NA,NA,NA
16026,1,2,NA,NA,NA
16026,2,2,NA,NA,NA
16027,1,2,NA,NA,NA
16027,2,2,NA,NA,NA
16028,1,2,NA,NA,NA
16028,2,2,NA,NA,NA
16029,1,2,NA,NA,NA
16029,2,2,NA,NA,NA
16030,1,2,NA,NA,NA
16030,2,2,NA,NA,NA
16031,1,2,NA,NA,NA
16031,2,2,NA,NA,NA
16032,1,2,NA,NA,NA
16032,2,2,NA,NA,NA
16033,1,1,1,1,0
16033,2,2,NA,NA,NA
16034,1,1,9,5,4
16034,2,1,5,1,4
16035,1,2,NA,NA,NA
16035,2,2,NA,NA,NA
16036,1,1,1,1,0
16036,2,1,2,1,1
16037,1,2,NA,NA,NA
16037,2,2,NA,NA,NA
16038,1,2,NA,NA,NA
16038,2,2,NA,NA,NA
16039,1,2,NA,NA,NA
16039,2,2,NA,NA,NA
16040,1,2,NA,NA,NA
16040,2,2,NA,NA,NA
16041,1,2,NA,NA,NA
16041,2,2,NA,NA,NA
16042,1,2,NA,NA,NA
16042,2,2,NA,NA,NA
16043,1,2,NA,NA,NA
16043,2,1,1,1,0
16044,1,2,NA,NA,NA
16044,2,2,NA,NA,NA
16045,1,2,NA,NA,NA
16045,2,1,1,1,0
16046,1,2,NA,NA,NA
16046,2,2,NA,NA,NA
16047,1,2,NA,NA,NA
16047,2,2,NA,NA,NA
16048,1,2,NA,NA,NA
16048,2,2,NA,NA,NA
16049,1,2,NA,NA,NA
16049,2,2,NA,NA,NA
16050,1,2,NA,NA,NA
16050,2,2,NA,NA,NA
16051,1,98,ND,ND,ND
16051,2,98,ND,ND,ND
16052,1,1,4,2,2
16052,2,2,NA,NA,NA
16053,1,1,1,0,1
16053,2,2,NA,NA,NA
16054,1,2,NA,NA,NA
16054,2,2,NA,NA,NA
16055,1,2,NA,NA,NA
16055,2,2,NA,NA,NA
16056,1,2,NA,NA,NA
16056,2,2,NA,NA,NA
16057,1,2,NA,NA,NA
16057,2,2,NA,NA,NA
16058,1,2,NA,NA,NA
16058,2,2,NA,NA,NA
16059,1,2,NA,NA,NA
16059,2,2,NA,NA,NA
16060,1,2,NA,NA,NA
16060,2,2,NA,NA,NA
16061,1,2,NA,NA,NA
16061,2,2,NA,NA,NA
16062,1,2,NA,NA,NA
16062,2,2,NA,NA,NA
16063,1,2,NA,NA,NA
16063,2,2,NA,NA,NA
16064,1,2,NA,NA,NA
16064,2,2,NA,NA,NA
16065,1,2,NA,NA,NA
16065,2,2,NA,NA,NA
16066,1,2,NA,NA,NA
16066,2,2,NA,NA,NA
16067,1,2,NA,NA,NA
16067,2,2,NA,NA,NA
16068,1,2,NA,NA,NA
16068,2,2,NA,NA,NA
16069,1,2,NA,NA,NA
16069,2,2,NA,NA,NA
16070,1,2,NA,NA,NA
16070,2,2,NA,NA,NA
16071,1,2,NA,NA,NA
16071,2,2,NA,NA,NA
16072,1,9,NSS,NSS,NSS
16072,2,9,NSS,NSS,NSS
16073,1,2,NA,NA,NA
16073,2,2,NA,NA,NA
16074,1,2,NA,NA,NA
16074,2,2,NA,NA,NA
16075,1,2,NA,NA,NA
16075,2,2,NA,NA,NA
16076,1,2,NA,NA,NA
16076,2,1,1,1,0
16077,1,2,NA,NA,NA
16077,2,2,NA,NA,NA
16078,1,2,NA,NA,NA
16078,2,2,NA,NA,NA
16079,1,2,NA,NA,NA
16079,2,2,NA,NA,NA
16080,1,2,NA,NA,NA
16080,2,2,NA,NA,NA
16081,1,2,NA,NA,NA
16081,2,2,NA,NA,NA
16082,1,2,NA,NA,NA
16082,2,2,NA,NA,NA
16083,1,2,NA,NA,NA
16083,2,2,NA,NA,NA
16084,1,2,NA,NA,NA
16084,2,2,NA,NA,NA
16085,1,9,NSS,NSS,NSS
16085,2,2,NA,NA,NA
16086,1,2,NA,NA,NA
16086,2,2,NA,NA,NA
16087,1,2,NA,NA,NA
16087,2,2,NA,NA,NA
16088,1,2,NA,NA,NA
16088,2,2,NA,NA,NA
