ubicageo_f,aniorefe_b,presup1,presup2,presup3
20062,1,80000,65000,65000
20062,2,90000,86000,86000
20063,1,2849523.32,2849523.32,2849523.32
20063,2,3196680.65,3196680.65,3196680.65
20064,1,600000,600000,600000
20064,2,600000,600000,600000
20065,1,458600,458600,458600
20065,2,483600,483600,483600
20066,1,NSS,NSS,NSS
20066,2,NSS,NSS,NSS
20067,1,58721688,286478294,286478294
20067,2,38135484,214198145,293292747.57
20068,1,NSS,NSS,NSS
20068,2,12000000,12000000,12000000
20069,1,2025839.87,2025839.87,2025839.87
20069,2,2295148.23,2295148.23,2295148.23
20070,1,4754329,4754329,4754329
20070,2,4700000,4700000,4700000
20071,1,50000,50000,50000
20071,2,50000,50000,50000
20072,1,5347358.96,5347358.96,5347358.96
20072,2,6060484.9,6060484.9,6060484.9
20073,1,6621260,6621260,6621260
20073,2,9611448.77,9611448.77,9611448.77
20074,1,5000,5000,5000
20074,2,7500,7500,7500
20075,1,904000,904000,904000
20075,2,926000,926000,926000
20076,1,2146009,2146009,2146009
20076,2,754000,754000,754000
20077,1,2661678.78,2661678.78,1477004.41
20077,2,3551679.44,3551679.44,1860385.18
20078,1,NSS,NSS,NSS
20078,2,NSS,NSS,NSS
20079,1,NSS,NSS,NSS
20079,2,NA,NA,NA
20080,1,1057370.28,1057370.28,1057370.28
20080,2,1196793.23,1196793.23,1196793.23
20081,1,672458,672458,672458
20081,2,884150,884150,884150
20082,1,3900000,3900000,3900000
20082,2,4000000,4000000,4000000
20083,1,6586062,6586062,6586062
20083,2,8482038,8482038,8482038
20084,1,555000,555001,493313.41
20084,2,133625.26,2958,2958
20085,1,NSS,NSS,NSS
20085,2,NSS,NSS,NSS
20086,1,57600,57600,57600
20086,2,28800,28800,28800
20087,1,NSS,NSS,NSS
20087,2,4000000,4000000,4000000
20088,1,650000,650000,650000
20088,2,413263.34,413263.34,413263.34
20089,1,1531958.96,1531958.96,1531958.96
20089,2,1718597.47,1718597.47,1718597.47
20090,1,3500000,3500000,3500000
20090,2,3800000,3800000,3800000
20091,1,5420000,5420000,5420000
20091,2,5839036,5839036,5839036
20092,1,NSS,NSS,NSS
20092,2,1200400,1200400,1200400
20093,1,0,0,0
20093,2,124800,124800,124800
20094,1,1569646.07,1569646.07,882400.65
20094,2,1209701.52,1209701.52,469061.7
20095,1,2988100.04,2988100.04,2988100.04
20095,2,2825409.13,2825409.13,2825409.13
20096,1,513000.03,513000.03,513000.03
20096,2,568476.43,568476.43,568476.43
20097,1,4484287,4484287,4484287
20097,2,1331593.2,1331593.2,1331593.2
20098,1,1022500,1022500,1022500
20098,2,1022500,1022500,1022500
20099,1,271633.26,271633.26,271633.26
20099,2,271633.26,271633.26,271633.26
20100,1,261116.73,261116.73,261116.73
20100,2,295614.82,295614.82,295614.82
20101,1,496503.38,496503.38,496503.38
20101,2,562506.87,562506.87,562506.87
20102,1,3451029.57,3451029.57,3451029.57
20102,2,3835637.21,3835637.21,3835637.21
20103,1,4236122,4236122,4236122
20103,2,4027542.96,4027542.96,4027542.96
20104,1,1504307.7,1485500.63,1485500.63
20104,2,353295.37,353295.37,353295.37
20105,1,0,0,0
20105,2,0,0,0
20106,1,0,0,0
20106,2,0,0,0
20107,1,17446937,17446937,17446937
20107,2,19570268,19570268,19570268
20108,1,0,0,0
20108,2,0,0,0
20109,1,NSS,NSS,NSS
20109,2,NSS,NSS,NSS
20110,1,82800,82800,82800
20110,2,234576,234576,234576
20111,1,NSS,NSS,NSS
20111,2,3394740,3394740,3394740
20112,1,1710426,1710426,1710426
20112,2,1918157,1918157,1918157
20113,1,0,120000,120000
20113,2,0,120000,120000
20114,1,2526259.5,2526259.5,2526259.5
20114,2,3215197.12,3215197.12,3215197.12
20115,1,6420896,6897281.2,6897281.2
20115,2,6897134.13,7814182.74,7814182.74
20116,1,NSS,NSS,NSS
20116,2,2869000,2869000,2869000
20117,1,NSS,NSS,NSS
20117,2,NSS,NSS,NSS
20118,1,1619625,1619625,1619625
20118,2,1459525,1459525,1459525
20119,1,NSS,NSS,NSS
20119,2,NSS,NSS,NSS
20120,1,235378,298028.41,298028.41
20120,2,298028.41,337597.59,337597.59
20121,1,465000,465000,465000
20121,2,478154,478154,478154
20122,1,7000,7000,7000
20122,2,7500,7500,7500
20123,1,NSS,NSS,NSS
20123,2,2165982.3,2165982.3,2165982.3
20124,1,NSS,NSS,NSS
20124,2,NSS,NSS,NSS
20125,1,7000,7000,7000
20125,2,7500,7500,7500
20126,1,3582300,3582300,3582300
20126,2,3581651,3581651,3581651
20127,1,240000,240000,240000
20127,2,203664,203664,203664
20128,1,1200000,1200000,1200000
20128,2,999288.48,999288.48,999288.48
20129,1,400000,400000,400000
20129,2,400000,400000,400000
20130,1,5484944,5484944,5484944
20130,2,6523145,6523145,6523145
20131,1,631180.81,631180.81,631180.81
20131,2,714982.58,714982.58,714982.58
20132,1,NSS,750000,NSS
20132,2,NSS,750000,NSS
20133,1,2957926,2957926,2957926
20133,2,2957926,2957926,2957926
20134,1,NSS,NSS,NSS
20134,2,17278169.53,17278169.53,17278169.53
20135,1,2026047.74,2026047.74,2026047.74
20135,2,3127962.34,3127962.34,3127962.34
20136,1,NSS,NSS,NSS
20136,2,2757000,2757000,2757000
20137,1,1386995.32,1386995.32,1386995.32
20137,2,2116802.02,2116802.02,2116802.02
20138,1,310644,299355.93,299355.93
20138,2,299355.93,355826.46,335826.46
20139,1,1516000,1516000,1516000
20139,2,1516000,1516000,1516000
20140,1,538973.4,538973.4,538973.4
20140,2,610523.86,610523.86,610523.86
20141,1,NSS,NSS,NSS
20141,2,NSS,NSS,NSS
20142,1,550000,550000,550000
20142,2,657000,657000,657000
20143,1,NSS,NSS,NSS
20143,2,NSS,NSS,NSS
20144,1,708000.73,708000.73,708000.73
20144,2,712095.33,712095.33,712095.33
20145,1,NSS,NSS,NSS
20145,2,NSS,NSS,NSS
20146,1,1860520.35,1860520.35,1097066.35
20146,2,2087181.48,2087187.48,2038979.59
20147,1,255628.13,255628.13,255628.13
20147,2,249573.9,249573.9,249573.9
20148,1,1448146.39,1448146.39,1448146.39
20148,2,1764063.74,1764063.74,1764063.74
20149,1,NSS,NSS,NSS
20149,2,1806928.21,1806928.21,1806928.21
20150,1,12872283.53,12872283.53,106372
20150,2,10457259.35,10457259.35,60000
20151,1,0,0,0
20151,2,0,0,0
20152,1,1082582.44,1082582.44,1082582.44
20152,2,730524.35,730524.35,730524.35
20153,1,NSS,NSS,NSS
20153,2,NSS,NSS,NSS
20154,1,1543464,1543464,1543464
20154,2,1751256,1751256,1751256
20155,1,513771.64,516771.64,516771.64
20155,2,822298.31,822298.31,822298.31
20156,1,2440699,2440699,2440699
20156,2,2764691.2,2764691.2,2764691.2
20157,1,NSS,NSS,NSS
20157,2,5640000,5640000,5640000
20158,1,1125123.5,1125123.5,1125123.5
20158,2,1448421.2,1448421.2,1448421.2
20159,1,3675238,3675238,3675238
20159,2,1573374,1573374,1573374
20160,1,0,0,0
20160,2,5000000,5000000,5000000
20161,1,1776284,1768621.55,1729623.82
20161,2,1812565.84,1812565.84,1373041.69
20162,1,NSS,NSS,NSS
20162,2,1523505.38,1523505.38,1523505.38
20163,1,NSS,NSS,NSS
20163,2,NSS,NSS,NSS
20164,1,987526,987526,987526
20164,2,1027680,1027680,1027680
20165,1,0,0,0
20165,2,NSS,NSS,NSS
20166,1,NSS,NSS,NSS
20166,2,NSS,NSS,NSS
20167,1,156402.68,156402.68,156402.68
20167,2,134039.03,134039.03,134039.03
20168,1,3200000,3200000,3200000
20168,2,3400000,3400000,3400000
20169,1,4000000,3000000,3000000
20169,2,3500000,3500000,3500000
20170,1,3653058.85,3653058.85,3653058.85
20170,2,2755117.26,2755117.26,2755117.26
20171,1,0,0,0
20171,2,2160000,2160000,2160000
20172,1,58600,38123,38123
20172,2,33600,33600,33600
20173,1,364573,364573,364573
20173,2,380000,374000,374000
20174,1,NSS,NSS,NSS
20174,2,4084606.42,4084606.42,4084606.42
20175,1,NSS,NSS,NSS
20175,2,NSS,NSS,NSS
20176,1,2120483.68,2120483.68,1808747.04
20176,2,2251095,2251095,1808747.04
20177,1,7009674.86,7009674.86,690034.34
20177,2,7695956.34,7695956.34,743571.78
20178,1,398171.25,398171.25,398171.25
20178,2,1549002.02,1449002.02,1349002.02
20179,1,1149067.72,1149067.72,476334.6
20179,2,1199781.56,1199781.56,368504
20180,1,NSS,NSS,NSS
20180,2,1745000,1745000,1745000
20181,1,300683.4,300683.4,300683.4
20181,2,452883.56,452883.56,452883.56
20182,1,NSS,NSS,NSS
20182,2,1600000,1600000,1600000
20183,1,1508941.31,1508941.31,1508941.31
20183,2,692845.39,692845.39,692845.39
20184,1,NSS,NSS,NSS
20184,2,115000000,115000000,115000000
20185,1,4487334,4487334,4487334
20185,2,3600000,3600000,3600000
20186,1,486759,486759,486759
20186,2,578635,578635,578635
20187,1,NSS,NSS,NSS
20187,2,1300000,1300000,1300000
20188,1,6500000,6500000,6500000
20188,2,7100000,7100000,7100000
20189,1,2068321,2068321,2068321
20189,2,2147641,2147641,2147641
20190,1,14825661,14825661,14825661
20190,2,16713080,16713080,16713080
20191,1,100000,66166.05,66166.05
20191,2,120000,92220.44,92220.44
20192,1,1010472,1010472,1010472
20192,2,1133321,1133321,1133321
20193,1,1863175,1863175,1863175
20193,2,2110549,2110549,2110549
20194,1,900000,900000,900000
20194,2,910679,910679,910679
20195,1,700930.96,700930.96,700930.96
20195,2,793993.45,793993.45,793993.45
20196,1,282907,282907,282907
20196,2,300000,300000,300000
20197,1,NSS,NSS,NSS
20197,2,NSS,NSS,NSS
20198,1,NSS,NSS,NSS
20198,2,NSS,7638007.63,7638007.63
20199,1,371192.48,371192.48,371192.48
20199,2,371192.48,371192.48,371192.48
20200,1,NSS,NSS,NSS
20200,2,190800,190800,190800
20201,1,NSS,NSS,NSS
20201,2,NSS,NSS,NSS
20202,1,NSS,NSS,NSS
20202,2,NSS,NSS,NSS
20203,1,2348434.35,2348434.35,2348434.35
20203,2,2660627.36,2660627.36,2660627.36
20204,1,390872.06,390872.06,390872.06
20204,2,193065.79,193065.79,193065.79
20205,1,NA,NA,NA
20205,2,NA,NA,NA
20206,1,NSS,NSS,NSS
20206,2,NSS,NSS,NSS
20207,1,NA,NA,NA
20207,2,NA,NA,NA
20208,1,324000,324000,324000
20208,2,351600,351600,351600
20209,1,402902.52,402902.52,402902.52
20209,2,451988.16,451988.16,451988.16
20210,1,891829,891829,690580
20210,2,957672,921829,451551
20211,1,2264086.66,2264086.66,2264086.66
20211,2,2414223.45,2414223.45,2414223.45
20212,1,2068985,2068985,2068985
20212,2,2068941.12,20068941.12,2068941.12
20213,1,3008350,3008350,3008350
20213,2,3129664.32,3129664.32,3129664.32
20214,1,443280,443280,443280
20214,2,480000,450000,450000
20215,1,538273.68,538273.68,538273.68
20215,2,771931.65,771931.65,771931.65
20216,1,823744,823744,823744
20216,2,933249.98,933249.98,933249.98
20217,1,3228964.91,3228964.91,3228964.91
20217,2,2562365.47,2562365.47,2562365.47
20218,1,NSS,NSS,NSS
20218,2,NSS,NSS,NSS
20219,1,NSS,NSS,NSS
20219,2,NSS,NSS,NSS
20220,1,1800442.33,1800442.33,NA
20220,2,1664921.49,1664921.49,1346796.5
20221,1,657154,657154,657154
20221,2,670000,670000,670000
20222,1,150000,150000,150000
20222,2,220000,220000,220000
20223,1,292054.57,292054.57,292054.57
20223,2,327635.57,327635.57,327635.57
20224,1,451276.31,451276.31,451276.31
20224,2,349093.98,349093.98,349093.98
20225,1,3900000,3900000,3900000
20225,2,4000000,4000000,4000000
20226,1,160000,160000,160000
20226,2,195000,195000,195000
20227,1,11725316.57,11725316.57,11725316.57
20227,2,14303168.14,14303168.14,14303168.14
20228,1,NSS,NSS,NSS
20228,2,72000,72000,72000
20229,1,NSS,NSS,NSS
20229,2,840000,840000,840000
20230,1,618636.91,618636.91,618636.91
20230,2,863046.56,863046.56,863046.56
20231,1,2115450,2115450,2115450
20231,2,2214617,2214617,2214617
20232,1,NSS,NSS,NSS
20232,2,4181904.76,4181904.76,4181904.76
20233,1,1200000,1200000,1200000
20233,2,1239334.59,1239334.59,1239334.59
20234,1,600000,600000,600000
20234,2,700000,700000,700000
20235,1,2541538.56,2541538.56,2541538.56
20235,2,2851174.05,2851174.05,2851174.05
20236,1,899816.89,899816.89,899816.89
20236,2,1001571,1001571,1001571
20237,1,NA,NA,NA
20237,2,NA,NA,NA
20238,1,659791.95,659791.95,659791.95
20238,2,747502.45,747502.45,747502.45
20239,1,393672,393672,393672
20239,2,440672,440672,440672
20240,1,NSS,NSS,NSS
20240,2,NSS,NSS,NSS
20241,1,686342.87,686342.87,686342.87
20241,2,777583,777583,777583
20242,1,NA,NA,NA
20242,2,NA,NA,NA
20243,1,1311299,1311299,1311299
20243,2,1470636,1470636,1470636
20244,1,NSS,NSS,NSS
20244,2,NSS,NSS,NSS
20245,1,524123,524123,524123
20245,2,552896,552896,552896
20246,1,434492,405557.59,405557.59
20246,2,405557.59,459480.9,459480.9
20247,1,68000,65350.2,65350.2
20247,2,70000,66850.8,66850.8
20248,1,NSS,NSS,NSS
20248,2,NSS,NSS,NSS
20249,1,1440000,1440000,1440000
20249,2,1440000,1440000,1440000
20250,1,786534.15,786534.15,786534.15
20250,2,822399.01,822399.01,822399.01
20251,1,850376.51,850376.51,850376.51
20251,2,915235.08,915235.08,915235.08
20252,1,267000,267000,267000
20252,2,270000,270000,270000
20253,1,0,1200000,1200000
20253,2,0,1200000,1200000
20254,1,4636398,4636398,4636398
20254,2,NSS,NSS,NSS
20255,1,1643183.21,1643183.21,1643183.21
20255,2,1803623.86,1803623.86,1803623.86
20256,1,0,0,0
20256,2,0,0,0
20257,1,698275.92,698275.92,698275.92
20257,2,790985.88,790985.88,790985.88
20258,1,160000,160000,160000
20258,2,160000,160000,160000
20259,1,1906895.76,1906895.76,1906895.76
20259,2,1590347,1590347,1590347
20260,1,90000,72000,72000
20260,2,100000,80000,80000
20261,1,1826486.76,1689285.76,1159901.99
20261,2,1796485.76,1796485.76,1393181
20262,1,73598.56,73598.56,73598.56
20262,2,88750.1,88750.1,88750.1
20263,1,2045156,2045156,2045156
20263,2,1807593,1807593,1807593
20264,1,1371411.43,1371411.43,1371411.43
20264,2,1475688.68,1475688.68,1475688.68
20265,1,NSS,NSS,NSS
20265,2,NSS,NSS,NSS
20266,1,0,1000000,1000000
20266,2,0,1000000,1000000
20267,1,120000,120000,120000
20267,2,200000,169738.11,169738.11
20268,1,762676.98,762676.98,762676.98
20268,2,864064.66,864064.66,864064.66
20269,1,700000,700000,700000
20269,2,700000,700000,700000
20270,1,NSS,NSS,NSS
20270,2,NSS,NSS,NSS
20271,1,2120094.24,2120094.24,2120094.24
20271,2,2402822.89,2402822.89,2402822.89
20272,1,4149829.92,4149829.92,4149829.92
20272,2,4655403.6,4655403.6,4655403.6
20273,1,0,0,0
20273,2,0,0,0
20274,1,904256,904256,904256
20274,2,984048,984048,984048
20275,1,4836261,4836261,4836261
20275,2,5473844,5473844,5473844
20276,1,NSS,NSS,NSS
20276,2,600000,600000,600000
20277,1,NSS,NSS,NSS
20277,2,5134359.67,5134359.67,5134359.67
20278,1,NSS,NSS,NSS
20278,2,NSS,NSS,NSS
20279,1,0,14675324,14675324
20279,2,0,14675324,14675324
20280,1,60000,60000,60000
20280,2,56000,56000,56000
20281,1,202482.36,202482.36,202482.36
20281,2,229345.65,229345.65,229345.65
20282,1,NSS,NSS,NSS
20282,2,NSS,NSS,NSS
20283,1,669991.98,669991.98,669991.98
20283,2,637920.51,637920.51,637920.51
20284,1,2085958,2085958,2085958
20284,2,2338871,2338871,2338871
20285,1,2507713,2507713,2507713
20285,2,2257924,2257924,2257924
20286,1,1184000,1184000,1184000
20286,2,1188000,1188000,1188000
20287,1,0,0,0
20287,2,0,0,0
20288,1,0,0,0
20288,2,0,0,0
20289,1,700210,700210,700210
20289,2,893709,893709,893709
20290,1,601482,601482,601482
20290,2,863452,863452,863452
20291,1,3385857,3385857,3385857
20291,2,3239702,3239702,3239702
20292,1,NSS,NSS,NSS
20292,2,NSS,NSS,NSS
20293,1,NSS,NSS,NSS
20293,2,12000000,10520000,8650000
20294,1,4678074.59,4678074.59,4269201.42
20294,2,4869413.4,4869413.4,1959705.71
20295,1,3180342.62,3180342.62,3180342.62
20295,2,2576075.81,2576075.81,2576075.81
20296,1,626093,626093,626093
20296,2,700000,650000,650000
20297,1,1317088.34,1317088.34,1317088.34
20297,2,713251.69,713251.69,713251.69
20298,1,3356001,3356001,3356001
20298,2,3850340,3850340,3850340
20299,1,747793.78,747426.4,747426.4
20299,2,746730.43,845873.7,845873.7
20300,1,2786610,2786610,2786610
20300,2,4234566.38,4234566.38,4234566.38
20301,1,1058034.05,1058034.05,1058034.05
20301,2,1058034.05,1058034.05,1058034.05
20302,1,5745138,4745138,4745138
20302,2,3394740,3394740,3394740
20303,1,768400,717864.8,717864.8
20303,2,717525,878943.67,878943.67
20304,1,510814.42,510814.42,510814.42
20304,2,537871.56,537871.56,537871.56
20305,1,2876074,2876074,2876074
20305,2,3257930,3257930,3257930
20306,1,NSS,NSS,NSS
20306,2,NSS,NSS,NSS
20307,1,6544500,6544500,6544500
20307,2,6846700,6846700,6846700
20308,1,NSS,NSS,NSS
20308,2,NSS,NSS,NSS
20309,1,NSS,NSS,NSS
20309,2,7720000,7720000,7720000
20310,1,NSS,NSS,NSS
20310,2,5200000,5200000,5200000
20311,1,150260.94,150260.94,150260.94
20311,2,334381.89,334381.89,334381.89
20312,1,NSS,NSS,NSS
20312,2,8400000,8400000,8400000
20313,1,54899.26,54899.26,54899.26
20313,2,54899.26,54899.26,54899.26
20314,1,NSS,NSS,NSS
20314,2,NSS,NSS,NSS
20315,1,NSS,NSS,NSS
20315,2,NSS,NSS,NSS
20316,1,100000,100000,100000
20316,2,200000,200000,200000
20317,1,NA,NA,NA
20317,2,NA,NA,NA
20318,1,NSS,NSS,NSS
20318,2,34925385.36,34925385.36,37435289.39
20319,1,NA,NA,NA
20319,2,NA,NA,NA
20320,1,196323.63,196323.63,196323.63
20320,2,NSS,NSS,NSS
20321,1,510000,510000,510000
20321,2,545154,545154,545154
20322,1,NA,NA,NA
20322,2,NA,NA,NA
20323,1,1595714,1595714,1595714
20323,2,1806087,1806087,1806087
20324,1,NSS,NSS,NSS
20324,2,31995905.47,31995905.47,36243996.36
20325,1,2150000,2150000,2150000
20325,2,2150000,2150000,2150000
20326,1,3353317.45,3353317.45,3353317.45
20326,2,3353317.45,3353317.45,3353317.45
20327,1,7537662.96,7537662.96,7537662.96
20327,2,8455976.16,8455976.16,8455976.16
20328,1,NSS,NSS,NSS
20328,2,NSS,NSS,NSS
20329,1,821523.42,821523.42,821523.42
20329,2,985024,985024,985024
20330,1,NSS,NSS,NSS
20330,2,2100000,2100000,2100000
20331,1,615815,615815,615815
20331,2,615812.7,615812.7,615812.7
20332,1,230000,230000,230000
20332,2,257450,257450,257450
20333,1,668924.41,668924.41,668924.41
20333,2,654569.69,654569.69,654569.69
20334,1,34562246.5,34562246.5,34562246.5
20334,2,37634157.12,37634157.12,37634157.12
20335,1,74000,74000,74000
20335,2,75000,75000,75000
20336,1,775182,775182,775182
20336,2,785000,785000,785000
20337,1,3727758,3727758,3727758
20337,2,4219203,4219203,4219203
20338,1,7536889.91,7356889.91,2780995.92
20338,2,5848116.06,5848116.06,5848116.06
20339,1,2405000,2405000,2405000
20339,2,2405000,2405000,2405000
20340,1,NSS,NSS,NSS
20340,2,NSS,NSS,NSS
20341,1,0,0,0
20341,2,0,0,0
20342,1,NA,NA,NA
20342,2,NA,NA,NA
20343,1,NSS,NSS,NSS
20343,2,NSS,NSS,NSS
20344,1,1183589,1183589,1183589
20344,2,1137907,1137907,1137907
20345,1,0,0,0
20345,2,3110000,3110000,3110000
20346,1,0,0,0
20346,2,0,0,0
20347,1,3766930,3766930,3766930
20347,2,3766930,3766930,3766930
20348,1,4136654.89,4136654.89,4136654.89
20348,2,4155763,4155763,4155763
20349,1,NSS,NSS,NSS
20349,2,NSS,NSS,NSS
20350,1,NSS,NSS,NSS
20350,2,NSS,NSS,NSS
20351,1,1989082,1989082,1989082
20351,2,1929240,1929240,1929240
20352,1,86000,86000,86000
20352,2,80000,80000,80000
20353,1,1702232,1702232,1702232
20353,2,1923643,1923643,1923643
20354,1,358186,358186,358186
20354,2,358186,358186,358186
20355,1,470000,470000,470000
20355,2,507090,507090,507090
20356,1,NSS,NSS,NSS
20356,2,NSS,NSS,NSS
20357,1,46905.73,46905.73,46905.73
20357,2,52620.26,52620.26,52620.26
20358,1,1299663.02,1299663.02,1299663.02
20358,2,382576.86,382576.86,382576.86
20359,1,90000,70000,70000
20359,2,100000,89563,89563
20360,1,2643429,2643429,2643429
20360,2,2964357,2964357,2964357
20361,1,500000,500000,500000
20361,2,500000,500000,500000
20362,1,12000,12000,12000
20362,2,12000,12000,12000
20363,1,NSS,NSS,NSS
20363,2,90000,82000,82000
20364,1,12381786.12,12381786.12,12381786.12
20364,2,13890258.72,13890258.72,13890258.72
20365,1,80000,80000,80000
20365,2,85000,85000,85000
20366,1,2737246.23,2737246.23,2737246.23
20366,2,2737246.23,2737246.23,2737246.23
20367,1,3200000,3200000,3200000
20367,2,3300000,3300000,3300000
20368,1,1372466,1372466,1372466
20368,2,1539142,1539142,1539142
20369,1,2227838.28,2227838.28,2227838.28
20369,2,3101046.28,3101046.28,3101046.28
20370,1,75827.16,75827.16,75827.16
20370,2,82267.64,82267.64,82267.64
20371,1,658250.52,658250.52,658250.52
20371,2,741487.32,741487.32,741487.32
20372,1,727920,727920,727920
20372,2,816600,816600,816600
20373,1,NSS,NSS,NSS
20373,2,300084.39,300084.39,300084.39
20374,1,NSS,NSS,NSS
20374,2,NSS,NSS,NSS
20375,1,NSS,NSS,NSS
20375,2,NSS,NSS,NSS
20376,1,69406.05,69406.05,69406.05
20376,2,79250.64,79250.64,79250.64
20377,1,3100000,3100000,3100000
20377,2,3100263.66,3100263.66,3100263.66
20378,1,NSS,NSS,NSS
20378,2,NSS,NSS,NSS
20379,1,1632297,1632297,1632297
20379,2,1866874,1866874,1866874
20380,1,NSS,NSS,NSS
20380,2,NSS,NSS,NSS
20381,1,785482,785482,785482
20381,2,845262,845262,845262
20382,1,784564,784564,784564
20382,2,880148,880148,880148
20383,1,0,0,0
20383,2,0,0,0
20384,1,2178175.33,2178175.33,2178175.33
20384,2,2485823.48,2485823.48,2485823.48
20385,1,NSS,NSS,NSS
20385,2,NSS,NSS,NSS
20386,1,NSS,NSS,NSS
20386,2,6409629.21,6409629.21,6409629.21
20387,1,695853.5,695853.5,695853.5
20387,2,500558.7,500558.7,500558.7
20388,1,NSS,NSS,NSS
20388,2,NSS,NSS,NSS
20389,1,801654.28,801654.28,801654.28
20389,2,923891.24,923891.24,923891.24
20390,1,NSS,NSS,NSS
20390,2,34478351,34478351,34478351
20391,1,NSS,NSS,NSS
20391,2,NSS,NSS,NSS
20392,1,4072382,4072382,4072382
20392,2,1244962.43,1244962.43,1244962.43
20393,1,NSS,NSS,NSS
20393,2,NSS,NSS,NSS
20394,1,1855914,1855914,1855914
20394,2,2100586,2100586,2100586
20395,1,1213840,1213840,1213840
20395,2,1081288.7,1081288.7,1081288.7
20396,1,780000,780000,780000
20396,2,780000,780000,780000
20397,1,22196887.47,22196887.47,22196887.47
20397,2,14864825.85,14864825.85,14864825.85
20398,1,3963682.17,3963682.17,3963682.17
20398,2,2719611.23,2719611.23,2719611.23
20399,1,28000000,28000000,28000000
20399,2,28538200,28538200,28538200
20400,1,1180624.13,1180624.13,1180624.13
20400,2,1275544.83,1275544.83,1275544.83
20401,1,NSS,NSS,NSS
20401,2,NSS,NSS,NSS
20402,1,700000,700000,700000
20402,2,750000,750000,750000
20403,1,1729997.17,1729997.17,1729997.17
20403,2,1514067.95,1514067.95,1514067.95
20404,1,512626.34,512626.34,512626.34
20404,2,576132.32,576132.32,576132.32
20405,1,758827.16,758827.16,758827.16
20405,2,82267.64,82267.64,82267.64
20406,1,NSS,NSS,NSS
20406,2,2537230,2537230,2537230
20407,1,NSS,NSS,NSS
20407,2,NSS,NSS,NSS
20408,1,87000,87000,87000
20408,2,957672,107000,107000
20409,1,NSS,NSS,NSS
20409,2,6100350,6100350,6100350
20410,1,5000,5000,5000
20410,2,7500,7500,7500
20411,1,NSS,NSS,NSS
20411,2,NSS,NSS,NSS
20412,1,2109430.44,2109430.44,2109430.44
20412,2,2186527.72,2186527.72,2186527.72
20413,1,NSS,NSS,NSS
20413,2,NSS,NSS,NSS
20414,1,8500000,8500000,8500000
20414,2,8700000,8700000,8700000
20415,1,1822883,1822883,1822883
20415,2,1367265.68,1367265.68,1367265.68
20416,1,NSS,NSS,NSS
20416,2,NSS,NSS,NSS
20417,1,NSS,NSS,NSS
20417,2,NSS,NSS,NSS
20418,1,NSS,NSS,NSS
20418,2,NSS,NSS,NSS
20419,1,89154,89154,89154
20419,2,159000,159000,159000
20420,1,NSS,NSS,NSS
20420,2,746800.28,746800.28,746800.28
20421,1,NSS,NSS,NSS
20421,2,1857655,1857655,1857655
20422,1,NSS,NSS,NSS
20422,2,453588.3,456644.55,456644.55
20423,1,0,0,0
20423,2,0,0,0
20424,1,NSS,NSS,NSS
20424,2,NSS,NSS,NSS
20425,1,1366018,1366018,1366018
20425,2,1532440,1532440,1532440
20426,1,6064039,6064039,6033583.9
20426,2,5951939.35,6743749.94,6743749.94
20427,1,11619997.82,11619997.82,11619997.82
20427,2,11088780.95,11088780.95,11088780.95
20428,1,441603.95,441603.95,441603.95
20428,2,414620,414620,414620
20429,1,0,0,0
20429,2,1356762.34,1356762.34,1356762.34
20430,1,28000,28000,28000
20430,2,258316,258316,237416
20431,1,NSS,NSS,NSS
20431,2,30000,30000,30000
20432,1,599375.64,599375.64,599375.64
20432,2,678408.18,678408.18,678408.18
20433,1,NSS,NSS,NSS
20433,2,2600400,2600400,2600400
20434,1,NSS,NSS,NSS
20434,2,NSS,NSS,NSS
20435,1,220117.1,220117.1,220117.1
20435,2,224062.55,224062.55,224062.55
20436,1,685128.58,685128.58,685128.58
20436,2,674253.23,674253.23,674253.23
20437,1,200000,200000,200000
20437,2,205932,205932,205932
20438,1,NSS,NSS,NSS
20438,2,NSS,NSS,NSS
20439,1,NSS,NSS,NSS
20439,2,19058098.42,19058098.42,19058098.42
20440,1,10000,10000,10000
20440,2,20000,20000,20000
20441,1,6129163.32,6129163.32,6129163.32
20441,2,6937343.65,6937343.65,6937343.65
20442,1,0,0,0
20442,2,0,0,0
20443,1,133250,133250,133250
20443,2,0,0,0
20444,1,319268,319268,319268
20444,2,361658,361658,361658
20445,1,1032319.27,1032319.27,1032319.27
20445,2,1173965.81,1173965.81,1173965.81
20446,1,2913200,2913200,2913200
20446,2,2913200,2913200,2913200
20447,1,483000,483000,483000
20447,2,7162647,7162647,7162647
20448,1,615521.59,615521.59,615521.59
20448,2,770022.82,770022.82,770022.82
20449,1,1799898.1,1799898.1,1799898.1
20449,2,2404682,2404682,2404682
20450,1,NSS,NSS,NSS
20450,2,NSS,NSS,NSS
20451,1,617183,617183,617183
20451,2,766173.6,766173.6,766173.6
20452,1,NSS,NSS,NSS
20452,2,NSS,NSS,NSS
20453,1,NSS,NSS,NSS
20453,2,NSS,NSS,NSS
20454,1,2360382,2360382,2360382
20454,2,2671560,2671560,2671560
20455,1,0,0,0
20455,2,500000,500000,500000
20456,1,0,0,0
20456,2,1187000.79,1187000.79,1187000.79
20457,1,1346943.06,1346943.06,1346943.06
20457,2,2933924.79,2933924.79,2933924.79
20458,1,682186,682186,682186
20458,2,600000,600000,600000
20459,1,3237159.36,3237159.36,3237159.36
