ubicageo_f,aniorefe_b,presup1,presup2,presup3
30123,2,77918096.14,77918096.14,77918096.14
30124,1,42075905.81,43797642.81,65117724.98
30124,2,42679580.58,44333115.85,55594278.7
30125,1,NA,NA,NA
30125,2,NA,NA,NA
30126,1,0,5265033.66,5265033.66
30126,2,0,3723994.31,4119390.27
30127,1,19397932,19397932,19397932
30127,2,21102221,21102221,21102221
30128,1,57905017.57,57905017.57,28705887.2
30128,2,57905017.57,57905017.57,28705887.2
30129,1,4751507.81,4540770.25,4352645
30129,2,5109870.34,6285080.35,6227442
30130,1,3357871.43,3357871.43,3357871.43
30130,2,12256773.63,12256773.63,12256773.63
30131,1,46835058.08,46835058.08,47326872.56
30131,2,45198177.48,43984832.91,53750710.31
30132,1,2703702.25,3573701.81,3591711.71
30132,2,2445000.44,3315000,5834780.72
30133,1,7816760.61,7816760.61,7816760.61
30133,2,10447475.94,10447475.94,10447475.94
30134,1,10454100,10665110,10674304.07
30134,2,10009115.15,10010000,10010257.55
30135,1,NSS,NSS,NSS
30135,2,NSS,NSS,NSS
30136,1,0,0,0
30136,2,1852500,2341023.83,2295328.23
30137,1,3830177,3830177,3830177
30137,2,3955429,3955429,3955429
30138,1,NA,NA,NA
30138,2,NA,NA,NA
30139,1,0,17734.76,17734.76
30139,2,0,1142500,1142500
30140,1,2738313.12,2738313.12,4878995.13
30140,2,2317774,2317774,2242050.23
30141,1,NSS,NSS,NSS
30141,2,NSS,NSS,NSS
30142,1,11304387.65,17032849.52,16880365.29
30142,2,10433479.09,16359010.88,16359010.88
30143,1,0,0,0
30143,2,1270781.49,1270781.49,1270781.49
30144,1,NA,NA,NA
30144,2,NA,NA,NA
30145,1,3796048.98,3796048.98,3796048.98
30145,2,6845788.87,6845788.87,6845788.87
30146,1,822859.35,822859.35,822859.35
30146,2,1058533.58,1058533.58,778882.92
30147,1,NA,NA,NA
30147,2,NA,NA,NA
30148,1,0,0,0
30148,2,0,0,0
30149,1,NSS,NSS,NSS
30149,2,6318548,7197978,7058991
30150,1,2489585.87,2489585.87,3005740
30150,2,2489585.87,2489585.87,2721797
30151,1,622262,622262,622262
30151,2,632124,632124,632124
30152,1,2996231.94,2996231.94,2996231.94
30152,2,1023007.93,1023007.93,1023007.93
30153,1,1333131.84,1333131.84,1333131.84
30153,2,1844923.99,1844923.99,1844923.99
30154,1,1080000,1080000,1080000
30154,2,2160000,2160000,2160000
30155,1,0,0,0
30155,2,0,0,0
30156,1,NSS,NSS,NSS
30156,2,4211652,4211652,7575148.49
30157,1,NSS,NSS,NSS
30157,2,5928392,5928392,5700604.85
30158,1,3528746.18,3528746.18,3528746.18
30158,2,3650334.64,3650334.64,3650334.64
30159,1,8834049.97,10516726.15,10516726.15
30159,2,7354272,8755085,8755085
30160,1,NSS,NSS,NSS
30160,2,6293025.54,6293025.54,6293025.54
30161,1,9731204.21,9731204.21,9731204.21
30161,2,10835423.65,10835423.65,10835423.65
30162,1,NSS,NSS,1711431.24
30162,2,NSS,NSS,NSS
30163,1,1338534,1467483.29,1467483.29
30163,2,1657964.89,3164464.89,3100082.23
30164,1,5850270,5975412.85,5975412.85
30164,2,3859353.4,3984663.41,3984663.41
30165,1,NSS,NSS,NSS
30165,2,NSS,NSS,2463946
30166,1,NSS,NSS,NSS
30166,2,2395180.8,2978665,2978665
30167,1,3200000,3200000,3200000
30167,2,3648503.44,3648503.44,3629768.69
30168,1,3052389.9,3649059.9,3649059.9
30168,2,3894750.15,4526482.08,4526482.08
30169,1,NA,NA,NA
30169,2,NA,NA,NA
30170,1,NSS,NSS,NSS
30170,2,2761125.01,2761125.01,2761125.01
30171,1,36564130.55,36564130.55,36564130.55
30171,2,41291797.95,37666486.72,37666486.72
30172,1,4342283.18,4342283.18,4342283.18
30172,2,3364056.94,3364056.94,3364056.94
30173,1,0,7501074.39,7501074.39
30173,2,0,461287.6,461287.6
30174,1,0,0,0
30174,2,25724343.89,25724343.89,22935644.11
30175,1,NSS,7115000,7115000
30175,2,NSS,14039407.78,14039407.78
30176,1,1738654.5,2130598.17,2130598.17
30176,2,1809720.87,2250380.57,2250380.57
30177,1,3696996.35,3696996.35,3696996.35
30177,2,1007201.34,1007201.34,1007201.34
30178,1,NSS,NSS,NSS
30178,2,3180358.3,3180358.3,3180358.3
30179,1,1050471,1050471,1050471
30179,2,2035443.05,2035443.05,2035443.05
30180,1,NSS,NSS,1382546.02
30180,2,2900000,1719395.94,1719395.94
30181,1,10485214.7,10485214.7,10485214.7
30181,2,25965077.64,25965077.64,25965077.64
30182,1,NSS,NSS,NSS
30182,2,NSS,NSS,NSS
30183,1,0,0,0
30183,2,19405793.9,19405793.9,19405793.9
30184,1,1980665.8,2125523.97,2125523.97
30184,2,2140067.7,2594400.44,2594400.44
30185,1,3808469,3808469,3808469
30185,2,4143079,4143079,4143079
30186,1,3074333.74,3074333.74,3074333.74
30186,2,2720401.14,2720401.14,2049783.79
30187,1,1832544.26,1685000,1685000
30187,2,1800000,1621201.74,1621201.74
30188,1,NSS,NSS,NSS
30188,2,NSS,NSS,NSS
30189,1,68538484,68863797,68459621.54
30189,2,69734745,71651204,77407435.19
30190,1,1294869.69,1294869.69,1294869.69
30190,2,1164580.91,1164580.91,1164580.91
30191,1,NA,NA,NA
30191,2,NA,NA,NA
30192,1,NSS,NSS,NSS
30192,2,5589022,70767787,7076787
30193,1,50341230.55,50341230.55,51627447.11
30193,2,50656394.54,50656394.54,51268277.2
30194,1,3557777.38,3971474.51,3157426.3
30194,2,4004173.44,3922905.38,3922905.38
30195,1,1467286,2680000,2680000
30195,2,1875412,2767538,2767538
30196,1,3272367.57,3377702.54,3377702.54
30196,2,3237100.92,3237100.92,3237100.92
30197,1,2784992.19,2784992.19,2784992.19
30197,2,1856130.61,1856130.61,1856130.61
30198,1,NSS,NSS,NSS
30198,2,1568859.24,1568859.24,1568859.24
30199,1,0,0,0
30199,2,8885814,8885814,4096286.1
30200,1,NSS,NSS,NSS
30200,2,229368.44,229368.44,229368.44
30201,1,33776857,30939308,30933549.17
30201,2,32932414,33677561.15,33546916.05
30202,1,3391756.73,3151010.76,3129389.77
30202,2,3080681.37,5241378.88,5220189.37
30203,1,NSS,NSS,NSS
30203,2,5921583.31,5921583.31,5921583.31
30204,1,9048966.45,8937200.85,686890.89
30204,2,10641765.07,10305239.19,10761126.42
30205,1,NA,NA,NA
30205,2,NA,NA,NA
30206,1,4644842.32,4644842.32,4644842.32
30206,2,11024460.21,11024460.21,11024460.21
30207,1,NSS,NSS,NSS
30207,2,890869.4,890869.4,882869.44
30208,1,0,0,0
30208,2,17207.9,17207.9,17207.9
30209,1,NSS,NSS,NSS
30209,2,5958670,5837322,5837322
30210,1,3855742.01,4769894,5163394.02
30210,2,3298572.41,4259486.8,4993145.15
30211,1,NSS,NSS,NSS
30211,2,20738634,22446318,22665210
30212,1,NSS,NSS,NSS
30212,2,7036334.23,7036334.23,7036334.23
31001,1,5086153,5233303.8,4980017.72
31001,2,4708244.2,5279053.76,5279053.76
31002,1,12446480,12518256.19,12099045.93
31002,2,11518781,10828308.41,10134727.03
31003,1,8413328,8413328,8848878
31003,2,8833994,8833994,9626759
31004,1,4150532,4055624,4055624
31004,2,5931454,5268092,5268092
31005,1,2560534.11,3046433.44,3046433.44
31005,2,2658858.65,2184386.84,2184386.84
31006,1,3813500,5383827.85,5383827.85
31006,2,6701395,7098549.24,7098549.24
31007,1,3425955.15,3425955.15,3425955.15
31007,2,3184198.4,3184198.4,3184198.4
31008,1,366293.01,366293.01,366293.01
31008,2,2630543,3527069.5,3527069.5
31009,1,5184112.2,5184112.2,2801619.73
31009,2,3885752,3885752,3785168.56
31010,1,3684994.06,3684994.06,3550828.51
31010,2,2436430.64,2436430.64,1662517.27
31011,1,5716000,5716000,5716000
31011,2,6650000,6650000,6650000
31012,1,181451.09,181451.09,181451.09
31012,2,679500,679500,494074.08
31013,1,12731640.76,12731640.76,12231640.76
31013,2,17396419.95,17396419.95,15496419.95
31014,1,2005373.47,2005373.47,1834926.65
31014,2,2170320.89,2170320.89,1802475.19
31015,1,1961135,1961135,2428711.79
31015,2,2445000,2445000,3549179.96
31016,1,5015274.11,5015274.11,3704503.18
31016,2,3141019.59,3141019.59,3140019.59
31017,1,3024360,3024360,3024360
31017,2,3275578,3275578,3275578
31018,1,2595526.61,2595526.61,2595526.61
31018,2,2728361.14,2728361.14,2728361.14
31019,1,27696640,27696640,27395961
31019,2,27132690,27132690,31005186
31020,1,NSS,NSS,615135.01
31020,2,2038619.3,2038619.3,2038619.3
31021,1,5837666.7,5837666.7,4992710.62
31021,2,6624906,6624906,6614207.25
31022,1,726986.46,726986.46,726986.46
31022,2,2543556.23,2543556.23,2543556.23
31023,1,NSS,NSS,271373.74
31023,2,2973625,2973625,2230218.75
31024,1,2885332.16,3420305.56,3420305.56
31024,2,2606498.64,3575692.53,3575692.53
31025,1,3738874,3738874,2703641.55
31025,2,4241716.28,4241716.28,4573480.43
31026,1,3503259,3156183.3,2864425.89
31026,2,4050900,4851154.04,4552315.77
31027,1,4825996,4673697.87,4673697.87
31027,2,3945912.83,4253290.92,4253290.92
31028,1,3418320.04,3418320.04,3418320.04
31028,2,3689626.93,3689626.93,3689626.93
31029,1,5550002.95,5550002.95,3088742.66
31029,2,3775002.95,3775002.95,4205345.7
31030,1,1745352.48,1745352.48,2279913.31
31030,2,3280601.37,3621846.99,3621846.99
31031,1,2762909,2762909,2407052.46
31031,2,2990650,3017333.21,3017333.21
31032,1,10182647.24,10182647.24,6136314.68
31032,2,14922417.9,14922417.9,12832526.71
31033,1,14570225.88,14570225.88,14309789.98
31033,2,19138010.5,19138010.5,18478436.72
31034,1,2968000,2968000,3671393.68
31034,2,4934998.32,4934998.32,5220012.86
31035,1,4307222.31,4307222.31,4307222.31
31035,2,5088499.79,5088499.79,5088499.79
31036,1,6308663.5,6508663.5,6047934.84
31036,2,5580200,6192404.48,6192404.48
31037,1,3589882.84,3589882.84,3332929.85
31037,2,4901060,4901060,3813674.52
31038,1,21988686.09,21988686.09,21988686.09
31038,2,11334788.88,11334788.88,11334788.88
31039,1,2921403,2162133,2162133
31039,2,3101374,2313954,2313954
31040,1,20794606.66,20794606.66,20794606.66
31040,2,24045749.36,24045749.36,24045749.36
31041,1,71635965,50590452.71,50590452.71
31041,2,111950492.93,111950492.93,109612876.71
31042,1,2854178.55,2854178.55,2584817.15
31042,2,2438980,2438980,2334456.21
31043,1,2227760,2227760,2427760
31043,2,2526840,2526840,2833513.69
31044,1,4172000,4172000,3026608.19
31044,2,3750500,3750500,3548509.68
31045,1,2748738,2748738,2406619
31045,2,3767167,3767167,3940278
31046,1,2256875,2130749.31,2130749.25
31046,2,2246069,2475769.29,2475769.29
31047,1,3425955.15,3425955.15,3425955.15
31047,2,2123618.93,2123618.93,2123618.93
31048,1,15483884,9368460,7686157.54
31048,2,17803661,10221305,8508660.82
31049,1,3098508,2677926.6,2677926.6
31049,2,3238687.67,3271767.91,3271767.91
31050,1,177517905,177517905,141123522.8
31050,2,209387680,209387680,165098926.3
31051,1,1485444.11,1485444.11,1485444.11
31051,2,2975443.76,2975443.76,2975443.76
31052,1,12094467.99,12094467.99,12094467.99
31052,2,12278466.69,12278466.69,12278466.69
31053,1,5405170,5299976.26,5299976.26
31053,2,4681353,4833902.74,4833902.74
31054,1,1929437,1929437,1929437
31054,2,2202156,2202156,2202156
31055,1,5166355,5166355,4502886.39
31055,2,5326539.68,5326539.68,4564420.02
31056,1,28123382,28123382,24460742
31056,2,24201403,28456131,28456131
31057,1,6130275.1,6130275.1,6130275.1
31057,2,7352315.7,7352315.7,7352315.7
31058,1,21132746.07,13997624.04,13997624.04
31058,2,17559774,20862091.74,20862091.74
31059,1,75486969,75486969,65042955.21
31059,2,86199459,86199459,68592850.39
31060,1,1900200,1914197.16,1914197.16
31060,2,3020498,3183065.29,3183065.29
31061,1,4111704,4111704,4111704
31061,2,1342884,1342884,1342884
31062,1,3653735,3543052.84,3543052.84
31062,2,3579670,4025913.67,4025913.67
31063,1,2336300,2485282.51,2485282.51
31063,2,2944500,2980773.26,2980773.26
31064,1,3305833.35,2980667.44,2980667.44
31064,2,1434620,1765916.12,1763916.12
31065,1,2099225,2099225,2892688.21
31065,2,2492064,2492064,3293926.62
31066,1,2181876.31,2181876.31,2181876.31
31066,2,3280401.3,3280401.3,3280401.3
31067,1,4734749.36,3326810.25,3326809.99
31067,2,7494054,8033011.41,8033011.19
31068,1,3840000,3840000,3188419.48
31068,2,3853259.6,3853259.6,3450676.5
31069,1,4369693,4369693,3900352.64
31069,2,3887260,3887260,4858227.38
31070,1,2842451,2842451,2628330.97
31070,2,6367050,6367050,3707250.82
31071,1,1438667,1438667,1224327.24
31071,2,2596666.56,2596666.56,2596666.56
31072,1,1904551.87,2092821.9,2092821.9
31072,2,2139294.02,2076083.47,2076083.47
31073,1,5067538,5067538,5067538
31073,2,6632761.56,6632761.56,6632761.56
31074,1,2734293,2734293,2562837
31074,2,2734293,2734293,2952268
31075,1,2526752.62,2526752.62,2526752.62
31075,2,2454870.16,2454870.16,2454870.16
31076,1,1016201.2,1236541.67,1236541.67
31076,2,3181021.22,4141044.69,4141044.69
31077,1,2500759.03,2500759.03,2500759.03
31077,2,3269401.47,3269401.47,3269401.47
31078,1,4415200,2721939.13,2721939.13
31078,2,2879640,1605895.7,1605895.7
31079,1,59011151,59011151,59011151
31079,2,67551682,67551682,67551682
31080,1,7490885.45,7490885.45,7490885.45
31080,2,2976540.01,2976540.01,2976540.01
31081,1,5680927,5296358,4421561.59
31081,2,56980750,5322800,4571036.42
31082,1,3585000,3585000,3266718.81
31082,2,3812191.05,3812191.05,3640662.29
31083,1,3479301.62,3479301.62,3479301.62
31083,2,4111708.28,4111708.28,3983501.9
31084,1,7313412.48,7313412.48,7313412.48
31084,2,6490809.19,6490809.19,6490809.19
31085,1,5804587.89,5804587.89,5804587.89
31085,2,6343182.39,6343182.39,6343182.39
31086,1,1779829,1855571.5,1855571.5
31086,2,2793587.63,3469544.92,3469544.92
31087,1,977196.95,977196.95,977196.95
31087,2,1155440,1155440,1155440
31088,1,2875053.25,2875053.25,2409332.07
31088,2,4502343,4502343,2704301.41
31089,1,28685172,28685172,19155585.57
31089,2,30344293,30344293,19050247.27
31090,1,7542422.23,7542422.23,5876732.73
31090,2,7518347,7518347,4134095.63
31091,1,6257235.4,6257235.4,6826591.97
31091,2,1808869.23,1808869.23,1808869.23
31092,1,5645699.67,5645699.67,5645699.67
31092,2,5932748.16,5932748.16,5932748.16
31093,1,11852870,8241664.29,8241664.29
31093,2,12704443,15229060.29,15229060.29
31094,1,3971339,4062185.84,4062185.83
31094,2,3901083,5467053.38,5467053.38
31095,1,5102381,4386024,4386024
31095,2,5645280,4433267,4433267
31096,1,56049300,56049300,54805307.35
31096,2,52066020,52066020,61379006.92
31097,1,1315764.19,1315764.19,1315764.19
31097,2,1308730.86,1308730.86,1308730.86
31098,1,21159531.54,21159531.54,21159531.54
31098,2,21850427.39,21850427.39,21850427.39
31099,1,6500000,6500000,4017012.08
31099,2,3717750,3717750,3140635.72
31100,1,2800900,3822689.89,3822689.89
31100,2,2770000,4059653.28,4059653.28
31101,1,31616000,31616000,33686759.78
31101,2,33858000,33858000,38676693.23
31102,1,57363915,57363915,58564267.08
31102,2,63419854,63419854,69662340.91
31103,1,2428142.34,2428142.34,2428142.34
31103,2,4131385,4131385,3116806.73
31104,1,13882222.58,13882222.58,13857071.5
31104,2,18152300,18152300,16651298.32
31105,1,4377899.26,4377899.26,4377899.26
31105,2,5200648.86,5200648.86,5200648.86
31106,1,2723822.25,2723822.25,2197580.65
31106,2,6610760.2,6610760.2,4699928.51
32001,1,4184547,4184547,4184547
32001,2,4418000,4418000,4418000
32002,1,NA,NA,NA
32002,2,NA,NA,NA
32003,1,583135.26,583135.26,583135.26
32003,2,458784.11,458784.11,458784.11
32004,1,1901882,1901882,1901882
32004,2,3338505,3338505,3338505
32005,1,10462219.11,2078281.73,3151449.74
32005,2,20313217.18,1086500.73,2554306.57
32006,1,55000,55000,51522
32006,2,300000,300000,293386
32007,1,101001,2281756.93,4662677.29
32007,2,101001,2282756.93,6290478.61
32008,1,1097661.64,1566140.59,1566140.59
32008,2,807333.24,807333.24,1706741.28
32009,1,7400000,7400000,7980000
32009,2,7640000,7640000,8230000
32010,1,60148989.4,60148989.4,60148989.4
32010,2,61338932.75,61338932.75,61338932.75
32011,1,477971.47,477971.47,477971.47
32011,2,327656.76,327656.76,327656.76
32012,1,459329.98,459329.98,459329.98
32012,2,98806.35,98806.35,98806.35
32013,1,2614399.01,2614399.01,2393001.07
32013,2,2614399.01,2614399.01,2599040.88
32014,1,3215783.31,3215783.31,3396495.34
32014,2,1239825.1,1239825.1,3885178.57
32015,1,511334.61,511334.61,511334.61
32015,2,695463.4,695463.4,695463.4
32016,1,NSS,NSS,NSS
32016,2,NSS,NSS,NSS
32017,1,63939463,63939463,63939463
32017,2,60676581,60676581,60676581
32018,1,NSS,NSS,NSS
32018,2,582417.58,582417.58,582417.58
32019,1,6773150,8668666.75,8668666.75
32019,2,7147000,8685682.15,8685682.15
32020,1,2258290,2258290,2258290
32020,2,21653820,21653820,21653820
32021,1,NSS,NSS,NSS
32021,2,NSS,NSS,NSS
32022,1,1700000,1700000,1667407.37
32022,2,1100000,1100000,1074853.77
32023,1,NSS,NSS,NSS
32023,2,NSS,NSS,NSS
32024,1,7778095.92,7778096.92,7778095.92
32024,2,12971076.43,12971077.43,12971076.43
32025,1,1722257.32,1722257.32,1722257.32
32025,2,2952214.76,2952214.76,2952214.76
32026,1,1239300,1239300,1239300
32026,2,2666300,3072969,3703196
32027,1,900606,900606,900606
32027,2,932606,932606,932606
32028,1,889006,889006,889006
32028,2,910206,910206,910206
32029,1,1250000,1250000,1233689
32029,2,1800000,1800000,1671112
32030,1,1056574.13,1056574.13,1056574.13
32030,2,1013132.28,1013132.28,1013132.28
32031,1,0,0,0
32031,2,1161286.87,1161286.87,1161286.87
32032,1,5656099,5656099,5140532.42
32032,2,6856456.53,6856456.53,4944042.8
32033,1,NSS,NSS,NSS
32033,2,NSS,NSS,NSS
32034,1,NSS,NSS,NSS
32034,2,NSS,NSS,NSS
32035,1,NSS,NSS,NSS
32035,2,NSS,NSS,NSS
32036,1,3478291.47,3478291.47,3478291.47
32036,2,3676710.08,3676710.08,3676710.08
32037,1,2456659.67,2456660.67,2456660.67
32037,2,3089979.62,3089980.62,3089980.62
32038,1,13782588.14,13782588.14,11183827.65
32038,2,26482134.29,26482134.29,26482134.29
32039,1,15000000,12477272.12,11974557.98
32039,2,19000000,16448726.9,16448726.9
32040,1,NSS,NSS,NSS
32040,2,NSS,NSS,NSS
32041,1,700000,700000,700000
32041,2,615000,615000,615000
32042,1,7040804.74,7040804.74,7040804.74
32042,2,7866213.11,7866213.11,8525913.59
32043,1,237645.5,237645.5,237645.5
32043,2,402669,402669,402669
32044,1,2881400,3335124.37,3270066.7
32044,2,3857776,3883081.84,5345471.16
32045,1,2302112,2302112,2018497.25
32045,2,2219642.14,2219642.14,2219642.14
32046,1,3977186.48,3977186.48,3977186.48
32046,2,4692460.73,4692460.73,4692460.73
32047,1,1306291,1308634,1308634
32047,2,1359098,1647333,1647333
32048,1,6026300,6026300,6423271.45
32048,2,6408000,6408000,8485704.42
32049,1,3063197.32,8511000,3063197.32
32049,2,490700.62,7718500,490700.62
32050,1,1384914.7,1384914.7,1384914.69
32050,2,1597711.99,1597711.99,1597711.99
32051,1,1800000,1600000,1500000
32051,2,2000000,1800000,1800000
32052,1,1534467,1534467,1534467
32052,2,1015630,1015630,1015630
32053,1,1629573.56,1629573.56,1629573.56
32053,2,2154432.15,2154432.15,2154432.15
32054,1,1974784,485000,458300
32054,2,2060720,2060720,2060720
32055,1,7412100,7412100,5471612.61
32055,2,4915330.18,4915330.18,3857371.48
32056,1,101001,11159000,11159000
32056,2,101001,17903860,17948757.93
32057,1,1314195.54,1314195.54,1314195.54
32057,2,4059474.05,4059474.05,4059474.05
32058,1,913500,97903921,97903921
32058,2,851000,1308100.2,1308100.2
