ubicageo_f,tipatrul_c,rnsnni1,totalca1,totalca2
7035,1,1,325,10000
7035,2,2,NA,NA
7035,3,1,1000,100000
7035,4,2,NA,NA
7035,5,1,500,40000
7035,6,2,NA,NA
7035,7,2,NA,NA
7035,8,2,NA,NA
7035,9,2,NA,NA
7036,1,1,30,30
7036,2,2,NA,NA
7036,3,2,NA,NA
7036,4,1,20,100
7036,5,1,15,50
7036,6,2,NA,NA
7036,7,2,NA,NA
7036,8,2,NA,NA
7036,9,2,NA,NA
7037,1,2,NA,NA
7037,2,2,NA,NA
7037,3,2,NA,NA
7037,4,1,5475,1095000
7037,5,2,NA,NA
7037,6,2,NA,NA
7037,7,2,NA,NA
7037,8,2,NA,NA
7037,9,2,NA,NA
7038,1,1,365,3650
7038,2,2,NA,NA
7038,3,2,NA,NA
7038,4,1,730,18250
7038,5,2,NA,NA
7038,6,2,NA,NA
7038,7,2,NA,NA
7038,8,2,NA,NA
7038,9,2,NA,NA
7039,1,1,20,2
7039,2,2,NA,NA
7039,3,1,50,20
7039,4,1,50,20
7039,5,2,NA,NA
7039,6,2,NA,NA
7039,7,2,NA,NA
7039,8,2,NA,NA
7039,9,2,NA,NA
7040,1,1,27,54
7040,2,2,NA,NA
7040,3,1,27,918
7040,4,2,NA,NA
7040,5,2,NA,NA
7040,6,2,NA,NA
7040,7,2,NA,NA
7040,8,2,NA,NA
7040,9,2,NA,NA
7041,1,1,365,730
7041,2,2,NA,NA
7041,3,1,365,5475
7041,4,2,NA,NA
7041,5,2,NA,NA
7041,6,2,NA,NA
7041,7,2,NA,NA
7041,8,2,NA,NA
7041,9,2,NA,NA
7042,1,1,20,80
7042,2,2,NA,NA
7042,3,2,NA,NA
7042,4,1,400,1700
7042,5,1,210,840
7042,6,2,NA,NA
7042,7,2,NA,NA
7042,8,2,NA,NA
7042,9,2,NA,NA
7043,1,1,1164,30500
7043,2,2,NA,NA
7043,3,2,NA,NA
7043,4,1,1776,50000
7043,5,2,NA,NA
7043,6,2,NA,NA
7043,7,2,NA,NA
7043,8,2,NA,NA
7043,9,2,NA,NA
7044,1,1,100,50000
7044,2,2,NA,NA
7044,3,2,NA,NA
7044,4,1,547,3282
7044,5,1,1095,3282
7044,6,2,NA,NA
7044,7,2,NA,NA
7044,8,2,NA,NA
7044,9,2,NA,NA
7045,1,1,560,840
7045,2,2,NA,NA
7045,3,2,NA,NA
7045,4,1,560,6160
7045,5,1,560,6160
7045,6,2,NA,NA
7045,7,2,NA,NA
7045,8,2,NA,NA
7045,9,2,NA,NA
7046,1,1,5475,65700
7046,2,2,NA,NA
7046,3,2,NA,NA
7046,4,1,12775,102200
7046,5,1,730,5840
7046,6,2,NA,NA
7046,7,2,NA,NA
7046,8,2,NA,NA
7046,9,2,NA,NA
7047,1,2,NA,NA
7047,2,2,NA,NA
7047,3,2,NA,NA
7047,4,1,1460,73000
7047,5,2,NA,NA
7047,6,2,NA,NA
7047,7,2,NA,NA
7047,8,2,NA,NA
7047,9,2,NA,NA
7048,1,1,365,1825
7048,2,2,NA,NA
7048,3,2,NA,NA
7048,4,1,365,25550
7048,5,1,365,21900
7048,6,2,NA,NA
7048,7,2,NA,NA
7048,8,2,NA,NA
7048,9,2,NA,NA
7049,1,2,NA,NA
7049,2,2,NA,NA
7049,3,2,NA,NA
7049,4,1,365,NSS
7049,5,1,365,NSS
7049,6,2,NA,NA
7049,7,2,NA,NA
7049,8,2,NA,NA
7049,9,2,NA,NA
7050,1,1,5,9
7050,2,2,NA,NA
7050,3,2,NA,NA
7050,4,1,10,72
7050,5,1,10,15
7050,6,2,NA,NA
7050,7,2,NA,NA
7050,8,2,NA,NA
7050,9,2,NA,NA
7051,1,2,NA,NA
7051,2,2,NA,NA
7051,3,2,NA,NA
7051,4,1,6205,31025
7051,5,2,NA,NA
7051,6,2,NA,NA
7051,7,2,NA,NA
7051,8,2,NA,NA
7051,9,2,NA,NA
7052,1,2,NA,NA
7052,2,2,NA,NA
7052,3,2,NA,NA
7052,4,1,201,310
7052,5,2,NA,NA
7052,6,2,NA,NA
7052,7,2,NA,NA
7052,8,2,NA,NA
7052,9,2,NA,NA
7053,1,2,NA,NA
7053,2,2,NA,NA
7053,3,2,NA,NA
7053,4,1,30,NSS
7053,5,1,365,NSS
7053,6,2,NA,NA
7053,7,2,NA,NA
7053,8,2,NA,NA
7053,9,2,NA,NA
7054,1,2,NA,NA
7054,2,2,NA,NA
7054,3,2,NA,NA
7054,4,1,2160,43200
7054,5,1,30,210
7054,6,2,NA,NA
7054,7,2,NA,NA
7054,8,2,NA,NA
7054,9,2,NA,NA
7055,1,1,540,3240
7055,2,2,NA,NA
7055,3,2,NA,NA
7055,4,1,1100,126500
7055,5,1,730,47450
7055,6,2,NA,NA
7055,7,2,NA,NA
7055,8,2,NA,NA
7055,9,2,NA,NA
7056,1,1,360,720
7056,2,2,NA,NA
7056,3,2,NA,NA
7056,4,1,1440,7200
7056,5,1,1800,9000
7056,6,2,NA,NA
7056,7,2,NA,NA
7056,8,2,NA,NA
7056,9,2,NA,NA
7057,1,1,365,1000
7057,2,2,NA,NA
7057,3,1,365,35000
7057,4,2,NA,NA
7057,5,1,365,35000
7057,6,2,NA,NA
7057,7,2,NA,NA
7057,8,2,NA,NA
7057,9,2,NA,NA
7058,1,2,NA,NA
7058,2,2,NA,NA
7058,3,2,NA,NA
7058,4,1,730,20000
7058,5,1,365,5000
7058,6,2,NA,NA
7058,7,2,NA,NA
7058,8,2,NA,NA
7058,9,2,NA,NA
7059,1,1,364,1456
7059,2,1,26,910
7059,3,1,7842,1097880
7059,4,1,15684,2195760
7059,5,1,13070,1699100
7059,6,2,NA,NA
7059,7,2,NA,NA
7059,8,2,NA,NA
7059,9,2,NA,NA
7060,1,1,365,730
7060,2,2,NA,NA
7060,3,2,NA,NA
7060,4,1,800,2400
7060,5,1,365,1460
7060,6,2,NA,NA
7060,7,2,NA,NA
7060,8,2,NA,NA
7060,9,2,NA,NA
7061,1,1,10,15
7061,2,2,NA,NA
7061,3,2,NA,NA
7061,4,1,6,80
7061,5,2,NA,NA
7061,6,2,NA,NA
7061,7,2,NA,NA
7061,8,2,NA,NA
7061,9,2,NA,NA
7062,1,9,NSS,NSS
7062,2,9,NSS,NSS
7062,3,9,NSS,NSS
7062,4,1,1680,5040
7062,5,9,NSS,NSS
7062,6,9,NSS,NSS
7062,7,9,NSS,NSS
7062,8,9,NSS,NSS
7062,9,9,NSS,NSS
7063,1,1,1080,1080
7063,2,2,NA,NA
7063,3,2,NA,NA
7063,4,1,2880,86400
7063,5,2,NA,NA
7063,6,2,NA,NA
7063,7,2,NA,NA
7063,8,2,NA,NA
7063,9,2,NA,NA
7064,1,1,365,1460
7064,2,2,NA,NA
7064,3,2,NA,NA
7064,4,1,365,6570
7064,5,2,NA,NA
7064,6,2,NA,NA
7064,7,2,NA,NA
7064,8,2,NA,NA
7064,9,2,NA,NA
7065,1,1,100,5
7065,2,2,NA,NA
7065,3,1,365,300
7065,4,2,NA,NA
7065,5,2,NA,NA
7065,6,2,NA,NA
7065,7,2,NA,NA
7065,8,2,NA,NA
7065,9,2,NA,NA
7066,1,2,NA,NA
7066,2,2,NA,NA
7066,3,2,NA,NA
7066,4,1,220,49589.9
7066,5,2,NA,NA
7066,6,2,NA,NA
7066,7,2,NA,NA
7066,8,2,NA,NA
7066,9,2,NA,NA
7067,1,2,NA,NA
7067,2,2,NA,NA
7067,3,2,NA,NA
7067,4,1,730,3650
7067,5,1,730,3650
7067,6,2,NA,NA
7067,7,2,NA,NA
7067,8,2,NA,NA
7067,9,2,NA,NA
7068,1,2,NA,NA
7068,2,2,NA,NA
7068,3,2,NA,NA
7068,4,1,600,10000
7068,5,2,NA,NA
7068,6,2,NA,NA
7068,7,2,NA,NA
7068,8,2,NA,NA
7068,9,2,NA,NA
7069,1,2,NA,NA
7069,2,2,NA,NA
7069,3,1,869,45825
7069,4,1,1456,1454
7069,5,1,59,15432
7069,6,2,NA,NA
7069,7,2,NA,NA
7069,8,2,NA,NA
7069,9,2,NA,NA
7070,1,2,NA,NA
7070,2,2,NA,NA
7070,3,1,3600,NSS
7070,4,1,800,NSS
7070,5,2,NA,NA
7070,6,2,NA,NA
7070,7,2,NA,NA
7070,8,2,NA,NA
7070,9,2,NA,NA
7071,1,1,5475,360
7071,2,2,NA,NA
7071,3,2,NA,NA
7071,4,1,6205,31025
7071,5,2,NA,NA
7071,6,2,NA,NA
7071,7,2,NA,NA
7071,8,2,NA,NA
7071,9,2,NA,NA
7072,1,2,NA,NA
7072,2,2,NA,NA
7072,3,2,NA,NA
7072,4,1,360,7200
7072,5,2,NA,NA
7072,6,2,NA,NA
7072,7,2,NA,NA
7072,8,2,NA,NA
7072,9,2,NA,NA
7073,1,1,150,300
7073,2,2,NA,NA
7073,3,1,850,15000
7073,4,2,NA,NA
7073,5,2,NA,NA
7073,6,2,NA,NA
7073,7,2,NA,NA
7073,8,2,NA,NA
7073,9,2,NA,NA
7074,1,2,NA,NA
7074,2,2,NA,NA
7074,3,2,NA,NA
7074,4,1,82,4000
7074,5,2,NA,NA
7074,6,2,NA,NA
7074,7,2,NA,NA
7074,8,2,NA,NA
7074,9,2,NA,NA
7075,1,2,NA,NA
7075,2,2,NA,NA
7075,3,2,NA,NA
7075,4,1,100,5000
7075,5,1,50,3000
7075,6,2,NA,NA
7075,7,2,NA,NA
7075,8,2,NA,NA
7075,9,2,NA,NA
7076,1,2,NA,NA
7076,2,2,NA,NA
7076,3,2,NA,NA
7076,4,1,200,850
7076,5,2,NA,NA
7076,6,2,NA,NA
7076,7,2,NA,NA
7076,8,2,NA,NA
7076,9,2,NA,NA
7077,1,1,10,20
7077,2,2,NA,NA
7077,3,2,NA,NA
7077,4,1,20,80
7077,5,1,15,60
7077,6,2,NA,NA
7077,7,2,NA,NA
7077,8,2,NA,NA
7077,9,2,NA,NA
7078,1,1,30000,14600
7078,2,2,NA,NA
7078,3,1,50000,279452
7078,4,1,70000,1245048
7078,5,1,45000,520800
7078,6,2,NA,NA
7078,7,2,NA,NA
7078,8,2,NA,NA
7078,9,2,NA,NA
7079,1,1,48,96
7079,2,2,NA,NA
7079,3,2,NA,NA
7079,4,1,365,29200
7079,5,2,NA,NA
7079,6,2,NA,NA
7079,7,2,NA,NA
7079,8,2,NA,NA
7079,9,2,NA,NA
7080,1,1,420,6
7080,2,2,NA,NA
7080,3,2,NA,NA
7080,4,1,252,7560
7080,5,1,196,4262
7080,6,2,NA,NA
7080,7,2,NA,NA
7080,8,2,NA,NA
7080,9,2,NA,NA
7081,1,1,365,1825
7081,2,2,NA,NA
7081,3,2,NA,NA
7081,4,1,365,9125
7081,5,2,NA,NA
7081,6,2,NA,NA
7081,7,2,NA,NA
7081,8,2,NA,NA
7081,9,2,NA,NA
7082,1,1,20,100
7082,2,2,NA,NA
7082,3,2,NA,NA
7082,4,1,200,40000
7082,5,1,250,50000
7082,6,2,NA,NA
7082,7,2,NA,NA
7082,8,2,NA,NA
7082,9,2,NA,NA
7083,1,2,NA,NA
7083,2,2,NA,NA
7083,3,2,NA,NA
7083,4,1,500,2920
7083,5,1,37,185
7083,6,2,NA,NA
7083,7,2,NA,NA
7083,8,2,NA,NA
7083,9,2,NA,NA
7084,1,1,170,680
7084,2,2,NA,NA
7084,3,2,NA,NA
7084,4,1,365,16790
7084,5,1,170,510
7084,6,2,NA,NA
7084,7,2,NA,NA
7084,8,2,NA,NA
7084,9,2,NA,NA
7085,1,2,NA,NA
7085,2,2,NA,NA
7085,3,1,365,120
7085,4,2,NA,NA
7085,5,1,365,100
7085,6,2,NA,NA
7085,7,2,NA,NA
7085,8,2,NA,NA
7085,9,2,NA,NA
7086,1,1,365,365
7086,2,2,NA,NA
7086,3,2,NA,NA
7086,4,1,2160,9976
7086,5,2,NA,NA
7086,6,2,NA,NA
7086,7,2,NA,NA
7086,8,2,NA,NA
7086,9,2,NA,NA
7087,1,1,365,3650
7087,2,2,NA,NA
7087,3,1,365,7300
7087,4,1,365,7300
7087,5,1,365,5475
7087,6,2,NA,NA
7087,7,2,NA,NA
7087,8,2,NA,NA
7087,9,2,NA,NA
7088,1,1,48,50
7088,2,2,NA,NA
7088,3,2,NA,NA
7088,4,1,1680,3360
7088,5,2,NA,NA
7088,6,2,NA,NA
7088,7,2,NA,NA
7088,8,2,NA,NA
7088,9,2,NA,NA
7089,1,1,365,24
7089,2,2,NA,NA
7089,3,1,365,96
7089,4,2,NA,NA
7089,5,1,365,72
7089,6,1,365,48
7089,7,2,NA,NA
7089,8,2,NA,NA
7089,9,2,NA,NA
7090,1,1,300,3600
7090,2,2,NA,NA
7090,3,2,NA,NA
7090,4,1,360,36000
7090,5,2,NA,NA
7090,6,2,NA,NA
7090,7,2,NA,NA
7090,8,2,NA,NA
7090,9,2,NA,NA
7091,1,1,148,444
7091,2,2,NA,NA
7091,3,2,NA,NA
7091,4,1,365,65700
7091,5,1,365,29200
7091,6,2,NA,NA
7091,7,2,NA,NA
7091,8,2,NA,NA
7091,9,2,NA,NA
7092,1,2,NA,NA
7092,2,2,NA,NA
7092,3,2,NA,NA
7092,4,1,1680,947520
7092,5,2,NA,NA
7092,6,2,NA,NA
7092,7,2,NA,NA
7092,8,2,NA,NA
7092,9,2,NA,NA
7093,1,1,365,15
7093,2,2,NA,NA
7093,3,2,NA,NA
7093,4,1,200,13150
7093,5,2,NA,NA
7093,6,2,NA,NA
7093,7,2,NA,NA
7093,8,2,NA,NA
7093,9,2,NA,NA
7094,1,2,NA,NA
7094,2,2,NA,NA
7094,3,2,NA,NA
7094,4,1,90,3795
7094,5,2,NA,NA
7094,6,2,NA,NA
7094,7,2,NA,NA
7094,8,2,NA,NA
7094,9,2,NA,NA
7096,1,2,NA,NA
7096,2,2,NA,NA
7096,3,2,NA,NA
7096,4,2,NA,NA
7096,5,2,NA,NA
7096,6,2,NA,NA
7096,7,2,NA,NA
7096,8,2,NA,NA
7096,9,2,NA,NA
7097,1,1,8,NSS
7097,2,2,NA,NA
7097,3,1,12,NSS
7097,4,1,15,NSS
7097,5,1,3,NSS
7097,6,2,NA,NA
7097,7,2,NA,NA
7097,8,2,NA,NA
7097,9,2,NA,NA
7098,1,1,150,375
7098,2,2,NA,NA
7098,3,2,NA,NA
7098,4,1,700,42000
7098,5,1,280,8400
7098,6,2,NA,NA
7098,7,2,NA,NA
7098,8,2,NA,NA
7098,9,2,NA,NA
7099,1,1,365,11388
7099,2,2,NA,NA
7099,3,1,365,219000
7099,4,1,365,722700
7099,5,2,NA,NA
7099,6,2,NA,NA
7099,7,2,NA,NA
7099,8,2,NA,NA
7099,9,2,NA,NA
7100,1,1,365,1460
7100,2,2,NA,NA
7100,3,2,NA,NA
7100,4,1,8760,248400
7100,5,1,2920,6750
7100,6,2,NA,NA
7100,7,2,NA,NA
7100,8,2,NA,NA
7100,9,2,NA,NA
7101,1,1,96,5000
7101,2,2,NA,NA
7101,3,2,NA,NA
7101,4,1,720,14400
7101,5,1,140,9000
7101,6,2,NA,NA
7101,7,2,NA,NA
7101,8,2,NA,NA
7101,9,2,NA,NA
7102,1,1,30,75
7102,2,2,NA,NA
7102,3,2,NA,NA
7102,4,1,365,47450
7102,5,1,365,16425
7102,6,2,NA,NA
7102,7,2,NA,NA
7102,8,2,NA,NA
7102,9,2,NA,NA
7103,1,1,30,60
7103,2,2,NA,NA
7103,3,2,NA,NA
7103,4,1,2190,21900
7103,5,2,NA,NA
7103,6,2,NA,NA
7103,7,2,NA,NA
7103,8,2,NA,NA
7103,9,2,NA,NA
7104,1,1,365,730
7104,2,2,NA,NA
7104,3,2,NA,NA
7104,4,1,5475,87600
7104,5,1,7300,146000
7104,6,1,1825,7300
7104,7,2,NA,NA
7104,8,2,NA,NA
7104,9,2,NA,NA
7105,1,1,510,9690
7105,2,2,NA,NA
7105,3,2,NA,NA
7105,4,1,1115,7974
7105,5,1,133,2043
7105,6,2,NA,NA
7105,7,2,NA,NA
7105,8,2,NA,NA
7105,9,2,NA,NA
7106,1,1,365,2500
7106,2,2,NA,NA
7106,3,2,NA,NA
7106,4,1,1825,1095000
7106,5,2,NA,NA
7106,6,2,NA,NA
7106,7,2,NA,NA
7106,8,2,NA,NA
7106,9,2,NA,NA
7107,1,1,8,16
7107,2,2,NA,NA
7107,3,2,NA,NA
7107,4,1,365,109500
7107,5,1,30,2400
7107,6,2,NA,NA
7107,7,2,NA,NA
7107,8,2,NA,NA
7107,9,2,NA,NA
7108,1,1,185,370
7108,2,2,NA,NA
7108,3,2,NA,NA
7108,4,1,365,1825
7108,5,2,NA,NA
7108,6,2,NA,NA
7108,7,2,NA,NA
7108,8,2,NA,NA
7108,9,2,NA,NA
7109,1,1,52,180
7109,2,2,NA,NA
7109,3,2,NA,NA
7109,4,1,107,107000
7109,5,2,NA,NA
7109,6,2,NA,NA
7109,7,2,NA,NA
7109,8,2,NA,NA
7109,9,2,NA,NA
7110,1,2,NA,NA
7110,2,2,NA,NA
7110,3,2,NA,NA
7110,4,1,365,12775
7110,5,1,50,432
7110,6,2,NA,NA
7110,7,2,NA,NA
7110,8,2,NA,NA
7110,9,2,NA,NA
7111,1,1,1095,3285
7111,2,2,NA,NA
7111,3,2,NA,NA
7111,4,1,730,7300
7111,5,2,NA,NA
7111,6,2,NA,NA
7111,7,2,NA,NA
7111,8,2,NA,NA
7111,9,2,NA,NA
7112,1,1,1,2
7112,2,2,NA,NA
7112,3,2,NA,NA
7112,4,1,200,250
7112,5,1,80,80
7112,6,2,NA,NA
7112,7,2,NA,NA
7112,8,2,NA,NA
7112,9,2,NA,NA
7113,1,2,NA,NA
7113,2,2,NA,NA
7113,3,2,NA,NA
7113,4,1,1095,8760
7113,5,2,NA,NA
7113,6,2,NA,NA
7113,7,2,NA,NA
7113,8,2,NA,NA
7113,9,2,NA,NA
7114,1,2,NA,NA
7114,2,2,NA,NA
7114,3,2,NA,NA
7114,4,1,121,1300
7114,5,2,NA,NA
7114,6,2,NA,NA
7114,7,2,NA,NA
7114,8,2,NA,NA
7114,9,2,NA,NA
7115,1,1,6,5
7115,2,2,NA,NA
7115,3,1,20,100
7115,4,1,15,75
7115,5,1,16,80
7115,6,2,NA,NA
7115,7,2,NA,NA
7115,8,2,NA,NA
7115,9,2,NA,NA
7116,1,1,23,47
7116,2,2,NA,NA
7116,3,2,NA,NA
7116,4,1,61,3423
7116,5,1,61,37
7116,6,2,NA,NA
7116,7,2,NA,NA
7116,8,2,NA,NA
7116,9,2,NA,NA
7117,1,1,80,25
7117,2,2,NA,NA
7117,3,2,NA,NA
7117,4,1,120,300
7117,5,1,120,180
7117,6,2,NA,NA
7117,7,2,NA,NA
7117,8,2,NA,NA
7117,9,2,NA,NA
7118,1,2,NA,NA
7118,2,2,NA,NA
7118,3,2,NA,NA
7118,4,1,6,180
7118,5,2,NA,NA
7118,6,2,NA,NA
7118,7,2,NA,NA
7118,8,2,NA,NA
7118,9,2,NA,NA
7119,1,2,NA,NA
7119,2,2,NA,NA
7119,3,1,35,NSS
7119,4,2,NA,NA
7119,5,2,NA,NA
7119,6,2,NA,NA
7119,7,2,NA,NA
7119,8,2,NA,NA
7119,9,2,NA,NA
7120,1,1,300,3
7120,2,2,NA,NA
7120,3,1,360,100
7120,4,2,NA,NA
7120,5,1,100,200
7120,6,2,NA,NA
7120,7,2,NA,NA
7120,8,2,NA,NA
7120,9,2,NA,NA
7121,1,2,NA,NA
7121,2,2,NA,NA
7121,3,2,NA,NA
7121,4,1,760,1800
7121,5,2,NA,NA
7121,6,2,NA,NA
7121,7,2,NA,NA
7121,8,2,NA,NA
7121,9,2,NA,NA
7122,1,2,NA,NA
7122,2,2,NA,NA
7122,3,2,NA,NA
7122,4,1,720,240000
7122,5,2,NA,NA
7122,6,2,NA,NA
7122,7,2,NA,NA
7122,8,2,NA,NA
7122,9,2,NA,NA
7123,1,1,365,22
7123,2,2,NA,NA
7123,3,2,NA,NA
7123,4,1,208,8944
7123,5,2,NA,NA
7123,6,2,NA,NA
7123,7,2,NA,NA
7123,8,2,NA,NA
7123,9,2,NA,NA
7124,1,1,48,144
7124,2,2,NA,NA
7124,3,2,NA,NA
7124,4,1,83,12450
7124,5,1,15,675
7124,6,2,NA,NA
7124,7,2,NA,NA
7124,8,2,NA,NA
7124,9,2,NA,NA
7125,1,2,NA,NA
7125,2,2,NA,NA
7125,3,2,NA,NA
7125,4,1,12,5
7125,5,1,12,5
7125,6,2,NA,NA
7125,7,2,NA,NA
7125,8,2,NA,NA
7125,9,2,NA,NA
8001,1,2,NA,NA
8001,2,2,NA,NA
8001,3,1,NSS,NSS
8001,4,1,NSS,NSS
8001,5,2,NA,NA
8001,6,2,NA,NA
8001,7,2,NA,NA
8001,8,2,NA,NA
8001,9,2,NA,NA
8002,1,2,NA,NA
8002,2,2,NA,NA
8002,3,2,NA,NA
8002,4,2,NA,NA
8002,5,2,NA,NA
8002,6,2,NA,NA
8002,7,2,NA,NA
8002,8,2,NA,NA
8002,9,2,NA,NA
8003,1,2,NA,NA
8003,2,2,NA,NA
8003,3,2,NA,NA
8003,4,1,1095,131040
8003,5,2,NA,NA
8003,6,2,NA,NA
8003,7,2,NA,NA
8003,8,2,NA,NA
8003,9,2,NA,NA
8004,1,2,NA,NA
8004,2,2,NA,NA
8004,3,1,1095,26280
8004,4,2,NA,NA
8004,5,1,730,4860
8004,6,2,NA,NA
8004,7,2,NA,NA
8004,8,2,NA,NA
8004,9,2,NA,NA
8005,1,9,NSS,NSS
8005,2,2,NA,NA
8005,3,9,NSS,NSS
8005,4,9,NSS,NSS
8005,5,9,NSS,NSS
8005,6,2,NA,NA
8005,7,2,NA,NA
8005,8,2,NA,NA
8005,9,2,NA,NA
8006,1,2,NA,NA
8006,2,2,NA,NA
8006,3,2,NA,NA
8006,4,2,NA,NA
8006,5,2,NA,NA
8006,6,2,NA,NA
8006,7,2,NA,NA
8006,8,2,NA,NA
8006,9,2,NA,NA
8007,1,2,NA,NA
8007,2,2,NA,NA
8007,3,2,NA,NA
8007,4,1,365,100000
8007,5,1,365,50000
8007,6,2,NA,NA
8007,7,2,NA,NA
8007,8,2,NA,NA
8007,9,2,NA,NA
8008,1,2,NA,NA
8008,2,2,NA,NA
8008,3,2,NA,NA
8008,4,1,NSS,NSS
8008,5,1,NSS,NSS
8008,6,1,NSS,NSS
8008,7,2,NA,NA
8008,8,2,NA,NA
8008,9,2,NA,NA
8009,1,2,NA,NA
8009,2,2,NA,NA
8009,3,2,NA,NA
8009,4,2,NA,NA
8009,5,2,NA,NA
8009,6,2,NA,NA
8009,7,2,NA,NA
8009,8,2,NA,NA
8009,9,2,NA,NA
8010,1,2,NA,NA
8010,2,2,NA,NA
8010,3,1,5,100
8010,4,2,NA,NA
8010,5,1,2,20
8010,6,2,NA,NA
8010,7,2,NA,NA
8010,8,2,NA,NA
8010,9,2,NA,NA
8011,1,2,NA,NA
8011,2,2,NA,NA
8011,3,1,NSS,NSS
8011,4,1,NSS,NSS
8011,5,1,NSS,NSS
8011,6,1,NSS,NSS
8011,7,2,NA,NA
8011,8,2,NA,NA
8011,9,2,NA,NA
8012,1,2,NA,NA
8012,2,2,NA,NA
8012,3,1,4,250
8012,4,2,NA,NA
8012,5,1,1,10
8012,6,2,NA,NA
8012,7,2,NA,NA
8012,8,2,NA,NA
8012,9,2,NA,NA
8013,1,2,NA,NA
8013,2,2,NA,NA
8013,3,2,NA,NA
8013,4,1,365,NSS
8013,5,1,365,NSS
8013,6,2,NA,NA
8013,7,2,NA,NA
8013,8,2,NA,NA
8013,9,2,NA,NA
8014,1,2,NA,NA
8014,2,2,NA,NA
8014,3,2,NA,NA
8014,4,1,5,500
8014,5,1,5,200
8014,6,2,NA,NA
8014,7,2,NA,NA
8014,8,2,NA,NA
8014,9,2,NA,NA
8015,1,2,NA,NA
8015,2,2,NA,NA
8015,3,2,NA,NA
8015,4,1,NSS,NSS
8015,5,1,NSS,NSS
8015,6,2,NA,NA
8015,7,2,NA,NA
8015,8,2,NA,NA
8015,9,2,NA,NA
8016,1,2,NA,NA
8016,2,2,NA,NA
8016,3,2,NA,NA
8016,4,1,365,17500
8016,5,2,NA,NA
8016,6,2,NA,NA
8016,7,2,NA,NA
8016,8,2,NA,NA
8016,9,2,NA,NA
8017,1,2,NA,NA
8017,2,2,NA,NA
8017,3,1,392,16641
8017,4,1,400,172532
8017,5,1,385,592876
8017,6,2,NA,NA
8017,7,2,NA,NA
8017,8,2,NA,NA
8017,9,2,NA,NA
8018,1,2,NA,NA
8018,2,2,NA,NA
8018,3,2,NA,NA
8018,4,1,150,1700
8018,5,2,NA,NA
8018,6,2,NA,NA
8018,7,2,NA,NA
8018,8,2,NA,NA
8018,9,2,NA,NA
8019,1,1,NSS,NSS
8019,2,1,NSS,NSS
8019,3,1,NSS,NSS
8019,4,1,NSS,NSS
8019,5,1,NSS,NSS
8019,6,1,NSS,NSS
8019,7,1,NSS,NSS
8019,8,1,NSS,NSS
8019,9,1,NSS,NSS
8020,1,2,NA,NA
8020,2,2,NA,NA
8020,3,1,NSS,NSS
8020,4,2,NA,NA
8020,5,2,NA,NA
8020,6,2,NA,NA
8020,7,2,NA,NA
8020,8,2,NA,NA
8020,9,2,NA,NA
8021,1,2,NA,NA
8021,2,2,NA,NA
8021,3,1,365,5475
8021,4,1,365,5475
8021,5,1,365,3500
8021,6,1,365,1095
8021,7,2,NA,NA
8021,8,2,NA,NA
8021,9,2,NA,NA
8022,1,2,NA,NA
8022,2,2,NA,NA
8022,3,2,NA,NA
8022,4,1,730,NSS
8022,5,2,NA,NA
8022,6,2,NA,NA
8022,7,1,NSS,NSS
8022,8,2,NA,NA
8022,9,2,NA,NA
8023,1,2,NA,NA
8023,2,2,NA,NA
8023,3,2,NA,NA
8023,4,2,NA,NA
8023,5,2,NA,NA
8023,6,2,NA,NA
8023,7,2,NA,NA
8023,8,2,NA,NA
8023,9,2,NA,NA
8024,1,1,30,80
8024,2,2,NA,NA
8024,3,1,50,600
8024,4,2,NA,NA
8024,5,1,10,60
8024,6,2,NA,NA
8024,7,2,NA,NA
8024,8,2,NA,NA
8024,9,2,NA,NA
8025,1,2,NA,NA
8025,2,2,NA,NA
8025,3,2,NA,NA
8025,4,2,NA,NA
8025,5,2,NA,NA
8025,6,2,NA,NA
8025,7,2,NA,NA
8025,8,2,NA,NA
8025,9,2,NA,NA
8026,1,2,NA,NA
8026,2,2,NA,NA
8026,3,2,NA,NA
8026,4,1,NSS,NSS
8026,5,2,NA,NA
8026,6,2,NA,NA
8026,7,2,NA,NA
8026,8,2,NA,NA
8026,9,2,NA,NA
8027,1,2,NA,NA
8027,2,2,NA,NA
8027,3,2,NA,NA
8027,4,1,NSS,NSS
8027,5,1,NSS,NSS
8027,6,1,NSS,NSS
8027,7,2,NA,NA
8027,8,2,NA,NA
8027,9,2,NA,NA
8028,1,2,NA,NA
8028,2,2,NA,NA
8028,3,2,NA,NA
8028,4,2,NA,NA
8028,5,2,NA,NA
8028,6,2,NA,NA
8028,7,2,NA,NA
8028,8,2,NA,NA
8028,9,2,NA,NA
8029,1,2,NA,NA
8029,2,2,NA,NA
8029,3,2,NA,NA
8029,4,1,365,657000
8029,5,1,365,500
8029,6,2,NA,NA
8029,7,2,NA,NA
8029,8,2,NA,NA
8029,9,2,NA,NA
8030,1,2,NA,NA
8030,2,2,NA,NA
8030,3,2,NA,NA
8030,4,1,NSS,NSS
8030,5,2,NA,NA
8030,6,2,NA,NA
8030,7,2,NA,NA
8030,8,2,NA,NA
8030,9,2,NA,NA
8031,1,2,NA,NA
8031,2,2,NA,NA
8031,3,2,NA,NA
8031,4,2,NA,NA
8031,5,1,500,500
8031,6,2,NA,NA
8031,7,2,NA,NA
8031,8,2,NA,NA
