ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tifalt1,tifalt2,tifalt3,tifalt4,tifalt5,tifalt6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
21001,4,1,2021,2,5,,,,1,,,1,,,1,,,,1,,,,,
21002,4,1,2018,1,1,1,1,1,,,,,,,,,,,,,,,1,
21003,4,1,2010,12,1,,,,1,,,1,,,,,,,1,,,,,
21004,4,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
21005,4,1,2021,1,1,1,1,1,1,,,1,,1,,1,,,,,,,,
21006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21007,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21008,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21009,4,1,2021,10,3,,1,,,,,,,,,,,,,,,1,,
21010,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21011,4,1,2021,1,1,1,1,,1,,,,,,,,,,,,,,1,
21012,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21013,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21014,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21015,4,1,2022,2,1,1,1,1,1,1,,,,1,,1,,,1,,1,,,
21016,4,1,2021,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
21017,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21018,4,1,2021,1,1,1,1,1,,,,,,,,,,,,,,,1,
21019,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21020,4,1,2021,10,1,,,,,,1,,,,,,,,,,,,,1
21021,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21022,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21023,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21024,4,1,2021,1,1,1,1,1,1,,,,,,,1,,,,,,,,
21025,4,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
21026,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21027,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21028,4,1,2021,5,1,1,,,1,,,1,,,,,,,,,,,,
21029,4,1,2021,1,1,,,1,,,,1,,,,,,,,,,,,
21030,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21031,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21032,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21033,4,1,2021,1,1,1,1,1,1,,,1,1,,,,,,,1,,,,
21034,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21035,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21036,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21037,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21038,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21039,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21040,4,1,2021,5,1,1,,,,,,,,,,1,,,,,,,,
21041,4,1,2021,2,5,1,1,1,1,,,,,,,,,,,,,,1,
21042,4,1,2022,5,3,1,1,,1,,,,,,,,,,,,,,1,
21043,4,1,2021,1,9,1,1,1,1,,,1,,,,,,,,,,,,
21044,4,1,2022,1,1,1,,,,,,1,,,,,,,,,,,,
21045,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21046,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21047,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21048,4,1,2021,9,9,1,,,1,,,,,,,,,,,1,,,,
21049,4,1,2021,1,1,1,1,1,,,,1,,,,,,,,,,,,
21050,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21051,4,1,2022,10,1,1,1,1,,,,,1,,,,,,,,,,,
21052,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21053,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21054,4,1,2019,99,5,,1,1,,,,,,,,,,,,,,,1,
21055,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21056,4,1,2018,12,5,1,,,,,,,,,,,,,,,,,1,
21057,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21058,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21059,4,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
21060,4,1,2021,1,1,1,1,1,1,,,1,,,,,,,,,,,,
21061,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21062,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21063,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21064,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21065,4,1,2018,10,1,1,1,,,,,1,,1,,1,,,,,,,,
21066,4,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
21067,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21068,4,1,2021,5,1,1,1,1,1,1,,1,,,,,,,,,,,,
21069,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21070,4,1,2021,99,1,1,1,1,1,1,,,,,,,,,,,,1,,
21071,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21072,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21073,4,1,2021,5,1,1,,1,1,,,1,,,,,,,,,,,,
21074,4,1,2021,3,1,,1,,,,,1,1,1,1,1,,,,,,,,
21075,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21076,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21077,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21078,4,1,2021,10,1,1,1,,,,,1,1,,,,,,,,,,,
21079,4,1,2021,10,1,1,1,1,,,,,,,,,,,,,,,1,
21080,4,1,2021,10,1,1,1,1,1,,,1,,,,,,,,,,,,
21081,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21082,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21083,4,1,2022,5,3,1,1,,,,,1,,,,,,,,,,,,
21084,4,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
21085,4,1,2022,1,3,1,1,1,1,,,1,,,,,,,,,,,,
21086,4,1,2022,1,1,1,,,,,,,,,,,,,,,,,1,
21087,4,1,2022,1,1,1,,,1,,,,,,,,,,,,,,1,
21088,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21089,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21090,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21091,4,1,2021,1,3,,,,,,1,,,,,,,,,,1,,,
21092,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21093,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21094,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21095,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21096,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21097,4,1,2022,6,1,1,,,,,,1,,,,,,,,,,,,
21098,4,1,2021,1,1,1,1,1,1,,,,,1,,,,,,,,,,
21099,4,1,2021,1,2,1,,,,,,,,,,,,,,,,1,,
21100,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21101,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21102,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21103,4,1,2006,99,1,1,,,,,,,,,,,,,,,,1,,
21104,4,1,2022,2,1,1,1,1,1,,,,,,,1,,,,,,,,
21105,4,1,2022,1,1,1,1,,,,,,,,,,,,,,,,1,
21106,4,1,2021,7,3,,,,1,,,,,,,,,,,,,,,1
21107,4,1,2021,5,3,1,1,1,1,,,1,,,,,,,,,,,,
21108,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21109,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21110,4,1,2021,5,5,1,1,1,,,,1,,,,,,,,,,,,
21111,4,1,2021,10,2,,,,,1,,,,,,,,,,,,1,,
21112,4,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
21113,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21114,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21115,4,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
21116,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21117,4,1,2022,1,1,1,1,1,,,,,,,,,,,,,,,1,
21118,4,1,2021,3,1,1,1,1,1,1,,1,,,,,,,,,,,,
21119,4,1,NSS,2,5,1,1,,,1,,,,1,,,,,,,,1,,
21120,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21121,4,1,2021,12,1,,1,,,,,1,,,,,,,,,,,,
21122,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21123,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21124,4,1,2021,1,3,1,1,1,1,1,,1,,,,1,,,,,,,,
21125,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21126,4,1,2021,2,1,,1,1,,,,1,,,,,,,,,,,,
21127,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21128,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21129,4,1,2022,9,1,1,1,,,,,1,,,,,,,,,,,,
21130,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21131,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21132,4,1,2021,1,1,1,,1,,,,,,,,,,,,,,1,,
21133,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21134,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21135,4,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
21136,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21137,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21138,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21139,4,1,2021,1,1,1,1,,,,,,,,,,,,,,,,1,
21140,4,1,2021,5,3,1,1,1,,,,,,,,,,,,,,,1,
21141,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21142,4,1,2021,2,1,1,1,1,1,,,1,,,,,,,,,,1,,
21143,4,1,2022,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
21144,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21145,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21146,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21147,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21148,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21149,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21150,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21151,4,1,2020,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
21152,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21153,4,1,2021,1,3,1,1,1,1,1,,,,,,,,,,,,,1,
21154,4,1,2022,1,1,1,1,1,1,,,,,,,,,,,,,,1,
21155,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21156,4,1,2010,2,5,1,1,1,1,1,,,,,,,1,,,1,,,,
21157,4,1,2022,1,1,1,,,,,,1,1,,,1,,,,,,,,
21158,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21159,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21160,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21161,4,1,2021,5,1,,,1,,,,1,,,,,,,,,,,,
21162,4,1,2021,1,9,1,1,1,,,,,,,,,,,,,,,1,
21163,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
21164,4,1,2022,2,4,1,,,,,,1,,,,,,,,,,,,
21165,4,1,2021,1,1,1,1,1,,,,1,,,1,,,,,,,,,
21166,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21167,4,1,2010,1,3,,1,,,,,,,,,,,,,1,,,,
21168,4,1,2021,1,1,1,1,1,1,,,1,,,,,,,,,,,,
21169,4,1,2021,5,4,1,1,1,1,,,,,,,,,,,,,,1,
21170,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21171,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21172,4,1,2021,1,4,1,,,,,,1,,,,,,,,,,,,
21173,4,1,2022,2,5,1,1,1,1,1,,1,,,,,,,,,,,,
21174,4,1,2018,2,3,1,1,1,1,,,,,,,,,,,,,,1,
21175,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21176,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21177,4,1,2021,2,4,1,1,1,,,,,,,,1,,,1,,1,,,
21178,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21179,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21180,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21181,4,1,2021,12,3,1,1,1,1,,,1,,,,,,,,,,,,
21182,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21183,4,1,2021,1,5,1,1,1,1,,,1,,,,,,,,,,,,
21184,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21185,4,1,2021,1,1,,,,,,1,1,,1,1,1,,,,,,,,
21186,4,1,2021,5,4,1,1,1,1,,,1,,,,,,,,,,,,
21187,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21188,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21189,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21190,4,1,2022,5,1,1,1,1,1,,,1,,,,,,,,,,,,
21191,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21192,4,1,2022,2,1,,,1,,,,1,,,,,,,,,,,,
21193,4,1,2021,1,5,,,,1,,,,,,,,,,,,,1,,
21194,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21195,4,1,2022,1,1,1,1,1,1,,,,,,,,,,,,,1,,
21196,4,1,2021,6,2,1,1,,1,,,,,1,,,,,,,,,,
21197,4,1,2019,2,5,,,,,,1,1,,,,,,,,,,,,
21198,4,1,2021,1,1,1,,,,,,,,,,,,,,,,1,,
21199,4,1,2021,2,1,,,1,,,,,,,,,,,,,,1,,
21200,4,1,2021,1,5,1,1,1,1,,,1,,,,,,,,,,,,
21201,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21202,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21203,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21204,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21205,4,1,2021,5,4,1,1,1,1,,,1,,,,,,,,,,,,
21206,4,1,2021,1,1,1,1,1,,,,,,,,,,,,,,,1,
21207,4,1,2022,10,5,1,1,,,,,1,,,,,,,,,,,,
21208,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21209,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21210,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21211,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21212,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21213,4,1,2021,1,1,1,1,1,1,,,,,,,,,,1,,,,,
21214,4,1,2021,5,4,1,1,,,,,,,,,,,,,,,1,,
21215,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21216,4,1,2021,10,1,1,1,1,1,,,1,,1,,,,,,,,,,
21217,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22001,4,1,2021,11,1,,,,,,1,1,,1,,,,,1,,,,,
22002,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22003,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22004,4,1,2010,5,4,1,,1,,,,,1,1,,,,,,,,,,
22005,4,1,2012,2,3,1,1,1,1,1,,,,1,,1,,,,,,,,
22006,4,1,2018,2,4,1,1,1,1,1,,,,1,,1,,,,,,,,
22007,4,1,2020,2,3,1,1,1,1,1,,,,,,1,,,,,,,,
22008,4,1,2018,2,3,1,1,1,,,,,,1,,1,,1,1,,1,,,
22009,4,1,2013,10,5,,,1,,,,,,,,,,1,,,,,,
22010,4,1,2021,1,4,1,,,1,,,,,,,,,1,,,,,,
22011,4,1,2019,1,4,1,1,1,1,,,1,,,,1,,,1,,,1,,
22012,4,1,2017,1,2,1,,,1,,,,,,,1,,1,,,,,,
22013,4,1,2015,1,4,1,1,1,1,1,,1,,,,,,1,,,,,,
22014,4,1,2019,2,5,1,1,1,1,1,,,,1,,1,,,1,,,,,
22015,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22016,4,1,2015,1,4,1,1,1,1,,,,,,,1,,,,,,,,
22017,4,1,2019,2,4,1,1,1,,1,,,,,,,,,,,,,1,
22018,4,1,2020,1,4,1,1,1,1,,,1,1,1,,,,,,,,,,
23001,4,1,2022,10,1,1,1,1,1,1,,,,,,,,,1,,,,,
23002,4,1,2010,2,2,1,1,1,1,,,,,,,1,,,,,,,,
23003,4,1,2018,2,3,1,1,1,1,1,,,,,,1,,,,,,,,
23004,4,1,2018,1,4,1,1,1,1,,,,,,,,,,,,,,1,
23005,4,1,2006,2,5,1,1,1,,1,,,,,,,,,,,1,,,
23006,4,1,2008,1,5,1,1,1,1,,,1,,,,,,,,,,,,
23007,4,1,2020,1,5,1,1,1,1,1,,1,1,,,1,,1,,,,,,
23008,4,1,2022,2,4,1,1,1,1,1,,,,,,,,,,1,,,,
23009,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23010,4,1,2019,1,2,1,1,1,1,1,,,,,,1,,,,,,,,
23011,4,1,2021,1,5,1,1,1,1,1,,1,,,1,,,,,,,,,
24001,4,1,NSS,1,1,1,1,1,1,,,1,,,,,,,1,,,,,
24002,4,1,2010,1,1,1,1,1,,,,,,,,,,,,,,,1,
24003,4,1,2015,1,1,1,1,1,1,,,,,,,1,,,,,,,,
24004,4,1,1998,1,1,1,1,1,1,,,,,,,1,,,,,,,,
24005,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24007,4,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
24008,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24009,4,1,2018,1,4,1,,,,,,,,,,,,,,,,,1,
24010,4,1,2018,2,1,1,1,,1,,,,,,,,,,,,,1,,
24011,4,1,2021,2,3,1,1,1,1,1,,,,,,,,,,,,,1,
