ubicageo_f,regiadmi_g,rnspni1,anios_a,periactu_b,siregadm_b,tifalt1,tifalt2,tifalt3,tifalt4,tifalt5,tifalt6,raauto1,raauto2,raauto3,raauto4,raauto5,raauto6,raauto7,raauto8,raauto9,raauto10,raauto11,raauto12,raauto13
12045,4,1,2021,5,4,1,1,1,,,,,,1,,,,,,,,,,
12046,4,1,2021,2,3,1,1,1,1,1,,1,,,,1,,,,,,,,
12047,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12048,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12049,4,1,2022,5,1,1,1,,,,,1,,,,,,,,,,,,
12050,4,1,2022,5,3,1,1,1,1,1,,1,,,,,,,,,,1,,
12051,4,1,2021,5,1,1,1,,,,,,,,,,,,,,,,1,
12052,4,1,2021,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,
12053,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12054,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12055,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12056,4,1,2009,2,3,1,1,1,1,,,,,,,,,,,,,1,,
12057,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12058,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
12059,4,1,2021,2,9,1,1,1,1,,,,,1,,,,,,,,,,
12060,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12061,4,1,2010,1,4,1,1,1,1,,,1,,,,,,,,,,,,
12062,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12063,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12064,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12065,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12066,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12067,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12068,4,1,NSS,2,4,1,1,1,1,,,1,,,,,,,,,,,,
12069,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12071,4,1,2022,10,4,1,1,1,,,,,,,,1,,,,,,,,
12072,4,1,2021,1,1,1,1,,,1,,,,,,,,,,,,,1,
12073,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12074,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12075,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12076,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12077,4,1,2021,5,3,1,1,1,,,,,,,,,,,,,,1,,
12078,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12079,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12080,4,1,2019,1,1,1,1,1,1,,,1,,,,,,,,,,,,
12081,4,1,2018,1,1,1,1,1,1,,,1,,,,,,,,,,,,
12082,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12083,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12084,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12085,4,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13001,4,1,2022,5,4,1,,,,,,1,,,,1,,,,,,,,
13002,4,1,2020,2,2,1,1,1,1,1,,1,,,,,,,,,,,,
13003,4,1,2021,1,5,,,,1,,,1,,,,,,,,,,,,
13004,4,1,2006,5,3,1,1,1,1,,,,,,,1,,,,,,,,
13005,4,1,2020,1,5,1,,,,,,1,,,,,,,,,,,,
13006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13007,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13008,4,1,2021,5,3,1,1,1,,,,1,,,,,,,,,,,,
13009,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13010,4,1,2017,5,1,,,,,1,,,,1,,,,,,,,,,
13011,4,1,2020,5,4,1,,,,,,1,,,,1,,,,,,,,
13012,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13013,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13014,4,1,2021,5,1,1,1,,1,,,1,,,,,,,,,,,,
13015,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13016,4,1,2021,1,1,1,1,1,1,,,,,,,1,,,,,,,,
13017,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13018,4,1,2020,5,4,1,1,1,,,,1,,1,,,,,,,,,,
13019,4,1,2020,1,9,1,1,1,1,1,,,,,,1,,,1,,,,,
13020,4,1,2021,5,3,1,1,1,,,,1,,,,1,,,,,,,,
13021,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13022,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13023,4,1,2020,2,3,1,1,1,1,,,1,,,,1,,,,,,,,
13024,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13025,4,1,2018,3,4,1,1,1,,,,1,,,,1,,,,,,,,
13026,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13027,4,1,NSS,1,1,1,1,1,1,,,1,,,,,,,,,,,,
13028,4,1,2012,1,4,1,1,,,,,1,,,,1,,,,,,,,
13029,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13030,4,1,2021,5,2,1,1,1,,,,,,,,1,,,,,,,,
13031,4,1,2021,5,3,1,1,1,1,1,,1,,,,1,,,1,,,,,
13032,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13033,4,1,2020,5,1,,,,1,,,1,,,,,,,,,,,,
13034,4,1,2022,1,2,1,1,1,,,,1,,,,1,,,,,,,,
13035,4,1,2018,5,3,,1,,,,,1,,,,,,,,,,,,
13036,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13037,4,1,2020,5,5,1,1,1,1,1,,,,,,,,,,,,1,,
13038,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13039,4,1,2020,1,3,1,1,1,1,,,,,,,,,,,,,,1,
13040,4,1,2021,3,2,1,1,1,1,,,1,,,,,,,,,,,,
13041,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13042,4,1,2012,8,1,1,1,1,1,,,1,,,,,,,,,,,,
13043,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13044,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13045,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13046,4,1,2022,5,4,1,1,1,1,,,,1,,,,,,,,,,,
13047,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13048,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13049,4,1,2022,2,2,,1,,,,,1,,,,1,,,,,,,,
13050,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13051,4,1,2021,2,4,1,1,1,,1,,1,,,1,,,,,,,,,
13052,4,1,2020,99,1,1,1,1,1,1,,1,,,,,,,,,,,,
13053,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13054,4,1,2020,2,1,1,1,1,1,,,,,,,1,,,,,,,,
13055,4,1,2020,5,4,1,1,1,1,,,1,,,,,,,,,,,,
13056,4,1,2016,2,5,1,1,1,1,,,,,1,,,,,,,,,,
13057,4,1,2017,5,1,1,1,1,1,1,,,,1,1,,,,,,,,,
13058,4,1,NSS,2,1,,,1,,,,1,,,,,,,,,,,,
13059,4,1,2012,5,4,1,1,1,1,,,1,,,,,,,,,,,,
13060,4,1,2021,5,5,1,1,1,1,,,,,,,1,,,,,,,,
13061,4,1,2016,2,1,1,1,1,1,,,1,,,,1,,,,,,,,
13062,4,1,2022,1,3,1,1,1,1,,,1,,,,1,,,,,,,,
13063,4,1,2016,2,3,1,1,1,1,,,1,,,,1,,,,,,,,
13064,4,1,NSS,1,1,1,1,1,1,,,,,,,,,,,,,,1,
13065,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13066,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
13067,4,1,2021,5,5,1,1,1,1,1,,,,,,,,1,,,,,,
13068,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13069,4,1,2022,5,5,1,1,1,1,,,1,,,,1,,,,,,,,
13070,4,1,2021,5,3,1,1,1,1,,,1,,1,,,,,,,,,,
13071,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13072,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13073,4,1,2022,1,1,1,,,,,,1,,,,,,,,,,,,
13074,4,1,2020,2,3,1,1,1,,,,,,,,1,,,,,,,,
13075,4,1,2021,10,3,1,1,1,,,,1,,,,1,,,1,,1,,,
13076,4,1,2017,5,3,1,1,1,1,,,,,,,,,,,,,1,,
13077,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13078,4,1,2021,1,1,1,1,1,1,1,,1,,1,,1,,,1,,1,,,
13079,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13080,4,1,2022,1,4,1,1,1,1,1,,,,1,,1,,,,,,,,
13081,4,1,2020,10,1,1,,,,,,1,,,,,,,,,,,,
13082,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13083,4,1,2019,5,3,1,1,1,,,,1,,,,,,,,,,,,
13084,4,1,2021,5,3,1,1,1,,,,1,,,,1,,,,,,,,
14001,4,1,2021,1,2,,,,1,,,,,,,,,,,,,,1,
14002,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14003,4,1,2022,1,1,,,,,,1,,,,,,,,,,,,1,
14004,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14005,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14006,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14007,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14008,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14009,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14010,4,1,2021,5,1,1,1,1,1,,,1,,,,,,,,,,,,
14011,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14012,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14013,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14014,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14015,4,1,2000,1,5,1,1,1,,,,1,,1,,,,,1,,,,,
14016,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14017,4,1,2021,1,1,1,1,1,1,,,,,,,1,,,,,,,,
14018,4,1,2002,1,2,1,1,1,1,,,,,,,,,,,,,,1,
14019,4,1,2022,3,1,1,,,1,,,1,,,,,,,,,,,,
14020,4,1,2022,2,1,1,1,1,1,1,,1,,,,,,,,,1,,,
14021,4,1,2022,5,3,1,1,1,,,,1,,,,,,,1,,,,,
14022,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14023,4,1,2018,1,1,1,1,1,1,,,1,,1,,,,,,,,,,
14024,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14025,4,1,2017,10,1,1,1,1,1,,,1,,,,,,,,,,,,
14026,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14027,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14028,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14029,4,1,2021,5,1,1,1,,,,,,,,,,,,,,,,1,
14030,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14031,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14032,4,1,2016,5,4,1,,,,,,,,,,,,,,,,,1,
14033,4,1,2010,2,1,1,1,1,1,1,,,,,,,1,,,,,,,
14034,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14035,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14036,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14037,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14038,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14039,4,1,2015,1,5,1,1,1,,,,,,,,,,,,,,,1,
14040,4,1,2021,5,2,1,1,,,,,,1,,,,,,,,,,,
14041,4,1,2018,5,5,1,1,,1,1,,1,,,,,,,,,,,,
14042,4,1,2020,1,1,1,,,,,,1,,,,1,,,,,,,,
14043,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14044,4,1,2007,10,4,1,1,,,,,,,,,,,,1,,1,,,
14045,4,1,2016,2,4,1,1,1,,,,1,,,,,,,,,,,,
14046,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14047,4,1,2016,1,2,1,1,1,1,,,1,,,,,,,,,,,,
14048,4,1,2019,5,1,1,,,,,,1,,,,,,,,,,,,
14049,4,1,2022,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
14050,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14051,4,1,2021,2,1,,1,,,,,1,,,,,,,,,,,,
14052,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14053,4,1,2021,5,3,1,1,1,1,,,,,,,,,,,,,,1,
14054,4,1,2001,1,1,1,1,1,1,,,1,,,,,,,,,,,,
14055,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14056,4,1,2018,1,2,1,1,1,1,,,,,,,1,,,,,,,,
14057,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14058,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,4,1,2021,12,9,1,1,,,,,,,,,,,,,,,1,,
14060,4,1,2020,7,4,1,1,1,1,,,,,,,,,,,,,,1,
14061,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14062,4,1,2021,1,9,1,1,1,1,,,1,,,,,,,,,,,,
14063,4,1,2010,3,1,1,1,1,1,1,,1,,,,,,,,,,,,
14064,4,1,2018,2,2,1,,,,1,,1,,,,,,,,,,1,,
14065,4,1,2021,2,1,1,1,1,1,1,,1,,,,,,,,,,,,
14066,4,1,2021,2,5,1,1,,,,,,,,,1,,,,,,,,
14067,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14068,4,1,2020,5,4,1,1,1,1,,,1,,,,,,,,,,,,
14069,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14070,4,1,2020,1,2,1,1,1,1,,,1,,1,,,,,1,,1,,,
14071,4,1,2014,4,1,1,1,,1,,,1,,,,,,,,,,,,
14072,4,1,2015,1,4,1,1,1,1,,,1,,1,,,,,,,,,,
14073,4,1,2012,5,4,1,1,,,,,1,,1,,,,,,,,,,
14074,4,1,2022,7,1,1,1,1,,,,,,,,,1,1,1,,,,,
14075,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14076,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14077,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14078,4,1,2021,6,2,1,1,,,,,,,,,,,,,,,,1,
14079,4,1,2021,1,1,1,1,1,1,,,1,,,,,,,,,,,,
14080,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
14081,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14082,4,1,2005,1,1,1,1,,1,,,1,,,,,,,,,,,,
14083,4,1,2000,1,3,1,1,1,1,1,,1,,,,,,,,,,,,
14084,4,1,2013,5,4,1,1,1,1,1,,,,,,1,,,,,,,,
14085,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14086,4,1,2022,2,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,
14087,4,1,2018,1,1,1,1,1,1,,,1,,,,,,,,,,,,
14088,4,1,2022,2,4,1,1,1,1,,,1,,,,,,,,,,,,
14089,4,1,2019,1,4,1,,,,,,,1,,,,,,,,,,,
14090,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14091,4,1,2021,1,1,1,,,,,,1,,,,,,,,,,,,
14092,4,1,2016,2,1,1,1,1,1,,,1,,,,,,,,,,,,
14093,4,1,2011,1,3,1,,1,,,,1,,,,,,,,,,,,
14094,4,1,2016,3,1,1,,,,,,1,,,,,,,,,,,,
14095,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14096,4,1,2022,1,1,1,1,1,1,,,1,,,,,,,,,,,,
14097,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14098,4,1,2009,2,5,1,1,,1,1,,,,,,1,,,,,,,,
14099,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14100,4,1,NSS,1,1,1,1,1,1,,,,,,,,,,,,,,1,
14101,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14102,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14103,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14104,4,1,2022,9,1,1,1,1,1,,,1,,,,,,,,,,,,
14105,4,1,2004,1,1,1,1,1,1,,,1,,1,,,,,,,,,,
14106,4,1,2019,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
14107,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14108,4,1,2010,2,4,1,1,1,1,1,,1,,,,,,,,,,,,
14109,4,1,2015,1,4,1,1,1,1,,,1,,1,,,,,,,,,,
14110,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,4,1,2022,3,9,,,,,,1,,,,,,,,,,,,,1
14112,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14113,4,1,2023,1,1,1,1,1,1,1,,,,,,,,,,,,,1,
14114,4,1,2015,5,3,1,1,1,1,,,1,,,,1,,,,,,,,
14115,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14116,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14117,4,1,2022,1,5,1,1,1,1,,,1,,,,,,,,,,,,
14118,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14119,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14120,4,1,2002,2,5,1,1,1,1,,,1,,,,,,,,,,,,
14121,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14122,4,1,2017,1,1,1,1,1,1,1,,1,,,,,,,,,,,,
14123,4,1,2018,1,2,1,1,1,1,,,1,,,,,,,,,,,,
14124,4,1,2021,3,5,1,1,1,,,,1,,,,,,,,,,,,
14125,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15001,4,1,2013,1,1,1,1,,,1,,,,,,1,,,,,,,,
15002,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
15003,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15004,4,1,2022,12,4,1,1,,1,,,1,,,,,,,,,,,,
15005,4,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15006,4,1,2022,2,5,1,1,,1,,,1,,,,,,,,,,,,
15007,4,9,NSS,997,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
